factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,11778,74.98,0.51,74.4,False
kyori_kubun,距離区分,code,3,11778,74.75,0.51,74.17,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,9337,77.55,5.09,74.03,False
manken_shirushi,万券印,code,8,7595,77.58,5.65,73.67,False
uma_deokure_bin,馬出遅率ビン,code,4,9308,84.87,12.52,72.61,False
bataiju_zogen,馬体重増減,numeric,13,8927,75.01,5.25,72.15,False
manken_shisu_decile,万券指数10分位,code,10,11564,75.92,6.23,72.06,False
bataiju,馬体重,numeric,44,10351,74.8,9.85,71.89,False
kyori_tekisei,距離適性,code,4,11120,78.73,7.47,71.41,False
rotation_bin,ローテーションビン,code,8,9348,73.97,6.05,69.78,False
tenkai_kigo_code,展開記号,code,5,11778,76.17,7.3,69.77,False
kyakushitsu,脚質,code,5,11776,75.17,6.44,69.52,False
hizume_code,蹄コード,code,13,8915,74.71,11.11,68.67,False
ten_shisu_juni,テン指数順位,numeric,16,11778,72.02,7.45,68.37,False
ls_shisu_juni,LS指数順位,numeric,8,11757,74.16,8.54,68.24,False
omo_tekisei_code,重適性,code,4,9498,76.75,9.21,67.73,False
pace_shisu_juni,ペース指数順位,numeric,16,11778,71.38,8.97,66.99,False
agari_shisu_juni,上がり指数順位,numeric,16,11778,70.93,8.91,66.56,False
ichi_shisu_juni,位置指数順位,numeric,16,11778,71.92,11.06,66.5,False
sogo_shisu_decile,総合指数10分位,code,8,11753,77.59,16.12,66.42,False
kishu_minarai_code,騎手見習,code,4,11731,72.02,5.76,66.38,False
idm_decile,IDM指数10分位,code,7,11754,76.99,14.5,66.24,False
gekiso_juni,激走順位,numeric,16,11778,70.7,9.79,65.9,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,24,4274,71.75,15.62,65.5,False
kyusha_hyoka_code,厩舎評価,code,4,11778,80.49,16.22,64.6,False
joho_shisu_decile,情報指数10分位,code,6,11778,72.6,10.47,64.22,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,11739,74.34,21.54,63.44,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,11778,71.22,12.69,63.35,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,11778,71.28,13.33,63.02,False
class_code,クラスコード,code,3,9286,76.59,12.83,62.07,False
kishu_shisu_decile,騎手指数10分位,code,10,11778,70.19,13.93,61.55,False
kyusha_shisu_decile,厩舎指数10分位,code,10,11778,67.62,11.78,60.32,False
ninki_shisu_decile,人気指数10分位,code,9,11699,67.23,11.43,59.76,False
chokyo_shisu_decile,調教指数10分位,code,10,11778,66.64,12.4,58.96,False
kyuyo_riyu_bunrui_code,休養理由,code,3,1500,79.77,26.48,49.8,False
