segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_05_ダ_条件戦,tenkai_kigo_code+agari_shisu_juni+gekiso_juni,tenkai_kigo_code,agari_shisu_juni,gekiso_juni,5,604,91.41,2.63,89.1,True
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+bataiju_zogen+agari_shisu_juni,kyori_kubun,bataiju_zogen,agari_shisu_juni,3,310,95.06,6.43,87.78,True
KEIBAJO_SURFACE_05_ダ_条件戦,agari_shisu_juni+kishu_minarai_code+gekiso_juni,agari_shisu_juni,kishu_minarai_code,gekiso_juni,8,934,90.41,6.02,86.24,True
KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+tenkai_kigo_code+agari_shisu_juni,manken_shirushi,tenkai_kigo_code,agari_shisu_juni,13,1744,88.19,4.5,85.74,True
KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+agari_shisu_juni+kishu_minarai_code,manken_shirushi,agari_shisu_juni,kishu_minarai_code,11,1453,87.07,4.38,84.48,True
KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+rotation_bin+ten_shisu_juni,pace_yoso,rotation_bin,ten_shisu_juni,8,978,88.75,6.64,84.15,True
KEIBAJO_SURFACE_05_ダ_条件戦,rotation_bin+kyakushitsu+pace_shisu_juni,rotation_bin,kyakushitsu,pace_shisu_juni,7,769,87.18,4.75,83.66,True
KEIBAJO_SURFACE_05_ダ_条件戦,bataiju_zogen+tenkai_kigo_code+agari_shisu_juni,bataiju_zogen,tenkai_kigo_code,agari_shisu_juni,15,1800,85.75,6.16,82.64,True
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+ten_shisu_juni+gekiso_juni,kyori_kubun,ten_shisu_juni,gekiso_juni,3,408,91.4,7.91,82.44,True
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+manken_shirushi+agari_shisu_juni,kyori_kubun,manken_shirushi,agari_shisu_juni,8,945,87.31,7.15,82.36,True
KEIBAJO_SURFACE_05_ダ_条件戦,uma_deokure_bin+rotation_bin+ten_shisu_juni,uma_deokure_bin,rotation_bin,ten_shisu_juni,9,1080,85.39,4.84,82.23,True
KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+agari_shisu_juni+kyusha_hyoka_code,manken_shirushi,agari_shisu_juni,kyusha_hyoka_code,13,1619,84.94,5.01,82.22,True
KEIBAJO_SURFACE_05_ダ_条件戦,pace_shisu_juni+kishu_minarai_code+gekiso_juni,pace_shisu_juni,kishu_minarai_code,gekiso_juni,9,1208,87.77,8.81,82.01,True
KEIBAJO_SURFACE_05_ダ_条件戦,ten_shisu_juni+kishu_minarai_code+gekiso_juni,ten_shisu_juni,kishu_minarai_code,gekiso_juni,10,1250,87.86,9.86,81.74,True
KEIBAJO_SURFACE_05_ダ_条件戦,rotation_bin+kyakushitsu+ten_shisu_juni,rotation_bin,kyakushitsu,ten_shisu_juni,4,448,88.55,7.13,81.56,True
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+pace_shisu_juni+gekiso_juni,kyori_kubun,pace_shisu_juni,gekiso_juni,5,638,85.62,5.66,80.66,True
KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+pace_shisu_juni+kishu_minarai_code,manken_shirushi,pace_shisu_juni,kishu_minarai_code,8,883,84.35,5.41,80.6,True
KEIBAJO_SURFACE_05_ダ_条件戦,manken_shisu_decile+tenkai_kigo_code+agari_shisu_juni,manken_shisu_decile,tenkai_kigo_code,agari_shisu_juni,17,2143,83.61,7.97,79.82,False
KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+rotation_bin+agari_shisu_juni,pace_yoso,rotation_bin,agari_shisu_juni,12,1477,84.07,8.39,79.32,False
KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+manken_shirushi+gekiso_juni,pace_yoso,manken_shirushi,gekiso_juni,6,810,86.69,9.28,79.27,False
KEIBAJO_SURFACE_05_ダ_条件戦,bataiju_zogen+agari_shisu_juni+kishu_minarai_code,bataiju_zogen,agari_shisu_juni,kishu_minarai_code,11,1229,84.01,8.61,78.92,False
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+hizume_code+ten_shisu_juni,kyori_kubun,hizume_code,ten_shisu_juni,9,1193,84.81,9.1,78.86,False
KEIBAJO_SURFACE_05_ダ_条件戦,hizume_code+omo_tekisei_code+ichi_shisu_juni,hizume_code,omo_tekisei_code,ichi_shisu_juni,3,348,85.23,5.88,78.57,False
KEIBAJO_SURFACE_05_ダ_条件戦,hizume_code+omo_tekisei_code+gekiso_juni,hizume_code,omo_tekisei_code,gekiso_juni,4,480,84.63,6.21,78.55,False
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+rotation_bin+ten_shisu_juni,kyori_kubun,rotation_bin,ten_shisu_juni,16,2178,82.21,7.61,78.48,False
KEIBAJO_SURFACE_05_ダ_条件戦,bataiju_zogen+rotation_bin+hizume_code,bataiju_zogen,rotation_bin,hizume_code,3,370,84.85,5.74,78.36,False
KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+manken_shirushi+hizume_code,pace_yoso,manken_shirushi,hizume_code,4,445,86.75,8.63,78.29,False
KEIBAJO_SURFACE_05_ダ_条件戦,rotation_bin+kyakushitsu+ichi_shisu_juni,rotation_bin,kyakushitsu,ichi_shisu_juni,9,1062,85.05,10.73,78.04,False
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+rotation_bin+ichi_shisu_juni,kyori_kubun,rotation_bin,ichi_shisu_juni,17,2337,81.32,7.09,77.95,False
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+manken_shirushi+pace_shisu_juni,kyori_kubun,manken_shirushi,pace_shisu_juni,3,319,84.99,6.33,77.82,False
KEIBAJO_SURFACE_05_ダ_条件戦,ten_shisu_juni+gekiso_juni+kyusha_hyoka_code,ten_shisu_juni,gekiso_juni,kyusha_hyoka_code,6,703,83.58,7.38,77.67,False
KEIBAJO_SURFACE_05_ダ_条件戦,rotation_bin+agari_shisu_juni+kishu_minarai_code,rotation_bin,agari_shisu_juni,kishu_minarai_code,26,3847,80.9,8.64,77.58,False
KEIBAJO_SURFACE_05_ダ_条件戦,uma_deokure_bin+ten_shisu_juni+idm_decile,uma_deokure_bin,ten_shisu_juni,idm_decile,8,864,82.44,7.24,77.42,False
KEIBAJO_SURFACE_05_ダ_条件戦,uma_deokure_bin+hizume_code+gekiso_juni,uma_deokure_bin,hizume_code,gekiso_juni,4,450,83.89,6.64,77.39,False
KEIBAJO_SURFACE_05_ダ_条件戦,bataiju_zogen+kishu_minarai_code+gekiso_juni,bataiju_zogen,kishu_minarai_code,gekiso_juni,12,1471,84.62,13.31,77.09,False
KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+uma_deokure_bin+hizume_code,manken_shirushi,uma_deokure_bin,hizume_code,3,336,84.92,6.95,77.06,False
KEIBAJO_SURFACE_05_ダ_条件戦,bataiju_zogen+kyakushitsu+hizume_code,bataiju_zogen,kyakushitsu,hizume_code,4,530,86.84,10.11,76.93,False
KEIBAJO_SURFACE_05_ダ_条件戦,bataiju_zogen+pace_shisu_juni+kishu_minarai_code,bataiju_zogen,pace_shisu_juni,kishu_minarai_code,12,1363,83.33,11.33,76.92,False
KEIBAJO_SURFACE_05_ダ_条件戦,rotation_bin+tenkai_kigo_code+agari_shisu_juni,rotation_bin,tenkai_kigo_code,agari_shisu_juni,26,4085,79.91,8.46,76.66,False
KEIBAJO_SURFACE_05_ダ_条件戦,uma_deokure_bin+rotation_bin+agari_shisu_juni,uma_deokure_bin,rotation_bin,agari_shisu_juni,9,1241,81.33,7.43,76.48,False
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+hizume_code+pace_shisu_juni,kyori_kubun,hizume_code,pace_shisu_juni,13,1604,82.16,10.68,76.36,False
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_tekisei+hizume_code+agari_shisu_juni,kyori_tekisei,hizume_code,agari_shisu_juni,7,788,80.41,5.61,76.25,False
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+bataiju_zogen+hizume_code,kyori_kubun,bataiju_zogen,hizume_code,14,2309,79.6,6.44,76.22,False
KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+ten_shisu_juni+kishu_minarai_code,manken_shirushi,ten_shisu_juni,kishu_minarai_code,4,446,85.08,9.09,76.18,False
KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+rotation_bin+kishu_minarai_code,manken_shirushi,rotation_bin,kishu_minarai_code,25,3883,79.43,8.77,75.99,False
KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+rotation_bin+pace_shisu_juni,pace_yoso,rotation_bin,pace_shisu_juni,11,1338,83.49,12.8,75.93,False
KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+manken_shirushi+rotation_bin,pace_yoso,manken_shirushi,rotation_bin,13,1586,79.82,7.85,75.55,False
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+manken_shirushi+rotation_bin,kyori_kubun,manken_shirushi,rotation_bin,19,2682,79.84,9.56,75.54,False
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+rotation_bin+agari_shisu_juni,kyori_kubun,rotation_bin,agari_shisu_juni,18,2496,79.75,9.39,75.42,False
KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+bataiju_zogen+kishu_minarai_code,manken_shirushi,bataiju_zogen,kishu_minarai_code,15,1742,80.89,10.99,75.33,False
KEIBAJO_SURFACE_05_ダ_条件戦,bataiju_zogen+ichi_shisu_juni+kishu_minarai_code,bataiju_zogen,ichi_shisu_juni,kishu_minarai_code,11,1275,80.87,9.41,75.31,False
KEIBAJO_SURFACE_05_ダ_条件戦,hizume_code+ten_shisu_juni+kishu_minarai_code,hizume_code,ten_shisu_juni,kishu_minarai_code,17,2220,80.85,11.7,75.29,False
KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+uma_start_shisu_decile+kishu_minarai_code,pace_yoso,uma_start_shisu_decile,kishu_minarai_code,18,7741,77.81,5.55,75.24,False
KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+rotation_bin+ichi_shisu_juni,pace_yoso,rotation_bin,ichi_shisu_juni,10,1193,81.24,9.69,75.23,False
KEIBAJO_SURFACE_05_ダ_条件戦,rotation_bin+tenkai_kigo_code+ten_shisu_juni,rotation_bin,tenkai_kigo_code,ten_shisu_juni,9,1255,79.63,6.79,75.2,False
KEIBAJO_SURFACE_05_ダ_条件戦,uma_deokure_bin+agari_shisu_juni+sogo_shisu_decile,uma_deokure_bin,agari_shisu_juni,sogo_shisu_decile,9,1069,79.56,6.67,75.2,False
KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+hizume_code+ten_shisu_juni,pace_yoso,hizume_code,ten_shisu_juni,4,424,82.22,7.2,75.17,False
KEIBAJO_SURFACE_05_ダ_条件戦,uma_deokure_bin+rotation_bin+ichi_shisu_juni,uma_deokure_bin,rotation_bin,ichi_shisu_juni,11,1365,80.84,9.66,75.14,False
KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+bataiju_zogen+omo_tekisei_code,pace_yoso,bataiju_zogen,omo_tekisei_code,28,6394,77.44,6.3,75.11,False
KEIBAJO_SURFACE_05_ダ_条件戦,bataiju_zogen+hizume_code+kishu_minarai_code,bataiju_zogen,hizume_code,kishu_minarai_code,19,3323,78.54,7.66,75.1,False
KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+hizume_code+kishu_minarai_code,manken_shirushi,hizume_code,kishu_minarai_code,14,2125,78.9,7.44,75.0,False
KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+manken_shirushi+kishu_minarai_code,pace_yoso,manken_shirushi,kishu_minarai_code,16,6317,78.24,6.78,74.92,False
KEIBAJO_SURFACE_05_ダ_条件戦,rotation_bin+ten_shisu_juni+omo_tekisei_code,rotation_bin,ten_shisu_juni,omo_tekisei_code,8,918,81.15,9.07,74.86,False
KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+uma_deokure_bin+kishu_minarai_code,manken_shirushi,uma_deokure_bin,kishu_minarai_code,16,5160,77.79,6.01,74.85,False
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+hizume_code+ichi_shisu_juni,kyori_kubun,hizume_code,ichi_shisu_juni,10,1385,79.44,7.41,74.85,False
KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+pace_shisu_juni+kyusha_hyoka_code,manken_shirushi,pace_shisu_juni,kyusha_hyoka_code,4,423,81.21,6.5,74.84,False
KEIBAJO_SURFACE_05_ダ_条件戦,bataiju_zogen+tenkai_kigo_code+hizume_code,bataiju_zogen,tenkai_kigo_code,hizume_code,9,1419,78.56,5.95,74.68,False
KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+bataiju_zogen+rotation_bin,kyori_kubun,bataiju_zogen,rotation_bin,22,3993,78.95,10.22,74.67,False
KEIBAJO_SURFACE_05_ダ_条件戦,uma_deokure_bin+rotation_bin+pace_shisu_juni,uma_deokure_bin,rotation_bin,pace_shisu_juni,12,1441,80.31,10.08,74.61,False
KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+hizume_code+gekiso_juni,pace_yoso,hizume_code,gekiso_juni,5,582,83.3,9.95,74.58,False
KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+manken_shirushi+uma_deokure_bin,pace_yoso,manken_shirushi,uma_deokure_bin,31,5256,77.87,9.41,74.56,False
