factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_kubun,距離区分,code,3,4711,73.14,0.72,72.33,False
kyori_tekisei_2,距離適性2,code,3,1883,76.97,4.34,72.06,False
bataiju,馬体重,numeric,22,2846,76.96,12.24,71.85,False
hizume_code,蹄コード,code,9,4348,73.93,4.14,71.23,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,4701,73.96,5.62,70.06,False
omo_tekisei_code,重適性,code,3,4705,72.78,2.58,69.86,False
uma_deokure_bin,馬出遅率ビン,code,5,4707,74.29,5.45,69.52,False
bataiju_zogen,馬体重増減,numeric,11,4300,72.7,7.62,68.2,False
ichi_shisu_juni,位置指数順位,numeric,16,4711,72.26,8.4,68.14,False
manken_shirushi,万券印,code,8,2739,75.31,10.56,67.99,False
pace_shisu_juni,ペース指数順位,numeric,16,4711,71.73,8.61,67.52,False
ls_shisu_juni,LS指数順位,numeric,8,4694,73.94,9.8,67.15,False
ten_shisu_juni,テン指数順位,numeric,16,4711,71.73,10.48,66.6,False
rotation_bin,ローテーションビン,code,7,4668,72.53,8.62,66.15,False
umakigo_code,馬記号,code,3,4695,75.02,8.18,65.76,False
manken_shisu_decile,万券指数10分位,code,9,4526,71.51,8.81,65.76,False
agari_shisu_juni,上がり指数順位,numeric,16,4711,70.78,10.49,65.63,False
kyakushitsu,脚質,code,4,4711,72.35,7.78,64.72,False
joho_shisu_decile,情報指数10分位,code,6,4711,72.46,10.99,63.66,False
kyusha_shisu_decile,厩舎指数10分位,code,10,4711,68.9,10.54,62.37,False
kyori_tekisei,距離適性,code,5,4636,69.36,8.05,62.3,False
gekiso_juni,激走順位,numeric,16,4711,69.7,15.41,62.15,False
kishu_minarai_code,騎手見習,code,3,4628,79.49,15.43,62.04,False
tenkai_kigo_code,展開記号,code,5,4711,73.33,14.51,60.61,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,4656,66.13,13.58,59.26,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,4711,65.98,13.26,57.76,False
chokyo_shisu_decile,調教指数10分位,code,10,4711,66.45,14.51,57.46,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,4711,65.7,14.38,56.79,False
kishu_shisu_decile,騎手指数10分位,code,10,4711,65.99,15.78,56.21,False
idm_decile,IDM指数10分位,code,5,4648,67.26,14.14,54.86,False
ninki_shisu_decile,人気指数10分位,code,9,4673,63.82,16.18,53.25,False
class_code,クラスコード,code,3,4501,70.62,15.98,52.54,False
sogo_shisu_decile,総合指数10分位,code,5,4606,65.91,15.34,52.46,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,3,338,54.92,12.62,40.63,False
