segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+manken_shirushi,kyori_tekisei_2,manken_shirushi,8,1560,80.07,6.61,75.49,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+kishu_shisu_decile,kyori_tekisei_2,kishu_shisu_decile,8,1876,76.94,2.49,75.21,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+kishu_kitai_rentai_decile,kyori_tekisei_2,kishu_kitai_rentai_decile,8,1938,76.88,2.63,75.06,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+umakigo_code,kyori_tekisei_2,umakigo_code,4,2700,77.15,2.19,75.0,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+kijun_ninkijun_tansho,kyori_tekisei_2,kijun_ninkijun_tansho,10,1718,79.13,6.87,74.88,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+bataiju_zogen,kyori_tekisei_2,bataiju_zogen,8,1664,79.9,7.44,74.74,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+uma_start_shisu_decile,manken_shirushi,uma_start_shisu_decile,61,13973,77.17,11.14,74.37,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+ten_shisu_juni,kyori_tekisei_2,ten_shisu_juni,11,1683,78.09,6.34,74.35,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+joshodo_code,kyori_tekisei_2,joshodo_code,3,2771,76.12,1.59,74.31,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+uma_deokure_bin,kyori_tekisei_2,uma_deokure_bin,8,2475,77.05,3.97,74.3,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+kishu_kitai_tansho_decile,kyori_tekisei_2,kishu_kitai_tansho_decile,8,1923,77.45,4.7,74.19,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+omo_tekisei_code,manken_shirushi,omo_tekisei_code,24,14194,76.19,5.43,74.02,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+agari_shisu_juni,manken_shirushi,agari_shisu_juni,71,11569,76.29,9.94,73.98,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+joho_shisu_decile,kyori_tekisei_2,joho_shisu_decile,8,2335,79.06,7.42,73.92,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+ten_shisu_juni,manken_shirushi,ten_shisu_juni,82,11958,75.69,9.99,73.53,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+ls_shisu_juni,manken_shirushi,ls_shisu_juni,56,14427,76.39,11.09,73.49,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+pace_shisu_juni,manken_shirushi,pace_shisu_juni,86,12533,75.52,10.35,73.33,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+da_tekisei_code,kyori_tekisei_2,da_tekisei_code,4,2659,75.86,2.67,73.25,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+kyakushitsu,manken_shirushi,kyakushitsu,32,14262,75.7,7.32,73.17,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+tenkai_kigo_code,kyori_tekisei_2,tenkai_kigo_code,8,2595,80.73,10.96,73.14,False
COURSE_27_右回り平坦O字_ダ,hizume_code+kishu_minarai_code,hizume_code,kishu_minarai_code,29,20789,76.89,10.34,73.13,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+bataiju_zogen,manken_shirushi,bataiju_zogen,55,10827,75.7,9.79,73.12,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+idm_decile,manken_shirushi,idm_decile,71,14367,75.5,10.53,73.06,False
COURSE_27_右回り平坦O字_ダ,keibajo_code+pace_yoso,keibajo_code,pace_yoso,8,23888,73.67,0.95,73.02,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+pace_yoso,kyori_tekisei_2,pace_yoso,4,2687,78.34,5.44,73.01,False
COURSE_27_右回り平坦O字_ダ,bataiju+omo_tekisei_code,bataiju,omo_tekisei_code,105,17737,75.3,12.03,73.0,False
COURSE_27_右回り平坦O字_ダ,keibajo_code+manken_shirushi,keibajo_code,manken_shirushi,24,14972,75.63,6.57,72.99,False
COURSE_27_右回り平坦O字_ダ,hizume_code+manken_shirushi,hizume_code,manken_shirushi,49,11876,75.74,9.89,72.97,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+joshodo_code,manken_shirushi,joshodo_code,8,13972,75.9,4.26,72.95,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+omo_tekisei_code,kyori_tekisei_2,omo_tekisei_code,7,2757,78.85,8.01,72.92,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+pace_shisu_juni,kyori_tekisei_2,pace_shisu_juni,12,1789,78.9,10.7,72.85,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+rotation_bin,kyori_tekisei_2,rotation_bin,8,2145,78.76,8.58,72.81,False
COURSE_27_右回り平坦O字_ダ,pace_yoso+joken_class_code,pace_yoso,joken_class_code,10,23840,73.45,1.1,72.77,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+agari_shisu_juni,kyori_tekisei_2,agari_shisu_juni,10,1601,78.38,9.06,72.77,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+kyakushitsu,kyori_tekisei_2,kyakushitsu,7,2499,78.58,7.89,72.74,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+rotation_bin,manken_shirushi,rotation_bin,41,12790,75.62,9.4,72.74,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+uma_start_shisu_decile,kyori_tekisei_2,uma_start_shisu_decile,8,2131,78.82,8.79,72.73,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+umakigo_code,manken_shirushi,umakigo_code,8,13828,76.04,4.82,72.7,False
COURSE_27_右回り平坦O字_ダ,uma_start_shisu_decile+rotation_bin,uma_start_shisu_decile,rotation_bin,46,21360,74.9,7.79,72.64,False
COURSE_27_右回り平坦O字_ダ,uma_start_shisu_decile+kyakushitsu,uma_start_shisu_decile,kyakushitsu,28,22297,74.93,6.25,72.61,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+kishu_minarai_code,kyori_tekisei_2,kishu_minarai_code,4,2519,78.97,6.54,72.56,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+ichi_shisu_juni,manken_shirushi,ichi_shisu_juni,78,11902,75.3,12.53,72.52,False
COURSE_27_右回り平坦O字_ダ,bataiju_zogen+pace_shisu_juni,bataiju_zogen,pace_shisu_juni,87,15466,74.34,8.7,72.51,False
COURSE_27_右回り平坦O字_ダ,bataiju+uma_deokure_bin,bataiju,uma_deokure_bin,77,13526,74.96,11.03,72.49,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+uma_deokure_bin,manken_shirushi,uma_deokure_bin,40,14261,75.37,9.38,72.47,False
COURSE_27_右回り平坦O字_ダ,keibajo_code+joken_class_code,keibajo_code,joken_class_code,15,23986,72.88,0.91,72.42,False
COURSE_27_右回り平坦O字_ダ,gekiso_juni+bataiju_zogen,gekiso_juni,bataiju_zogen,83,15115,74.71,10.67,72.41,False
COURSE_27_右回り平坦O字_ダ,keibajo_code+uma_start_shisu_decile,keibajo_code,uma_start_shisu_decile,24,22491,74.24,4.72,72.35,False
COURSE_27_右回り平坦O字_ダ,kyori_tekisei_2+hizume_code,kyori_tekisei_2,hizume_code,9,1990,79.81,11.44,72.34,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+sogo_shisu_decile,manken_shirushi,sogo_shisu_decile,71,14429,74.98,11.39,72.34,False
COURSE_27_右回り平坦O字_ダ,joken_class_code+manken_shirushi,joken_class_code,manken_shirushi,31,14321,75.11,7.9,72.33,False
COURSE_27_右回り平坦O字_ダ,manken_shirushi+joho_shisu_decile,manken_shirushi,joho_shisu_decile,48,14972,75.12,9.89,72.32,False
COURSE_27_右回り平坦O字_ダ,uma_start_shisu_decile+bataiju_zogen,uma_start_shisu_decile,bataiju_zogen,66,18899,74.7,9.87,72.31,False
