factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_tekisei_2,距離適性2,code,3,2846,76.48,1.49,74.79,False
keibajo_code,競馬場,code,3,23986,73.25,0.27,72.95,False
pace_yoso,ペース予想,code,3,23986,73.78,0.96,72.69,False
joken_class_code,条件クラス,code,5,23986,73.01,0.48,72.59,False
hizume_code,蹄コード,code,16,22287,75.44,6.41,72.29,False
manken_shirushi,万券印,code,8,14972,75.65,5.03,72.17,False
kishu_shisu,騎手指数,numeric,31,23533,74.86,7.75,72.13,False
joho_shisu,情報指数,numeric,44,23548,74.72,8.93,72.08,False
ichi_shisu,位置指数,numeric,99,19614,73.9,11.03,71.73,False
uma_start_shisu,馬スタート指数,numeric,22,22210,74.09,6.73,71.28,False
ichi_shisu_juni,位置指数順位,numeric,16,23986,73.03,4.57,70.79,False
ten_shisu,テン指数,numeric,62,8017,73.31,10.82,70.62,False
manken_shisu,万券指数,numeric,52,22682,72.9,8.5,70.59,False
pace_shisu,ペース指数,numeric,65,8356,73.44,13.56,70.15,False
da_tekisei_code,ダ適性,code,3,20252,74.39,4.13,69.72,False
gekiso_shisu,激走指数,numeric,126,19314,71.55,11.08,69.62,False
agari_shisu,上がり指数,numeric,16,2708,73.63,9.42,69.02,False
ten_shisu_juni,テン指数順位,numeric,16,23986,71.79,5.9,68.91,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,40,13452,71.51,8.71,68.81,False
kyakushitsu,脚質,code,5,23986,71.97,3.68,68.74,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,23986,73.18,9.78,68.39,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,43,13001,71.17,9.34,68.38,False
gekiso_juni,激走順位,numeric,16,23986,71.25,5.86,68.38,False
uma_deokure_ritsu,馬出遅率,numeric,36,21398,71.07,8.47,68.3,False
pace_shisu_juni,ペース指数順位,numeric,16,23986,71.09,6.21,68.05,False
umakigo_code,馬記号,code,3,23973,71.06,2.95,67.73,False
class_code,クラスコード,code,13,22235,72.04,7.95,67.72,False
nyukyu_nannichimae,入厩何日前,numeric,28,10639,71.55,10.88,67.52,False
idm,IDM指数,numeric,49,16224,71.1,12.85,67.51,False
ls_shisu_juni,LS指数順位,numeric,9,23899,71.48,6.49,67.24,False
kyori_tekisei,距離適性,code,4,23527,70.94,4.18,66.84,False
kishu_minarai_code,騎手見習,code,5,4802,72.67,6.71,66.79,False
tenkai_kigo_code,展開記号,code,5,23986,73.45,7.65,66.74,False
omo_tekisei_code,重適性,code,4,22630,71.6,5.13,66.57,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,47,16300,69.93,14.12,65.9,False
agari_shisu_juni,上がり指数順位,numeric,16,23986,69.62,7.67,65.86,False
rotation,ローテーション,numeric,24,21798,69.71,10.54,65.49,False
joshodo_code,上昇度,code,3,23795,70.32,4.65,65.06,False
kyusha_shisu,厩舎指数,numeric,32,6117,70.19,15.95,64.66,False
shiba_tekisei_code,芝適性,code,3,13952,67.9,4.37,62.96,False
chokyo_shisu,調教指数,numeric,34,6484,67.52,13.99,62.82,False
sogo_shisu,総合指数,numeric,17,1923,70.13,16.54,62.27,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,12,6096,66.28,8.56,61.43,False
blinker,ブリンカー,code,3,3327,72.23,10.03,60.88,False
kyuyo_riyu_bunrui_code,休養理由,code,4,5209,66.11,6.41,59.83,False
kyusha_hyoka_code,厩舎評価,code,4,23986,71.19,14.23,57.25,False
ninki_shisu,人気指数,numeric,56,7903,61.13,20.04,55.88,False
