segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
GLOBAL_1勝クラス,shiba_tekisei_code+umakigo_code+ichi_shisu,shiba_tekisei_code,umakigo_code,ichi_shisu,3,302,92.89,9.95,81.63,True
GLOBAL_1勝クラス,kyori_tekisei+pace_shisu_juni+ten_shisu_juni,kyori_tekisei,pace_shisu_juni,ten_shisu_juni,10,1476,83.17,4.92,80.12,True
GLOBAL_1勝クラス,keibajo_code+uma_deokure_ritsu+ten_shisu_juni,keibajo_code,uma_deokure_ritsu,ten_shisu_juni,7,775,88.71,13.85,78.46,False
GLOBAL_1勝クラス,keibajo_code+pace_shisu_juni+ten_shisu_juni,keibajo_code,pace_shisu_juni,ten_shisu_juni,4,515,86.72,9.65,77.26,False
GLOBAL_1勝クラス,kyori_kubun+kishu_shisu+uma_deokure_ritsu,kyori_kubun,kishu_shisu,uma_deokure_ritsu,7,1072,82.76,10.29,75.13,False
GLOBAL_1勝クラス,kyori_tekisei_2+omo_tekisei_code+uma_deokure_ritsu,kyori_tekisei_2,omo_tekisei_code,uma_deokure_ritsu,7,1695,77.88,4.02,74.9,False
GLOBAL_1勝クラス,kyori_tekisei_2+kyori_kubun+uma_deokure_ritsu,kyori_tekisei_2,kyori_kubun,uma_deokure_ritsu,6,1719,79.97,7.36,74.08,False
GLOBAL_1勝クラス,manken_shirushi+omo_tekisei_code+agari_shisu_juni,manken_shirushi,omo_tekisei_code,agari_shisu_juni,9,1068,78.72,7.4,73.89,False
GLOBAL_1勝クラス,kyori_kubun+pace_shisu_juni+ten_shisu_juni,kyori_kubun,pace_shisu_juni,ten_shisu_juni,7,1100,81.59,10.56,73.77,False
GLOBAL_1勝クラス,kyori_tekisei+keibajo_code+uma_deokure_ritsu,kyori_tekisei,keibajo_code,uma_deokure_ritsu,16,3676,77.34,7.4,73.71,False
GLOBAL_1勝クラス,shiba_tekisei_code+pace_shisu_juni+uma_deokure_ritsu,shiba_tekisei_code,pace_shisu_juni,uma_deokure_ritsu,14,2093,77.46,7.35,73.61,False
GLOBAL_1勝クラス,shiba_tekisei_code+uma_deokure_ritsu+ten_shisu_juni,shiba_tekisei_code,uma_deokure_ritsu,ten_shisu_juni,14,2131,80.92,14.04,73.56,False
GLOBAL_1勝クラス,umakigo_code+pace_yoso+hizume_code,umakigo_code,pace_yoso,hizume_code,29,21475,77.13,9.95,73.51,False
GLOBAL_1勝クラス,umakigo_code+omo_tekisei_code+ichi_shisu,umakigo_code,omo_tekisei_code,ichi_shisu,5,526,81.4,9.32,73.23,False
GLOBAL_1勝クラス,kyori_tekisei+umakigo_code+pace_yoso,kyori_tekisei,umakigo_code,pace_yoso,15,22334,77.5,8.49,73.21,False
GLOBAL_1勝クラス,kyori_tekisei_2+kyori_tekisei+keibajo_code,kyori_tekisei_2,kyori_tekisei,keibajo_code,22,8803,75.81,6.27,73.19,False
GLOBAL_1勝クラス,omo_tekisei_code+uma_deokure_ritsu+ten_shisu_juni,omo_tekisei_code,uma_deokure_ritsu,ten_shisu_juni,20,3146,78.29,11.67,73.18,False
GLOBAL_1勝クラス,kyori_tekisei_2+keibajo_code+pace_yoso,kyori_tekisei_2,keibajo_code,pace_yoso,26,8241,76.13,7.79,73.14,False
GLOBAL_1勝クラス,manken_shirushi+omo_tekisei_code+uma_deokure_ritsu,manken_shirushi,omo_tekisei_code,uma_deokure_ritsu,16,2149,78.6,11.13,73.14,False
GLOBAL_1勝クラス,kyori_tekisei+gekiso_juni+uma_deokure_ritsu,kyori_tekisei,gekiso_juni,uma_deokure_ritsu,25,3240,76.64,9.24,73.02,False
GLOBAL_1勝クラス,pace_shisu_juni+uma_deokure_ritsu+ten_shisu_juni,pace_shisu_juni,uma_deokure_ritsu,ten_shisu_juni,3,473,89.9,14.97,72.97,False
GLOBAL_1勝クラス,kyori_tekisei_2+pace_yoso+omo_tekisei_code,kyori_tekisei_2,pace_yoso,omo_tekisei_code,15,9222,75.67,5.57,72.85,False
GLOBAL_1勝クラス,kyori_tekisei_2+keibajo_code+kyori_kubun,kyori_tekisei_2,keibajo_code,kyori_kubun,33,8003,75.67,8.43,72.79,False
GLOBAL_1勝クラス,kyori_tekisei_2+kyori_kubun+umakigo_code,kyori_tekisei_2,kyori_kubun,umakigo_code,11,8957,76.83,6.99,72.7,False
GLOBAL_1勝クラス,gekiso_juni+omo_tekisei_code+uma_deokure_ritsu,gekiso_juni,omo_tekisei_code,uma_deokure_ritsu,20,2871,76.72,9.21,72.68,False
GLOBAL_1勝クラス,kyori_tekisei_2+umakigo_code+pace_yoso,kyori_tekisei_2,umakigo_code,pace_yoso,9,9166,77.78,7.81,72.67,False
GLOBAL_1勝クラス,umakigo_code+pace_yoso+omo_tekisei_code,umakigo_code,pace_yoso,omo_tekisei_code,13,22762,78.07,10.06,72.6,False
GLOBAL_1勝クラス,kyori_tekisei_2+keibajo_code+shiba_tekisei_code,kyori_tekisei_2,keibajo_code,shiba_tekisei_code,29,5094,76.37,10.36,72.6,False
GLOBAL_1勝クラス,kyori_tekisei+kyori_kubun+hizume_code,kyori_tekisei,kyori_kubun,hizume_code,54,19143,75.32,10.39,72.55,False
GLOBAL_1勝クラス,kyori_tekisei_2+keibajo_code+omo_tekisei_code,kyori_tekisei_2,keibajo_code,omo_tekisei_code,33,7028,74.97,7.23,72.51,False
GLOBAL_1勝クラス,kyori_tekisei_2+kyori_kubun+pace_yoso,kyori_tekisei_2,kyori_kubun,pace_yoso,14,9152,74.15,3.27,72.44,False
GLOBAL_1勝クラス,kyori_tekisei+kyori_kubun+omo_tekisei_code,kyori_tekisei,kyori_kubun,omo_tekisei_code,28,22058,74.7,6.31,72.36,False
GLOBAL_1勝クラス,kyori_tekisei_2+shiba_tekisei_code+pace_yoso,kyori_tekisei_2,shiba_tekisei_code,pace_yoso,14,7372,74.97,5.0,72.35,False
GLOBAL_1勝クラス,kyori_tekisei_2+umakigo_code+blinker,kyori_tekisei_2,umakigo_code,blinker,3,1148,79.09,5.97,72.33,False
