factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_tekisei_2,距離適性2,code,3,9509,75.3,1.51,73.59,False
kyori_tekisei,距離適性,code,6,23362,73.21,1.31,72.16,False
keibajo_code,競馬場,code,10,23427,72.56,0.85,72.04,False
manken_shirushi,万券印,code,8,14017,73.85,2.77,71.94,False
kyori_kubun,距離区分,code,4,23427,72.85,1.18,71.7,False
shiba_tekisei_code,芝適性,code,3,19288,72.39,0.62,71.68,False
umakigo_code,馬記号,code,3,23407,77.33,5.15,71.51,False
gekiso_juni,激走順位,numeric,16,23009,72.34,2.7,71.02,False
pace_yoso,ペース予想,code,3,23142,72.07,1.0,70.94,False
blinker,ブリンカー,code,3,3316,76.04,4.8,70.6,False
uma_deokure_bin,馬出遅率ビン,code,5,23424,72.12,2.1,70.28,False
hizume_code,蹄コード,code,16,23245,73.8,7.27,70.24,False
manken_shisu_decile,万券指数10分位,code,10,23011,72.27,3.49,70.1,False
bataiju,馬体重,numeric,53,22341,72.43,8.9,70.03,False
omo_tekisei_code,重適性,code,3,23422,72.18,1.92,70.01,False
pace_shisu_juni,ペース指数順位,numeric,16,22978,71.69,3.65,69.91,False
bataiju_zogen,馬体重増減,numeric,18,23116,72.22,5.02,69.9,False
ten_shisu_juni,テン指数順位,numeric,16,22977,72.32,5.2,69.77,False
agari_shisu_juni,上がり指数順位,numeric,16,22989,71.73,4.32,69.62,False
ls_shisu_juni,LS指数順位,numeric,9,23082,73.91,7.34,69.11,False
kyakushitsu,脚質,code,4,23427,72.92,4.4,68.61,False
ichi_shisu_juni,位置指数順位,numeric,16,22985,71.41,5.74,68.6,False
joho_shisu_decile,情報指数10分位,code,6,23427,72.41,5.05,68.37,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,23130,71.26,4.39,68.22,False
rotation_bin,ローテーションビン,code,8,23427,72.1,6.2,67.8,False
kyusha_hyoka_code,厩舎評価,code,4,23427,75.99,8.72,67.44,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,23340,75.91,17.63,67.27,False
da_tekisei_code,ダ適性,code,3,14118,71.66,4.05,67.09,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,40,9293,71.89,15.7,67.02,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,23427,73.9,11.28,66.91,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,23427,73.97,11.42,66.9,False
kyusha_shisu_decile,厩舎指数10分位,code,10,23427,70.15,5.9,66.5,False
chokyo_shisu_decile,調教指数10分位,code,10,23419,69.81,5.71,66.27,False
tenkai_kigo_code,展開記号,code,5,23142,72.3,7.3,65.91,False
kishu_shisu_decile,騎手指数10分位,code,10,23427,73.81,12.84,65.86,False
ninki_shisu_decile,人気指数10分位,code,10,23427,69.58,6.53,65.53,False
class_code,クラスコード,code,8,23099,68.24,5.52,64.42,False
sogo_shisu_decile,総合指数10分位,code,7,23274,67.1,10.55,59.29,False
idm_decile,IDM指数10分位,code,6,23293,64.51,9.54,56.88,False
kyuyo_riyu_bunrui_code,休養理由,code,4,6441,67.79,12.5,55.54,False
