factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
joken_class_code,条件クラス,code,5,10126,73.31,0.09,73.23,False
pace_yoso,ペース予想,code,3,10126,73.97,1.52,72.25,False
rotation,ローテーション,numeric,16,8406,75.67,8.6,71.46,False
uma_start_shisu,馬スタート指数,numeric,14,8562,75.7,8.33,71.34,False
ichi_shisu_juni,位置指数順位,numeric,16,10126,74.76,7.49,71.09,False
manken_shirushi,万券印,code,8,6501,75.2,6.79,70.49,False
kyakushitsu,脚質,code,5,10126,72.42,3.19,69.62,False
omo_tekisei_code,重適性,code,4,9183,73.03,3.69,69.42,False
class_code,クラスコード,code,11,8790,74.28,8.33,69.36,False
joho_shisu,情報指数,numeric,39,9605,72.57,10.39,69.32,False
hizume_code,蹄コード,code,10,8634,73.37,6.74,69.19,False
ls_shisu_juni,LS指数順位,numeric,9,10060,73.05,6.68,68.68,False
pace_shisu_juni,ペース指数順位,numeric,16,10126,72.74,9.09,68.28,False
kishu_shisu,騎手指数,numeric,25,9406,71.56,8.73,68.13,False
idm,IDM指数,numeric,40,6075,71.77,11.8,68.12,False
manken_shisu,万券指数,numeric,40,8621,71.61,11.34,68.1,False
ten_shisu_juni,テン指数順位,numeric,16,10126,71.99,8.14,68.0,False
nyukyu_nannichimae,入厩何日前,numeric,13,2590,72.75,9.45,67.62,False
joshodo_code,上昇度,code,3,9992,70.98,3.8,66.68,False
tenkai_kigo_code,展開記号,code,5,10126,73.63,8.55,66.14,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,14,9980,74.1,16.31,65.56,False
uma_deokure_ritsu,馬出遅率,numeric,21,7756,70.45,11.79,65.41,False
da_tekisei_code,ダ適性,code,3,8053,73.3,7.0,65.38,False
kyori_tekisei_2,距離適性2,code,3,906,75.84,9.32,65.29,False
agari_shisu_juni,上がり指数順位,numeric,16,10126,68.12,10.18,63.13,False
gekiso_juni,激走順位,numeric,16,10126,68.39,10.96,63.02,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,5,2648,65.79,3.26,62.93,False
ten_shisu,テン指数,numeric,5,1037,70.57,9.11,62.58,False
ichi_shisu,位置指数,numeric,9,2162,69.81,11.63,62.22,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,14,3539,67.54,11.02,61.77,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,17,4553,66.99,11.03,61.75,False
umakigo_code,馬記号,code,3,10121,68.79,6.58,61.34,False
kyori_tekisei,距離適性,code,4,9978,68.29,7.25,61.18,False
kishu_minarai_code,騎手見習,code,3,1239,65.04,3.54,61.03,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,15,3165,64.15,10.3,58.94,False
pace_shisu,ペース指数,numeric,4,1012,67.32,10.69,56.84,False
agari_shisu,上がり指数,numeric,4,968,66.4,10.96,55.66,False
kyusha_hyoka_code,厩舎評価,code,3,10119,69.57,12.87,55.0,False
chokyo_shisu,調教指数,numeric,6,1047,64.36,16.66,51.03,False
