segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_01_芝,agari_shisu_juni+gekiso_juni,agari_shisu_juni,gekiso_juni,7,782,89.59,5.05,85.85,True
KEIBAJO_SURFACE_01_芝,pace_shisu_juni+gekiso_juni,pace_shisu_juni,gekiso_juni,8,960,87.12,6.28,82.76,True
KEIBAJO_SURFACE_01_芝,manken_shirushi+agari_shisu_juni,manken_shirushi,agari_shisu_juni,10,1311,84.92,8.29,79.78,False
KEIBAJO_SURFACE_01_芝,ten_shisu_juni+gekiso_juni,ten_shisu_juni,gekiso_juni,8,872,84.07,7.87,78.61,False
KEIBAJO_SURFACE_01_芝,kyori_tekisei_2+hizume_code,kyori_tekisei_2,hizume_code,5,630,82.09,4.44,78.2,False
KEIBAJO_SURFACE_01_芝,ten_shisu_juni+kijun_ninkijun_tansho,ten_shisu_juni,kijun_ninkijun_tansho,8,942,84.25,10.18,77.2,False
KEIBAJO_SURFACE_01_芝,gekiso_juni+kijun_ninkijun_tansho,gekiso_juni,kijun_ninkijun_tansho,16,2146,80.67,10.42,75.57,False
KEIBAJO_SURFACE_01_芝,rotation+kyori_tekisei_2,rotation,kyori_tekisei_2,3,422,78.33,3.26,74.64,False
KEIBAJO_SURFACE_01_芝,pace_shisu_juni+kijun_ninkijun_tansho,pace_shisu_juni,kijun_ninkijun_tansho,14,1722,80.41,11.16,74.56,False
KEIBAJO_SURFACE_01_芝,uma_start_shisu+hizume_code,uma_start_shisu,hizume_code,18,3668,78.62,9.36,74.29,False
KEIBAJO_SURFACE_01_芝,joken_class_code+joshodo_code,joken_class_code,joshodo_code,6,9465,74.45,0.44,74.1,False
KEIBAJO_SURFACE_01_芝,kyori_tekisei_2+ls_shisu_juni,kyori_tekisei_2,ls_shisu_juni,4,1053,79.79,5.9,74.0,False
KEIBAJO_SURFACE_01_芝,kyori_kubun+pace_yoso,kyori_kubun,pace_yoso,11,9819,74.45,0.78,73.99,False
KEIBAJO_SURFACE_01_芝,joken_class_code+uma_deokure_ritsu,joken_class_code,uma_deokure_ritsu,16,4538,77.38,7.17,73.87,False
KEIBAJO_SURFACE_01_芝,manken_shirushi+umakigo_code,manken_shirushi,umakigo_code,8,5863,76.35,3.68,73.8,False
KEIBAJO_SURFACE_01_芝,kyori_tekisei_2+shiba_tekisei_code,kyori_tekisei_2,shiba_tekisei_code,6,1703,78.08,5.42,73.74,False
KEIBAJO_SURFACE_01_芝,manken_shirushi+joshodo_code,manken_shirushi,joshodo_code,8,5556,76.58,4.34,73.57,False
KEIBAJO_SURFACE_01_芝,manken_shirushi+omo_tekisei_code,manken_shirushi,omo_tekisei_code,16,5193,76.24,5.54,73.53,False
KEIBAJO_SURFACE_01_芝,pace_yoso+joken_class_code,pace_yoso,joken_class_code,13,9742,74.1,1.21,73.45,False
KEIBAJO_SURFACE_01_芝,manken_shirushi+uma_deokure_ritsu,manken_shirushi,uma_deokure_ritsu,8,1822,78.69,7.57,73.44,False
KEIBAJO_SURFACE_01_芝,rotation+joshodo_code,rotation,joshodo_code,15,7988,77.08,7.41,73.33,False
KEIBAJO_SURFACE_01_芝,kyori_tekisei_2+umakigo_code,kyori_tekisei_2,umakigo_code,3,1628,77.93,4.22,73.15,False
KEIBAJO_SURFACE_01_芝,rotation+umakigo_code,rotation,umakigo_code,14,7405,76.83,7.11,73.11,False
KEIBAJO_SURFACE_01_芝,kyori_kubun+manken_shirushi,kyori_kubun,manken_shirushi,24,5721,76.08,7.54,73.07,False
KEIBAJO_SURFACE_01_芝,manken_shisu+umakigo_code,manken_shisu,umakigo_code,36,7714,75.89,9.08,72.93,False
KEIBAJO_SURFACE_01_芝,pace_yoso+joshodo_code,pace_yoso,joshodo_code,5,9539,74.1,1.45,72.83,False
KEIBAJO_SURFACE_01_芝,pace_yoso+omo_tekisei_code,pace_yoso,omo_tekisei_code,8,8606,75.43,3.76,72.83,False
KEIBAJO_SURFACE_01_芝,manken_shirushi+gekiso_juni,manken_shirushi,gekiso_juni,17,2416,77.57,10.12,72.76,False
KEIBAJO_SURFACE_01_芝,pace_yoso+manken_shirushi,pace_yoso,manken_shirushi,22,6169,76.48,8.94,72.75,False
KEIBAJO_SURFACE_01_芝,manken_shirushi+kyusha_hyoka_code,manken_shirushi,kyusha_hyoka_code,8,5972,75.17,3.53,72.73,False
KEIBAJO_SURFACE_01_芝,class_code+tenkai_kigo_code,class_code,tenkai_kigo_code,19,6886,77.58,10.97,72.65,False
KEIBAJO_SURFACE_01_芝,kyori_tekisei_2+omo_tekisei_code,kyori_tekisei_2,omo_tekisei_code,5,1446,80.33,8.82,72.6,False
KEIBAJO_SURFACE_01_芝,kyori_kubun+omo_tekisei_code,kyori_kubun,omo_tekisei_code,10,8495,74.42,2.97,72.58,False
