factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_kubun,距離区分,code,4,9819,74.45,0.51,73.95,False
pace_yoso,ペース予想,code,3,9819,74.32,0.36,73.91,False
manken_shirushi,万券印,code,8,6320,76.25,3.37,73.91,False
joken_class_code,条件クラス,code,5,9819,74.0,0.64,73.44,False
uma_deokure_bin,馬出遅率ビン,code,5,8764,75.45,3.18,72.67,False
kyori_tekisei_2,距離適性2,code,3,1743,77.29,4.66,72.02,False
bataiju,馬体重,numeric,42,8384,74.75,9.19,71.97,False
rotation_bin,ローテーションビン,code,8,8863,75.29,4.8,71.96,False
kyori_tekisei,距離適性,code,5,9724,75.17,3.73,71.9,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,8751,74.47,4.56,71.31,False
kyakushitsu,脚質,code,5,9819,74.12,3.67,70.9,False
bataiju_zogen,馬体重増減,numeric,14,8443,75.2,8.28,70.87,False
pace_shisu_juni,ペース指数順位,numeric,16,9819,72.2,4.8,69.84,False
hizume_code,蹄コード,code,10,8293,76.48,11.73,69.21,False
ichi_shisu_juni,位置指数順位,numeric,16,9819,72.61,6.99,69.18,False
class_code,クラスコード,code,12,8455,75.17,11.53,68.65,False
joshodo_code,上昇度,code,3,9717,72.17,3.15,68.61,False
manken_shisu_decile,万券指数10分位,code,10,9819,72.4,7.27,67.9,False
umakigo_code,馬記号,code,4,9809,70.8,3.45,67.42,False
ten_shisu_juni,テン指数順位,numeric,16,9819,71.74,9.27,67.19,False
tenkai_kigo_code,展開記号,code,5,9819,75.3,9.28,67.17,False
omo_tekisei_code,重適性,code,4,8772,72.17,5.5,66.79,False
shiba_tekisei_code,芝適性,code,3,8579,72.49,6.19,65.48,False
joho_shisu_decile,情報指数10分位,code,6,9819,73.88,11.5,64.68,False
agari_shisu_juni,上がり指数順位,numeric,16,9819,69.56,10.25,64.54,False
kishu_minarai_code,騎手見習,code,4,9782,69.91,5.72,64.3,False
idm_decile,IDM指数10分位,code,9,9751,71.32,10.75,64.29,False
gekiso_juni,激走順位,numeric,16,9819,70.2,12.51,64.07,False
ls_shisu_juni,LS指数順位,numeric,8,9621,71.18,11.8,63.0,False
kishu_shisu_decile,騎手指数10分位,code,10,9819,70.26,12.04,62.8,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,14,9697,68.43,11.66,62.32,False
sogo_shisu_decile,総合指数10分位,code,9,9756,70.07,12.63,61.81,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,9819,67.96,10.39,61.52,False
kyusha_shisu_decile,厩舎指数10分位,code,10,9819,68.63,12.64,60.8,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,9819,67.63,11.1,60.75,False
chokyo_shisu_decile,調教指数10分位,code,10,9819,65.24,14.11,56.49,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,18,2787,62.48,14.89,55.6,False
ninki_shisu_decile,人気指数10分位,code,10,9819,64.74,19.28,52.79,False
kyusha_hyoka_code,厩舎評価,code,3,9759,71.69,17.37,52.03,False
