factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
joken_class_code,条件クラス,code,3,1785,74.49,1.14,73.2,False
hizume_code,蹄コード,code,8,1601,75.45,7.65,70.15,False
kyakushitsu,脚質,code,4,1771,73.74,4.4,69.42,False
manken_shirushi,万券印,code,8,1255,74.65,7.93,69.16,False
uma_start_shisu,馬スタート指数,numeric,6,1071,74.24,6.35,69.15,False
omo_tekisei_code,重適性,code,3,1754,74.18,5.48,67.97,False
ls_shisu_juni,LS指数順位,numeric,4,1585,78.76,12.51,66.5,False
kishu_minarai_code,騎手見習,code,3,609,76.28,8.78,66.34,False
kyori_tekisei,距離適性,code,3,1691,73.91,7.04,65.95,False
ichi_shisu_juni,位置指数順位,numeric,11,1689,72.21,10.77,65.85,False
gekiso_juni,激走順位,numeric,11,1697,73.32,13.05,65.6,False
agari_shisu_juni,上がり指数順位,numeric,12,1785,73.4,14.74,65.06,False
ten_shisu_juni,テン指数順位,numeric,11,1688,73.37,14.58,64.76,False
pace_shisu_juni,ペース指数順位,numeric,12,1785,71.97,13.47,64.35,False
rotation,ローテーション,numeric,6,1369,72.04,11.12,63.14,False
tenkai_kigo_code,展開記号,code,5,1785,75.82,15.28,62.43,False
kishu_shisu,騎手指数,numeric,6,898,73.29,17.73,59.11,False
class_code,クラスコード,code,4,1481,69.13,10.93,58.42,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,10,1640,72.13,22.97,57.89,False
