phase,segment,combo,adoption_level,reason,total_bins,min_bin_n,median_bin_n,eff_min_bin_n,ratio_1_9,ratio_10_99,ratio_500_plus,small_headcount_sensitive,all_existing_bins_ge_150,all_existing_bins_ge_300,all_existing_bins_ge_500,reviewer_comment
3,KEIBAJO_SURFACE_02_芝_条件戦,kyori_kubun+uma_deokure_bin+bataiju_zogen,reject,too many bins (216); combo splits data too finely,216,1,4.0,1,0.6944,0.2917,0.0,False,False,False,False,150 bins with n<10
3,KEIBAJO_SURFACE_02_芝_条件戦,kyori_tekisei+kyakushitsu+agari_shisu_juni,reject,too many bins (279); combo splits data too finely,279,1,10.0,1,0.491,0.4982,0.0,True,False,False,False,137 bins with n<10; only 279/360 possible bins observed
3,KEIBAJO_SURFACE_02_芝_条件戦,kyusha_shisu_decile+kishu_shisu_decile+kishu_kitai_tansho_decile,reject,too many bins (195); combo splits data too finely,195,1,8.0,1,0.5436,0.4256,0.0,False,False,False,False,106 bins with n<10
3,KEIBAJO_SURFACE_02_芝_条件戦,uma_start_shisu_decile+kishu_minarai_code+kyusha_shisu_decile,reject,too many bins (321); combo splits data too finely,321,1,3.0,1,0.7601,0.2305,0.0,False,False,False,False,244 bins with n<10
3,KEIBAJO_SURFACE_03_ダ,gekiso_juni+ichi_shisu_juni+umakigo_code,reject,too many bins (674); combo splits data too finely,674,1,5.0,1,0.6558,0.3398,0.0,True,False,False,False,442 bins with n<10; 144 SHS tail bins excluded from eff. check; only 674/1944 possible bins observed
3,KEIBAJO_SURFACE_03_ダ,kyori_tekisei+kyakushitsu+agari_shisu_juni,reject,too many bins (315); combo splits data too finely,315,1,32.0,1,0.2222,0.7683,0.0,True,False,False,False,70 bins with n<10; only 315/360 possible bins observed
3,KEIBAJO_SURFACE_03_ダ_新馬,joho_shisu_decile+kyori_tekisei+kyusha_shisu_decile,reject,too many bins (162); combo splits data too finely,162,1,11.0,1,0.4691,0.4691,0.0,False,False,False,False,76 bins with n<10
3,KEIBAJO_SURFACE_03_ダ_条件戦,omo_tekisei_code+agari_shisu_juni+kishu_minarai_code,reject,too many bins (254); combo splits data too finely,254,1,6.0,1,0.6063,0.3819,0.0,True,False,False,False,154 bins with n<10; only 254/270 possible bins observed
3,KEIBAJO_SURFACE_03_芝_条件戦,agari_shisu_juni+kishu_kitai_tansho_decile+kishu_kitai_rentai_decile,reject,too many bins (388); combo splits data too finely,388,1,6.0,1,0.5876,0.4046,0.0,True,False,False,False,228 bins with n<10; 77 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_03_芝_条件戦,agari_shisu_juni+kishu_shisu_decile+kishu_kitai_rentai_decile,reject,too many bins (287); combo splits data too finely,287,1,17.0,1,0.3066,0.6794,0.0,True,False,False,False,88 bins with n<10; 66 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_03_芝_条件戦,gekiso_juni+kishu_kitai_tansho_decile+kishu_kitai_rentai_decile,reject,too many bins (393); combo splits data too finely,393,1,6.0,1,0.598,0.3944,0.0,True,False,False,False,235 bins with n<10; 76 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_03_芝_条件戦,pace_shisu_juni+kishu_kitai_tansho_decile+kishu_kitai_rentai_decile,reject,too many bins (391); combo splits data too finely,391,1,6.0,1,0.5831,0.4066,0.0,True,False,False,False,228 bins with n<10; 81 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_03_芝_条件戦,pace_shisu_juni+kishu_shisu_decile+kishu_kitai_rentai_decile,reject,too many bins (290); combo splits data too finely,290,1,15.0,1,0.331,0.6552,0.0,True,False,False,False,96 bins with n<10; 65 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_03_芝_条件戦,pace_shisu_juni+kishu_shisu_decile+kishu_kitai_tansho_decile,reject,too many bins (373); combo splits data too finely,373,1,9.0,1,0.5174,0.4745,0.0,True,False,False,False,193 bins with n<10; 76 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_03_芝_条件戦,tenkai_kigo_code+kishu_shisu_decile+kijun_ninkijun_tansho,reject,too many bins (318); combo splits data too finely,318,1,8.0,1,0.5377,0.4528,0.0,False,False,False,False,171 bins with n<10
3,KEIBAJO_SURFACE_04_ダ,da_tekisei_code+ten_shisu_juni+gekiso_juni,reject,too many bins (607); combo splits data too finely,607,1,18.0,1,0.346,0.6491,0.0,True,False,False,False,210 bins with n<10; only 607/1620 possible bins observed
3,KEIBAJO_SURFACE_04_ダ,hizume_code+uma_deokure_bin+ten_shisu_juni,reject,too many bins (1078); combo splits data too finely,1078,1,5.0,1,0.6475,0.3497,0.0,True,False,False,False,698 bins with n<10; 419 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_04_ダ,ichi_shisu_juni+kijun_ninkijun_tansho+joho_shisu_decile,reject,too many bins (922); combo splits data too finely,922,1,9.0,1,0.513,0.4837,0.0,True,False,False,False,473 bins with n<10; 153 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_04_ダ,ls_shisu_juni+kijun_ninkijun_tansho+gekiso_juni,reject,too many bins (1444); combo splits data too finely,1444,1,6.0,1,0.6593,0.3386,0.0,True,False,False,False,952 bins with n<10
3,KEIBAJO_SURFACE_04_ダ,omo_tekisei_code+kijun_ninkijun_tansho+gekiso_juni,reject,too many bins (711); combo splits data too finely,711,1,16.0,1,0.294,0.7018,0.0,True,False,False,False,209 bins with n<10
3,KEIBAJO_SURFACE_04_ダ,omo_tekisei_code+rotation_bin+gekiso_juni,reject,too many bins (363); combo splits data too finely,363,1,35.0,1,0.168,0.8099,0.0,True,False,False,False,61 bins with n<10
3,KEIBAJO_SURFACE_04_ダ_新馬,bataiju_zogen+umakigo_code+kishu_kitai_tansho_decile,reject,too many bins (567); combo splits data too finely,567,1,2.0,1,0.7637,0.231,0.0,False,False,False,False,433 bins with n<10
3,KEIBAJO_SURFACE_04_ダ_新馬,ichi_shisu_juni+kishu_shisu_decile+kishu_kitai_tansho_decile,reject,too many bins (333); combo splits data too finely,333,1,8.0,1,0.5465,0.4444,0.0,True,False,False,False,182 bins with n<10; 50 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_04_ダ_新馬,uma_start_shisu_decile+omo_tekisei_code+kyuyo_riyu_bunrui_code,reject,too many bins (99); combo splits data too finely,99,1,4.0,1,0.6869,0.2828,0.0,False,False,False,False,68 bins with n<10
3,KEIBAJO_SURFACE_04_ダ_条件戦,kishu_minarai_code+uma_start_shisu_decile+gekiso_juni,reject,too many bins (626); combo splits data too finely,626,1,4.0,1,0.7652,0.2284,0.0,True,False,False,False,479 bins with n<10
3,KEIBAJO_SURFACE_04_芝,agari_shisu_juni+kyakushitsu+kijun_ninkijun_tansho,reject,too many bins (1389); combo splits data too finely,1389,1,9.0,1,0.54,0.4579,0.0,True,False,False,False,750 bins with n<10; 461 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_04_芝,kyori_kubun+agari_shisu_juni+kijun_ninkijun_tansho,reject,too many bins (1155); combo splits data too finely,1155,1,11.0,1,0.4329,0.5645,0.0,True,False,False,False,500 bins with n<10
3,KEIBAJO_SURFACE_04_芝,kyori_tekisei+agari_shisu_juni+kishu_kitai_rentai_decile,reject,too many bins (826); combo splits data too finely,826,1,17.0,1,0.3305,0.6646,0.0,True,False,False,False,273 bins with n<10
3,KEIBAJO_SURFACE_04_芝,kyori_tekisei+gekiso_juni+kijun_ninkijun_tansho,reject,too many bins (1332); combo splits data too finely,1332,1,9.0,1,0.5248,0.473,0.0,True,False,False,False,699 bins with n<10
3,KEIBAJO_SURFACE_04_芝,ls_shisu_juni+agari_shisu_juni+kishu_kitai_rentai_decile,reject,too many bins (1328); combo splits data too finely,1328,1,7.0,1,0.5813,0.4164,0.0,True,False,False,False,772 bins with n<10
3,KEIBAJO_SURFACE_04_芝,shiba_tekisei_code+gekiso_juni+ichi_shisu_juni,reject,too many bins (925); combo splits data too finely,925,1,11.0,1,0.4724,0.5243,0.0,True,False,False,False,437 bins with n<10; only 925/1620 possible bins observed
3,KEIBAJO_SURFACE_04_芝,uma_deokure_bin+gekiso_juni+kijun_ninkijun_tansho,reject,too many bins (1427); combo splits data too finely,1427,1,6.0,1,0.6671,0.3301,0.0,True,False,False,False,952 bins with n<10
3,KEIBAJO_SURFACE_04_芝,uma_deokure_bin+kishu_kitai_rentai_decile+ichi_shisu_juni,reject,too many bins (872); combo splits data too finely,872,1,11.0,1,0.4472,0.5482,0.0,True,False,False,False,390 bins with n<10
3,KEIBAJO_SURFACE_04_芝_新馬,ls_shisu_juni+rotation_bin+hizume_code,reject,too many bins (709); combo splits data too finely,709,1,3.0,1,0.7518,0.2426,0.0,True,False,False,False,533 bins with n<10
3,KEIBAJO_SURFACE_04_芝_新馬,rotation_bin+kishu_shisu_decile+joho_shisu_decile,reject,too many bins (347); combo splits data too finely,347,1,8.0,1,0.5677,0.415,0.0,False,False,False,False,197 bins with n<10
3,KEIBAJO_SURFACE_04_芝_条件戦,hizume_code+tenkai_kigo_code+agari_shisu_juni,reject,too many bins (562); combo splits data too finely,562,1,4.0,1,0.7491,0.2456,0.0,True,False,False,False,421 bins with n<10; 238 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_04_芝_条件戦,kyakushitsu+pace_shisu_juni+class_code,reject,too many bins (305); combo splits data too finely,305,1,6.0,1,0.5803,0.3738,0.0,True,False,False,False,177 bins with n<10
3,KEIBAJO_SURFACE_04_芝_条件戦,manken_shisu_decile+bataiju_zogen+class_code,reject,too many bins (637); combo splits data too finely,637,1,2.0,1,0.7739,0.2214,0.0,False,False,False,False,493 bins with n<10
3,KEIBAJO_SURFACE_05_ダ,da_tekisei_code+bataiju+rotation_bin,reject,too many bins (1547); combo splits data too finely,1547,1,6.0,1,0.6122,0.3859,0.0,False,False,False,False,947 bins with n<10
3,KEIBAJO_SURFACE_05_ダ,da_tekisei_code+gekiso_juni+agari_shisu_juni,reject,too many bins (761); combo splits data too finely,761,1,24.0,1,0.2904,0.6754,0.0,True,False,False,False,221 bins with n<10; only 761/1620 possible bins observed
3,KEIBAJO_SURFACE_05_ダ,hizume_code+ten_shisu_juni+pace_shisu_juni,reject,too many bins (3208); combo splits data too finely,3208,1,4.0,1,0.735,0.2634,0.0,True,False,False,False,2358 bins with n<10; 1346 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_05_ダ,ichi_shisu_juni+omo_tekisei_code+gekiso_juni,reject,too many bins (821); combo splits data too finely,821,1,29.0,1,0.0755,0.9196,0.0,True,False,False,False,62 bins with n<10; 173 SHS tail bins excluded from eff. check; only 821/1620 possible bins observed
3,KEIBAJO_SURFACE_05_ダ,ichi_shisu_juni+pace_shisu_juni+gekiso_juni,reject,too many bins (3656); combo splits data too finely,3656,1,6.0,1,0.7254,0.2735,0.0,True,False,False,False,2652 bins with n<10; 791 SHS tail bins excluded from eff. check; only 3656/5832 possible bins observed
3,KEIBAJO_SURFACE_05_ダ,ichi_shisu_juni+rotation_bin+ten_shisu_juni,reject,too many bins (1821); combo splits data too finely,1821,1,9.0,1,0.5107,0.486,0.0,True,False,False,False,930 bins with n<10; 361 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_05_ダ,joken_class_code+gekiso_juni+agari_shisu_juni,reject,too many bins (1277); combo splits data too finely,1277,1,15.0,1,0.3171,0.6758,0.0,True,False,False,False,405 bins with n<10; only 1277/2268 possible bins observed
3,KEIBAJO_SURFACE_05_ダ,joken_class_code+manken_shirushi+agari_shisu_juni,reject,too many bins (637); combo splits data too finely,637,1,17.0,1,0.2716,0.7033,0.0,True,False,False,False,173 bins with n<10; only 637/1134 possible bins observed
3,KEIBAJO_SURFACE_05_ダ,joken_class_code+pace_shisu_juni+gekiso_juni,reject,too many bins (1276); combo splits data too finely,1276,1,15.0,1,0.3315,0.6567,0.0,True,False,False,False,423 bins with n<10; only 1276/2268 possible bins observed
3,KEIBAJO_SURFACE_05_ダ,joken_class_code+ten_shisu_juni+gekiso_juni,reject,too many bins (1276); combo splits data too finely,1276,1,16.0,1,0.3252,0.6661,0.0,True,False,False,False,415 bins with n<10; only 1276/2268 possible bins observed
3,KEIBAJO_SURFACE_05_ダ,kyakushitsu+ten_shisu_juni+gekiso_juni,reject,too many bins (1202); combo splits data too finely,1202,1,18.0,1,0.3037,0.688,0.0,True,False,False,False,365 bins with n<10; only 1202/1296 possible bins observed
3,KEIBAJO_SURFACE_05_ダ,manken_shirushi+da_tekisei_code+agari_shisu_juni,reject,too many bins (382); combo splits data too finely,382,1,29.0,1,0.267,0.6885,0.0,True,False,False,False,102 bins with n<10; only 382/810 possible bins observed
3,KEIBAJO_SURFACE_05_ダ,manken_shirushi+ichi_shisu_juni+pace_shisu_juni,reject,too many bins (1871); combo splits data too finely,1871,1,7.0,1,0.6205,0.3773,0.0,True,False,False,False,1161 bins with n<10; only 1871/2916 possible bins observed
3,KEIBAJO_SURFACE_05_ダ,manken_shirushi+idm_decile+gekiso_juni,reject,too many bins (1124); combo splits data too finely,1124,1,12.0,1,0.4235,0.5721,0.0,True,False,False,False,476 bins with n<10
3,KEIBAJO_SURFACE_05_ダ,manken_shirushi+omo_tekisei_code+agari_shisu_juni,reject,too many bins (452); combo splits data too finely,452,1,34.0,1,0.1615,0.8097,0.0,True,False,False,False,73 bins with n<10; only 452/810 possible bins observed
3,KEIBAJO_SURFACE_05_ダ,manken_shisu_decile+gekiso_juni+agari_shisu_juni,reject,too many bins (2221); combo splits data too finely,2221,1,11.0,1,0.4448,0.5538,0.0,True,False,False,False,988 bins with n<10
3,KEIBAJO_SURFACE_05_ダ,manken_shisu_decile+idm_decile+agari_shisu_juni,reject,too many bins (1540); combo splits data too finely,1540,1,15.0,1,0.3188,0.6786,0.0,True,False,False,False,491 bins with n<10
3,KEIBAJO_SURFACE_05_ダ,manken_shisu_decile+rotation_bin+agari_shisu_juni,reject,too many bins (1231); combo splits data too finely,1231,1,15.0,1,0.3842,0.6109,0.0,True,False,False,False,473 bins with n<10
3,KEIBAJO_SURFACE_05_ダ,omo_tekisei_code+gekiso_juni+agari_shisu_juni,reject,too many bins (901); combo splits data too finely,901,1,28.0,1,0.1676,0.8291,0.0,True,False,False,False,151 bins with n<10; only 901/1620 possible bins observed
3,KEIBAJO_SURFACE_05_ダ,omo_tekisei_code+pace_shisu_juni+gekiso_juni,reject,too many bins (899); combo splits data too finely,899,1,27.0,1,0.1846,0.8087,0.0,True,False,False,False,166 bins with n<10; only 899/1620 possible bins observed
3,KEIBAJO_SURFACE_05_ダ,rotation_bin+idm_decile+agari_shisu_juni,reject,too many bins (1234); combo splits data too finely,1234,1,15.0,1,0.4003,0.5972,0.0,True,False,False,False,494 bins with n<10
3,KEIBAJO_SURFACE_05_ダ,rotation_bin+idm_decile+gekiso_juni,reject,too many bins (1238); combo splits data too finely,1238,1,16.0,1,0.3756,0.6195,0.0,True,False,False,False,465 bins with n<10
3,KEIBAJO_SURFACE_05_ダ,uma_deokure_bin+manken_shirushi+agari_shisu_juni,reject,too many bins (636); combo splits data too finely,636,1,13.0,1,0.3396,0.6321,0.0,True,False,False,False,216 bins with n<10
3,KEIBAJO_SURFACE_05_ダ,uma_deokure_bin+ten_shisu_juni+gekiso_juni,reject,too many bins (1274); combo splits data too finely,1274,1,11.0,1,0.4396,0.5557,0.0,True,False,False,False,560 bins with n<10
3,KEIBAJO_SURFACE_05_ダ,uma_start_shisu_decile+ichi_shisu_juni+idm_decile,reject,too many bins (1212); combo splits data too finely,1212,1,18.0,1,0.3086,0.6873,0.0,True,False,False,False,374 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_1勝クラス,sogo_shisu_decile+idm_decile+gekiso_juni,reject,too many bins (138); combo splits data too finely,138,1,5.0,1,0.6304,0.3478,0.0,True,False,False,False,87 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_新馬,kishu_minarai_code+gekiso_juni+kijun_ninkijun_tansho,reject,too many bins (755); combo splits data too finely,755,1,3.0,1,0.7404,0.2556,0.0,True,False,False,False,559 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_新馬,kishu_minarai_code+manken_shisu_decile+agari_shisu_juni,reject,too many bins (562); combo splits data too finely,562,1,3.0,1,0.7295,0.2598,0.0,True,False,False,False,410 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_新馬,kyusha_hyoka_code+manken_shisu_decile+agari_shisu_juni,reject,too many bins (372); combo splits data too finely,372,1,5.0,1,0.5806,0.4032,0.0,True,False,False,False,216 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_新馬,kyusha_hyoka_code+pace_shisu_juni+ten_shisu_juni,reject,too many bins (512); combo splits data too finely,512,1,4.0,1,0.6016,0.3926,0.0,True,False,False,False,308 bins with n<10; only 512/1620 possible bins observed
3,KEIBAJO_SURFACE_05_ダ_新馬,rotation_bin+joho_shisu_decile+kijun_ninkijun_tansho,reject,too many bins (489); combo splits data too finely,489,1,8.0,1,0.544,0.4499,0.0,False,False,False,False,266 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_未勝利,kyori_kubun+kyakushitsu+kijun_ninkijun_tansho,reject,too many bins (188); combo splits data too finely,188,1,13.5,1,0.3457,0.6383,0.0,False,False,False,False,65 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_未勝利,kyusha_shisu_decile+kishu_minarai_code+kijun_ninkijun_tansho,reject,too many bins (344); combo splits data too finely,344,1,2.0,1,0.7209,0.2674,0.0,False,False,False,False,248 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_未勝利,omo_tekisei_code+kyori_tekisei+kijun_ninkijun_tansho,reject,too many bins (245); combo splits data too finely,245,1,9.0,1,0.5061,0.4735,0.0,False,False,False,False,124 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_未勝利,umakigo_code+kyusha_shisu_decile+kijun_ninkijun_tansho,reject,too many bins (330); combo splits data too finely,330,1,4.0,1,0.697,0.2939,0.0,False,False,False,False,230 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_条件戦,agari_shisu_juni+kishu_minarai_code+gekiso_juni,reject,too many bins (937); combo splits data too finely,937,1,3.0,1,0.7364,0.2551,0.0,True,False,False,False,690 bins with n<10; 200 SHS tail bins excluded from eff. check; only 937/972 possible bins observed
3,KEIBAJO_SURFACE_05_ダ_条件戦,bataiju_zogen+tenkai_kigo_code+agari_shisu_juni,reject,too many bins (773); combo splits data too finely,773,1,4.0,1,0.7516,0.229,0.0,True,False,False,False,581 bins with n<10; 139 SHS tail bins excluded from eff. check
3,KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+bataiju_zogen+agari_shisu_juni,reject,too many bins (845); combo splits data too finely,845,1,4.0,1,0.6959,0.3006,0.0,True,False,False,False,588 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+manken_shirushi+agari_shisu_juni,reject,too many bins (375); combo splits data too finely,375,1,9.0,1,0.512,0.4667,0.0,True,False,False,False,192 bins with n<10; only 375/810 possible bins observed
3,KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+pace_shisu_juni+gekiso_juni,reject,too many bins (755); combo splits data too finely,755,1,7.0,1,0.5881,0.4053,0.0,True,False,False,False,444 bins with n<10; only 755/1620 possible bins observed
3,KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+ten_shisu_juni+gekiso_juni,reject,too many bins (759); combo splits data too finely,759,1,7.0,1,0.6047,0.3913,0.0,True,False,False,False,459 bins with n<10; only 759/1620 possible bins observed
3,KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+agari_shisu_juni+kishu_minarai_code,reject,too many bins (442); combo splits data too finely,442,1,3.0,1,0.7081,0.267,0.0,True,False,False,False,313 bins with n<10; only 442/486 possible bins observed
3,KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+agari_shisu_juni+kyusha_hyoka_code,reject,too many bins (341); combo splits data too finely,341,1,4.0,1,0.5982,0.3636,0.0,True,False,False,False,204 bins with n<10; only 341/810 possible bins observed
3,KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+pace_shisu_juni+kishu_minarai_code,reject,too many bins (455); combo splits data too finely,455,1,3.0,1,0.7253,0.2571,0.0,True,False,False,False,330 bins with n<10; only 455/486 possible bins observed
3,KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+tenkai_kigo_code+agari_shisu_juni,reject,too many bins (388); combo splits data too finely,388,1,8.0,1,0.5387,0.4278,0.0,True,False,False,False,209 bins with n<10; only 388/972 possible bins observed
3,KEIBAJO_SURFACE_05_ダ_条件戦,pace_shisu_juni+kishu_minarai_code+gekiso_juni,reject,too many bins (899); combo splits data too finely,899,1,3.0,1,0.7253,0.2647,0.0,True,False,False,False,652 bins with n<10; 182 SHS tail bins excluded from eff. check; only 899/972 possible bins observed
3,KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+rotation_bin+ten_shisu_juni,reject,too many bins (363); combo splits data too finely,363,1,13.0,1,0.3802,0.5978,0.0,True,False,False,False,138 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_条件戦,rotation_bin+kyakushitsu+pace_shisu_juni,reject,too many bins (468); combo splits data too finely,468,1,12.0,1,0.4594,0.5256,0.0,True,False,False,False,215 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_条件戦,rotation_bin+kyakushitsu+ten_shisu_juni,reject,too many bins (480); combo splits data too finely,480,1,11.0,1,0.4562,0.5354,0.0,True,False,False,False,219 bins with n<10
3,KEIBAJO_SURFACE_05_ダ_条件戦,ten_shisu_juni+kishu_minarai_code+gekiso_juni,reject,too many bins (900); combo splits data too finely,900,1,3.0,1,0.7256,0.2633,0.0,True,False,False,False,653 bins with n<10; 180 SHS tail bins excluded from eff. check; only 900/972 possible bins observed
3,KEIBAJO_SURFACE_05_ダ_条件戦,tenkai_kigo_code+agari_shisu_juni+gekiso_juni,reject,too many bins (733); combo splits data too finely,733,1,10.0,1,0.4734,0.5198,0.0,True,False,False,False,347 bins with n<10; only 733/1944 possible bins observed
3,KEIBAJO_SURFACE_05_ダ_条件戦,uma_deokure_bin+rotation_bin+ten_shisu_juni,reject,too many bins (431); combo splits data too finely,431,1,7.0,1,0.5476,0.4316,0.0,True,False,False,False,236 bins with n<10
3,KEIBAJO_SURFACE_05_芝,ichi_shisu_juni+gekiso_juni+pace_shisu_juni,reject,too many bins (4062); combo splits data too finely,4062,1,3.0,1,0.8274,0.1704,0.0,True,False,False,False,3361 bins with n<10; 1100 SHS tail bins excluded from eff. check; only 4062/5832 possible bins observed
3,KEIBAJO_SURFACE_05_芝,joken_class_code+agari_shisu_juni+gekiso_juni,reject,too many bins (1499); combo splits data too finely,1499,1,9.0,1,0.5043,0.485,0.0,True,False,False,False,756 bins with n<10; only 1499/2268 possible bins observed
3,KEIBAJO_SURFACE_05_芝,joken_class_code+gekiso_juni+pace_shisu_juni,reject,too many bins (1487); combo splits data too finely,1487,1,9.0,1,0.5098,0.4808,0.0,True,False,False,False,758 bins with n<10; only 1487/2268 possible bins observed
3,KEIBAJO_SURFACE_05_芝,joken_class_code+manken_shirushi+ten_shisu_juni,reject,too many bins (704); combo splits data too finely,704,1,15.0,1,0.2926,0.696,0.0,True,False,False,False,206 bins with n<10; only 704/1134 possible bins observed
3,KEIBAJO_SURFACE_05_芝,kyakushitsu+gekiso_juni+pace_shisu_juni,reject,too many bins (1392); combo splits data too finely,1392,1,10.0,1,0.477,0.5208,0.0,True,False,False,False,664 bins with n<10
3,KEIBAJO_SURFACE_05_芝,kyori_kubun+ten_shisu_juni+gekiso_juni,reject,too many bins (915); combo splits data too finely,915,1,16.0,1,0.3672,0.6044,0.0,True,False,False,False,336 bins with n<10; only 915/1620 possible bins observed
3,KEIBAJO_SURFACE_05_芝,kyori_tekisei+agari_shisu_juni+gekiso_juni,reject,too many bins (1461); combo splits data too finely,1461,1,7.0,1,0.5736,0.4216,0.0,True,False,False,False,838 bins with n<10; only 1461/1620 possible bins observed
3,KEIBAJO_SURFACE_05_芝,kyori_tekisei+gekiso_juni+pace_shisu_juni,reject,too many bins (1455); combo splits data too finely,1455,1,7.0,1,0.5835,0.4076,0.0,True,False,False,False,849 bins with n<10; only 1455/1620 possible bins observed
3,KEIBAJO_SURFACE_05_芝,kyori_tekisei+ten_shisu_juni+gekiso_juni,reject,too many bins (1464); combo splits data too finely,1464,1,7.0,1,0.5608,0.4365,0.0,True,False,False,False,821 bins with n<10; only 1464/1620 possible bins observed
3,KEIBAJO_SURFACE_05_芝,manken_shirushi+ichi_shisu_juni+pace_shisu_juni,reject,too many bins (2054); combo splits data too finely,2054,1,4.0,1,0.7488,0.2493,0.0,True,False,False,False,1538 bins with n<10; only 2054/2916 possible bins observed
3,KEIBAJO_SURFACE_05_芝,manken_shirushi+kyakushitsu+agari_shisu_juni,reject,too many bins (686); combo splits data too finely,686,1,15.5,1,0.3601,0.6224,0.0,True,False,False,False,247 bins with n<10
3,KEIBAJO_SURFACE_05_芝,manken_shirushi+kyakushitsu+pace_shisu_juni,reject,too many bins (627); combo splits data too finely,627,1,23.0,1,0.2456,0.7496,0.0,True,False,False,False,154 bins with n<10; only 627/648 possible bins observed
3,KEIBAJO_SURFACE_05_芝,manken_shirushi+kyori_tekisei+ten_shisu_juni,reject,too many bins (739); combo splits data too finely,739,1,11.0,1,0.4641,0.5318,0.0,True,False,False,False,343 bins with n<10; only 739/810 possible bins observed
3,KEIBAJO_SURFACE_05_芝,manken_shirushi+ten_shisu_juni+ichi_shisu_juni,reject,too many bins (2128); combo splits data too finely,2128,1,4.0,1,0.7599,0.2383,0.0,True,False,False,False,1617 bins with n<10; only 2128/2916 possible bins observed
3,KEIBAJO_SURFACE_05_芝,manken_shirushi+ten_shisu_juni+pace_shisu_juni,reject,too many bins (2037); combo splits data too finely,2037,1,4.0,1,0.7496,0.2479,0.0,True,False,False,False,1527 bins with n<10; only 2037/2916 possible bins observed
3,KEIBAJO_SURFACE_05_芝,omo_tekisei_code+agari_shisu_juni+gekiso_juni,reject,too many bins (1041); combo splits data too finely,1041,1,8.0,1,0.5399,0.4467,0.0,True,False,False,False,562 bins with n<10; only 1041/1620 possible bins observed
3,KEIBAJO_SURFACE_05_芝,omo_tekisei_code+ichi_shisu_juni+gekiso_juni,reject,too many bins (937); combo splits data too finely,937,1,11.0,1,0.4546,0.5336,0.0,True,False,False,False,426 bins with n<10; only 937/1620 possible bins observed
3,KEIBAJO_SURFACE_05_芝,omo_tekisei_code+ten_shisu_juni+gekiso_juni,reject,too many bins (1044); combo splits data too finely,1044,1,9.0,1,0.5192,0.477,0.0,True,False,False,False,542 bins with n<10; only 1044/1620 possible bins observed
3,KEIBAJO_SURFACE_05_芝,pace_yoso+gekiso_juni+pace_shisu_juni,reject,too many bins (914); combo splits data too finely,914,1,15.0,1,0.3939,0.5821,0.0,True,False,False,False,360 bins with n<10; only 914/1620 possible bins observed
3,KEIBAJO_SURFACE_05_芝,pace_yoso+manken_shirushi+ten_shisu_juni,reject,too many bins (425); combo splits data too finely,425,1,30.0,1,0.2071,0.7718,0.0,True,False,False,False,88 bins with n<10; only 425/810 possible bins observed
3,KEIBAJO_SURFACE_05_芝,pace_yoso+ten_shisu_juni+gekiso_juni,reject,too many bins (929); combo splits data too finely,929,1,15.0,1,0.3843,0.5985,0.0,True,False,False,False,357 bins with n<10; only 929/1620 possible bins observed
3,KEIBAJO_SURFACE_05_芝,ten_shisu_juni+gekiso_juni+pace_shisu_juni,reject,too many bins (3988); combo splits data too finely,3988,1,3.0,1,0.8363,0.162,0.0,True,False,False,False,3335 bins with n<10; 1146 SHS tail bins excluded from eff. check; only 3988/5832 possible bins observed
