phase,segment,combo,bin_key,n_horses,tansho_n,tansho_hit_rate,tansho_roi_raw,tansho_roi_corr,fukusho_n,fukusho_hit_rate,fukusho_roi_raw,fukusho_roi_corr,combo_clb,combo_mean_roi
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+kyakushitsu,5|0.0|2,102,102,16.67,107.25,109.54,102,41.18,112.75,105.6,81.94,95.13
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+kyakushitsu,0|0.0|2,118,118,11.86,118.22,152.57,118,31.36,123.47,101.48,81.94,95.13
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+kyakushitsu,1|0.0|2,261,261,11.49,80.5,75.89,261,35.63,84.56,88.46,81.94,95.13
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+kyakushitsu,1|-0.1|3,70,70,5.71,31.86,58.65,70,30.0,76.0,87.75,81.94,95.13
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+kyakushitsu,0|0.0|3,81,81,6.17,38.52,86.14,81,24.69,85.06,82.41,81.94,95.13
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+kyakushitsu,5|0.0|3,79,79,18.99,78.61,130.52,79,31.65,67.59,81.12,81.94,95.13
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+kyakushitsu,1|0.1|2,73,73,8.22,39.45,68.99,73,27.4,71.51,73.3,81.94,95.13
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+kyakushitsu,1|0.0|1,98,98,13.27,50.92,82.29,98,29.59,71.33,72.14,81.94,95.13
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+kyakushitsu,1|0.0|3,182,182,7.69,104.23,87.49,182,22.53,85.38,70.48,81.94,95.13
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+kyakushitsu,1|-0.4|3,82,82,6.1,45.61,56.43,82,25.61,87.32,69.43,81.94,95.13
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+kyakushitsu,1|-0.1|2,54,54,5.56,15.0,38.63,54,24.07,58.52,63.4,81.94,95.13
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+kyakushitsu,1|0.3|2,51,51,7.84,72.35,81.15,51,21.57,78.04,62.88,81.94,95.13
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+kyakushitsu,1|-0.3|3,72,72,9.72,78.33,95.55,72,20.83,60.0,60.29,81.94,95.13
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+tenkai_kigo_code,0|0.0|0,140,140,8.57,86.07,139.56,140,26.43,110.36,92.67,84.95,92.97
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+tenkai_kigo_code,5|0.0|0,121,121,12.4,75.37,107.11,121,31.4,95.62,92.2,84.95,92.97
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+tenkai_kigo_code,1|0.0|0,332,332,8.43,104.34,85.54,332,27.41,89.73,82.1,84.95,92.97
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+tenkai_kigo_code,1|-0.3|0,94,94,11.7,83.83,121.44,94,26.6,78.94,80.23,84.95,92.97
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+tenkai_kigo_code,1|0.0|3,85,85,17.65,67.65,81.24,85,37.65,72.0,77.54,84.95,92.97
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+tenkai_kigo_code,1|0.1|0,84,84,7.14,64.88,67.07,84,26.19,82.14,74.7,84.95,92.97
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+tenkai_kigo_code,1|0.0|1,88,88,11.36,51.25,89.71,88,27.27,73.3,73.23,84.95,92.97
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+tenkai_kigo_code,1|-0.4|0,90,90,3.33,32.0,31.79,90,23.33,78.33,66.41,84.95,92.97
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+tenkai_kigo_code,1|-0.1|0,94,94,5.32,97.66,48.95,94,22.34,98.83,66.11,84.95,92.97
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+tenkai_kigo_code,1|0.3|0,51,51,3.92,60.59,46.75,51,17.65,76.67,53.96,84.95,92.97
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+tenkai_kigo_code,1|-0.2|0,69,69,1.45,8.84,17.33,69,13.04,46.81,41.47,84.95,92.97
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+uma_deokure_ritsu,5|0.0|0.0,135,135,17.04,114.96,113.95,135,38.52,109.26,102.24,85.96,95.52
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+uma_deokure_ritsu,0|0.0|0.0,199,199,9.55,87.19,121.41,199,28.64,103.47,89.57,85.96,95.52
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+uma_deokure_ritsu,1|0.0|0.0,303,303,12.21,84.98,75.24,303,34.98,93.17,83.51,85.96,95.52
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+uma_deokure_ritsu,0|-1.0|99.9,66,66,9.09,93.94,85.2,66,31.82,82.12,76.4,85.96,95.52
3,COURSE_27_02_芝_短距離,kyori_tekisei+uma_start_shisu+uma_deokure_ritsu,1|0.1|0.0,63,63,6.35,24.76,46.05,63,20.63,50.48,54.35,85.96,95.52
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,S|0.0|2,127,127,17.32,115.43,103.83,127,45.67,107.87,99.89,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,M|0.0|2,121,121,13.22,109.26,110.75,121,34.71,104.05,99.1,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,H|-0.1|3,72,72,8.33,76.67,84.97,72,31.94,85.97,97.89,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,H|0.0|2,258,258,10.08,86.59,84.71,258,31.78,100.31,92.88,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,H|-0.1|2,59,59,5.08,25.42,39.96,59,28.81,89.49,82.48,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,M|0.0|3,88,88,12.5,111.36,150.78,88,22.73,72.73,76.36,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,H|0.0|1,78,78,10.26,93.46,89.03,78,25.64,90.51,75.94,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,H|0.1|2,66,66,6.06,25.3,58.97,66,24.24,63.48,75.6,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,H|0.0|3,171,171,8.19,62.51,84.1,171,23.39,85.73,75.04,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,H|0.3|2,58,58,10.34,76.21,90.92,58,25.86,65.0,73.27,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,H|-0.3|3,67,67,11.94,101.34,117.0,67,23.88,74.33,72.12,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,S|0.0|3,95,95,9.47,82.21,89.41,95,27.37,70.63,70.66,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,S|0.0|1,51,51,13.73,79.02,73.72,51,29.41,78.63,63.91,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,H|-0.4|3,77,77,3.9,39.22,37.36,77,20.78,68.57,61.89,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+kyakushitsu,H|-0.2|3,62,62,1.61,19.84,20.93,62,14.52,58.87,49.83,82.5,95.22
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,M|-0.3|0,55,55,12.73,92.36,131.22,55,30.91,98.36,92.63,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,M|0.0|0,155,155,10.32,84.97,120.46,155,27.74,94.19,89.83,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,H|0.0|4,55,55,5.45,57.45,77.33,55,21.82,103.82,89.74,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,S|0.0|3,58,58,25.86,77.24,109.49,58,48.28,96.55,87.51,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,H|-0.1|0,92,92,6.52,133.37,63.3,92,27.17,109.67,85.02,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,H|0.0|0,320,320,8.44,83.47,90.61,320,25.94,94.69,84.72,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,S|0.0|0,148,148,9.46,113.72,93.53,148,31.76,93.31,84.55,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,H|0.1|0,67,67,5.97,26.12,58.71,67,26.87,73.43,82.01,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,H|0.0|1,76,76,10.53,95.92,91.31,76,26.32,92.89,77.71,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,H|0.0|3,64,64,10.94,66.41,69.72,64,32.81,67.66,76.8,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,S|-1.0|0,55,55,9.09,136.0,113.33,55,29.09,98.91,74.98,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,H|-0.3|0,88,88,10.23,79.89,115.72,88,21.59,62.16,68.56,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,H|0.3|0,55,55,7.27,72.36,74.44,55,21.82,61.27,65.36,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,H|-0.4|0,88,88,5.68,42.5,59.48,88,20.45,59.89,64.68,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,M|-0.1|0,53,53,3.77,21.13,40.78,53,20.75,88.68,64.56,84.22,90.99
3,COURSE_27_02_芝_短距離,pace_yoso+uma_start_shisu+tenkai_kigo_code,H|-0.2|0,80,80,5.0,67.5,71.4,80,11.25,45.0,38.78,84.22,90.99
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|4.0|14.0,53,53,3.77,17.36,46.81,53,30.19,133.21,98.57,80.08,84.26
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|4.0|12.0,52,52,9.62,46.73,107.81,52,26.92,85.58,85.37,80.08,84.26
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|3.0|0.0,119,119,31.09,71.34,82.52,119,55.46,75.71,83.77,80.08,84.26
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|4.0|17.0,65,65,9.23,246.62,130.11,65,23.08,107.08,82.2,80.08,84.26
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|2.0|0.0,122,122,16.39,69.67,73.65,122,46.72,80.57,82.11,80.08,84.26
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|4.0|0.0,690,690,6.67,79.68,88.07,690,24.06,97.45,80.62,80.08,84.26
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|1.0|0.0,102,102,11.76,35.59,64.47,102,35.29,63.24,78.53,80.08,84.26
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|5.0|0.0,58,58,5.17,42.59,61.65,58,22.41,72.24,69.29,80.08,84.26
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|4.0|33.0,79,79,5.06,116.96,79.82,79,17.72,64.43,68.2,80.08,84.26
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|4.0|25.0,71,71,4.23,69.3,55.11,71,19.72,77.18,66.74,80.08,84.26
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|4.0|50.0,65,65,7.69,56.0,113.08,65,16.92,85.54,58.7,80.08,84.26
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|4.0|99.9,69,69,5.8,73.77,67.85,69,18.84,64.64,53.25,80.08,84.26
3,COURSE_27_02_芝_短距離,umakigo_code+ls_shisu_juni+uma_deokure_ritsu,00|4.0|20.0,69,69,1.45,5.22,20.39,69,5.8,20.0,21.74,80.08,84.26
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,2|0.0|9.0,69,69,14.49,82.9,110.63,69,42.03,95.36,110.84,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,2|0.0|11.0,63,63,11.11,188.1,104.32,63,34.92,134.13,106.09,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,2|0.0|8.0,86,86,12.79,108.37,102.19,86,39.53,119.77,104.69,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,2|0.0|4.0,103,103,11.65,101.84,72.81,103,44.66,109.81,98.87,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,2|0.0|2.0,112,112,15.18,89.82,86.49,112,43.75,109.91,92.31,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,2|0.0|1.0,116,116,25.0,97.33,118.6,116,47.41,91.55,91.06,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,3|0.0|3.0,64,64,10.94,135.62,95.55,64,31.25,99.38,83.15,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,3|0.0|6.0,65,65,7.69,66.15,85.55,65,27.69,78.46,78.63,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,3|0.0|4.0,51,51,13.73,169.41,112.46,51,29.41,91.57,77.73,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,2|0.0|10.0,71,71,11.27,125.35,105.08,71,28.17,96.62,77.67,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,2|0.0|6.0,95,95,7.37,67.47,58.59,95,31.58,77.37,75.41,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,3|0.0|8.0,60,60,6.67,141.17,106.18,60,20.0,86.17,72.2,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,2|0.0|7.0,79,79,12.66,168.86,93.98,79,30.38,82.41,71.36,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,3|0.0|1.0,71,71,7.04,45.49,58.33,71,28.17,62.39,66.08,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,2|0.0|5.0,99,99,8.08,68.28,60.26,99,27.27,73.84,64.25,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,3|0.0|7.0,63,63,1.59,7.78,19.4,63,19.05,67.94,61.67,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,2|0.0|3.0,93,93,10.75,44.52,62.28,93,26.88,44.19,60.13,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,3|0.0|2.0,65,65,9.23,71.69,87.73,65,20.0,53.54,52.89,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,3|0.0|5.0,67,67,7.46,59.25,70.56,67,19.4,43.13,52.21,92.54,95.77
3,COURSE_27_04_ダ_中距離,da_tekisei_code+uma_start_shisu+pace_shisu_juni,3|0.0|9.0,56,56,5.36,41.79,78.16,56,14.29,55.18,48.72,92.54,95.77
3,COURSE_27_04_ダ_中距離,manken_shirushi+da_tekisei_code+uma_start_shisu,6|2|0.0,93,93,22.58,142.8,136.93,93,45.16,105.05,100.01,85.69,91.42
3,COURSE_27_04_ダ_中距離,manken_shirushi+da_tekisei_code+uma_start_shisu,1|2|0.0,139,139,9.35,99.86,73.11,139,36.69,109.06,96.69,85.69,91.42
3,COURSE_27_04_ダ_中距離,manken_shirushi+da_tekisei_code+uma_start_shisu,7|3|0.0,59,59,10.17,41.69,101.99,59,32.2,90.34,93.37,85.69,91.42
3,COURSE_27_04_ダ_中距離,manken_shirushi+da_tekisei_code+uma_start_shisu,4|2|0.0,107,107,17.76,120.93,115.9,107,40.19,90.47,92.97,85.69,91.42
3,COURSE_27_04_ダ_中距離,manken_shirushi+da_tekisei_code+uma_start_shisu,2|2|0.0,127,127,13.39,76.22,76.22,127,40.16,98.58,90.62,85.69,91.42
3,COURSE_27_04_ダ_中距離,manken_shirushi+da_tekisei_code+uma_start_shisu,3|2|0.0,105,105,18.1,160.38,131.1,105,36.19,82.38,85.98,85.69,91.42
3,COURSE_27_04_ダ_中距離,manken_shirushi+da_tekisei_code+uma_start_shisu,7|2|0.0,84,84,13.1,120.36,82.51,84,39.29,86.31,85.77,85.69,91.42
3,COURSE_27_04_ダ_中距離,manken_shirushi+da_tekisei_code+uma_start_shisu,6|3|0.0,67,67,11.94,101.34,130.53,67,26.87,115.82,75.63,85.69,91.42
3,COURSE_27_04_ダ_中距離,manken_shirushi+da_tekisei_code+uma_start_shisu,5|2|0.0,96,96,11.46,77.29,78.18,96,31.25,61.98,68.99,85.69,91.42
3,COURSE_27_04_ダ_中距離,manken_shirushi+da_tekisei_code+uma_start_shisu,8|2|0.0,60,60,10.0,35.5,75.69,60,28.33,56.17,68.61,85.69,91.42
3,COURSE_27_04_ダ_中距離,manken_shirushi+da_tekisei_code+uma_start_shisu,8|3|0.0,56,56,8.93,68.39,83.15,56,25.0,63.57,68.47,85.69,91.42
3,COURSE_27_04_ダ_中距離,manken_shirushi+kyori_tekisei+uma_start_shisu,7|2|0.0,84,84,14.29,113.1,97.41,84,40.48,101.55,96.29,83.88,86.76
3,COURSE_27_04_ダ_中距離,manken_shirushi+kyori_tekisei+uma_start_shisu,1|2|0.0,145,145,7.59,53.17,63.56,145,33.79,106.76,92.56,83.88,86.76
3,COURSE_27_04_ダ_中距離,manken_shirushi+kyori_tekisei+uma_start_shisu,6|2|0.0,97,97,17.53,115.46,126.97,97,38.14,122.27,91.49,83.88,86.76
3,COURSE_27_04_ダ_中距離,manken_shirushi+kyori_tekisei+uma_start_shisu,2|2|0.0,137,137,10.95,66.72,62.86,137,39.42,90.88,91.24,83.88,86.76
3,COURSE_27_04_ダ_中距離,manken_shirushi+kyori_tekisei+uma_start_shisu,4|2|0.0,113,113,15.93,166.02,113.11,113,38.05,90.8,91.14,83.88,86.76
3,COURSE_27_04_ダ_中距離,manken_shirushi+kyori_tekisei+uma_start_shisu,3|2|0.0,113,113,15.04,114.69,113.16,113,34.51,80.97,83.71,83.88,86.76
3,COURSE_27_04_ダ_中距離,manken_shirushi+kyori_tekisei+uma_start_shisu,8|2|0.0,63,63,12.7,46.03,87.89,63,28.57,54.92,65.19,83.88,86.76
3,COURSE_27_04_ダ_中距離,manken_shirushi+kyori_tekisei+uma_start_shisu,2|2|-0.3,50,50,6.0,41.8,39.92,50,26.0,53.6,63.26,83.88,86.76
3,COURSE_27_04_ダ_中距離,manken_shirushi+kyori_tekisei+uma_start_shisu,5|2|0.0,98,98,7.14,26.94,54.88,98,27.55,68.78,63.24,83.88,86.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|47.0|2,74,74,12.16,101.22,88.84,74,39.19,110.68,101.94,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|31.0|2,97,97,12.37,54.95,98.81,97,40.21,97.53,101.94,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|41.0|2,97,97,13.4,131.34,109.83,97,34.02,89.79,88.56,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|32.0|2,95,95,13.68,112.63,94.45,95,35.79,112.53,86.29,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|37.0|2,104,104,12.5,52.69,84.74,104,35.58,76.44,86.2,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|48.0|2,71,71,8.45,36.62,65.22,71,33.8,80.99,84.17,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|46.0|2,75,75,10.67,37.73,79.34,75,33.33,68.53,81.98,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|35.0|2,122,122,9.02,30.0,63.43,122,33.61,83.03,80.74,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|36.0|2,96,96,9.38,52.29,82.55,96,29.17,76.77,80.26,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|39.0|2,105,105,9.52,62.19,75.57,105,31.43,74.95,80.17,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|30.0|2,97,97,13.4,130.21,83.47,97,36.08,94.12,78.47,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|43.0|2,98,98,6.12,79.49,57.55,98,25.51,95.82,71.66,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|38.0|2,92,92,10.87,84.35,82.13,92,28.26,60.98,70.43,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|51.0|2,52,52,15.38,120.19,108.84,52,26.92,59.81,70.38,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|45.0|2,72,72,13.89,77.22,104.89,72,27.78,66.94,68.89,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|28.0|2,62,62,4.84,13.23,31.89,62,29.03,79.68,68.75,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|26.0|2,50,50,0.0,0.0,0.0,50,28.0,48.8,68.41,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|25.0|0,54,54,12.96,128.89,156.79,54,20.37,54.44,67.3,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|34.0|2,93,93,8.6,32.8,60.71,93,29.03,51.94,66.47,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|44.0|2,97,97,5.15,20.93,39.88,97,24.74,56.8,63.74,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|50.0|2,67,67,8.96,78.96,75.72,67,22.39,47.01,61.53,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|42.0|2,93,93,8.6,59.14,81.32,93,20.43,49.25,60.9,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|29.0|2,81,81,11.11,60.25,89.84,81,23.46,50.49,60.71,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|49.0|2,54,54,9.26,49.26,76.51,54,22.22,46.3,59.79,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|33.0|2,94,94,9.57,86.6,69.43,94,24.47,63.09,59.22,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|40.0|2,94,94,11.7,80.96,85.42,94,23.4,49.68,54.63,81.66,83.76
3,COURSE_27_04_ダ_中距離,pace_yoso+manken_shisu+kyori_tekisei,H|27.0|2,60,60,6.67,31.33,54.77,60,18.33,40.17,46.95,81.66,83.76
3,COURSE_27_04_ダ_中距離,uma_deokure_ritsu+uma_start_shisu+gekiso_juni,0.0|0.0|2.0,110,110,12.73,78.27,62.24,110,50.0,114.55,98.31,86.4,92.95
3,COURSE_27_04_ダ_中距離,uma_deokure_ritsu+uma_start_shisu+gekiso_juni,0.0|0.0|1.0,129,129,20.16,123.88,83.21,129,55.04,105.74,97.22,86.4,92.95
3,COURSE_27_04_ダ_中距離,uma_deokure_ritsu+uma_start_shisu+gekiso_juni,0.0|0.0|4.0,101,101,9.9,36.34,66.3,101,35.64,99.9,80.4,86.4,92.95
3,COURSE_27_04_ダ_中距離,uma_deokure_ritsu+uma_start_shisu+gekiso_juni,0.0|0.0|3.0,91,91,12.09,49.23,73.65,91,36.26,87.47,78.88,86.4,92.95
3,COURSE_27_04_ダ_中距離,uma_deokure_ritsu+uma_start_shisu+gekiso_juni,0.0|0.0|5.0,94,94,9.57,116.6,98.6,94,25.53,71.7,72.92,86.4,92.95
3,COURSE_27_04_ダ_中距離,uma_deokure_ritsu+uma_start_shisu+gekiso_juni,0.0|0.0|11.0,52,52,5.77,36.73,80.27,52,19.23,99.81,68.46,86.4,92.95
3,COURSE_27_04_ダ_中距離,uma_deokure_ritsu+uma_start_shisu+gekiso_juni,0.0|0.0|6.0,95,95,10.53,42.53,86.31,95,26.32,64.21,67.13,86.4,92.95
3,COURSE_27_04_ダ_中距離,uma_deokure_ritsu+uma_start_shisu+gekiso_juni,0.0|0.0|7.0,86,86,3.49,15.7,34.37,86,23.26,52.67,62.5,86.4,92.95
3,COURSE_27_04_ダ_中距離,uma_deokure_ritsu+uma_start_shisu+gekiso_juni,0.0|0.0|8.0,73,73,12.33,159.45,121.39,73,21.92,52.47,60.0,86.4,92.95
3,COURSE_27_04_ダ_中距離,uma_deokure_ritsu+uma_start_shisu+gekiso_juni,0.0|0.0|9.0,84,84,5.95,58.1,58.61,84,17.86,44.4,50.51,86.4,92.95
3,COURSE_27_04_ダ_中距離,uma_deokure_ritsu+uma_start_shisu+gekiso_juni,0.0|0.0|10.0,59,59,3.39,82.54,56.29,59,6.78,41.53,25.35,86.4,92.95
