phase,segment,combo,bin_key,n_horses,tansho_n,tansho_hit_rate,tansho_roi_raw,tansho_roi_corr,fukusho_n,fukusho_hit_rate,fukusho_roi_raw,fukusho_roi_corr,combo_clb,combo_mean_roi
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,15|3|46.0,76,76,7.89,61.58,79.02,76,22.37,80.0,64.49,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,18|3|31.0,97,97,5.15,70.62,80.81,97,17.53,45.15,64.18,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,18|3|28.0,74,74,5.41,61.49,159.14,74,13.51,76.49,61.91,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,18|2|31.0,71,71,5.63,102.54,77.23,71,19.72,103.66,61.91,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,18|2|34.0,65,65,3.08,32.46,38.72,65,20.0,80.62,59.52,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,12|2|48.0,52,52,3.85,75.58,63.32,52,17.31,85.58,59.35,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,15|3|47.0,87,87,4.6,18.62,52.13,87,17.24,45.86,58.23,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,15|2|47.0,58,58,5.17,19.48,57.66,58,18.97,41.03,56.24,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,15|2|43.0,77,77,9.09,52.6,106.24,77,18.18,47.53,56.01,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,15|3|44.0,76,76,5.26,43.03,67.77,76,17.11,74.74,54.85,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,18|3|29.0,74,74,5.41,42.7,112.94,74,13.51,54.46,54.57,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,15|2|46.0,66,66,9.09,71.97,87.4,66,19.7,59.09,53.53,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,15|2|45.0,93,93,7.53,39.35,69.24,93,20.43,55.27,52.92,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,09|2|55.0,58,58,6.9,41.72,105.67,58,13.79,46.72,51.91,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,12|2|55.0,87,87,8.05,33.79,61.76,87,21.84,44.94,50.74,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,12|2|50.0,81,81,2.47,24.32,30.36,81,17.28,59.26,50.26,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,18|3|25.0,51,51,0.0,0.0,0.0,51,11.76,65.49,48.24,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,18|2|27.0,54,54,5.56,82.04,88.45,54,12.96,44.07,47.15,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,18|2|33.0,77,77,2.6,20.52,35.71,77,14.29,44.29,45.04,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,18|3|27.0,69,69,2.9,23.48,69.25,69,10.14,60.87,43.08,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,12|3|50.0,59,59,5.08,39.66,77.85,59,10.17,23.9,31.62,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,class_code+omo_tekisei_code+idm,18|3|19.0,52,52,3.85,246.73,184.53,52,3.85,21.35,17.57,80.07,87.99
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,5|0|2.0,78,78,14.1,58.08,80.11,78,51.28,97.05,99.74,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,5|0|1.0,81,81,19.75,54.07,78.25,81,54.32,80.25,94.75,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,2|0|1.0,122,122,27.87,87.46,82.92,122,58.2,92.13,94.45,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,1|0|3.0,76,76,10.53,52.11,79.57,76,39.47,76.32,93.88,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,3|0|3.0,71,71,11.27,96.06,81.75,71,40.85,81.13,93.17,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,2|0|3.0,57,57,19.3,135.44,114.89,57,42.11,114.04,92.74,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,5|0|4.0,62,62,11.29,206.45,102.95,62,38.71,134.52,92.26,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,4|0|1.0,116,116,26.72,86.9,92.17,116,56.03,93.88,91.27,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,6|0|3.0,58,58,10.34,50.17,73.2,58,43.1,85.69,90.64,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,2|0|8.0,58,58,8.62,96.03,70.38,58,36.21,101.03,90.12,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,1|0|4.0,71,71,11.27,130.14,116.96,71,33.8,95.92,89.36,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,3|0|4.0,82,82,10.98,69.27,76.8,82,39.02,85.61,88.84,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,6|0|1.0,74,74,28.38,129.05,108.24,74,52.7,91.22,88.55,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,4|1|4.0,56,56,8.93,31.79,67.6,56,39.29,83.39,87.91,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,6|0|2.0,80,80,10.0,106.88,55.84,80,43.75,115.88,87.15,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,4|0|7.0,63,63,11.11,83.17,117.36,63,31.75,83.02,84.28,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,7|0|4.0,56,56,12.5,141.25,107.14,56,33.93,111.79,83.89,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,2|1|4.0,50,50,12.0,28.0,64.57,50,40.0,87.0,83.68,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,1|0|7.0,70,70,12.86,120.57,98.1,70,32.86,96.14,83.66,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,3|0|1.0,120,120,26.67,70.08,81.88,120,52.5,80.08,82.57,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,7|0|2.0,69,69,15.94,46.38,79.0,69,43.48,81.59,81.52,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,1|0|5.0,106,106,11.32,107.26,91.41,106,31.13,75.66,81.38,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,1|0|6.0,100,100,14.0,173.5,141.29,100,30.0,87.3,80.74,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,2|0|6.0,62,62,8.06,73.06,80.18,62,30.65,78.87,80.26,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,1|0|8.0,64,64,12.5,69.84,86.69,64,31.25,76.41,80.23,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,1|0|1.0,76,76,15.79,78.95,64.97,76,40.79,79.34,79.25,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,8|0|2.0,55,55,16.36,106.0,78.07,55,41.82,66.91,78.69,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,3|0|2.0,70,70,20.0,64.86,90.29,70,44.29,77.71,78.57,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,2|0|5.0,62,62,6.45,66.77,56.04,62,29.03,110.32,78.12,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,4|0|5.0,76,76,6.58,48.68,55.19,76,31.58,75.53,78.0,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,5|0|5.0,60,60,13.33,68.17,87.7,60,36.67,74.67,76.94,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,7|0|3.0,53,53,9.43,37.55,69.91,53,33.96,57.74,75.84,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,3|0|5.0,64,64,10.94,102.03,115.95,64,26.56,99.69,75.62,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,1|0|2.0,60,60,8.33,104.33,60.36,60,30.0,72.5,74.65,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,4|0|3.0,67,67,14.93,65.52,88.4,67,35.82,62.24,73.79,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,5|0|3.0,85,85,10.59,135.76,71.38,85,35.29,67.06,73.78,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,2|0|2.0,71,71,8.45,43.38,51.04,71,32.39,86.62,71.87,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,4|0|2.0,75,75,8.0,33.2,42.16,75,37.33,84.4,70.54,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,5|0|6.0,77,77,12.99,165.71,119.12,77,28.57,70.52,68.41,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,4|0|8.0,63,63,11.11,82.06,94.64,63,25.4,51.9,67.56,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,6|0|5.0,54,54,3.7,13.15,33.41,54,27.78,84.63,67.49,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,5|0|8.0,57,57,5.26,35.44,80.22,57,21.05,70.88,67.48,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,6|0|4.0,50,50,8.0,46.0,63.88,50,28.0,68.0,66.84,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,2|0|4.0,93,93,8.6,72.69,63.83,93,26.88,57.74,66.66,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,3|0|7.0,72,72,6.94,44.44,73.48,72,22.22,53.33,63.48,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,6|0|8.0,56,56,3.57,21.43,46.02,56,19.64,74.64,62.72,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,7|0|1.0,57,57,17.54,60.88,87.81,57,31.58,47.54,62.08,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,6|0|7.0,63,63,9.52,121.11,130.71,63,20.63,65.71,61.82,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,5|0|7.0,65,65,4.62,16.77,56.5,65,20.0,74.62,60.28,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,4|0|4.0,67,67,5.97,60.9,47.46,67,25.37,63.73,59.43,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,1|1|5.0,55,55,7.27,97.82,70.03,55,20.0,67.27,54.17,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,2|0|7.0,65,65,15.38,185.85,117.36,65,21.54,59.54,52.93,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,3|0|6.0,64,64,9.38,94.06,100.46,64,18.75,42.19,51.54,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,7|0|7.0,52,52,5.77,185.19,85.34,52,17.31,102.88,51.16,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+joken_class_code+ten_shisu_juni,4|0|6.0,57,57,7.02,32.11,66.18,57,17.54,51.23,47.91,80.03,85.43
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,5|2.0|2.0,54,54,9.26,40.0,48.99,54,50.0,100.93,94.26,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,6|1.0|1.0,89,89,24.72,72.13,96.77,89,55.06,92.92,93.89,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,2|1.0|1.0,127,127,29.92,102.83,89.68,127,56.69,86.93,91.39,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,4|1.0|1.0,136,136,28.68,112.87,99.58,136,55.15,87.13,91.09,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,5|1.0|1.0,109,109,20.18,79.27,81.12,109,50.46,93.12,88.81,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,7|1.0|1.0,70,70,30.0,105.86,127.27,70,47.14,70.0,86.46,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,3|1.0|1.0,122,122,27.05,88.93,79.62,122,54.92,83.61,85.31,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,1|7.0|7.0,52,52,11.54,144.81,139.35,52,28.85,89.04,83.43,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,4|2.0|2.0,53,53,16.98,100.94,92.64,53,39.62,88.11,79.39,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,7|2.0|2.0,50,50,8.0,27.2,42.58,50,42.0,76.0,77.12,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,1|5.0|5.0,50,50,14.0,159.2,163.12,50,26.0,70.6,73.58,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,1|1.0|1.0,76,76,14.47,56.71,70.57,76,34.21,65.0,72.11,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,1|2.0|2.0,50,50,8.0,106.6,73.05,50,26.0,69.6,71.86,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,6|2.0|2.0,53,53,5.66,35.66,31.9,53,35.85,71.32,69.09,87.42,90.36
3,KEIBAJO_SURFACE_09_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,2|7.0|7.0,53,53,11.32,199.06,125.56,53,22.64,61.13,64.27,87.42,90.36
3,KEIBAJO_SURFACE_09_芝_1勝クラス,kyori_kubun+kyori_tekisei_2+shiba_tekisei_code,長距離|3|2,129,129,13.95,102.79,108.94,129,35.66,89.61,91.79,81.98,85.93
3,KEIBAJO_SURFACE_09_芝_1勝クラス,kyori_kubun+kyori_tekisei_2+shiba_tekisei_code,中距離|2|2,126,126,11.11,87.62,104.34,126,29.37,87.38,83.6,81.98,85.93
3,KEIBAJO_SURFACE_09_芝_1勝クラス,kyori_kubun+kyori_tekisei_2+shiba_tekisei_code,マイル|2|1,124,124,10.48,94.35,88.15,124,31.45,86.21,83.42,81.98,85.93
3,KEIBAJO_SURFACE_09_芝_1勝クラス,kyori_kubun+kyori_tekisei_2+shiba_tekisei_code,マイル|2|2,119,119,11.76,64.62,86.05,119,32.77,87.39,82.08,81.98,85.93
3,KEIBAJO_SURFACE_09_芝_1勝クラス,kyori_kubun+kyori_tekisei_2+shiba_tekisei_code,マイル|5|2,82,82,7.32,109.39,87.61,82,21.95,83.54,76.57,81.98,85.93
3,KEIBAJO_SURFACE_09_芝_1勝クラス,kyori_kubun+kyori_tekisei_2+shiba_tekisei_code,短距離|5|2,63,63,11.11,93.17,81.59,63,25.4,65.56,68.95,81.98,85.93
3,KEIBAJO_SURFACE_09_芝_1勝クラス,kyori_kubun+kyori_tekisei_2+shiba_tekisei_code,中距離|2|1,85,85,9.41,64.94,65.63,85,28.24,66.82,65.17,81.98,85.93
3,KEIBAJO_SURFACE_09_芝_1勝クラス,kyori_kubun+kyori_tekisei_2+shiba_tekisei_code,長距離|3|1,68,68,7.35,46.47,56.06,68,26.47,61.91,62.53,81.98,85.93
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,H|0.0|5.0,88,88,10.23,60.45,89.65,88,36.36,111.25,95.1,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,H|0.0|1.0,121,121,21.49,86.45,113.84,121,42.15,84.71,92.29,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,M|0.0|4.0,70,70,11.43,44.71,80.7,70,41.43,98.14,90.13,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,H|0.0|3.0,104,104,15.38,78.17,103.11,104,38.46,100.29,89.97,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,H|0.0|9.0,58,58,8.62,47.59,82.14,58,31.03,81.03,87.95,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,H|0.0|4.0,93,93,9.68,61.83,77.15,93,31.18,84.3,80.29,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,M|0.0|5.0,59,59,16.95,151.69,116.79,59,37.29,107.8,79.66,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,M|0.0|1.0,83,83,20.48,81.45,115.64,83,37.35,95.42,79.55,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,H|0.0|2.0,115,115,10.43,79.3,81.49,115,31.3,83.39,79.46,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,M|0.0|3.0,71,71,9.86,70.99,68.23,71,30.99,65.77,66.88,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,M|0.0|2.0,66,66,4.55,14.09,32.0,66,28.79,63.48,64.01,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,H|0.0|8.0,66,66,12.12,69.09,87.68,66,28.79,53.33,63.18,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,H|0.0|6.0,83,83,9.64,80.36,92.34,83,21.69,76.14,62.16,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,H|0.0|7.0,81,81,3.7,24.57,32.68,81,22.22,63.83,59.29,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_deokure_ritsu+ten_shisu_juni,H|0.0|10.0,55,55,9.09,58.55,72.1,55,20.0,48.18,52.13,86.74,89.52
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,M|0.0|5.0,57,57,15.79,122.98,126.8,57,40.35,91.05,92.24,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,H|0.0|1.0,108,108,14.81,78.98,86.88,108,37.96,82.96,88.01,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,H|0.0|2.0,113,113,12.39,106.55,105.89,113,31.86,89.03,87.09,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,H|0.0|4.0,102,102,9.8,41.18,76.62,102,34.31,96.27,86.61,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,H|0.0|3.0,91,91,10.99,71.1,76.33,91,35.16,102.75,84.08,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,M|0.0|4.0,70,70,11.43,61.29,85.12,70,35.71,85.57,82.84,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,H|0.0|9.0,65,65,7.69,46.92,68.21,65,29.23,59.85,79.26,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,H|0.0|5.0,91,91,9.89,150.11,89.54,91,28.57,89.34,78.97,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,H|0.0|7.0,78,78,6.41,41.67,58.3,78,26.92,60.0,75.48,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,M|0.0|3.0,67,67,11.94,92.69,96.69,67,32.84,59.1,74.06,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,H|0.0|8.0,68,68,13.24,67.5,98.74,68,32.35,58.24,71.06,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,H|0.0|10.0,54,54,11.11,98.52,96.23,54,24.07,67.59,63.98,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,M|0.0|2.0,61,61,8.2,20.16,52.76,61,29.51,75.9,62.75,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,M|0.0|1.0,63,63,20.63,76.03,105.33,63,28.57,41.27,57.95,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,H|0.0|11.0,50,50,4.0,22.8,38.12,50,20.0,80.8,57.3,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_新馬,pace_yoso+uma_start_shisu+ten_shisu_juni,H|0.0|6.0,84,84,9.52,80.12,86.9,84,19.05,71.43,50.53,87.02,93.38
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|2.0|1,53,53,20.75,140.57,180.03,53,39.62,87.92,101.34,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|4.0|3,102,102,8.82,56.47,60.54,102,43.14,94.61,93.69,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|1.0|3,54,54,11.11,72.59,64.4,54,42.59,106.48,84.07,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|2.0|2,102,102,15.69,93.92,110.16,102,37.25,82.25,83.83,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|4.0|2,80,80,12.5,150.75,110.79,80,32.5,100.62,81.88,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|7.0|4,67,67,5.97,96.27,59.27,67,29.85,95.52,80.92,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|5.0|2,70,70,15.71,108.29,139.42,70,31.43,62.71,80.76,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|5.0|3,101,101,9.9,33.96,80.28,101,32.67,71.29,78.65,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|3.0|3,93,93,9.68,56.99,76.48,93,34.41,73.98,76.84,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|7.0|3,111,111,9.01,40.9,84.44,111,29.73,91.8,76.74,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|1.0|1,76,76,11.84,82.37,79.44,76,30.26,79.21,75.41,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|6.0|3,117,117,5.98,49.57,55.49,117,29.91,84.79,75.37,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|3.0|2,87,87,13.79,78.74,94.98,87,32.18,70.8,74.29,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|10.0|4,62,62,4.84,60.65,62.38,62,24.19,74.35,74.14,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|1.0|2,98,98,8.16,60.51,53.98,98,32.65,89.8,72.62,80.13,84.32
3,KEIBAJO_SURFACE_09_芝_未勝利,class_code+pace_shisu_juni+kyakushitsu,12|7.0|2,62,62,9.68,170.65,105.51,62,27.42,73.23,71.86,80.13,84.32
