phase,segment,combo,bin_key,n_horses,tansho_n,tansho_hit_rate,tansho_roi_raw,tansho_roi_corr,fukusho_n,fukusho_hit_rate,fukusho_roi_raw,fukusho_roi_corr,combo_clb,combo_mean_roi
4,KEIBAJO_SURFACE_07_芝_条件戦,pace_shisu_juni+ichi_shisu_juni+kakutoku_shokin_ruikei+agari_shisu_juni,1.0|1.0|0|1.0,178,178,33.15,86.18,89.25,178,63.48,86.63,86.75,80.75,86.81
4,KEIBAJO_SURFACE_05_芝,kyori_tekisei_2+kyori_tekisei+uma_deokure_ritsu+kyakushitsu,2|5|0.0|3,192,192,14.58,66.61,80.01,192,40.62,83.49,86.62,80.8,88.75
4,GLOBAL_条件戦,kyori_tekisei_2+uma_deokure_ritsu+kyori_kubun+umakigo_code,2|0.0|中距離|00,240,240,21.25,71.83,73.49,240,50.42,83.5,86.62,85.9,88.32
4,GLOBAL_条件戦,kyori_tekisei_2+uma_deokure_ritsu+kyori_kubun+umakigo_code,5|0.0|短距離|00,188,188,24.47,68.94,81.66,188,52.13,86.81,86.53,85.9,88.32
4,COURSE_27_04_芝_中距離,pace_yoso+uma_start_shisu+tenkai_kigo_code+kyakushitsu,M|0.0|0|2,135,135,12.59,110.67,109.14,135,31.85,100.15,86.52,80.45,86.37
4,COURSE_27_06_ダ_短距離,pace_yoso+da_tekisei_code+kishu_minarai_code+shiba_tekisei_code,H|2|3|3,194,194,7.22,107.73,75.32,194,24.74,92.01,86.44,80.71,88.47
4,GLOBAL_条件戦,kyori_tekisei_2+uma_deokure_ritsu+kyori_kubun+kyori_tekisei,2|0.0|中距離|5,235,235,20.85,68.68,70.72,235,51.06,84.26,86.44,85.4,88.47
4,KEIBAJO_SURFACE_07_芝,joken_class_code+agari_shisu_juni+ichi_shisu_juni+pace_shisu_juni,0|7.0|1.0|7.0,135,135,4.44,117.11,115.47,135,20.74,136.74,86.4,80.73,87.59
4,KEIBAJO_SURFACE_09_ダ_条件戦,uma_deokure_ritsu+kyakushitsu+ichi_shisu_juni+hizume_code,0.0|2|2.0|10,161,161,13.66,77.76,81.05,161,40.99,97.7,86.38,80.86,84.27
4,COURSE_27_10_芝_中距離,pace_yoso+hizume_code+joken_class_code+kyakushitsu,M|10|0|4,145,145,7.59,70.41,81.15,145,28.28,80.41,86.15,81.78,86.68
4,COURSE_27_06_ダ_短距離,pace_yoso+da_tekisei_code+uma_start_shisu+gekiso_juni,H|2|0.0|2.0,156,156,12.18,84.04,72.81,156,39.1,101.79,86.01,80.97,84.71
4,KEIBAJO_SURFACE_02_ダ,joshodo_code+kyakushitsu+da_tekisei_code+gekiso_juni,3|2|2|2.0,143,143,16.78,58.6,78.32,143,46.15,85.38,85.89,81.9,87.89
4,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+kyori_tekisei+hizume_code,5|00|1|23,167,167,18.56,64.07,72.45,167,48.5,87.31,85.84,82.25,90.42
4,KEIBAJO_SURFACE_09_ダ,manken_shirushi+joken_class_code+hizume_code+kyakushitsu,3|0|10|3,131,131,11.45,55.19,89.32,131,35.88,80.15,85.74,80.97,86.32
4,SURFACE_2_ダ_条件戦,manken_shirushi+keibajo_code+hizume_code+kyakushitsu,3|09|10|3,131,131,11.45,55.19,89.32,131,35.88,80.15,85.74,80.23,85.22
4,COURSE_27_08_ダ_短距離,omo_tekisei_code+da_tekisei_code+hizume_code+class_code,2|3|10|38,135,135,5.93,140.81,75.16,135,27.41,86.15,85.71,91.0,93.81
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_tekisei+pace_shisu_juni+ichi_shisu_juni+agari_shisu_juni,0|7.0|1.0|7.0,132,132,3.79,108.79,97.52,132,20.45,137.58,85.65,80.26,87.5
4,KEIBAJO_SURFACE_07_芝,manken_shirushi+omo_tekisei_code+joshodo_code+agari_shisu_juni,1|2|3|1.0,140,140,17.86,65.14,78.14,140,43.57,76.64,85.55,81.14,86.96
4,COURSE_27_09_ダ_マイル,manken_shirushi+class_code+umakigo_code+kyori_tekisei,1|38|00|5,143,143,6.29,58.18,71.36,143,27.97,72.87,85.42,85.75,89.59
4,KEIBAJO_SURFACE_05_芝,kyori_tekisei_2+pace_yoso+kyori_kubun+uma_deokure_ritsu,2|H|マイル|0.0,268,268,11.94,59.89,82.4,268,33.58,82.24,85.37,80.26,83.22
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_kubun+kyori_tekisei+uma_start_shisu+kyakushitsu,中距離|2|0.0|2,145,145,11.03,131.03,63.6,145,40.69,88.41,85.37,81.75,83.52
4,KEIBAJO_SURFACE_04_ダ,kyori_kubun+joho_shisu+kishu_shisu+uma_start_shisu,中距離|0.0|0.4|0.0,187,187,4.28,125.61,122.89,187,17.11,103.74,85.34,87.71,93.33
4,COURSE_27_08_芝_中距離,kyori_tekisei+hizume_code+omo_tekisei_code+uma_start_shisu,2|10|2|0.0,268,268,17.16,133.58,90.0,268,44.03,87.57,85.15,85.42,86.14
4,COURSE_27_09_ダ_中距離,omo_tekisei_code+umakigo_code+kijun_ninkijun_tansho+gekiso_juni,1|00|1|1.0,142,142,35.21,79.3,73.98,142,69.01,82.96,85.12,82.64,86.08
4,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_kubun+kyori_tekisei+joshodo_code,2|中距離|5|3,337,337,16.02,58.75,64.33,337,47.18,84.21,85.1,85.43,88.74
4,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+umakigo_code+uma_start_shisu,5|H|00|0.0,155,155,19.35,83.61,81.18,155,47.1,94.52,85.08,91.43,93.21
4,COURSE_27_09_ダ_中距離,omo_tekisei_code+manken_shirushi+umakigo_code+gekiso_juni,1|1|00|1.0,136,136,13.24,62.5,76.14,136,37.5,89.19,85.03,87.31,95.69
4,KEIBAJO_SURFACE_06_芝,manken_shirushi+kyori_kubun+omo_tekisei_code+class_code,4|中距離|3|18,134,134,10.45,51.94,89.87,134,32.84,97.54,85.01,80.96,85.81
4,COURSE_27_02_芝_短距離,kyori_tekisei+umakigo_code+uma_start_shisu+ls_shisu_juni,0|00|0.0|4.0,149,149,5.37,64.63,100.89,149,23.49,109.26,84.98,82.68,85.99
4,KEIBAJO_SURFACE_01_ダ,pace_yoso+kyakushitsu+kyori_tekisei+hizume_code,H|3|2|22,137,137,8.76,90.15,69.94,137,30.66,94.6,84.93,84.25,88.44
4,SURFACE_2_ダ_条件戦,pace_yoso+manken_shirushi+keibajo_code+hizume_code,M|4|09|10,168,168,13.1,70.95,84.16,168,38.1,75.0,84.88,80.41,83.35
4,KEIBAJO_SURFACE_08_ダ_条件戦,pace_yoso+kyori_tekisei+hizume_code+ls_shisu_juni,M|2|10|5.0,180,180,8.89,149.72,132.96,180,26.11,116.67,84.82,84.97,87.41
4,COURSE_27_05_ダ_マイル,da_tekisei_code+kyakushitsu+ten_shisu_juni+pace_shisu_juni,2|2|1.0|1.0,208,208,18.75,78.03,87.25,208,40.38,83.08,84.79,81.9,84.3
4,GLOBAL_条件戦,kyori_tekisei_2+uma_deokure_ritsu+pace_yoso+umakigo_code,5|0.0|M|00,182,182,19.78,106.15,80.48,182,46.15,90.27,84.79,82.42,87.39
4,COURSE_27_05_ダ_マイル,da_tekisei_code+joshodo_code+ten_shisu_juni+pace_shisu_juni,2|3|4.0|3.0,131,131,12.98,84.96,78.56,131,37.4,103.66,84.75,80.29,84.66
4,COURSE_27_07_ダ_中距離,manken_shirushi+da_tekisei_code+hizume_code+umakigo_code,1|2|10|00,161,161,18.01,132.42,99.84,161,37.27,90.75,84.67,80.62,85.97
4,KEIBAJO_SURFACE_07_芝,pace_yoso+agari_shisu_juni+pace_shisu_juni+umakigo_code,M|1.0|1.0|00,134,134,29.85,87.76,89.11,134,59.7,84.33,84.67,81.9,83.26
4,COURSE_27_09_ダ_中距離,omo_tekisei_code+manken_shirushi+joshodo_code+gekiso_juni,1|1|3|1.0,138,138,13.77,63.55,78.77,138,37.68,89.64,84.65,87.65,94.75
4,KEIBAJO_SURFACE_10_ダ,kyori_kubun+joken_class_code+kishu_shisu+uma_deokure_ritsu,中距離|0|0.4|0.0,140,140,2.14,80.86,59.86,140,16.43,125.14,84.63,82.73,93.25
4,KEIBAJO_SURFACE_07_芝_条件戦,pace_shisu_juni+ichi_shisu_juni+kakutoku_shokin_ruikei+agari_shisu_juni,7.0|1.0|0|7.0,134,134,3.73,107.16,96.71,134,20.15,135.52,84.59,80.75,86.81
4,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+kyori_kubun+kyori_tekisei,5|H|短距離|1,242,242,19.83,60.58,67.67,242,50.83,77.4,84.47,81.49,89.35
4,COURSE_27_10_芝_中距離,pace_yoso+hizume_code+joken_class_code+kyakushitsu,M|10|0|3,215,215,11.63,74.19,96.42,215,32.09,74.0,84.39,81.78,86.68
4,KEIBAJO_SURFACE_07_芝,agari_shisu_juni+ichi_shisu_juni+pace_shisu_juni+umakigo_code,1.0|1.0|1.0|00,167,167,32.93,86.89,88.78,167,61.68,83.05,84.33,80.84,88.9
4,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_tekisei+kyakushitsu+joshodo_code,2|5|3|3,234,234,12.82,43.29,46.4,234,49.15,85.6,84.32,82.32,84.93
4,COURSE_27_09_ダ_中距離,omo_tekisei_code+joshodo_code+kijun_ninkijun_tansho+gekiso_juni,1|3|1|1.0,141,141,34.04,77.02,72.22,141,68.09,82.13,84.29,82.38,85.81
4,KEIBAJO_SURFACE_07_ダ,kyori_kubun+manken_shirushi+da_tekisei_code+hizume_code,中距離|2|2|10,152,152,21.71,120.79,103.82,152,40.79,85.79,84.22,80.89,84.88
4,GLOBAL_条件戦,kyori_tekisei_2+uma_deokure_ritsu+pace_yoso+umakigo_code,2|0.0|H|00,188,188,21.28,78.51,74.93,188,48.94,80.32,84.16,82.42,87.39
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_tekisei+pace_shisu_juni+kakutoku_shokin_ruikei+agari_shisu_juni,0|7.0|0|7.0,135,135,3.7,106.37,96.52,135,20.0,134.52,84.11,80.76,86.8
4,KEIBAJO_SURFACE_07_ダ,kyori_kubun+manken_shirushi+da_tekisei_code+hizume_code,中距離|1|2|10,178,178,16.29,119.78,93.79,178,36.52,95.51,84.09,80.89,84.88
4,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+kyori_kubun+umakigo_code,5|M|中距離|00,153,153,13.07,108.95,77.19,153,39.22,91.9,84.06,81.25,87.4
4,KEIBAJO_SURFACE_02_ダ,kyori_kubun+pace_yoso+manken_shirushi+da_tekisei_code,中距離|H|3|2,135,135,9.63,78.67,68.85,135,32.59,89.48,83.95,80.8,85.05
4,KEIBAJO_SURFACE_05_芝,kyori_tekisei_2+pace_yoso+kyori_kubun+uma_deokure_ritsu,2|H|中距離|0.0,184,184,11.96,59.89,90.6,184,33.7,72.93,83.93,80.26,83.22
4,COURSE_27_07_ダ_中距離,hizume_code+uma_deokure_ritsu+ten_shisu_juni+umakigo_code,10|0.0|1.0|00,141,141,20.57,130.0,98.93,141,40.43,88.87,83.86,81.43,85.83
4,COURSE_27_02_芝_短距離,pace_yoso+kyori_tekisei+umakigo_code+uma_start_shisu,S|1|00|0.0,143,143,16.08,108.53,86.81,143,38.46,94.34,83.85,80.89,85.82
4,SURFACE_2_芝_条件戦,kyori_tekisei_2+pace_yoso+kyori_tekisei+joshodo_code,2|H|5|3,273,273,14.29,60.59,62.36,273,43.96,80.29,83.79,80.02,85.84
4,COURSE_27_05_芝_マイル,pace_yoso+hizume_code+uma_deokure_ritsu+kyori_tekisei,H|22|0.0|5,159,159,14.47,69.87,110.91,159,29.56,78.36,83.76,81.75,84.92
4,GLOBAL_条件戦,kyori_tekisei_2+uma_deokure_ritsu+umakigo_code+kyori_tekisei,5|0.0|00|1,310,310,21.61,69.13,77.84,310,48.71,83.52,83.76,82.52,87.2
4,COURSE_27_05_ダ_マイル,da_tekisei_code+ichi_shisu_juni+kyakushitsu+ten_shisu_juni,2|1.0|1|1.0,192,192,17.71,63.12,84.67,192,40.1,81.88,83.73,82.69,88.97
4,COURSE_27_08_芝_長距離,pace_yoso+hizume_code+shiba_tekisei_code+kyori_tekisei,H|10|2|2,132,132,12.12,75.68,77.14,132,39.39,80.76,83.57,81.66,86.44
4,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+kyori_kubun+umakigo_code,5|H|マイル|00,132,132,16.67,115.98,70.9,132,45.45,77.95,83.54,81.25,87.4
4,COURSE_27_05_芝_マイル,pace_yoso+hizume_code+uma_deokure_ritsu+kyori_tekisei,H|23|0.0|5,228,228,11.4,78.6,75.45,228,33.77,85.39,83.52,81.75,84.92
4,COURSE_27_06_ダ_短距離,da_tekisei_code+umakigo_code+uma_start_shisu+gekiso_juni,2|00|0.0|1.0,210,210,26.19,80.24,97.35,210,47.14,74.14,83.43,80.53,83.87
4,COURSE_27_09_芝_マイル,kyori_tekisei+uma_deokure_ritsu+ls_shisu_juni+uma_start_shisu,5|0.0|5.0|0.0,340,340,9.12,110.21,125.39,340,25.0,97.29,83.41,80.12,82.42
4,COURSE_27_09_ダ_短距離,joken_class_code+uma_start_shisu+hizume_code+da_tekisei_code,1|0.0|10|2,169,169,11.83,58.64,103.07,169,30.77,75.74,83.41,80.64,85.76
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_kubun+kyori_tekisei+uma_start_shisu+omo_tekisei_code,マイル|5|0.0|3,223,223,13.9,98.7,99.54,223,34.98,85.61,83.38,80.23,84.44
4,KEIBAJO_SURFACE_04_ダ,kyori_kubun+joho_shisu+kishu_shisu+uma_start_shisu,中距離|0.0|0.2|0.0,142,142,2.11,61.41,82.72,142,11.27,87.68,83.38,87.71,93.33
4,COURSE_27_08_芝_中距離,kyori_tekisei+hizume_code+uma_start_shisu+kyakushitsu,2|22|0.0|3,140,140,15.71,74.36,91.31,140,40.0,85.93,83.35,84.68,89.6
4,KEIBAJO_SURFACE_09_ダ_条件戦,uma_deokure_ritsu+kyakushitsu+ichi_shisu_juni+hizume_code,0.0|2|4.0|10,130,130,10.0,63.46,74.17,130,34.62,85.54,83.33,80.86,84.27
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_kubun+kyori_tekisei+uma_start_shisu+kyakushitsu,中距離|2|0.0|3,180,180,15.0,78.56,94.73,180,37.22,74.89,83.27,81.75,83.52
4,COURSE_27_07_芝_長距離,joken_class_code+kyakushitsu+shiba_tekisei_code+omo_tekisei_code,1|3|2|3,130,130,12.31,97.38,101.59,130,32.31,95.38,83.21,81.29,83.85
4,KEIBAJO_SURFACE_09_ダ_新馬,kyuyo_riyu_bunrui_code+kyori_kubun+pace_yoso+omo_tekisei_code,01|マイル|H|2,170,170,7.65,48.29,69.72,170,28.24,84.53,83.18,80.57,86.33
4,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+kyori_kubun+umakigo_code,5|H|短距離|00,240,240,17.92,53.46,63.02,240,49.17,78.25,83.18,81.25,87.4
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_kubun+kyori_tekisei+uma_start_shisu+omo_tekisei_code,中距離|2|0.0|3,182,182,12.09,76.54,83.53,182,34.62,77.25,83.17,80.23,84.44
4,KEIBAJO_SURFACE_02_芝_条件戦,omo_tekisei_code+uma_start_shisu+kyakushitsu+uma_deokure_ritsu,3|0.0|2|0.0,173,173,13.29,102.89,96.73,173,31.79,85.95,83.13,87.97,95.78
4,COURSE_27_05_ダ_マイル,da_tekisei_code+kyakushitsu+ten_shisu_juni+pace_shisu_juni,2|1|1.0|1.0,170,170,17.65,62.0,76.97,170,41.76,85.0,83.09,81.9,84.3
4,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_tekisei+kyakushitsu+joshodo_code,5|1|2|3,138,138,18.84,84.2,82.73,138,43.48,75.07,83.05,82.32,84.93
4,COURSE_27_07_ダ_中距離,manken_shirushi+da_tekisei_code+hizume_code+umakigo_code,2|2|10|00,141,141,21.28,120.07,106.32,141,39.72,86.67,83.03,80.62,85.97
4,KEIBAJO_SURFACE_07_ダ,manken_shirushi+da_tekisei_code+uma_deokure_ritsu+kyori_tekisei,3|2|0.0|2,139,139,11.51,47.99,50.57,139,41.01,78.06,82.84,80.03,83.6
4,COURSE_27_08_芝_中距離,rotation+hizume_code+shiba_tekisei_code+joshodo_code,2.0|10|2|3,171,171,17.54,80.82,85.06,171,45.03,66.61,82.83,83.01,87.72
4,COURSE_27_07_芝_中距離,uma_deokure_ritsu+pace_yoso+kyori_tekisei+omo_tekisei_code,0.0|M|2|3,179,179,12.85,64.75,93.83,179,33.52,100.22,82.78,80.33,84.05
4,KEIBAJO_SURFACE_09_ダ_条件戦,uma_deokure_ritsu+omo_tekisei_code+kishu_shisu+hizume_code,0.0|2|0.4|10,176,176,2.84,96.48,94.02,176,17.61,109.32,82.74,81.08,85.23
4,KEIBAJO_SURFACE_09_ダ_新馬,kyuyo_riyu_bunrui_code+pace_yoso+omo_tekisei_code+tenkai_kigo_code,01|H|1|0,165,165,7.27,135.45,89.44,165,24.24,93.52,82.71,80.13,85.18
4,COURSE_27_02_芝_短距離,kyori_tekisei+umakigo_code+uma_start_shisu+tenkai_kigo_code,1|00|0.0|0,283,283,8.83,117.31,85.03,283,28.27,92.93,82.64,83.58,91.74
4,KEIBAJO_SURFACE_09_ダ_新馬,kyuyo_riyu_bunrui_code+pace_yoso+omo_tekisei_code+tenkai_kigo_code,01|H|2|0,193,193,5.7,33.32,61.79,193,26.94,101.97,82.42,80.13,85.18
4,COURSE_27_05_芝_マイル,pace_yoso+hizume_code+uma_deokure_ritsu+kyori_tekisei,H|03|0.0|5,141,141,11.35,49.15,83.81,141,31.91,81.99,82.35,81.75,84.92
4,SURFACE_2_ダ_条件戦,pace_yoso+manken_shirushi+keibajo_code+hizume_code,H|1|09|10,138,138,8.7,46.81,55.28,138,34.06,71.52,82.35,80.41,83.35
4,COURSE_27_08_芝_中距離,pace_yoso+kyori_tekisei+hizume_code+kyakushitsu,M|2|10|3,168,168,13.69,110.95,74.81,168,41.07,86.9,82.33,80.7,89.86
4,COURSE_27_05_ダ_マイル,da_tekisei_code+joshodo_code+ten_shisu_juni+pace_shisu_juni,2|3|1.0|1.0,428,428,17.29,66.0,77.96,428,40.65,85.61,82.26,80.29,84.66
4,COURSE_27_07_芝_中距離,uma_deokure_ritsu+pace_yoso+shiba_tekisei_code+tenkai_kigo_code,0.0|M|3|0,191,191,7.85,61.78,108.36,191,24.61,70.94,82.24,80.6,84.25
4,KEIBAJO_SURFACE_02_ダ,kyori_kubun+pace_yoso+manken_shirushi+da_tekisei_code,中距離|H|4|2,133,133,9.02,49.17,59.5,133,35.34,79.1,82.24,80.8,85.05
4,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_kubun+kyori_tekisei+kyakushitsu,2|中距離|5|3,150,150,13.33,44.93,49.44,150,47.33,87.93,82.2,80.11,83.83
4,KEIBAJO_SURFACE_06_ダ_条件戦,kyori_tekisei+rotation+tenkai_kigo_code+agari_shisu_juni,0|2.0|2|1.0,147,147,12.24,68.44,87.17,147,36.05,80.2,82.13,80.55,86.62
4,KEIBAJO_SURFACE_02_ダ,kyori_kubun+pace_yoso+manken_shirushi+da_tekisei_code,中距離|H|1|2,150,150,13.33,146.4,97.9,150,31.33,88.8,82.06,80.8,85.05
4,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_kubun+kyakushitsu+joshodo_code,2|中距離|3|3,153,153,13.73,47.52,51.36,153,47.06,87.52,82.04,80.0,85.3
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_kubun+kyori_tekisei+uma_start_shisu+kyakushitsu,マイル|5|0.0|2,227,227,15.86,71.15,93.06,227,37.89,89.47,81.98,81.75,83.52
4,COURSE_27_08_芝_中距離,kyori_tekisei+hizume_code+uma_start_shisu+kyakushitsu,2|10|0.0|3,150,150,12.0,179.2,77.57,150,38.67,88.73,81.94,84.68,89.6
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_kubun+kyori_tekisei+uma_start_shisu+omo_tekisei_code,中距離|2|0.0|2,256,256,12.89,96.09,76.46,256,38.28,83.48,81.93,80.23,84.44
4,COURSE_27_05_ダ_マイル,da_tekisei_code+joshodo_code+ten_shisu_juni+pace_shisu_juni,2|3|2.0|3.0,149,149,11.41,37.65,66.58,149,36.24,76.11,81.79,80.29,84.66
4,COURSE_27_07_ダ_中距離,manken_shirushi+da_tekisei_code+hizume_code+umakigo_code,3|2|10|00,138,138,15.94,130.8,84.92,138,37.68,98.84,81.78,80.62,85.97
4,COURSE_27_07_芝_中距離,joken_class_code+joshodo_code+tenkai_kigo_code+agari_shisu_juni,0|3|2|1.0,145,145,21.38,71.86,80.88,145,44.14,69.79,81.77,80.56,85.21
4,COURSE_27_09_芝_マイル,kyori_tekisei+uma_deokure_ritsu+ls_shisu_juni+uma_start_shisu,5|0.0|3.0|0.0,133,133,26.32,88.72,81.31,133,54.14,85.04,81.73,80.12,82.42
4,KEIBAJO_SURFACE_04_ダ,kyori_kubun+kyori_tekisei+kishu_shisu+uma_start_shisu,中距離|2|0.4|0.0,140,140,5.0,120.86,144.51,140,16.43,99.21,81.66,84.72,89.99
4,COURSE_27_09_ダ_中距離,uma_deokure_ritsu+joken_class_code+kyakushitsu+ten_shisu_juni,0.0|0|2|1.0,145,145,20.69,94.0,96.88,145,42.76,92.41,81.66,80.4,82.73
4,COURSE_27_08_芝_中距離,pace_yoso+hizume_code+shiba_tekisei_code+kyakushitsu,H|22|2|3,130,130,10.0,43.62,68.89,130,35.38,95.08,81.57,81.89,87.11
4,COURSE_27_07_芝_中距離,joken_class_code+joshodo_code+tenkai_kigo_code+agari_shisu_juni,0|3|3|2.0,136,136,11.03,49.12,62.92,136,39.71,74.34,81.23,80.56,85.21
4,KEIBAJO_SURFACE_07_ダ,kyori_kubun+manken_shirushi+da_tekisei_code+hizume_code,中距離|4|2|10,139,139,12.23,71.87,72.99,139,38.13,80.94,81.21,80.89,84.88
4,KEIBAJO_SURFACE_09_ダ_新馬,kyuyo_riyu_bunrui_code+kyori_kubun+pace_yoso+omo_tekisei_code,01|中距離|H|2,201,201,9.45,65.72,76.66,201,30.35,89.5,81.2,80.57,86.33
4,KEIBAJO_SURFACE_09_ダ_条件戦,uma_deokure_ritsu+kyakushitsu+ichi_shisu_juni+hizume_code,0.0|2|3.0|10,160,160,13.75,66.94,89.55,160,37.5,74.56,81.09,80.86,84.27
4,KEIBAJO_SURFACE_09_ダ_条件戦,omo_tekisei_code+kyori_tekisei+ichi_shisu_juni+hizume_code,2|2|1.0|10,152,152,12.5,39.74,47.62,152,47.37,90.53,81.08,81.3,96.39
4,COURSE_27_02_芝_短距離,kyori_tekisei+umakigo_code+omo_tekisei_code+uma_start_shisu,1|00|2|0.0,261,261,10.34,52.03,72.25,261,32.18,76.44,81.04,81.1,92.99
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_kubun+kyori_tekisei+uma_start_shisu+omo_tekisei_code,マイル|5|0.0|2,239,239,13.81,65.15,88.12,239,36.4,86.49,80.95,80.23,84.44
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_kubun+kyori_tekisei+uma_start_shisu+kyakushitsu,マイル|5|0.0|3,158,158,13.29,85.13,100.89,158,32.91,76.27,80.85,81.75,83.52
4,GLOBAL_条件戦,kyori_tekisei_2+uma_deokure_ritsu+pace_yoso+umakigo_code,5|0.0|H|00,209,209,17.7,61.53,68.0,209,44.98,79.9,80.85,82.42,87.39
4,KEIBAJO_SURFACE_07_ダ,kyori_kubun+manken_shirushi+da_tekisei_code+hizume_code,中距離|3|2|10,150,150,15.33,122.33,82.68,150,36.67,94.6,80.75,80.89,84.88
4,COURSE_27_06_ダ_短距離,pace_yoso+manken_shirushi+da_tekisei_code+gekiso_juni,H|1|2|1.0,265,265,17.74,73.92,87.92,265,36.6,71.58,80.67,82.81,87.39
4,GLOBAL_条件戦,kyori_tekisei_2+uma_deokure_ritsu+umakigo_code+kyori_tekisei,5|0.0|00|2,142,142,14.08,47.46,72.79,142,39.44,69.86,80.62,82.52,87.2
4,KEIBAJO_SURFACE_06_ダ_条件戦,pace_yoso+rotation+tenkai_kigo_code+agari_shisu_juni,H|2.0|3|3.0,155,155,17.42,69.29,81.6,155,41.29,67.68,80.45,82.14,88.89
4,KEIBAJO_SURFACE_09_ダ_未勝利,kyori_kubun+omo_tekisei_code+hizume_code+kyakushitsu,中距離|1|22|3,150,150,12.0,66.93,103.4,150,30.67,74.4,80.31,82.57,85.69
4,COURSE_27_07_芝_中距離,uma_deokure_ritsu+pace_yoso+kyori_tekisei+omo_tekisei_code,0.0|M|2|2,235,235,12.77,67.91,73.95,235,37.87,72.89,80.28,80.33,84.05
4,COURSE_27_07_芝_長距離,joken_class_code+kyakushitsu+shiba_tekisei_code+omo_tekisei_code,1|3|2|2,130,130,15.38,137.85,101.37,130,36.15,85.77,80.27,81.29,83.85
4,COURSE_27_06_ダ_短距離,pace_yoso+da_tekisei_code+kishu_minarai_code+shiba_tekisei_code,H|3|3|3,163,163,6.13,66.13,110.64,163,19.02,69.39,80.23,80.71,88.47
4,COURSE_27_05_ダ_マイル,da_tekisei_code+joshodo_code+ten_shisu_juni+pace_shisu_juni,3|3|1.0|1.0,212,212,13.68,104.86,101.64,212,33.02,84.81,80.13,80.29,84.66
4,KEIBAJO_SURFACE_07_ダ_条件戦,kyori_kubun+pace_yoso+uma_deokure_ritsu+ichi_shisu_juni,中距離|M|0.0|1.0,142,142,11.27,36.97,47.39,142,42.96,91.41,80.05,81.82,84.14
4,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+kyori_kubun+umakigo_code,2|H|マイル|00,166,166,21.69,59.52,72.51,166,48.8,70.96,80.03,81.25,87.4
4,COURSE_27_09_芝_マイル,kyori_tekisei+uma_deokure_ritsu+ls_shisu_juni+uma_start_shisu,5|0.0|4.0|0.0,161,161,16.15,72.05,91.27,161,39.75,93.54,79.87,80.12,82.42
4,KEIBAJO_SURFACE_06_ダ_条件戦,kyori_tekisei+rotation+tenkai_kigo_code+agari_shisu_juni,0|2.0|3|3.0,157,157,8.28,35.03,65.49,157,33.12,65.92,79.8,80.55,86.62
4,KEIBAJO_SURFACE_07_ダ,kyori_kubun+manken_shirushi+da_tekisei_code+hizume_code,中距離|6|2|10,135,135,16.3,127.85,93.01,135,37.78,101.04,79.67,80.89,84.88
4,GLOBAL_条件戦,kyori_tekisei_2+uma_deokure_ritsu+kyori_kubun+umakigo_code,5|0.0|中距離|00,149,149,14.77,115.7,79.97,149,38.26,87.85,79.67,85.9,88.32
4,COURSE_27_02_芝_短距離,pace_yoso+umakigo_code+omo_tekisei_code+uma_start_shisu,S|00|2|0.0,140,140,13.57,63.0,86.87,140,35.71,86.86,79.64,81.8,88.79
4,COURSE_27_02_芝_短距離,pace_yoso+umakigo_code+omo_tekisei_code+uma_start_shisu,H|00|2|0.0,214,214,7.01,37.85,55.21,214,28.04,79.81,79.43,81.8,88.79
4,KEIBAJO_SURFACE_05_芝,kyori_tekisei_2+omo_tekisei_code+uma_deokure_ritsu+shiba_tekisei_code,2|2|0.0|1,136,136,10.29,56.91,83.89,136,30.88,69.56,79.33,80.6,89.74
4,COURSE_27_02_芝_短距離,kyori_tekisei+umakigo_code+omo_tekisei_code+uma_start_shisu,1|00|3|0.0,183,183,9.29,104.86,82.33,183,27.87,99.34,79.27,81.1,92.99
4,COURSE_27_02_芝_短距離,pace_yoso+kyori_tekisei+umakigo_code+uma_start_shisu,H|1|00|0.0,257,257,7.39,81.95,67.06,257,26.85,88.91,79.22,80.89,85.82
