phase,segment,combo,total_bins,existing_bins,possible_bins_if_determinable,bins_1_9,bins_10_99,bins_100_149,bins_150_299,bins_300_499,bins_500_plus,min_bin_n,max_bin_n,mean_bin_n,median_bin_n,ratio_1_9,ratio_10_99,ratio_500_plus,has_any_1digit_bin,has_any_2digit_bin,all_existing_bins_ge_150,all_existing_bins_ge_300,all_existing_bins_ge_500,eff_min_bin_n,eff_all_ge_150,eff_all_ge_300,eff_all_ge_500,n_shs_tail_bins,small_headcount_sensitive,review_note
3,COURSE_27_右回り平坦O字_ダ,ten_shisu_juni+pace_shisu_juni+kishu_kitai_tansho_decile,2256,2256,,1379,873,2,1,1,0,1,301,10.6,7.0,0.6113,0.387,0.0,True,True,False,False,False,1,False,False,False,527,True,1379 bins with n<10; 527 SHS tail bins excluded from eff. check
3,COURSE_27_右回り平坦O字_ダ,ten_shisu_juni+pace_shisu_juni+kishu_shisu_decile,2282,2282,,1397,882,1,2,0,0,1,296,10.5,7.0,0.6122,0.3865,0.0,True,True,False,False,False,1,False,False,False,538,True,1397 bins with n<10; 538 SHS tail bins excluded from eff. check
3,COURSE_27_右回り平坦O字_芝,bataiju_zogen+hizume_code+manken_shisu_decile,2252,2252,,1735,514,3,0,0,0,1,109,8.5,3.0,0.7704,0.2282,0.0,True,True,False,False,False,1,False,False,False,0,False,1735 bins with n<10
3,COURSE_27_右回り平坦O字_芝,gekiso_juni+joho_shisu_decile+agari_shisu_juni,1530,1530,,813,714,1,2,0,0,1,178,14.1,8.0,0.5314,0.4667,0.0,True,True,False,False,False,1,False,False,False,364,True,813 bins with n<10; 364 SHS tail bins excluded from eff. check
3,COURSE_27_右回り平坦O字_芝,hizume_code+manken_shisu_decile+agari_shisu_juni,2076,2076,,1490,583,3,0,0,0,1,144,9.2,4.0,0.7177,0.2808,0.0,True,True,False,False,False,1,False,False,False,887,True,1490 bins with n<10; 887 SHS tail bins excluded from eff. check
3,COURSE_27_右回り平坦O字_芝,joken_class_code+pace_shisu_juni+gekiso_juni,1349,1349,2268.0,735,608,5,1,0,0,1,186,16.0,8.0,0.5448,0.4507,0.0,True,True,False,False,False,1,False,False,False,0,True,735 bins with n<10; only 1349/2268 possible bins observed
3,COURSE_27_右回り平坦O字_芝,joken_class_code+ten_shisu_juni+gekiso_juni,1369,1369,2268.0,741,622,5,1,0,0,1,157,15.8,8.0,0.5413,0.4543,0.0,True,True,False,False,False,1,False,False,False,0,True,741 bins with n<10; only 1369/2268 possible bins observed
3,COURSE_27_右回り平坦O字_芝,keibajo_code+pace_shisu_juni+gekiso_juni,864,864,3240.0,266,594,4,0,0,0,1,132,25.0,19.0,0.3079,0.6875,0.0,True,True,False,False,False,1,False,False,False,0,True,266 bins with n<10; only 864/3240 possible bins observed
3,COURSE_27_右回り平坦O字_芝,manken_shirushi+joho_shisu_decile+agari_shisu_juni,766,766,,317,446,3,0,0,0,1,148,17.9,13.0,0.4138,0.5822,0.0,True,True,False,False,False,1,False,False,False,0,True,317 bins with n<10
3,COURSE_27_右回り平坦O字_芝,manken_shirushi+joken_class_code+pace_shisu_juni,659,659,1134.0,291,365,3,0,0,0,1,115,20.8,11.0,0.4416,0.5539,0.0,True,True,False,False,False,1,False,False,False,0,True,291 bins with n<10; only 659/1134 possible bins observed
3,COURSE_27_右回り平坦O字_芝,manken_shirushi+kyakushitsu+hizume_code,534,534,144.0,284,227,23,0,0,0,1,139,23.2,8.0,0.5318,0.4251,0.0,True,True,False,False,False,1,False,False,False,0,False,284 bins with n<10
3,COURSE_27_右回り平坦O字_芝,manken_shisu_decile+rotation_bin+agari_shisu_juni,1263,1263,,637,619,5,2,0,0,1,188,15.2,9.0,0.5044,0.4901,0.0,True,True,False,False,False,1,False,False,False,0,True,637 bins with n<10
3,COURSE_27_右回り平坦U字_ダ,hizume_code+ichi_shisu_juni+class_code,2220,2220,,1780,437,3,0,0,0,1,119,7.6,2.0,0.8018,0.1968,0.0,True,True,False,False,False,1,False,False,False,1000,True,1780 bins with n<10; 1000 SHS tail bins excluded from eff. check
3,COURSE_27_右回り平坦U字_ダ,joken_class_code+manken_shisu_decile+agari_shisu_juni,771,771,,305,462,4,0,0,0,1,148,23.3,14.0,0.3956,0.5992,0.0,True,True,False,False,False,1,False,False,False,0,True,305 bins with n<10
3,COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+manken_shirushi+agari_shisu_juni,447,447,810.0,116,328,3,0,0,0,1,123,23.4,23.0,0.2595,0.7338,0.0,True,True,False,False,False,1,False,False,False,0,True,116 bins with n<10; only 447/810 possible bins observed
3,COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+manken_shisu_decile+agari_shisu_juni,554,554,,116,433,4,1,0,0,1,153,29.9,28.0,0.2094,0.7816,0.0,True,True,False,False,False,1,False,False,False,0,True,116 bins with n<10
3,COURSE_27_右回り平坦U字_芝,bataiju_zogen+manken_shisu_decile+gekiso_juni,2713,2713,,2011,698,4,0,0,0,1,147,8.3,3.0,0.7412,0.2573,0.0,True,True,False,False,False,1,False,False,False,459,True,2011 bins with n<10; 459 SHS tail bins excluded from eff. check
3,COURSE_27_右回り平坦U字_芝,manken_shirushi+pace_shisu_juni+ten_shisu_juni,2009,2009,2916.0,1478,526,4,1,0,0,1,165,8.2,5.0,0.7357,0.2618,0.0,True,True,False,False,False,1,False,False,False,0,True,1478 bins with n<10; only 2009/2916 possible bins observed
3,COURSE_27_右回り平坦U字_芝,shiba_tekisei_code+bataiju+rotation_bin,1632,1632,,987,642,3,0,0,0,1,102,13.6,6.0,0.6048,0.3934,0.0,True,True,False,False,False,1,False,False,False,0,False,987 bins with n<10
3,COURSE_27_右回り急坂O字_ダ,bataiju_zogen+kijun_ninkijun_tansho+gekiso_juni,3839,3839,,2982,852,4,1,0,0,1,157,7.0,3.0,0.7768,0.2219,0.0,True,True,False,False,False,1,False,False,False,569,True,2982 bins with n<10; 569 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,hizume_code+manken_shirushi+gekiso_juni,1580,1580,648.0,1099,472,7,2,0,0,1,176,10.9,4.0,0.6956,0.2987,0.0,True,True,False,False,False,1,False,False,False,620,True,1099 bins with n<10; 620 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,ichi_shisu_juni+kijun_ninkijun_tansho+gekiso_juni,3606,3606,,2624,977,3,2,0,0,1,261,8.2,5.0,0.7277,0.2709,0.0,True,True,False,False,False,1,False,False,False,865,True,2624 bins with n<10; 865 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,ichi_shisu_juni+manken_shisu_decile+gekiso_juni,2154,2154,,1126,1020,8,0,0,0,1,149,13.3,9.0,0.5227,0.4735,0.0,True,True,False,False,False,1,False,False,False,503,True,1126 bins with n<10; 503 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,ichi_shisu_juni+manken_shisu_decile+rotation_bin,1228,1228,,458,767,3,0,0,0,1,110,21.3,14.5,0.373,0.6246,0.0,True,True,False,False,False,1,False,False,False,282,True,458 bins with n<10; 282 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,ichi_shisu_juni+pace_shisu_juni+rotation_bin,1834,1834,,962,862,9,1,0,0,1,218,14.6,9.0,0.5245,0.47,0.0,True,True,False,False,False,1,False,False,False,387,True,962 bins with n<10; 387 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,ichi_shisu_juni+ten_shisu_juni+bataiju_zogen,3943,3943,,3062,878,3,0,0,0,1,137,6.8,3.0,0.7766,0.2227,0.0,True,True,False,False,False,1,False,False,False,761,True,3062 bins with n<10; 761 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,joken_class_code+ten_shisu_juni+gekiso_juni,1271,1271,2268.0,517,731,20,3,0,0,1,266,23.2,13.0,0.4068,0.5751,0.0,True,True,False,False,False,1,False,False,False,0,True,517 bins with n<10; only 1271/2268 possible bins observed
3,COURSE_27_右回り急坂O字_ダ,kijun_ninkijun_tansho+gekiso_juni+idm_decile,2375,2375,,1289,1079,5,2,0,0,1,199,12.4,9.0,0.5427,0.4543,0.0,True,True,False,False,False,1,False,False,False,522,True,1289 bins with n<10; 522 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,kijun_ninkijun_tansho+gekiso_juni+rotation_bin,1826,1826,,1007,810,6,3,0,0,1,253,14.7,8.0,0.5515,0.4436,0.0,True,True,False,False,False,1,False,False,False,389,True,1007 bins with n<10; 389 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,kyakushitsu+ten_shisu_juni+gekiso_juni,1172,1172,1296.0,351,808,12,1,0,0,1,195,25.1,19.0,0.2995,0.6894,0.0,True,True,False,False,False,1,False,False,False,0,True,351 bins with n<10; only 1172/1296 possible bins observed
3,COURSE_27_右回り急坂O字_ダ,manken_shirushi+bataiju_zogen+gekiso_juni,1885,1885,,1326,556,3,0,0,0,1,134,9.2,4.0,0.7034,0.295,0.0,True,True,False,False,False,1,False,False,False,0,True,1326 bins with n<10
3,COURSE_27_右回り急坂O字_ダ,manken_shirushi+bataiju_zogen+rotation_bin,1170,1170,,714,446,10,0,0,0,1,121,14.8,6.0,0.6103,0.3812,0.0,True,True,False,False,False,1,False,False,False,0,False,714 bins with n<10
3,COURSE_27_右回り急坂O字_ダ,manken_shirushi+gekiso_juni+idm_decile,1119,1119,,438,676,5,0,0,0,1,146,16.8,13.0,0.3914,0.6041,0.0,True,True,False,False,False,1,False,False,False,0,True,438 bins with n<10
3,COURSE_27_右回り急坂O字_ダ,manken_shirushi+gekiso_juni+rotation_bin,875,875,,407,459,6,3,0,0,1,208,19.8,11.0,0.4651,0.5246,0.0,True,True,False,False,False,1,False,False,False,0,True,407 bins with n<10
3,COURSE_27_右回り急坂O字_ダ,manken_shirushi+ichi_shisu_juni+gekiso_juni,1698,1698,2916.0,1028,665,4,1,0,0,1,174,11.1,7.0,0.6054,0.3916,0.0,True,True,False,False,False,1,False,False,False,0,True,1028 bins with n<10; only 1698/2916 possible bins observed
3,COURSE_27_右回り急坂O字_ダ,manken_shirushi+joken_class_code+ten_shisu_juni,640,640,1134.0,202,417,19,2,0,0,1,165,29.5,18.0,0.3156,0.6516,0.0,True,True,False,False,False,1,False,False,False,0,True,202 bins with n<10; only 640/1134 possible bins observed
3,COURSE_27_右回り急坂O字_ダ,manken_shirushi+omo_tekisei_code+ichi_shisu_juni,401,401,810.0,24,371,6,0,0,0,1,112,43.3,42.0,0.0599,0.9252,0.0,True,True,False,False,False,1,False,False,False,0,True,24 bins with n<10; only 401/810 possible bins observed
3,COURSE_27_右回り急坂O字_ダ,manken_shirushi+pace_shisu_juni+gekiso_juni,1705,1705,2916.0,1000,701,4,0,0,0,1,120,11.1,7.0,0.5865,0.4111,0.0,True,True,False,False,False,1,False,False,False,0,True,1000 bins with n<10; only 1705/2916 possible bins observed
3,COURSE_27_右回り急坂O字_ダ,manken_shisu_decile+pace_shisu_juni+gekiso_juni,2220,2220,,1146,1068,6,0,0,0,1,148,12.9,9.0,0.5162,0.4811,0.0,True,True,False,False,False,1,False,False,False,0,True,1146 bins with n<10
3,COURSE_27_右回り急坂O字_ダ,omo_tekisei_code+ten_shisu_juni+gekiso_juni,878,878,1620.0,169,697,11,1,0,0,1,164,30.5,25.0,0.1925,0.7938,0.0,True,True,False,False,False,1,False,False,False,0,True,169 bins with n<10; only 878/1620 possible bins observed
3,COURSE_27_右回り急坂O字_ダ,omo_tekisei_code+ten_shisu_juni+kijun_ninkijun_tansho,852,852,,217,619,14,2,0,0,1,185,31.4,25.5,0.2547,0.7265,0.0,True,True,False,False,False,1,False,False,False,0,True,217 bins with n<10
3,COURSE_27_右回り急坂O字_ダ,pace_shisu_juni+bataiju_zogen+rotation_bin,2256,2256,,1483,761,12,0,0,0,1,136,11.9,4.0,0.6574,0.3373,0.0,True,True,False,False,False,1,False,False,False,496,True,1483 bins with n<10; 496 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,pace_shisu_juni+idm_decile+rotation_bin,1230,1230,,426,800,4,0,0,0,1,112,21.8,16.0,0.3463,0.6504,0.0,True,True,False,False,False,1,False,False,False,281,True,426 bins with n<10; 281 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,pace_shisu_juni+kijun_ninkijun_tansho+gekiso_juni,3621,3621,,2615,1001,4,1,0,0,1,257,8.1,5.0,0.7222,0.2764,0.0,True,True,False,False,False,1,False,False,False,869,True,2615 bins with n<10; 869 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,pace_shisu_juni+kijun_ninkijun_tansho+rotation_bin,1863,1863,,1002,857,4,0,0,0,1,148,14.4,9.0,0.5378,0.46,0.0,True,True,False,False,False,1,False,False,False,441,True,1002 bins with n<10; 441 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,pace_shisu_juni+ls_shisu_juni+gekiso_juni,2170,2170,5832.0,1203,964,3,0,0,0,1,147,13.6,8.0,0.5544,0.4442,0.0,True,True,False,False,False,1,False,False,False,518,True,1203 bins with n<10; 518 SHS tail bins excluded from eff. check; only 2170/5832 possible bins observed
3,COURSE_27_右回り急坂O字_ダ,ten_shisu_juni+kijun_ninkijun_tansho+gekiso_juni,3673,3673,,2618,1051,3,1,0,0,1,206,8.0,5.0,0.7128,0.2861,0.0,True,True,False,False,False,1,False,False,False,901,True,2618 bins with n<10; 901 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,ten_shisu_juni+manken_shisu_decile+gekiso_juni,2258,2258,,1141,1113,4,0,0,0,1,119,12.7,9.0,0.5053,0.4929,0.0,True,True,False,False,False,1,False,False,False,542,True,1141 bins with n<10; 542 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_ダ,uma_start_shisu_decile+pace_shisu_juni+gekiso_juni,1987,1987,,987,996,3,1,0,0,1,168,13.4,10.0,0.4967,0.5013,0.0,True,True,False,False,False,1,False,False,False,0,True,987 bins with n<10
3,COURSE_27_右回り急坂O字_ダ,uma_start_shisu_decile+ten_shisu_juni+gekiso_juni,1972,1972,,933,1033,5,1,0,0,1,150,13.5,10.0,0.4731,0.5238,0.0,True,True,False,False,False,1,False,False,False,0,True,933 bins with n<10
3,COURSE_27_右回り急坂O字_芝,gekiso_juni+agari_shisu_juni+joho_shisu_decile,1506,1506,,864,638,3,1,0,0,1,197,12.0,7.0,0.5737,0.4236,0.0,True,True,False,False,False,1,False,False,False,375,True,864 bins with n<10; 375 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_芝,ichi_shisu_juni+shiba_tekisei_code+agari_shisu_juni,866,866,1620.0,389,474,3,0,0,0,1,113,18.2,11.0,0.4492,0.5473,0.0,True,True,False,False,False,1,False,False,False,255,True,389 bins with n<10; 255 SHS tail bins excluded from eff. check; only 866/1620 possible bins observed
3,COURSE_27_右回り急坂O字_芝,joken_class_code+pace_shisu_juni+gekiso_juni,1372,1372,2268.0,762,605,5,0,0,0,1,145,13.2,8.0,0.5554,0.441,0.0,True,True,False,False,False,1,False,False,False,0,True,762 bins with n<10; only 1372/2268 possible bins observed
3,COURSE_27_右回り急坂O字_芝,manken_shirushi+joken_class_code+kyuyo_riyu_bunrui_code,165,165,504.0,121,41,3,0,0,0,1,117,17.5,3.0,0.7333,0.2485,0.0,True,True,False,False,False,1,False,False,False,0,False,121 bins with n<10; only 165/504 possible bins observed
3,COURSE_27_右回り急坂O字_芝,manken_shirushi+kyori_tekisei+agari_shisu_juni,603,603,810.0,328,263,7,5,0,0,1,228,19.5,7.0,0.5439,0.4362,0.0,True,True,False,False,False,1,False,False,False,0,True,328 bins with n<10; only 603/810 possible bins observed
3,COURSE_27_右回り急坂O字_芝,manken_shisu_decile+gekiso_juni+agari_shisu_juni,2272,2272,,1682,587,2,1,0,0,1,176,7.8,4.0,0.7403,0.2584,0.0,True,True,False,False,False,1,False,False,False,0,True,1682 bins with n<10
3,COURSE_27_右回り急坂O字_芝,pace_shisu_juni+gekiso_juni+joho_shisu_decile,1555,1555,,931,621,2,1,0,0,1,168,11.6,7.0,0.5987,0.3994,0.0,True,True,False,False,False,1,False,False,False,415,True,931 bins with n<10; 415 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂O字_芝,pace_yoso+gekiso_juni+agari_shisu_juni,876,876,1620.0,393,480,3,0,0,0,1,139,20.7,11.5,0.4486,0.5479,0.0,True,True,False,False,False,1,False,False,False,0,True,393 bins with n<10; only 876/1620 possible bins observed
3,COURSE_27_右回り急坂O字_芝,pace_yoso+manken_shirushi+agari_shisu_juni,405,405,810.0,127,268,7,3,0,0,1,164,29.4,20.0,0.3136,0.6617,0.0,True,True,False,False,False,1,False,False,False,0,True,127 bins with n<10; only 405/810 possible bins observed
3,COURSE_27_右回り急坂O字_芝,pace_yoso+manken_shirushi+pace_shisu_juni,414,414,810.0,120,291,3,0,0,0,1,107,28.7,20.0,0.2899,0.7029,0.0,True,True,False,False,False,1,False,False,False,0,True,120 bins with n<10; only 414/810 possible bins observed
3,COURSE_27_右回り急坂O字_芝,pace_yoso+pace_shisu_juni+gekiso_juni,870,870,1620.0,397,466,6,1,0,0,1,161,20.8,11.0,0.4563,0.5356,0.0,True,True,False,False,False,1,False,False,False,0,True,397 bins with n<10; only 870/1620 possible bins observed
3,COURSE_27_右回り急坂O字_芝,uma_deokure_bin+gekiso_juni+agari_shisu_juni,1319,1319,,846,470,3,0,0,0,1,116,12.2,6.0,0.6414,0.3563,0.0,True,True,False,False,False,1,False,False,False,0,True,846 bins with n<10
3,COURSE_27_右回り急坂U字_ダ,agari_shisu_juni+gekiso_juni+kijun_ninkijun_tansho,3730,3730,,2664,1063,2,1,0,0,1,193,7.8,6.0,0.7142,0.285,0.0,True,True,False,False,False,1,False,False,False,925,True,2664 bins with n<10; 925 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂U字_ダ,bataiju_zogen+gekiso_juni+kijun_ninkijun_tansho,4151,4151,,3285,863,2,1,0,0,1,160,6.4,3.0,0.7914,0.2079,0.0,True,True,False,False,False,1,False,False,False,671,True,3285 bins with n<10; 671 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂U字_ダ,bataiju_zogen+pace_shisu_juni+ten_shisu_juni,3807,3807,,2978,824,2,3,0,0,1,218,6.9,3.0,0.7822,0.2164,0.0,True,True,False,False,False,1,False,False,False,621,True,2978 bins with n<10; 621 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂U字_ダ,hizume_code+gekiso_juni+kijun_ninkijun_tansho,3116,3116,,2275,837,3,1,0,0,1,173,8.4,4.0,0.7301,0.2686,0.0,True,True,False,False,False,1,False,False,False,1317,True,2275 bins with n<10; 1317 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂U字_ダ,hizume_code+ichi_shisu_juni+ten_shisu_juni,3008,3008,1296.0,2147,856,3,2,0,0,1,157,8.7,4.0,0.7138,0.2846,0.0,True,True,False,False,False,1,False,False,False,1251,True,2147 bins with n<10; 1251 SHS tail bins excluded from eff. check
3,COURSE_27_右回り急坂U字_ダ,hizume_code+pace_shisu_juni+ten_shisu_juni,2843,2843,1296.0,2043,794,3,3,0,0,1,249,9.2,3.0,0.7186,0.2793,0.0,True,True,False,False,False,1,False,False,False,1161,True,2043 bins with n<10; 1161 SHS tail bins excluded from eff. check
