phase,segment,combo,bin_key,n_horses,sample_bucket,is_existing_bin,is_possible_bin_if_determinable,should_count_for_adoption_judgement,note
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1277.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7380.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5102.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1322.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,11139.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3080.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5054.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,28.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1977.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1855.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2889.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2236.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,549.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1102.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1326.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6647.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1221.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2269.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7248.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1336.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6545.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,11007.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1134.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3915.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1727.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1472.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2773.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1662.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,949.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,939.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1072.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8192.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1218.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1541.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1491.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1542.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2064.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6568.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,9200.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1927.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1231.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1581.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1389.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1114.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2696.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2321.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4726.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1437.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6037.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3162.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3328.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2437.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1449.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2386.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2318.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8448.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,11067.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1480.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1438.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3742.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1764.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1156.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2891.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4585.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1456.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1121.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7376.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1518.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1572.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1276.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1488.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1273.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1766.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1419.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3016.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3196.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1497.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,12576.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3974.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6377.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6546.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1191.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2757.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3789.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7873.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6583.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1288.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,63.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3495.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4015.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6384.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8410.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1241.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2893.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1772.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7712.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7061.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1062.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1800.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1152.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1262.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1108.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3535.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,14115.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,9289.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3955.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1167.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5244.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1701.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7574.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3009.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1562.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8168.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3342.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4354.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2462.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4362.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2176.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,13192.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,12266.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6141.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,10138.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1466.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2036.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3998.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1101.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1813.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1196.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1146.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3518.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3092.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1324.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3699.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3690.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5299.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,13763.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3125.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3916.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3501.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4584.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3045.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1709.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,989.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3202.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3038.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2154.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6774.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4612.0,1,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1475.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1126.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1052.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1027.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1021.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1499.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1054.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1856.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,877.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1407.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1956.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1672.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1376.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,923.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1352.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1116.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,816.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1103.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,944.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2250.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,908.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,959.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1671.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1368.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1278.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1067.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1292.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1401.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1153.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1584.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1299.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,976.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1353.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,206.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1151.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1083.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1224.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,894.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1206.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,479.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1441.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1086.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1028.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,281.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,646.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1393.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8695.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3230.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2620.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1716.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5902.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,866.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1505.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5431.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4000.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,9749.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,12927.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8471.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1208.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,14205.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1365.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1797.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2845.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6684.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,784.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1625.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7402.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6328.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3289.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3420.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2280.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8094.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1906.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1238.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1473.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,9276.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8342.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4767.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1911.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7047.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2114.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1440.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2185.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,951.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4130.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4405.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2230.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,10133.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2560.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1172.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1498.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4741.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3311.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1656.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2864.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,12892.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3539.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2713.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5860.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1684.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1209.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7962.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2482.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3754.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2180.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6101.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2753.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4082.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6528.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2473.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1918.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3595.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,9014.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4762.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8675.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,14830.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6936.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8540.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2705.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,18280.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3281.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1533.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1909.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2287.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6607.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5484.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1765.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1640.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7269.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4257.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3375.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,13759.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5871.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,13820.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8377.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1892.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1454.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,10620.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,11605.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1842.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4677.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4431.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,13381.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,14527.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4550.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1476.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7400.0,2,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1455.0,2,1_9,True,True,True,
