phase,segment,combo,total_bins,existing_bins,possible_bins_if_determinable,bins_1_9,bins_10_99,bins_100_149,bins_150_299,bins_300_499,bins_500_plus,min_bin_n,max_bin_n,mean_bin_n,median_bin_n,ratio_1_9,ratio_10_99,ratio_500_plus,has_any_1digit_bin,has_any_2digit_bin,all_existing_bins_ge_150,all_existing_bins_ge_300,all_existing_bins_ge_500,eff_min_bin_n,eff_all_ge_150,eff_all_ge_300,eff_all_ge_500,n_shs_tail_bins,small_headcount_sensitive,review_note
4,KEIBAJO_SURFACE_05_芝_条件戦,pace_yoso+manken_shirushi+tenkai_kigo_code+agari_shisu_juni,874,874,4860.0,646,225,3,0,0,0,1,120,8.1,3.0,0.7391,0.2574,0.0,True,True,False,False,False,1,False,False,False,0,True,646 bins with n<10; only 874/4860 possible bins observed
4,KEIBAJO_SURFACE_06_ダ_新馬,kyori_kubun+kyakushitsu+kyori_tekisei+kijun_ninkijun_tansho,688,688,,472,213,3,0,0,0,1,136,12.6,5.0,0.686,0.3096,0.0,True,True,False,False,False,1,False,False,False,0,False,472 bins with n<10
4,KEIBAJO_SURFACE_06_ダ_未勝利,umakigo_code+omo_tekisei_code+kyakushitsu+rotation,605,605,1440.0,490,112,3,0,0,0,1,140,7.5,2.0,0.8099,0.1851,0.0,True,True,False,False,False,1,False,False,False,0,False,490 bins with n<10; only 605/1440 possible bins observed
4,KEIBAJO_SURFACE_06_ダ_条件戦,hizume_code+pace_yoso+tenkai_kigo_code+agari_shisu_juni,1358,1358,2160.0,1078,275,5,0,0,0,1,141,8.1,3.0,0.7938,0.2025,0.0,True,True,False,False,False,1,False,False,False,576,True,1078 bins with n<10; 576 SHS tail bins excluded from eff. check; only 1358/2160 possible bins observed
4,KEIBAJO_SURFACE_06_ダ_条件戦,kyakushitsu+rotation+tenkai_kigo_code+agari_shisu_juni,1605,1605,5184.0,1308,293,4,0,0,0,1,114,6.9,3.0,0.815,0.1826,0.0,True,True,False,False,False,1,False,False,False,0,True,1308 bins with n<10; only 1605/5184 possible bins observed
4,KEIBAJO_SURFACE_06_ダ_条件戦,kyori_tekisei+rotation+tenkai_kigo_code+agari_shisu_juni,1578,1578,6480.0,1342,229,5,2,0,0,1,157,6.5,2.0,0.8504,0.1451,0.0,True,True,False,False,False,1,False,False,False,0,True,1342 bins with n<10; only 1578/6480 possible bins observed
4,KEIBAJO_SURFACE_06_ダ_条件戦,manken_shirushi+pace_yoso+tenkai_kigo_code+agari_shisu_juni,925,925,4860.0,653,268,4,0,0,0,1,140,10.0,5.0,0.7059,0.2897,0.0,True,True,False,False,False,1,False,False,False,0,True,653 bins with n<10; only 925/4860 possible bins observed
4,KEIBAJO_SURFACE_06_ダ_条件戦,pace_yoso+rotation+tenkai_kigo_code+agari_shisu_juni,1634,1634,6480.0,1370,255,6,3,0,0,1,161,6.8,2.0,0.8384,0.1561,0.0,True,True,False,False,False,1,False,False,False,0,True,1370 bins with n<10; only 1634/6480 possible bins observed
4,KEIBAJO_SURFACE_06_ダ_条件戦,uma_deokure_ritsu+kyakushitsu+ichi_shisu_juni+ls_shisu_juni,2695,2695,,2477,215,3,0,0,0,1,107,4.1,2.0,0.9191,0.0798,0.0,True,True,False,False,False,1,False,False,False,2174,True,2477 bins with n<10; 2174 SHS tail bins excluded from eff. check
4,KEIBAJO_SURFACE_06_芝,manken_shirushi+kyori_kubun+omo_tekisei_code+class_code,1255,1255,,908,340,7,0,0,0,1,134,10.1,4.0,0.7235,0.2709,0.0,True,True,False,False,False,1,False,False,False,0,False,908 bins with n<10
4,KEIBAJO_SURFACE_06_芝_1勝クラス,kyori_tekisei+omo_tekisei_code+tenkai_kigo_code+kyakushitsu,173,173,600.0,116,54,3,0,0,0,1,141,12.8,4.0,0.6705,0.3121,0.0,True,True,False,False,False,1,False,False,False,0,False,116 bins with n<10; only 173/600 possible bins observed
4,KEIBAJO_SURFACE_07_ダ,kyori_kubun+manken_shirushi+da_tekisei_code+hizume_code,877,877,900.0,589,280,5,3,0,0,1,178,13.1,4.0,0.6716,0.3193,0.0,True,True,False,False,False,1,False,False,False,0,False,589 bins with n<10; only 877/900 possible bins observed
4,KEIBAJO_SURFACE_07_ダ,manken_shirushi+da_tekisei_code+uma_deokure_ritsu+hizume_code,4103,4103,,3941,158,4,0,0,0,1,115,2.8,1.0,0.9605,0.0385,0.0,True,True,False,False,False,1,False,False,False,0,False,3941 bins with n<10
4,KEIBAJO_SURFACE_07_ダ,manken_shirushi+da_tekisei_code+uma_deokure_ritsu+kyori_tekisei,2349,2349,,2101,242,4,2,0,0,1,168,4.9,2.0,0.8944,0.103,0.0,True,True,False,False,False,1,False,False,False,0,False,2101 bins with n<10
4,KEIBAJO_SURFACE_07_ダ,pace_yoso+joken_class_code+omo_tekisei_code+nyukyu_nannichimae,945,945,,684,258,3,0,0,0,1,108,9.9,3.0,0.7238,0.273,0.0,True,True,False,False,False,1,False,False,False,0,False,684 bins with n<10
4,KEIBAJO_SURFACE_07_ダ_条件戦,kyori_kubun+manken_shirushi+kyori_tekisei+uma_deokure_ritsu,920,920,,815,101,4,0,0,0,1,122,4.9,2.0,0.8859,0.1098,0.0,True,True,False,False,False,1,False,False,False,0,False,815 bins with n<10
4,KEIBAJO_SURFACE_07_ダ_条件戦,kyori_kubun+pace_yoso+uma_deokure_ritsu+ichi_shisu_juni,1419,1419,,1273,143,3,0,0,0,1,142,5.0,2.0,0.8971,0.1008,0.0,True,True,False,False,False,1,False,False,False,0,True,1273 bins with n<10
4,KEIBAJO_SURFACE_07_ダ_条件戦,pace_yoso+manken_shirushi+kyakushitsu+joshodo_code,177,177,720.0,81,92,4,0,0,0,1,103,29.1,17.0,0.4576,0.5198,0.0,True,True,False,False,False,1,False,False,False,0,False,81 bins with n<10; only 177/720 possible bins observed
4,KEIBAJO_SURFACE_07_芝,agari_shisu_juni+ichi_shisu_juni+pace_shisu_juni+umakigo_code,4528,4528,34992.0,4158,367,2,1,0,0,1,167,3.8,2.0,0.9183,0.0811,0.0,True,True,False,False,False,1,False,False,False,970,True,4158 bins with n<10; 970 SHS tail bins excluded from eff. check; only 4528/34992 possible bins observed
4,KEIBAJO_SURFACE_07_芝,joken_class_code+agari_shisu_juni+ichi_shisu_juni+pace_shisu_juni,8210,8210,40824.0,8146,61,2,1,0,0,1,178,2.1,1.0,0.9922,0.0074,0.0,True,True,False,False,False,1,False,False,False,0,True,8146 bins with n<10; only 8210/40824 possible bins observed
4,KEIBAJO_SURFACE_07_芝,manken_shirushi+omo_tekisei_code+joshodo_code+agari_shisu_juni,651,651,3240.0,406,239,6,0,0,0,1,140,14.7,5.0,0.6237,0.3671,0.0,True,True,False,False,False,1,False,False,False,0,True,406 bins with n<10; only 651/3240 possible bins observed
4,KEIBAJO_SURFACE_07_芝,omo_tekisei_code+joken_class_code+agari_shisu_juni+uma_deokure_ritsu,4516,4516,,4290,222,4,0,0,0,1,111,3.3,1.0,0.95,0.0492,0.0,True,True,False,False,False,1,False,False,False,0,True,4290 bins with n<10
4,KEIBAJO_SURFACE_07_芝,omo_tekisei_code+joken_class_code+nyukyu_nannichimae+umakigo_code,857,857,,659,192,6,0,0,0,1,144,9.5,3.0,0.769,0.224,0.0,True,True,False,False,False,1,False,False,False,0,False,659 bins with n<10
4,KEIBAJO_SURFACE_07_芝,pace_yoso+agari_shisu_juni+pace_shisu_juni+umakigo_code,1502,1502,9720.0,1034,465,3,0,0,0,1,134,11.4,3.0,0.6884,0.3096,0.0,True,True,False,False,False,1,False,False,False,0,True,1034 bins with n<10; only 1502/9720 possible bins observed
4,KEIBAJO_SURFACE_07_芝,rotation+joken_class_code+ichi_shisu_juni+umakigo_code,2859,2859,9072.0,2459,397,3,0,0,0,1,114,5.3,2.0,0.8601,0.1389,0.0,True,True,False,False,False,1,False,False,False,1197,True,2459 bins with n<10; 1197 SHS tail bins excluded from eff. check; only 2859/9072 possible bins observed
4,KEIBAJO_SURFACE_07_芝,rotation+joken_class_code+joshodo_code+ichi_shisu_juni,2545,2545,6048.0,2140,402,3,0,0,0,1,115,6.0,2.0,0.8409,0.158,0.0,True,True,False,False,False,1,False,False,False,1115,True,2140 bins with n<10; 1115 SHS tail bins excluded from eff. check; only 2545/6048 possible bins observed
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_kubun+kyori_tekisei+uma_start_shisu+kyakushitsu,693,693,,592,97,1,3,0,0,1,227,6.5,2.0,0.8543,0.14,0.0,True,True,False,False,False,1,False,False,False,0,False,592 bins with n<10
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_kubun+kyori_tekisei+uma_start_shisu+omo_tekisei_code,506,506,,412,89,1,4,0,0,1,256,8.8,3.0,0.8142,0.1759,0.0,True,True,False,False,False,1,False,False,False,0,False,412 bins with n<10
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_tekisei+pace_shisu_juni+ichi_shisu_juni+agari_shisu_juni,3695,3695,29160.0,3658,34,2,1,0,0,1,178,1.7,1.0,0.99,0.0092,0.0,True,True,False,False,False,1,False,False,False,0,True,3658 bins with n<10; only 3695/29160 possible bins observed
4,KEIBAJO_SURFACE_07_芝_条件戦,kyori_tekisei+pace_shisu_juni+kakutoku_shokin_ruikei+agari_shisu_juni,3928,3928,,3883,42,2,1,0,0,1,178,1.6,1.0,0.9885,0.0107,0.0,True,True,False,False,False,1,False,False,False,0,True,3883 bins with n<10
4,KEIBAJO_SURFACE_07_芝_条件戦,pace_shisu_juni+ichi_shisu_juni+kakutoku_shokin_ruikei+agari_shisu_juni,4574,4574,,4537,34,2,1,0,0,1,178,1.4,1.0,0.9919,0.0074,0.0,True,True,False,False,False,1,False,False,False,690,True,4537 bins with n<10; 690 SHS tail bins excluded from eff. check
4,KEIBAJO_SURFACE_07_芝_条件戦,uma_deokure_ritsu+omo_tekisei_code+tenkai_kigo_code+agari_shisu_juni,736,736,,635,98,3,0,0,0,1,109,6.2,2.0,0.8628,0.1332,0.0,True,True,False,False,False,1,False,False,False,564,True,635 bins with n<10; 564 SHS tail bins excluded from eff. check
4,KEIBAJO_SURFACE_08_ダ,kyori_kubun+manken_shirushi+hizume_code+uma_start_shisu,3319,3319,,3088,228,3,0,0,0,1,106,3.6,2.0,0.9304,0.0687,0.0,True,True,False,False,False,1,False,False,False,0,False,3088 bins with n<10
4,KEIBAJO_SURFACE_08_ダ,kyori_kubun+manken_shirushi+joken_class_code+rotation,2324,2324,3780.0,2073,248,3,0,0,0,1,123,5.3,2.0,0.892,0.1067,0.0,True,True,False,False,False,1,False,False,False,0,False,2073 bins with n<10; only 2324/3780 possible bins observed
4,KEIBAJO_SURFACE_08_ダ,omo_tekisei_code+manken_shirushi+hizume_code+kyori_tekisei,1088,1088,900.0,718,366,4,0,0,0,1,107,11.0,4.5,0.6599,0.3364,0.0,True,True,False,False,False,1,False,False,False,0,False,718 bins with n<10
4,KEIBAJO_SURFACE_08_ダ,omo_tekisei_code+pace_yoso+rotation+ichi_shisu_juni,2614,2614,5400.0,2131,480,3,0,0,0,1,114,7.4,3.0,0.8152,0.1836,0.0,True,True,False,False,False,1,False,False,False,0,True,2131 bins with n<10; only 2614/5400 possible bins observed
4,KEIBAJO_SURFACE_08_ダ_条件戦,pace_yoso+kyori_tekisei+hizume_code+ls_shisu_juni,989,989,1800.0,814,172,2,1,0,0,1,180,6.7,3.0,0.8231,0.1739,0.0,True,True,False,False,False,1,False,False,False,0,True,814 bins with n<10; only 989/1800 possible bins observed
4,KEIBAJO_SURFACE_08_ダ_条件戦,pace_yoso+rotation+hizume_code+kyakushitsu,1434,1434,960.0,1285,146,3,0,0,0,1,117,4.7,2.0,0.8961,0.1018,0.0,True,True,False,False,False,1,False,False,False,0,False,1285 bins with n<10
4,KEIBAJO_SURFACE_08_ダ_条件戦,uma_deokure_ritsu+uma_start_shisu+pace_yoso+kishu_shisu,2846,2846,,2750,93,2,1,0,0,1,154,2.4,1.0,0.9663,0.0327,0.0,True,True,False,False,False,1,False,False,False,0,False,2750 bins with n<10
4,KEIBAJO_SURFACE_08_芝,joken_class_code+pace_shisu_juni+omo_tekisei_code+uma_start_shisu,3063,3063,,2751,308,4,0,0,0,1,112,4.9,2.0,0.8981,0.1006,0.0,True,True,False,False,False,1,False,False,False,0,True,2751 bins with n<10
4,KEIBAJO_SURFACE_09_ダ,manken_shirushi+joken_class_code+hizume_code+kyakushitsu,1878,1878,1008.0,1421,443,14,0,0,0,1,131,8.8,3.0,0.7567,0.2359,0.0,True,True,False,False,False,1,False,False,False,0,False,1421 bins with n<10
4,KEIBAJO_SURFACE_09_ダ,manken_shirushi+joken_class_code+rotation+hizume_code,4878,4878,3024.0,4579,291,8,0,0,0,1,124,3.4,1.0,0.9387,0.0597,0.0,True,True,False,False,False,1,False,False,False,0,False,4579 bins with n<10
4,KEIBAJO_SURFACE_09_ダ_新馬,kyuyo_riyu_bunrui_code+kyori_kubun+pace_yoso+omo_tekisei_code,92,92,1000.0,64,20,4,4,0,0,1,205,20.9,4.0,0.6957,0.2174,0.0,True,True,False,False,False,1,False,False,False,0,False,64 bins with n<10; only 92/1000 possible bins observed
4,KEIBAJO_SURFACE_09_ダ_新馬,kyuyo_riyu_bunrui_code+pace_yoso+omo_tekisei_code+tenkai_kigo_code,126,126,1200.0,92,29,3,2,0,0,1,193,15.2,3.0,0.7302,0.2302,0.0,True,True,False,False,False,1,False,False,False,0,False,92 bins with n<10; only 126/1200 possible bins observed
4,KEIBAJO_SURFACE_09_ダ_未勝利,kyori_kubun+omo_tekisei_code+hizume_code+kyakushitsu,408,408,400.0,291,114,2,1,0,0,1,150,10.6,4.0,0.7132,0.2794,0.0,True,True,False,False,False,1,False,False,False,0,False,291 bins with n<10
4,KEIBAJO_SURFACE_09_ダ_未勝利,kyori_kubun+omo_tekisei_code+manken_shirushi+umakigo_code,183,183,1350.0,122,58,3,0,0,0,1,109,14.3,4.0,0.6667,0.3169,0.0,True,True,False,False,False,1,False,False,False,0,False,122 bins with n<10; only 183/1350 possible bins observed
4,KEIBAJO_SURFACE_09_ダ_未勝利,omo_tekisei_code+kyori_tekisei+kyakushitsu+uma_start_shisu,588,588,,473,112,3,0,0,0,1,133,7.3,3.0,0.8044,0.1905,0.0,True,True,False,False,False,1,False,False,False,0,False,473 bins with n<10
4,KEIBAJO_SURFACE_09_ダ_条件戦,manken_shirushi+kyakushitsu+joshodo_code+hizume_code,564,564,576.0,401,149,14,0,0,0,1,130,12.0,3.0,0.711,0.2642,0.0,True,True,False,False,False,1,False,False,False,0,False,401 bins with n<10; only 564/576 possible bins observed
4,KEIBAJO_SURFACE_09_ダ_条件戦,manken_shirushi+rotation+joshodo_code+hizume_code,1325,1325,1728.0,1176,142,7,0,0,0,1,121,5.1,2.0,0.8875,0.1072,0.0,True,True,False,False,False,1,False,False,False,0,False,1176 bins with n<10; only 1325/1728 possible bins observed
4,KEIBAJO_SURFACE_09_ダ_条件戦,omo_tekisei_code+kyori_tekisei+ichi_shisu_juni+hizume_code,1347,1347,1800.0,1085,259,2,1,0,0,1,152,7.1,3.0,0.8055,0.1923,0.0,True,True,False,False,False,1,False,False,False,0,True,1085 bins with n<10; only 1347/1800 possible bins observed
4,KEIBAJO_SURFACE_09_ダ_条件戦,omo_tekisei_code+manken_shirushi+kyori_tekisei+hizume_code,773,773,900.0,588,180,5,0,0,0,1,148,8.6,3.0,0.7607,0.2329,0.0,True,True,False,False,False,1,False,False,False,0,False,588 bins with n<10; only 773/900 possible bins observed
4,KEIBAJO_SURFACE_09_ダ_条件戦,pace_yoso+kyakushitsu+ichi_shisu_juni+hizume_code,1368,1368,1440.0,1100,265,3,0,0,0,1,126,7.2,3.0,0.8041,0.1937,0.0,True,True,False,False,False,1,False,False,False,0,True,1100 bins with n<10; only 1368/1440 possible bins observed
4,KEIBAJO_SURFACE_09_ダ_条件戦,pace_yoso+omo_tekisei_code+hizume_code+pace_shisu_juni,1092,1092,1800.0,834,250,8,0,0,0,1,140,8.9,3.0,0.7637,0.2289,0.0,True,True,False,False,False,1,False,False,False,0,True,834 bins with n<10; only 1092/1800 possible bins observed
4,KEIBAJO_SURFACE_09_ダ_条件戦,pace_yoso+omo_tekisei_code+manken_shirushi+uma_start_shisu,1108,1108,,965,140,3,0,0,0,1,112,6.2,3.0,0.8709,0.1264,0.0,True,True,False,False,False,1,False,False,False,0,False,965 bins with n<10
4,KEIBAJO_SURFACE_09_ダ_条件戦,uma_deokure_ritsu+kyakushitsu+ichi_shisu_juni+hizume_code,2868,2868,,2689,173,3,3,0,0,1,197,3.4,1.0,0.9376,0.0603,0.0,True,True,False,False,False,1,False,False,False,2175,True,2689 bins with n<10; 2175 SHS tail bins excluded from eff. check
4,KEIBAJO_SURFACE_09_ダ_条件戦,uma_deokure_ritsu+omo_tekisei_code+kishu_shisu+hizume_code,3158,3158,,2992,163,2,1,0,0,1,176,3.1,1.0,0.9474,0.0516,0.0,True,True,False,False,False,1,False,False,False,0,False,2992 bins with n<10
4,KEIBAJO_SURFACE_09_ダ_条件戦,uma_deokure_ritsu+omo_tekisei_code+manken_shirushi+hizume_code,1647,1647,,1520,120,5,2,0,0,1,165,4.1,1.0,0.9229,0.0729,0.0,True,True,False,False,False,1,False,False,False,0,False,1520 bins with n<10
4,KEIBAJO_SURFACE_09_ダ_条件戦,uma_start_shisu+kyakushitsu+ichi_shisu_juni+hizume_code,3385,3385,,3233,148,4,0,0,0,1,136,2.9,1.0,0.9551,0.0437,0.0,True,True,False,False,False,1,False,False,False,0,True,3233 bins with n<10
4,KEIBAJO_SURFACE_09_芝_1勝クラス,kyori_tekisei+kyori_kubun+kyori_tekisei_2+shiba_tekisei_code,33,33,625.0,18,11,4,0,0,0,1,129,30.9,3.0,0.5455,0.3333,0.0,True,True,False,False,False,1,False,False,False,0,False,18 bins with n<10; only 33/625 possible bins observed
4,KEIBAJO_SURFACE_10_ダ,joken_class_code+kyori_tekisei+da_tekisei_code+ten_shisu_juni,533,533,3150.0,283,246,4,0,0,0,1,108,16.9,8.0,0.531,0.4615,0.0,True,True,False,False,False,1,False,False,False,0,True,283 bins with n<10; only 533/3150 possible bins observed
4,KEIBAJO_SURFACE_10_ダ,kyori_kubun+joken_class_code+kishu_shisu+uma_deokure_ritsu,3386,3386,,3233,150,3,0,0,0,1,145,2.9,1.0,0.9548,0.0443,0.0,True,True,False,False,False,1,False,False,False,0,False,3233 bins with n<10
4,KEIBAJO_SURFACE_10_ダ,pace_yoso+manken_shirushi+joken_class_code+omo_tekisei_code,251,251,1575.0,114,132,5,0,0,0,1,115,24.3,10.0,0.4542,0.5259,0.0,True,True,False,False,False,1,False,False,False,0,False,114 bins with n<10; only 251/1575 possible bins observed
4,KEIBAJO_SURFACE_10_芝,kyori_kubun+manken_shirushi+joken_class_code+kyakushitsu,429,429,1260.0,191,234,4,0,0,0,1,104,24.0,11.0,0.4452,0.5455,0.0,True,True,False,False,False,1,False,False,False,0,False,191 bins with n<10; only 429/1260 possible bins observed
4,KEIBAJO_SURFACE_10_芝,pace_yoso+manken_shirushi+kishu_shisu+joshodo_code,1237,1237,,951,283,3,0,0,0,1,110,8.2,3.0,0.7688,0.2288,0.0,True,True,False,False,False,1,False,False,False,0,False,951 bins with n<10
4,KEIBAJO_SURFACE_10_芝_条件戦,manken_shirushi+kyakushitsu+joshodo_code+kyori_kubun,164,164,720.0,82,78,4,0,0,0,1,101,29.8,9.5,0.5,0.4756,0.0,True,True,False,False,False,1,False,False,False,0,False,82 bins with n<10; only 164/720 possible bins observed
4,SURFACE_2_ダ_OP重賞,uma_start_shisu+umakigo_code+kyakushitsu+rotation,1957,1957,,1784,170,3,0,0,0,1,117,3.9,1.0,0.9116,0.0869,0.0,True,True,False,False,False,1,False,False,False,0,False,1784 bins with n<10
4,SURFACE_2_ダ_未勝利,keibajo_code+manken_shirushi+joho_shisu+umakigo_code,4081,4081,,3898,180,3,0,0,0,1,107,3.7,2.0,0.9552,0.0441,0.0,True,True,False,False,False,1,False,False,False,0,False,3898 bins with n<10
4,SURFACE_2_ダ_未勝利,keibajo_code+manken_shirushi+uma_start_shisu+class_code,2964,2964,,2573,387,4,0,0,0,1,115,5.0,2.0,0.8681,0.1306,0.0,True,True,False,False,False,1,False,False,False,0,False,2573 bins with n<10
4,SURFACE_2_ダ_条件戦,manken_shirushi+keibajo_code+hizume_code+kyakushitsu,4283,4283,1440.0,2947,1319,17,0,0,0,1,131,9.8,4.0,0.6881,0.308,0.0,True,True,False,False,False,1,False,False,False,0,False,2947 bins with n<10
4,SURFACE_2_ダ_条件戦,pace_yoso+manken_shirushi+keibajo_code+hizume_code,3226,3226,1800.0,2107,1080,31,8,0,0,1,206,13.0,5.0,0.6531,0.3348,0.0,True,True,False,False,False,1,False,False,False,0,False,2107 bins with n<10
4,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_kubun+kyakushitsu+joshodo_code,67,67,400.0,37,27,2,1,0,0,1,153,20.1,8.0,0.5522,0.403,0.0,True,True,False,False,False,1,False,False,False,0,False,37 bins with n<10; only 67/400 possible bins observed
4,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_kubun+kyori_tekisei+joshodo_code,43,43,500.0,28,10,2,2,1,0,1,337,31.4,5.0,0.6512,0.2326,0.0,True,True,False,False,False,1,False,False,False,0,False,28 bins with n<10; only 43/500 possible bins observed
4,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_kubun+kyori_tekisei+kyakushitsu,86,86,500.0,55,28,2,1,0,0,1,150,15.7,5.0,0.6395,0.3256,0.0,True,True,False,False,False,1,False,False,False,0,False,55 bins with n<10; only 86/500 possible bins observed
4,SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_tekisei+kyakushitsu+joshodo_code,50,50,400.0,31,16,1,2,0,0,1,235,27.0,4.0,0.62,0.32,0.0,True,True,False,False,False,1,False,False,False,0,False,31 bins with n<10; only 50/400 possible bins observed
4,SURFACE_2_芝_条件戦,kyori_tekisei_2+pace_yoso+kyakushitsu+joshodo_code,66,66,400.0,35,27,4,0,0,0,1,118,20.5,8.0,0.5303,0.4091,0.0,True,True,False,False,False,1,False,False,False,0,False,35 bins with n<10; only 66/400 possible bins observed
4,SURFACE_2_芝_条件戦,kyori_tekisei_2+pace_yoso+kyori_tekisei+joshodo_code,43,43,500.0,28,11,2,2,0,0,1,273,31.4,4.0,0.6512,0.2558,0.0,True,True,False,False,False,1,False,False,False,0,False,28 bins with n<10; only 43/500 possible bins observed
4,SURFACE_2_芝_条件戦,kyori_tekisei_2+pace_yoso+kyori_tekisei+kyakushitsu,88,88,500.0,53,31,4,0,0,0,1,119,15.3,6.5,0.6023,0.3523,0.0,True,True,False,False,False,1,False,False,False,0,False,53 bins with n<10; only 88/500 possible bins observed
