segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_07_ダ_短距離,joken_class_code+kishu_minarai_code+ls_shisu_juni+umakigo_code,joken_class_code,kishu_minarai_code,ls_shisu_juni,umakigo_code,3,361,87.74,3.75,83.5,True
COURSE_27_07_ダ_短距離,joken_class_code+hizume_code+omo_tekisei_code+umakigo_code,joken_class_code,hizume_code,omo_tekisei_code,umakigo_code,7,1288,81.32,6.48,76.52,False
COURSE_27_07_ダ_短距離,joken_class_code+rotation+omo_tekisei_code+umakigo_code,joken_class_code,rotation,omo_tekisei_code,umakigo_code,6,810,82.9,10.73,74.32,False
COURSE_27_07_ダ_短距離,joken_class_code+uma_deokure_ritsu+rotation+umakigo_code,joken_class_code,uma_deokure_ritsu,rotation,umakigo_code,3,413,73.22,2.13,70.81,False
COURSE_27_07_ダ_短距離,hizume_code+uma_deokure_ritsu+omo_tekisei_code+umakigo_code,hizume_code,uma_deokure_ritsu,omo_tekisei_code,umakigo_code,3,499,76.98,6.13,70.04,False
COURSE_27_07_ダ_短距離,joken_class_code+hizume_code+uma_deokure_ritsu+umakigo_code,joken_class_code,hizume_code,uma_deokure_ritsu,umakigo_code,3,557,72.48,3.73,68.26,False
COURSE_27_07_ダ_短距離,uma_start_shisu+uma_deokure_ritsu+omo_tekisei_code+umakigo_code,uma_start_shisu,uma_deokure_ritsu,omo_tekisei_code,umakigo_code,3,728,72.57,4.73,67.22,False
COURSE_27_07_ダ_短距離,joken_class_code+hizume_code+ls_shisu_juni+umakigo_code,joken_class_code,hizume_code,ls_shisu_juni,umakigo_code,5,957,73.3,7.44,66.79,False
COURSE_27_07_ダ_短距離,ls_shisu_juni+uma_deokure_ritsu+omo_tekisei_code+umakigo_code,ls_shisu_juni,uma_deokure_ritsu,omo_tekisei_code,umakigo_code,3,701,67.06,2.01,64.79,False
COURSE_27_07_ダ_短距離,joken_class_code+ls_shisu_juni+rotation+umakigo_code,joken_class_code,ls_shisu_juni,rotation,umakigo_code,5,689,71.88,10.71,62.49,False
COURSE_27_07_ダ_短距離,joken_class_code+uma_start_shisu+omo_tekisei_code+umakigo_code,joken_class_code,uma_start_shisu,omo_tekisei_code,umakigo_code,5,1006,72.72,12.38,61.87,False
COURSE_27_07_ダ_短距離,joken_class_code+uma_deokure_ritsu+omo_tekisei_code+umakigo_code,joken_class_code,uma_deokure_ritsu,omo_tekisei_code,umakigo_code,5,1194,70.17,10.58,60.9,False
COURSE_27_07_ダ_短距離,joken_class_code+ls_shisu_juni+uma_start_shisu+omo_tekisei_code,joken_class_code,ls_shisu_juni,uma_start_shisu,omo_tekisei_code,5,622,67.68,7.93,60.73,False
COURSE_27_07_ダ_短距離,joken_class_code+ls_shisu_juni+omo_tekisei_code+umakigo_code,joken_class_code,ls_shisu_juni,omo_tekisei_code,umakigo_code,8,2083,67.25,9.5,60.66,False
COURSE_27_07_ダ_短距離,hizume_code+ls_shisu_juni+omo_tekisei_code+umakigo_code,hizume_code,ls_shisu_juni,omo_tekisei_code,umakigo_code,8,1204,65.1,10.18,58.04,False
COURSE_27_07_ダ_短距離,joken_class_code+ls_shisu_juni+uma_deokure_ritsu+omo_tekisei_code,joken_class_code,ls_shisu_juni,uma_deokure_ritsu,omo_tekisei_code,5,699,68.15,11.57,58.01,False
COURSE_27_07_ダ_短距離,ls_shisu_juni+uma_start_shisu+omo_tekisei_code+umakigo_code,ls_shisu_juni,uma_start_shisu,omo_tekisei_code,umakigo_code,3,666,63.92,5.55,57.65,False
COURSE_27_07_ダ_短距離,joken_class_code+ls_shisu_juni+kishu_shisu+umakigo_code,joken_class_code,ls_shisu_juni,kishu_shisu,umakigo_code,5,872,62.58,13.55,50.7,False
COURSE_27_07_ダ_短距離,ls_shisu_juni+rotation+omo_tekisei_code+umakigo_code,ls_shisu_juni,rotation,omo_tekisei_code,umakigo_code,4,494,69.93,22.07,48.31,False
COURSE_27_07_ダ_短距離,ls_shisu_juni+kishu_shisu+omo_tekisei_code+umakigo_code,ls_shisu_juni,kishu_shisu,omo_tekisei_code,umakigo_code,6,878,57.55,19.06,42.31,False
COURSE_27_07_ダ_短距離,joken_class_code+kishu_shisu+omo_tekisei_code+umakigo_code,joken_class_code,kishu_shisu,omo_tekisei_code,umakigo_code,4,423,60.22,21.78,38.88,False
