factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
sogo_shisu_decile,総合指数10分位,code,3,2007,72.19,2.12,69.8,False
rotation_bin,ローテーションビン,code,6,2032,73.36,5.09,69.29,False
kyori_tekisei,距離適性,code,3,1980,75.03,5.48,68.83,False
omo_tekisei_code,重適性,code,3,2105,74.38,5.13,68.58,False
bataiju_zogen,馬体重増減,numeric,9,1835,74.75,9.68,68.43,False
uma_deokure_bin,馬出遅率ビン,code,5,2105,74.05,6.51,68.35,False
tenkai_kigo_code,展開記号,code,5,2105,77.49,11.19,67.68,False
hizume_code,蹄コード,code,8,1923,76.22,12.61,67.48,False
pace_shisu_juni,ペース指数順位,numeric,14,1951,72.37,10.16,67.05,False
ls_shisu_juni,LS指数順位,numeric,7,2065,72.12,6.86,67.04,False
manken_shisu_decile,万券指数10分位,code,7,1900,73.39,9.11,66.64,False
joho_shisu_decile,情報指数10分位,code,6,2105,72.6,7.67,66.46,False
kyori_tekisei_2,距離適性2,code,3,1045,75.19,7.94,66.21,False
agari_shisu_juni,上がり指数順位,numeric,14,1951,71.9,11.12,66.07,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,12,1872,70.4,8.41,65.64,False
idm_decile,IDM指数10分位,code,3,2060,72.16,6.44,64.87,False
chokyo_shisu_decile,調教指数10分位,code,9,2060,71.43,10.22,64.75,False
manken_shirushi,万券印,code,8,1239,73.83,13.75,64.3,False
kyusha_shisu_decile,厩舎指数10分位,code,9,2016,71.91,11.77,64.23,False
kishu_shisu_decile,騎手指数10分位,code,9,2032,69.49,8.26,64.09,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,1982,69.63,8.58,63.69,False
gekiso_juni,激走順位,numeric,14,1977,72.5,17.62,63.27,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,8,1949,69.05,10.28,61.93,False
ichi_shisu_juni,位置指数順位,numeric,14,1952,69.45,15.66,61.25,False
ten_shisu_juni,テン指数順位,numeric,14,1949,69.85,19.77,59.49,False
kyakushitsu,脚質,code,4,2105,76.0,16.9,59.43,False
ninki_shisu_decile,人気指数10分位,code,8,2019,68.27,13.87,58.66,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,2104,69.92,20.54,55.69,False
