factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
class_code,クラスコード,code,4,4163,78.5,5.41,73.2,False
pace_yoso,ペース予想,code,3,6001,72.69,0.29,72.37,False
kyori_kubun,距離区分,code,3,6001,73.45,1.27,72.01,False
kyori_tekisei,距離適性,code,4,5719,74.56,2.88,71.74,False
manken_shirushi,万券印,code,8,3762,75.51,6.63,70.92,False
kyakushitsu,脚質,code,5,6000,73.48,4.27,69.74,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,4194,73.67,6.01,69.51,False
manken_shisu_decile,万券指数10分位,code,10,5933,73.49,7.29,68.98,False
bataiju,馬体重,numeric,31,4263,72.38,10.25,68.77,False
hizume_code,蹄コード,code,9,3801,74.6,8.95,68.76,False
ls_shisu_juni,LS指数順位,numeric,7,5914,72.61,7.25,67.24,False
uma_deokure_bin,馬出遅率ビン,code,3,4071,77.47,9.34,66.9,False
omo_tekisei_code,重適性,code,3,4329,70.96,4.74,65.59,False
pace_shisu_juni,ペース指数順位,numeric,16,6001,70.2,9.53,65.53,False
bataiju_zogen,馬体重増減,numeric,11,3749,70.91,9.4,65.36,False
ichi_shisu_juni,位置指数順位,numeric,16,6001,69.54,9.96,64.66,False
tenkai_kigo_code,展開記号,code,5,6001,75.0,12.87,63.72,False
ten_shisu_juni,テン指数順位,numeric,16,6001,68.94,10.77,63.67,False
gekiso_juni,激走順位,numeric,16,6001,68.58,11.38,63.0,False
joho_shisu_decile,情報指数10分位,code,6,6001,72.05,12.52,62.03,False
agari_shisu_juni,上がり指数順位,numeric,16,6001,67.37,12.65,61.16,False
kishu_shisu_decile,騎手指数10分位,code,10,6001,68.31,11.76,61.02,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,14,5874,68.91,15.73,60.67,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,6001,68.51,12.87,60.53,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,6001,68.65,13.37,60.36,False
rotation_bin,ローテーションビン,code,7,4119,72.69,18.74,58.8,False
kyusha_shisu_decile,厩舎指数10分位,code,10,6001,65.63,13.18,57.46,False
kishu_minarai_code,騎手見習,code,5,5911,66.27,11.61,56.09,False
sogo_shisu_decile,総合指数10分位,code,8,5942,69.0,19.51,55.48,False
ninki_shisu_decile,人気指数10分位,code,10,6001,63.39,13.4,55.08,False
idm_decile,IDM指数10分位,code,7,5901,68.0,17.88,54.75,False
chokyo_shisu_decile,調教指数10分位,code,10,5990,62.74,15.53,53.12,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,8,1020,65.89,25.27,48.38,False
kyusha_hyoka_code,厩舎評価,code,4,6001,68.9,29.15,40.33,False
