factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kishu_minarai_code,騎手見習,code,4,4497,83.2,9.48,73.91,False
kyori_tekisei_2,距離適性2,code,3,1528,78.14,4.62,72.91,False
umakigo_code,馬記号,code,3,4518,74.74,2.47,71.95,False
kyori_kubun,距離区分,code,3,4527,72.75,1.22,71.38,False
omo_tekisei_code,重適性,code,3,4524,72.61,1.76,70.61,False
kyakushitsu,脚質,code,4,4527,72.01,2.24,69.82,False
uma_deokure_bin,馬出遅率ビン,code,5,4525,72.56,3.21,69.75,False
bataiju_zogen,馬体重増減,numeric,11,4109,72.82,6.27,69.12,False
kyori_tekisei,距離適性,code,5,4481,76.06,7.97,69.08,False
pace_shisu_juni,ペース指数順位,numeric,16,4527,72.59,8.03,68.66,False
gekiso_juni,激走順位,numeric,16,4527,72.64,8.26,68.59,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,4518,72.95,6.47,68.47,False
manken_shisu_decile,万券指数10分位,code,9,4397,71.76,6.37,67.6,False
ten_shisu_juni,テン指数順位,numeric,16,4527,71.96,9.28,67.41,False
manken_shirushi,万券印,code,8,2602,73.2,8.66,67.2,False
ls_shisu_juni,LS指数順位,numeric,8,4482,71.7,6.98,66.86,False
ichi_shisu_juni,位置指数順位,numeric,16,4527,72.1,11.08,66.67,False
bataiju,馬体重,numeric,18,2349,72.95,13.94,66.51,False
hizume_code,蹄コード,code,9,4148,72.1,8.84,66.32,False
agari_shisu_juni,上がり指数順位,numeric,16,4527,70.67,12.08,64.75,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,4527,72.33,15.02,63.02,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,3,330,77.2,12.55,62.99,False
rotation_bin,ローテーションビン,code,7,4489,71.01,10.92,62.92,False
tenkai_kigo_code,展開記号,code,5,4527,73.63,12.53,62.65,False
ninki_shisu_decile,人気指数10分位,code,9,4474,70.18,12.1,62.28,False
joho_shisu_decile,情報指数10分位,code,6,4527,71.04,11.11,62.15,False
kishu_shisu_decile,騎手指数10分位,code,10,4527,73.38,18.35,62.0,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,4457,73.0,22.29,61.72,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,4527,70.67,14.79,61.5,False
kyusha_shisu_decile,厩舎指数10分位,code,10,4527,69.95,14.6,60.9,False
chokyo_shisu_decile,調教指数10分位,code,10,4527,66.76,11.39,59.7,False
class_code,クラスコード,code,3,4443,71.68,15.35,54.32,False
idm_decile,IDM指数10分位,code,5,4446,66.64,14.85,53.62,False
sogo_shisu_decile,総合指数10分位,code,5,4401,64.73,16.54,50.23,False
