factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_tekisei_2,距離適性2,code,3,1105,75.42,0.87,74.44,False
manken_shirushi,万券印,code,8,6576,76.89,4.1,74.05,False
pace_yoso,ペース予想,code,3,10270,74.63,1.52,72.91,False
joken_class_code,条件クラス,code,5,10270,73.35,0.96,72.51,False
omo_tekisei_code,重適性,code,3,9656,73.9,1.54,72.16,False
rotation,ローテーション,numeric,15,8878,74.26,5.26,71.6,False
kyakushitsu,脚質,code,5,10270,73.3,2.31,71.27,False
manken_shisu,万券指数,numeric,39,8947,73.95,9.72,70.9,False
da_tekisei_code,ダ適性,code,3,8598,76.51,4.97,70.88,False
uma_start_shisu,馬スタート指数,numeric,15,9226,75.53,9.46,70.74,False
hizume_code,蹄コード,code,11,9298,77.23,11.23,70.59,False
nyukyu_nannichimae,入厩何日前,numeric,17,3482,75.59,12.07,69.85,False
idm,IDM指数,numeric,36,6143,72.91,12.56,68.8,False
uma_deokure_ritsu,馬出遅率,numeric,23,8287,73.38,11.23,68.79,False
joho_shisu,情報指数,numeric,40,9671,72.45,12.47,68.59,False
class_code,クラスコード,code,11,9428,73.68,8.65,68.56,False
ichi_shisu,位置指数,numeric,12,2008,71.93,6.91,68.02,False
kishu_shisu,騎手指数,numeric,24,9620,72.36,11.22,67.87,False
ten_shisu_juni,テン指数順位,numeric,16,10270,71.45,8.21,67.42,False
umakigo_code,馬記号,code,3,10262,71.71,3.88,67.32,False
pace_shisu_juni,ペース指数順位,numeric,16,10270,71.15,9.51,66.49,False
ls_shisu_juni,LS指数順位,numeric,8,10203,72.01,7.98,66.48,False
pace_shisu,ペース指数,numeric,4,608,73.33,7.48,66.0,False
tenkai_kigo_code,展開記号,code,5,10270,74.34,10.04,65.54,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,18,5604,69.83,10.15,65.14,False
agari_shisu_juni,上がり指数順位,numeric,16,10270,69.77,10.8,64.48,False
gekiso_juni,激走順位,numeric,16,10270,69.09,9.63,64.37,False
ichi_shisu_juni,位置指数順位,numeric,16,10270,70.17,11.86,64.35,False
kyori_tekisei,距離適性,code,4,10020,70.08,6.09,64.11,False
kishu_minarai_code,騎手見習,code,4,2281,68.72,5.11,63.71,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,19,4978,67.76,9.94,63.29,False
kyusha_shisu,厩舎指数,numeric,12,2473,70.36,12.88,63.07,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,23,4765,67.43,16.05,60.87,False
joshodo_code,上昇度,code,3,10146,68.7,7.43,60.29,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,10214,65.79,12.43,59.5,False
agari_shisu,上がり指数,numeric,3,475,68.3,7.8,59.48,False
chokyo_shisu,調教指数,numeric,12,2289,63.8,16.64,54.38,False
kyusha_hyoka_code,厩舎評価,code,3,10183,68.5,14.4,52.2,False
