segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_右回り平坦U字_芝,shiba_tekisei_code+omo_tekisei_code+manken_shisu_decile+pace_shisu_juni,shiba_tekisei_code,omo_tekisei_code,manken_shisu_decile,pace_shisu_juni,3,308,94.81,4.83,89.34,True
COURSE_27_右回り平坦U字_芝,kyori_kubun+keibajo_code+kijun_ninkijun_tansho+pace_shisu_juni,kyori_kubun,keibajo_code,kijun_ninkijun_tansho,pace_shisu_juni,6,794,84.78,3.94,81.63,True
COURSE_27_右回り平坦U字_芝,manken_shirushi+pace_yoso+joken_class_code+kijun_ninkijun_tansho,manken_shirushi,pace_yoso,joken_class_code,kijun_ninkijun_tansho,3,371,92.17,10.11,80.72,True
COURSE_27_右回り平坦U字_芝,manken_shirushi+bataiju_zogen+uma_deokure_bin+umakigo_code,manken_shirushi,bataiju_zogen,uma_deokure_bin,umakigo_code,12,1277,83.84,6.36,80.24,True
COURSE_27_右回り平坦U字_芝,kyori_kubun+joken_class_code+kijun_ninkijun_tansho+pace_shisu_juni,kyori_kubun,joken_class_code,kijun_ninkijun_tansho,pace_shisu_juni,5,738,86.19,7.52,79.6,False
COURSE_27_右回り平坦U字_芝,joken_class_code+keibajo_code+kijun_ninkijun_tansho+pace_shisu_juni,joken_class_code,keibajo_code,kijun_ninkijun_tansho,pace_shisu_juni,5,649,85.74,7.53,79.14,False
COURSE_27_右回り平坦U字_芝,joken_class_code+keibajo_code+kijun_ninkijun_tansho+hizume_code,joken_class_code,keibajo_code,kijun_ninkijun_tansho,hizume_code,6,673,85.13,8.2,78.56,False
COURSE_27_右回り平坦U字_芝,bataiju_zogen+hizume_code+omo_tekisei_code+uma_start_shisu_decile,bataiju_zogen,hizume_code,omo_tekisei_code,uma_start_shisu_decile,12,1682,82.12,6.53,78.43,False
COURSE_27_右回り平坦U字_芝,manken_shirushi+keibajo_code+bataiju_zogen+umakigo_code,manken_shirushi,keibajo_code,bataiju_zogen,umakigo_code,18,2216,82.03,8.57,78.07,False
COURSE_27_右回り平坦U字_芝,manken_shirushi+bataiju_zogen+uma_deokure_bin+joshodo_code,manken_shirushi,bataiju_zogen,uma_deokure_bin,joshodo_code,14,1519,81.57,7.21,77.79,False
COURSE_27_右回り平坦U字_芝,manken_shirushi+hizume_code+class_code+omo_tekisei_code,manken_shirushi,hizume_code,class_code,omo_tekisei_code,3,318,84.11,5.67,77.69,False
COURSE_27_右回り平坦U字_芝,manken_shirushi+kyori_kubun+kijun_ninkijun_tansho+manken_shisu_decile,manken_shirushi,kyori_kubun,kijun_ninkijun_tansho,manken_shisu_decile,6,835,85.95,10.33,77.68,False
COURSE_27_右回り平坦U字_芝,joken_class_code+keibajo_code+uma_start_shisu_decile+pace_shisu_juni,joken_class_code,keibajo_code,uma_start_shisu_decile,pace_shisu_juni,12,1440,83.77,11.01,77.54,False
COURSE_27_右回り平坦U字_芝,manken_shirushi+hizume_code+joshodo_code+uma_start_shisu_decile,manken_shirushi,hizume_code,joshodo_code,uma_start_shisu_decile,17,2281,82.37,10.25,77.5,False
COURSE_27_右回り平坦U字_芝,keibajo_code+kijun_ninkijun_tansho+bataiju_zogen+shiba_tekisei_code,keibajo_code,kijun_ninkijun_tansho,bataiju_zogen,shiba_tekisei_code,5,580,84.9,8.51,77.44,False
COURSE_27_右回り平坦U字_芝,bataiju_zogen+shiba_tekisei_code+uma_start_shisu_decile+manken_shisu_decile,bataiju_zogen,shiba_tekisei_code,uma_start_shisu_decile,manken_shisu_decile,4,445,86.72,9.59,77.32,False
