factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,16480,75.41,3.21,73.18,False
joho_shisu,情報指数,numeric,44,26687,75.11,7.33,72.95,False
kyori_kubun,距離区分,code,3,27158,73.85,0.99,72.73,False
pace_yoso,ペース予想,code,3,27158,73.67,0.98,72.57,False
kishu_shisu,騎手指数,numeric,33,26959,76.39,11.65,72.42,False
joken_class_code,条件クラス,code,5,27158,72.95,0.7,72.34,False
ten_shisu,テン指数,numeric,104,16521,75.04,14.42,72.27,False
keibajo_code,競馬場,code,3,27158,73.17,0.81,72.26,False
kyori_tekisei,距離適性,code,4,26880,74.1,2.34,71.8,False
ichi_shisu,位置指数,numeric,106,23704,74.11,12.21,71.78,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,18,27158,81.93,22.49,71.54,False
gekiso_shisu,激走指数,numeric,144,22691,73.18,11.02,71.38,False
pace_shisu,ペース指数,numeric,61,10754,73.82,10.15,71.28,False
ls_shisu_juni,LS指数順位,numeric,9,27097,75.03,5.83,71.22,False
agari_shisu,上がり指数,numeric,85,13269,73.85,12.52,71.19,False
hizume_code,蹄コード,code,15,22598,73.91,5.63,71.06,False
joshodo_code,上昇度,code,3,26737,72.87,1.72,70.92,False
shiba_tekisei_code,芝適性,code,3,22226,72.87,1.79,70.85,False
manken_shisu,万券指数,numeric,55,25784,72.93,9.13,70.51,False
class_code,クラスコード,code,16,22790,72.69,4.48,70.49,False
omo_tekisei_code,重適性,code,4,23298,73.88,3.48,70.47,False
umakigo_code,馬記号,code,3,27084,74.56,3.78,70.28,False
uma_deokure_ritsu,馬出遅率,numeric,34,21674,73.45,10.57,69.89,False
idm,IDM指数,numeric,50,16442,72.41,10.03,69.63,False
nyukyu_nannichimae,入厩何日前,numeric,34,15247,72.42,9.18,69.33,False
sogo_shisu,総合指数,numeric,29,3370,74.91,15.62,69.23,False
pace_shisu_juni,ペース指数順位,numeric,18,27158,71.35,4.94,69.07,False
kyori_tekisei_2,距離適性2,code,3,4520,72.93,3.75,68.69,False
kyakushitsu,脚質,code,5,27157,72.28,4.12,68.67,False
ten_shisu_juni,テン指数順位,numeric,18,27158,71.03,5.83,68.34,False
gekiso_juni,激走順位,numeric,18,27158,71.37,6.62,68.31,False
uma_start_shisu,馬スタート指数,numeric,22,22601,71.13,7.33,68.07,False
ichi_shisu_juni,位置指数順位,numeric,18,27158,70.88,6.78,67.74,False
rotation,ローテーション,numeric,22,22175,71.36,9.82,67.26,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,47,13591,71.44,15.34,67.05,False
tenkai_kigo_code,展開記号,code,5,27158,73.31,8.02,66.28,False
agari_shisu_juni,上がり指数順位,numeric,18,27158,69.9,7.92,66.24,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,14,9455,71.85,12.48,65.31,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,46,15033,68.43,15.61,63.92,False
kyusha_shisu,厩舎指数,numeric,36,7012,69.03,15.9,63.83,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,59,19345,67.7,16.46,63.49,False
kyuyo_riyu_bunrui_code,休養理由,code,3,6121,67.95,6.91,60.13,False
ninki_shisu,人気指数,numeric,66,10129,62.9,15.4,59.18,False
chokyo_shisu,調教指数,numeric,43,8700,64.39,17.69,59.1,False
blinker,ブリンカー,code,3,1757,63.3,4.41,58.31,False
kyusha_hyoka_code,厩舎評価,code,4,27158,70.42,13.03,57.65,False
kishu_minarai_code,騎手見習,code,5,4311,67.36,11.52,57.26,False
