factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
nyukyu_nannichimae,入厩何日前,numeric,4,496,87.24,10.7,76.76,False
pace_yoso,ペース予想,code,3,4089,73.99,0.72,73.18,False
joken_class_code,条件クラス,code,5,4089,73.85,1.34,72.67,False
class_code,クラスコード,code,7,3186,77.81,8.57,71.46,False
omo_tekisei_code,重適性,code,3,3613,75.61,3.78,71.33,False
manken_shirushi,万券印,code,8,2652,76.19,7.51,70.99,False
rotation,ローテーション,numeric,9,3057,74.11,6.1,70.12,False
kyori_tekisei,距離適性,code,3,3882,74.46,3.99,69.95,False
kyakushitsu,脚質,code,5,4089,73.65,4.23,69.94,False
pace_shisu_juni,ペース指数順位,numeric,14,3992,73.73,7.31,69.9,False
shiba_tekisei_code,芝適性,code,3,3606,73.99,4.12,69.33,False
ten_shisu_juni,テン指数順位,numeric,14,3945,73.83,8.77,69.24,False
gekiso_juni,激走順位,numeric,14,3982,72.28,7.94,68.12,False
uma_deokure_ritsu,馬出遅率,numeric,9,2284,75.91,13.37,67.18,False
ichi_shisu_juni,位置指数順位,numeric,14,3981,71.53,9.03,66.79,False
hizume_code,蹄コード,code,8,3287,72.56,8.65,66.56,False
agari_shisu_juni,上がり指数順位,numeric,14,3998,71.7,10.85,66.02,False
manken_shisu,万券指数,numeric,17,2088,70.57,10.73,65.47,False
uma_start_shisu,馬スタート指数,numeric,11,3145,71.53,12.64,64.06,False
kishu_shisu,騎手指数,numeric,17,3422,69.75,13.76,63.21,False
tenkai_kigo_code,展開記号,code,5,4089,74.88,13.61,62.94,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,12,3883,69.15,12.22,62.24,False
ls_shisu_juni,LS指数順位,numeric,6,3923,71.09,14.96,59.13,False
kishu_minarai_code,騎手見習,code,3,467,67.07,7.04,59.1,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,6,975,60.82,17.46,46.85,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,3,348,47.01,1.54,45.27,False
