factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,981,76.65,10.93,69.08,False
uma_deokure_bin,馬出遅率ビン,code,5,1616,73.1,5.97,67.88,False
omo_tekisei_code,重適性,code,3,1616,72.68,4.39,67.71,False
ten_shisu_juni,テン指数順位,numeric,11,1267,74.99,12.69,67.49,False
gekiso_juni,激走順位,numeric,12,1385,73.54,12.43,66.5,False
bataiju_zogen,馬体重増減,numeric,6,1094,72.62,7.81,66.38,False
rotation_bin,ローテーションビン,code,5,1479,72.32,6.89,66.28,False
manken_shisu_decile,万券指数10分位,code,9,1545,71.13,9.07,65.21,False
chokyo_shisu_decile,調教指数10分位,code,9,1572,69.68,8.53,64.11,False
pace_shisu_juni,ペース指数順位,numeric,10,1188,68.73,8.07,63.73,False
kyori_tekisei,距離適性,code,3,1553,73.81,9.04,63.58,False
kyusha_shisu_decile,厩舎指数10分位,code,8,1453,71.35,11.23,63.56,False
joho_shisu_decile,情報指数10分位,code,6,1617,70.7,9.43,63.16,False
sogo_shisu_decile,総合指数10分位,code,5,1559,68.99,6.89,62.95,False
tenkai_kigo_code,展開記号,code,5,1617,71.59,10.12,62.72,False
ls_shisu_juni,LS指数順位,numeric,7,1583,71.36,12.35,62.21,False
uma_start_shisu_decile,馬スタート指数10分位,code,7,1558,68.99,9.61,61.87,False
ichi_shisu_juni,位置指数順位,numeric,10,1178,74.68,20.87,61.75,False
hizume_code,蹄コード,code,7,1383,67.75,8.15,61.71,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,11,1358,71.19,16.27,61.58,False
kishu_shisu_decile,騎手指数10分位,code,8,1471,69.99,14.34,60.05,False
agari_shisu_juni,上がり指数順位,numeric,11,1285,69.84,16.66,59.99,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,8,1519,69.13,13.32,59.91,False
ninki_shisu_decile,人気指数10分位,code,8,1521,68.96,13.2,59.81,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,1516,68.75,13.3,59.53,False
kyakushitsu,脚質,code,4,1617,68.16,11.78,56.62,False
idm_decile,IDM指数10分位,code,4,1498,69.07,13.08,56.26,False
