segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_10_ダ_短距離,uma_start_shisu+kyakushitsu,uma_start_shisu,kyakushitsu,3,942,82.05,2.44,79.29,False
COURSE_27_10_ダ_短距離,uma_deokure_ritsu+pace_shisu_juni,uma_deokure_ritsu,pace_shisu_juni,3,372,82.53,2.97,79.17,False
COURSE_27_10_ダ_短距離,ten_shisu_juni+kyakushitsu,ten_shisu_juni,kyakushitsu,8,984,82.51,6.08,78.29,False
COURSE_27_10_ダ_短距離,uma_start_shisu+tenkai_kigo_code,uma_start_shisu,tenkai_kigo_code,3,818,81.79,3.49,77.84,False
COURSE_27_10_ダ_短距離,rotation+kyakushitsu,rotation,kyakushitsu,5,649,80.2,3.89,76.78,False
COURSE_27_10_ダ_短距離,joken_class_code+ten_shisu_juni,joken_class_code,ten_shisu_juni,13,1428,83.86,13.18,76.69,False
COURSE_27_10_ダ_短距離,omo_tekisei_code+rotation,omo_tekisei_code,rotation,5,725,80.29,4.69,76.17,False
COURSE_27_10_ダ_短距離,omo_tekisei_code+uma_start_shisu,omo_tekisei_code,uma_start_shisu,3,970,80.17,3.69,76.0,False
COURSE_27_10_ダ_短距離,rotation+kyori_tekisei,rotation,kyori_tekisei,8,1345,82.83,10.54,75.53,False
COURSE_27_10_ダ_短距離,omo_tekisei_code+kijun_ninkijun_tansho,omo_tekisei_code,kijun_ninkijun_tansho,4,415,81.85,6.95,75.04,False
COURSE_27_10_ダ_短距離,tenkai_kigo_code+ten_shisu_juni,tenkai_kigo_code,ten_shisu_juni,9,1050,81.85,11.94,74.05,False
COURSE_27_10_ダ_短距離,omo_tekisei_code+kyakushitsu,omo_tekisei_code,kyakushitsu,9,2590,76.31,3.76,73.85,False
COURSE_27_10_ダ_短距離,kyori_tekisei+agari_shisu_juni,kyori_tekisei,agari_shisu_juni,11,1841,78.39,8.59,73.32,False
COURSE_27_10_ダ_短距離,kishu_minarai_code+kyori_tekisei,kishu_minarai_code,kyori_tekisei,3,596,80.66,6.52,73.29,False
COURSE_27_10_ダ_短距離,pace_shisu_juni+kyakushitsu,pace_shisu_juni,kyakushitsu,9,1095,78.55,8.81,72.8,False
COURSE_27_10_ダ_短距離,uma_deokure_ritsu+umakigo_code,uma_deokure_ritsu,umakigo_code,5,1384,81.47,10.03,72.67,False
COURSE_27_10_ダ_短距離,uma_deokure_ritsu+ichi_shisu_juni,uma_deokure_ritsu,ichi_shisu_juni,5,636,77.16,5.47,72.37,False
