factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
ten_shisu_juni,テン指数順位,numeric,12,2239,76.77,5.09,73.89,False
kyori_tekisei,距離適性,code,4,2290,77.36,3.75,73.68,False
omo_tekisei_code,重適性,code,3,2348,76.13,2.22,73.61,False
kyori_kubun,距離区分,code,3,2352,75.39,1.71,73.46,False
pace_shisu_juni,ペース指数順位,numeric,12,2241,76.66,6.5,72.98,False
bataiju_zogen,馬体重増減,numeric,8,1844,76.86,5.65,72.94,False
manken_shirushi,万券印,code,8,1597,78.6,8.72,72.56,False
ichi_shisu_juni,位置指数順位,numeric,12,2250,77.23,8.93,72.18,False
class_code,クラスコード,code,3,2286,78.71,6.08,71.83,False
manken_shisu_decile,万券指数10分位,code,9,2313,76.64,7.72,71.6,False
kyakushitsu,脚質,code,4,2352,77.25,6.77,70.62,False
rotation_bin,ローテーションビン,code,7,2303,78.4,10.51,70.61,False
hizume_code,蹄コード,code,8,2164,75.21,6.97,70.38,False
ls_shisu_juni,LS指数順位,numeric,5,2218,78.25,9.05,70.32,False
joho_shisu_decile,情報指数10分位,code,6,2352,76.52,8.89,69.4,False
gekiso_juni,激走順位,numeric,12,2249,76.56,12.72,69.37,False
uma_deokure_bin,馬出遅率ビン,code,5,2350,75.4,7.37,68.94,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,2342,75.78,10.3,68.65,False
agari_shisu_juni,上がり指数順位,numeric,12,2244,74.58,12.59,67.46,False
tenkai_kigo_code,展開記号,code,5,2352,77.76,14.46,65.09,False
kishu_minarai_code,騎手見習,code,4,2322,76.29,11.94,64.6,False
kyusha_shisu_decile,厩舎指数10分位,code,10,2352,71.71,12.4,64.03,False
ninki_shisu_decile,人気指数10分位,code,8,2252,72.85,14.84,62.57,False
kishu_shisu_decile,騎手指数10分位,code,8,2249,71.06,13.8,61.49,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,11,2224,73.5,20.7,61.27,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,2300,70.35,13.52,60.98,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,8,2315,69.58,14.11,59.8,False
idm_decile,IDM指数10分位,code,6,2311,72.97,16.46,59.8,False
chokyo_shisu_decile,調教指数10分位,code,8,2193,69.5,14.47,59.47,False
sogo_shisu_decile,総合指数10分位,code,6,2244,69.99,18.12,55.48,False
