factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_kubun,距離区分,code,4,1019,73.0,1.82,71.21,False
tenkai_kigo_code,展開記号,code,3,870,72.75,2.58,69.84,False
manken_shisu_decile,万券指数10分位,code,6,754,72.21,5.31,67.97,False
uma_deokure_bin,馬出遅率ビン,code,5,1018,74.69,8.34,67.38,False
bataiju_zogen,馬体重増減,numeric,5,615,77.39,12.53,66.41,False
kyori_tekisei,距離適性,code,3,955,73.38,6.23,66.33,False
kyakushitsu,脚質,code,4,1019,71.54,5.57,66.09,False
uma_start_shisu_decile,馬スタート指数10分位,code,4,714,74.89,11.09,64.02,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,5,678,74.46,15.76,60.64,False
hizume_code,蹄コード,code,4,728,73.9,14.73,59.47,False
chokyo_shisu_decile,調教指数10分位,code,7,802,69.38,14.18,58.87,False
joho_shisu_decile,情報指数10分位,code,4,826,72.32,14.83,57.78,False
ninki_shisu_decile,人気指数10分位,code,6,757,67.54,13.25,56.94,False
kishu_shisu_decile,騎手指数10分位,code,7,831,68.24,18.81,54.3,False
sogo_shisu_decile,総合指数10分位,code,3,956,67.89,13.03,53.15,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,6,733,64.31,18.73,49.32,False
kyusha_shisu_decile,厩舎指数10分位,code,4,512,69.28,21.91,47.8,False
