segment,factors,base_3combo,combo_clb,oot_clb,oot_n_bins,oot_n_bets,oot_roi_2023,oot_roi_2024,oot_roi_2025,oot_min_yearly_roi,f1_pass,f1_reason,has_shirushi,best_shirushi_clb,optimal_odds_t,optimal_rank_t,f2_pass,f2_reason,n_subsets_evaluated,max_subset_clb,cross_gain,f3_pass,f3_reason,all_pass
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+kyi_kyusha_rank+prev1_kyakushitsu,goal_sa+kyi_kyusha_rank+prev1_kyakushitsu,84.43,90.03,4,6414,75.55,74.62,75.04,74.62,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.44,3.99,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+shirushi_code_3,goal_sa+kyori_tekisei+shirushi_code_3,84.41,77.17,9,7800,77.87,77.43,78.5,77.43,True,pass,True,81.45,10.0,3.0,True,pass,14,84.02,0.39,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+ichi_shisu_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho,goal_juni+ichi_shisu_juni+kijun_ninkijun_tansho,84.32,85.15,4,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,83.8,0.52,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+pace_yoso+prev1_corner4_bin,goal_juni+goal_sa+prev1_corner4_bin,84.31,80.11,9,7800,74.18,74.22,74.34,74.18,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.85,1.46,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+ls_shisu_juni,goal_juni+goal_sa+kyori_tekisei,84.31,79.22,11,7800,74.17,73.65,75.72,73.65,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.61,3.7,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+pace_yoso+prev1_corner4_bin+yoso_juni,goal_juni+prev1_corner4_bin+yoso_juni,84.22,78.72,5,6282,76.23,73.75,75.26,73.75,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.4,3.82,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_juni+goal_sa+kyori,bac_shubetsu+goal_sa+kyori,84.15,81.83,6,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.33,1.82,True,pass,True
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_juni+goal_sa+manken_shirushi,chokyoshi_rank+goal_sa+manken_shirushi,84.13,85.95,6,6414,74.97,77.61,76.86,74.97,True,pass,False,,,,True,no_shirushi_auto_pass,14,83.54,0.59,True,pass,True
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_juni+goal_sa+prev2_chakujun,chokyoshi_rank+goal_sa+prev2_chakujun,84.11,78.75,4,6414,74.35,75.34,75.9,74.35,True,pass,False,,,,True,no_shirushi_auto_pass,14,83.81,0.3,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+pace_yoso,goal_juni+goal_sa+kyori_tekisei,84.06,80.18,10,7800,74.17,73.65,75.72,73.65,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.61,3.45,True,pass,True
KEIBAJO_SURFACE_08_芝,futan_juryo+goal_juni+goal_sa+prev1_kyakushitsu,futan_juryo+goal_sa+prev1_kyakushitsu,84.05,79.78,7,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.45,2.6,True,pass,True
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+goal_sa+hobokusaki_rank,gekiso_juni+goal_juni+goal_sa,83.98,82.19,7,6414,74.98,74.68,74.47,74.47,True,pass,False,,,,True,no_shirushi_auto_pass,14,83.83,0.15,True,pass,True
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_sa+prev1_keibajo+shirushi_code_3,goal_sa+prev1_keibajo+shirushi_code_3,83.94,82.32,5,7800,78.68,78.54,77.37,77.37,True,pass,True,78.94,8.0,5.0,True,pass,14,83.72,0.22,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+shutoku_shokin_ruikei,goal_juni+goal_sa+kyi_kyusha_rank,83.92,82.98,7,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.08,2.84,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+shirushi_code_2+shirushi_code_3,goal_juni+goal_sa+shirushi_code_2,83.9,78.87,5,7800,79.02,79.32,80.27,79.02,True,pass,True,95.23,10.0,3.0,True,pass,14,82.76,1.14,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyori+kyori_tekisei,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,83.77,85.01,7,6282,75.75,73.86,77.19,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.9,2.87,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+prev1_chakujun+tenkai_kigo_code,goal_juni+goal_sa+prev1_chakujun,83.73,81.28,5,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.11,2.62,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo+tenkai_kigo_code,goal_juni+goal_sa+prev1_keibajo,83.73,81.58,9,7800,74.18,74.22,74.34,74.18,True,pass,False,,,,True,no_shirushi_auto_pass,14,83.69,0.04,True,pass,True
KEIBAJO_SURFACE_10_芝,bac_jouken+goal_sa+joken_class_code+yoso_juni,goal_sa+joken_class_code+yoso_juni,83.67,80.35,4,4996,73.15,73.95,73.6,73.15,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.49,1.18,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kohan_3f_juni,goal_juni+kijun_ninkijun_tansho+kohan_3f_juni,83.61,83.69,4,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.65,0.96,True,pass,True
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+kyori_tekisei+tenkai_kigo_code,agari_shisu_juni+goal_sa+kyori_tekisei,83.59,77.8,7,7800,74.17,73.65,75.72,73.65,True,pass,False,,,,True,no_shirushi_auto_pass,14,83.29,0.3,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+tenkai_kigo_code,goal_juni+goal_sa+kyi_kyusha_rank,83.59,77.53,10,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.08,2.51,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+hobokusaki_rank,bac_jouken+goal_juni+goal_sa,83.57,81.81,7,6414,74.98,74.68,74.47,74.47,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.64,0.93,True,pass,True
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+kyori_tekisei+pace_yoso,agari_shisu_juni+goal_sa+kyori_tekisei,83.42,86.72,5,7800,74.17,73.65,75.72,73.65,True,pass,False,,,,True,no_shirushi_auto_pass,14,83.29,0.13,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kijun_odds_fukusho+yoso_juni,kijun_ninkijun_fukusho+kijun_odds_fukusho+yoso_juni,83.4,86.9,6,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.95,0.45,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+prev1_bataiju_bin,goal_sa+kijun_ninkijun_tansho+prev1_bataiju_bin,83.38,75.58,6,6647,74.34,75.78,73.45,73.45,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.05,3.33,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+hobokusaki_rank+ten_shisu_juni,goal_sa+hobokusaki_rank+ten_shisu_juni,83.35,77.92,6,6414,74.98,74.68,74.47,74.47,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.21,1.14,True,pass,True
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_juni+goal_sa+prev1_corner4_bin,goal_juni+goal_sa+prev1_corner4_bin,83.35,77.82,10,7800,74.18,74.22,74.34,74.18,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.85,0.5,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kohan_3f_juni+shirushi_code_4,goal_juni+kijun_ninkijun_fukusho+kohan_3f_juni,83.32,81.98,3,6282,80.03,78.18,78.51,78.18,True,pass,True,83.7,5.0,3.0,True,pass,14,82.3,1.02,True,pass,True
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho+pace_yoso,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho,83.3,78.91,9,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.22,1.08,True,pass,True
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+babajotai_heavy+prev1_bataiju_bin+uma_tokki_1,babajotai_code_dirt+prev1_bataiju_bin+uma_tokki_1,83.29,79.73,3,2167,76.05,75.34,75.86,75.34,True,pass,False,,,,True,no_shirushi_auto_pass,14,83.29,0.0,True,pass,True
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho,bac_shubetsu+goal_juni+kijun_ninkijun_tansho,83.26,78.33,24,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.98,0.28,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+prev1_kyakushitsu,goal_juni+goal_sa+kyi_kyusha_rank,83.22,75.42,6,6414,75.55,74.62,75.04,74.62,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.08,2.14,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+prev1_kyakushitsu,bac_jouken+goal_juni+goal_sa,83.2,77.57,6,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.64,0.56,True,pass,True
KEIBAJO_SURFACE_03_ダ,class_code+goal_juni+goal_sa+joken_class_code,class_code+goal_juni+goal_sa,83.14,82.29,3,3276,74.13,74.3,72.43,72.43,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.9,0.24,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+moshoku_code,goal_juni+goal_sa+kyori_tekisei,83.12,78.78,9,7800,74.17,73.65,75.72,73.65,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.61,2.51,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+hizume_code+kijun_ninkijun_fukusho+kijun_ninkijun_tansho,goal_sa+hizume_code+kijun_ninkijun_fukusho,83.09,76.89,5,6647,74.24,75.78,73.34,73.34,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.34,2.75,True,pass,True
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_juni+omo_tekisei_code+tenkai_kigo_code,agari_shisu_juni+goal_juni+omo_tekisei_code,83.07,78.24,15,7800,74.03,74.46,74.42,74.03,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.89,0.18,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyori_tekisei+prev2_chakujun,goal_juni+kyori_tekisei+prev2_chakujun,83.01,86.25,4,6414,74.32,75.26,75.89,74.32,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.13,0.88,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kyori+pace_yoso+yoso_juni,goal_juni+kyori+yoso_juni,82.94,87.99,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.91,1.03,True,pass,True
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+babajotai_heavy+goal_sa+kyakushitsu,babajotai_heavy+goal_sa+kyakushitsu,82.93,78.0,3,2167,75.19,75.9,75.5,75.19,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.93,0.0,True,pass,True
KEIBAJO_SURFACE_03_ダ,bac_jouken+class_code+goal_juni+goal_sa,class_code+goal_juni+goal_sa,82.92,82.29,3,3276,74.13,74.3,72.43,72.43,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.9,0.02,True,pass,True
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_juni+goal_sa+prev1_bataiju_bin,goal_juni+goal_sa+prev1_bataiju_bin,82.9,77.71,8,7800,74.23,74.23,74.37,74.23,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.47,1.43,True,pass,True
KEIBAJO_SURFACE_10_芝,bac_jouken+prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,82.78,83.45,2,4996,72.85,74.61,73.56,72.85,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.99,1.79,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+shutoku_shokin_ruikei,bac_jouken+goal_juni+goal_sa,82.72,76.94,9,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.64,0.08,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei+pace_yoso,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,82.7,81.26,8,6282,75.75,73.86,77.19,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.9,1.8,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+pace_yoso+shirushi_code_2,goal_juni+goal_sa+shirushi_code_2,82.69,81.38,6,7800,77.8,79.05,80.3,77.8,True,pass,True,78.37,5.0,3.0,True,pass,14,81.39,1.3,True,pass,True
KEIBAJO_SURFACE_03_芝,goal_juni+goal_sa+shirushi_code_1+shutoku_shokin_ruikei,goal_juni+goal_sa+shirushi_code_1,82.64,76.74,3,4400,76.61,76.9,75.62,75.62,True,pass,True,95.83,5.0,5.0,True,pass,14,82.27,0.37,True,pass,True
KEIBAJO_SURFACE_10_ダ,bac_shubetsu+barei+kishu_minarai_code+prev1_bataiju_bin,bac_shubetsu+kishu_minarai_code+prev1_bataiju_bin,82.58,86.9,4,2912,80.83,87.91,69.71,69.71,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.58,0.0,True,pass,True
KEIBAJO_SURFACE_08_芝,futan_juryo+goal_sa+hobokusaki_rank+prev1_kyakushitsu,futan_juryo+goal_sa+prev1_kyakushitsu,82.56,84.95,6,6414,75.89,74.54,75.1,74.54,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.45,1.11,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+shirushi_code_2+tenkai_kigo_code,goal_juni+goal_sa+shirushi_code_2,82.43,81.4,8,7800,77.8,79.05,80.3,77.8,True,pass,True,93.12,10.0,3.0,True,pass,14,82.16,0.27,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+kyori_tekisei,goal_juni+goal_sa+kyi_kyusha_rank,81.96,79.49,9,6414,74.88,74.57,74.68,74.57,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.08,0.88,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_odds_fukusho+ls_shisu_juni+prev1_corner4_bin,kijun_odds_fukusho+ls_shisu_juni+prev1_corner4_bin,81.87,86.2,2,6282,76.23,73.75,75.26,73.75,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.94,0.93,True,pass,True
KEIBAJO_SURFACE_10_芝,bac_shubetsu+barei+rotation+yoso_juni,bac_shubetsu+rotation+yoso_juni,81.6,94.92,3,4996,72.85,74.61,73.56,72.85,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.6,0.0,True,pass,True
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kijun_odds_fukusho,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho,81.59,76.79,17,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.33,1.26,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+prev1_bataiju_bin,goal_juni+goal_sa+prev1_bataiju_bin,81.54,75.08,10,7800,74.23,74.23,77.12,74.23,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.47,0.07,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kyori_tekisei,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,81.39,81.76,21,6282,75.75,73.86,77.19,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.9,0.49,True,pass,True
KEIBAJO_SURFACE_02_芝,bac_juryo_shubetsu_code+dochu_juni+ichi_shisu_juni+kohan_3f_juni,dochu_juni+ichi_shisu_juni+kohan_3f_juni,81.38,86.46,3,2257,74.39,73.3,75.26,73.3,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.41,0.97,True,pass,True
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_juni+goal_sa+yoso_juni,chokyoshi_rank+goal_sa+yoso_juni,81.32,85.67,5,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.11,0.21,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kohan_3f_juni+yoso_juni,kijun_ninkijun_fukusho+kohan_3f_juni+yoso_juni,81.19,81.97,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.74,0.45,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kijun_odds_fukusho+ls_shisu_juni+prev1_corner4_bin,kijun_odds_fukusho+ls_shisu_juni+prev1_corner4_bin,81.08,86.2,2,6282,76.23,73.75,75.26,73.75,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.94,0.14,True,pass,True
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+prev1_keibajo+tenkai_kigo_code,agari_shisu_juni+goal_sa+prev1_keibajo,81.02,78.62,6,7800,74.18,74.22,74.34,74.18,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.02,0.0,True,pass,True
KEIBAJO_SURFACE_10_芝,joken_class_code+prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,80.99,82.71,2,4996,72.85,74.61,73.56,72.85,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.99,0.0,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+omo_tekisei_code,goal_juni+goal_sa+kyori_tekisei,80.96,76.89,8,7800,74.03,74.46,77.12,74.03,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.61,0.35,True,pass,True
KEIBAJO_SURFACE_03_ダ,joken_class_code+shirushi_code_1+shirushi_code_5+shutoku_shokin_ruikei,shirushi_code_1+shirushi_code_5+shutoku_shokin_ruikei,80.71,80.32,5,3276,75.08,75.35,73.16,73.16,True,pass,True,83.87,10.0,7.0,True,pass,14,80.71,0.0,True,pass,True
KEIBAJO_SURFACE_07_ダ,dochu_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+yoso_juni,dochu_juni+kijun_ninkijun_fukusho+yoso_juni,80.64,85.68,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.45,0.19,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+futan_juryo+kyori_tekisei+ten_shisu_juni,dochu_sa+futan_juryo+ten_shisu_juni,80.58,76.47,8,6414,74.86,74.51,74.68,74.51,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.32,0.26,True,pass,True
KEIBAJO_SURFACE_03_芝,goal_juni+joken_class_code+shutoku_shokin_ruikei+taikei_dou,goal_juni+shutoku_shokin_ruikei+taikei_dou,80.38,76.04,18,4400,73.92,71.74,72.92,71.74,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.38,0.0,True,pass,True
KEIBAJO_SURFACE_01_ダ,bac_jouken+futan_juryo+goal_juni+shutoku_shokin_ruikei,bac_jouken+futan_juryo+goal_juni,80.23,86.01,2,2167,75.19,75.9,75.45,75.19,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.23,0.0,True,pass,True
KEIBAJO_SURFACE_01_ダ,bac_jouken+futan_juryo+goal_juni+joken_class_code,bac_jouken+futan_juryo+goal_juni,80.23,86.01,2,2167,75.19,75.9,75.45,75.19,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.23,0.0,True,pass,True
KEIBAJO_SURFACE_01_芝,ichi_shisu+kakutoku_shokin_ruikei+kohan_3f_sa+yuso_kubun,ichi_shisu+kohan_3f_sa+yuso_kubun,80.2,75.07,3,3102,73.32,74.98,75.09,73.32,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.2,0.0,True,pass,True
KEIBAJO_SURFACE_01_芝,bac_juryo_shubetsu_code+ichi_shisu+kohan_3f_sa+yuso_kubun,ichi_shisu+kohan_3f_sa+yuso_kubun,80.2,75.07,3,3102,73.32,74.98,75.09,73.32,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.2,0.0,True,pass,True
