segment,factors,base_3combo,n_valid_bins,n_valid_bets,mean_corrected_roi,std_bin_roi,clb,pass,skip
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho+pace_yoso,goal_juni+kijun_odds_fukusho+pace_yoso,4,535,89.7,3.46,86.31,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_juni+goal_sa+hizume_code,goal_juni+goal_sa+hizume_code,3,345,91.0,4.16,86.3,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+kyori_tekisei+manken_shirushi+tenkai_kigo_code,agari_shisu_juni+kyori_tekisei+manken_shirushi,5,685,90.57,4.91,86.27,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyi_kyusha_rank+shirushi_code_3+shirushi_code_5,goal_sa+kyi_kyusha_rank+shirushi_code_5,4,520,91.94,5.8,86.25,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo+sanchimei,goal_sa+prev1_keibajo+sanchimei,6,681,90.23,5.03,86.2,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+pace_yoso+shirushi_code_2+yy_int,goal_sa+shirushi_code_2+yy_int,4,432,97.79,11.86,86.16,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+shirushi_code_2+shirushi_code_3,goal_sa+kyori_tekisei+shirushi_code_3,5,844,89.09,3.34,86.16,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_6,goal_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho,3,571,90.67,4.01,86.14,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+hobokusaki_rank+wakuban,chokyoshi_rank+goal_sa+wakuban,7,819,88.42,3.09,86.13,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+sanchimei+shirushi_code_1,goal_juni+goal_sa+sanchimei,5,899,89.24,3.55,86.12,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kyori_tekisei+pace_yoso+yoso_juni,goal_juni+kyori_tekisei+yoso_juni,5,635,91.3,5.95,86.09,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+joa_ls_shisu+kijun_ninkijun_fukusho+kijun_odds_fukusho,goal_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho,3,339,87.89,1.61,86.07,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+goal_juni+goal_sa+tenkai_kigo_code,dochu_sa+goal_sa+tenkai_kigo_code,4,474,89.78,3.82,86.04,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_tansho+shirushi_code_6,bac_shubetsu+goal_juni+kijun_ninkijun_tansho,3,601,90.98,4.39,86.02,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+manken_shirushi+shirushi_code_4,goal_juni+kijun_ninkijun_tansho+manken_shirushi,3,391,92.72,5.94,86.0,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho+shirushi_code_6,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho,3,602,90.81,4.3,85.95,True,False
KEIBAJO_SURFACE_10_芝,barei+goal_juni+goal_sa+yoso_juni,barei+goal_juni+yoso_juni,3,417,86.51,0.51,85.93,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+kyori+shutoku_shokin_ruikei,bac_shubetsu+goal_sa+kyori,3,324,94.94,7.98,85.91,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_corner4_bin+prev1_kyakushitsu,goal_juni+goal_sa+prev1_kyakushitsu,6,1756,90.22,5.42,85.89,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei+shirushi_code_6,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,5,837,91.04,5.89,85.89,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_6,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho,3,573,90.57,4.14,85.88,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kijun_odds_fukusho,goal_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho,6,1037,88.52,3.3,85.88,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_tansho+ls_shisu_juni,bac_shubetsu+goal_juni+kijun_ninkijun_tansho,3,469,91.35,4.87,85.84,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+shirushi_code_4,goal_juni+goal_sa+kyori_tekisei,6,1281,88.55,3.42,85.82,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+manken_shirushi,goal_juni+kijun_ninkijun_fukusho+manken_shirushi,3,402,92.89,6.28,85.78,True,False
KEIBAJO_SURFACE_06_芝,chokyo_yajirushi_code+goal_sa+pace_yoso+yoso_juni,goal_sa+pace_yoso+yoso_juni,3,371,87.56,1.57,85.77,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+yoso_juni,goal_juni+kijun_ninkijun_fukusho+yoso_juni,4,971,89.33,3.65,85.75,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+hizume_code+omo_tekisei_code+ten_shisu_juni,dochu_sa+hizume_code+ten_shisu_juni,3,429,89.39,3.26,85.71,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei+shirushi_code_2,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,3,589,91.28,4.95,85.69,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+ls_shisu_juni+shirushi_code_2,goal_juni+goal_sa+shirushi_code_2,5,1035,88.37,3.06,85.69,True,False
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_juni+goal_sa+manken_shirushi,goal_juni+goal_sa+manken_shirushi,6,822,90.74,6.35,85.66,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+manken_shirushi+omo_tekisei_code+tenkai_kigo_code,agari_shisu_juni+manken_shirushi+omo_tekisei_code,5,669,89.77,4.7,85.65,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+umaban_clean+wakuban,goal_juni+goal_sa+wakuban,4,510,88.49,2.92,85.62,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+shirushi_code_1+shirushi_code_3,goal_sa+kyori_tekisei+shirushi_code_3,5,965,89.07,3.94,85.62,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+joa_ls_shisu+kijun_ninkijun_tansho,bac_shubetsu+goal_juni+kijun_ninkijun_tansho,4,497,91.0,5.48,85.62,True,False
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_juni+goal_sa+taikei_tomo,goal_juni+goal_sa+taikei_tomo,4,525,92.62,7.17,85.59,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+shirushi_code_5,goal_juni+goal_sa+kyori_tekisei,7,1150,88.57,4.06,85.56,True,False
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+yoso_juni,ichi_shisu_juni+kijun_ninkijun_tansho+yoso_juni,3,431,87.47,1.74,85.51,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_kyakushitsu+shirushi_code_4,goal_juni+goal_sa+prev1_kyakushitsu,5,1143,89.0,4.0,85.49,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank+shirushi_code_1,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,4,609,88.91,3.53,85.45,True,False
KEIBAJO_SURFACE_01_ダ,barei+goal_juni+goal_sa+omo_tekisei_code,goal_juni+goal_sa+omo_tekisei_code,3,440,88.89,3.04,85.45,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+tenkai_kigo_code,bac_jouken+goal_juni+goal_sa,5,655,89.99,5.23,85.41,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_tansho+prev1_bataiju_bin+shirushi_code_4,goal_sa+kijun_ninkijun_tansho+prev1_bataiju_bin,4,609,90.57,5.3,85.38,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_bataiju_bin+shirushi_code_1,goal_juni+goal_sa+prev1_bataiju_bin,4,862,88.68,3.36,85.38,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+prev1_keibajo,goal_juni+goal_sa+prev1_keibajo,7,1307,87.9,3.41,85.38,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+shirushi_code_3+shirushi_code_4,goal_sa+kyori_tekisei+shirushi_code_3,5,896,88.64,3.75,85.35,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+shirushi_code_2+shirushi_code_3,goal_sa+prev1_keibajo+shirushi_code_3,3,579,92.51,6.35,85.32,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+pace_yoso+shirushi_code_1,goal_juni+kijun_odds_fukusho+pace_yoso,3,401,88.4,2.73,85.31,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei+ls_shisu_juni,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,3,475,93.69,7.4,85.31,True,False
KEIBAJO_SURFACE_10_芝,goal_sa+joken_class_code+manken_shirushi+shutoku_shokin_ruikei,goal_sa+joken_class_code+manken_shirushi,4,468,87.29,2.03,85.3,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank+shirushi_code_1,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,4,603,88.68,3.5,85.25,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo+shirushi_code_1,goal_juni+goal_sa+prev1_keibajo,5,1138,88.5,3.75,85.21,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank+shirushi_code_6,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,4,549,89.67,4.56,85.2,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+goal_sa+shirushi_code_5,gekiso_juni+goal_juni+goal_sa,3,453,89.9,4.15,85.2,True,False
KEIBAJO_SURFACE_10_芝,goal_juni+goal_sa+manken_shirushi+tenko_code,goal_sa+manken_shirushi+tenko_code,5,586,87.25,2.36,85.18,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+shirushi_code_2,goal_juni+goal_sa+kyi_kyusha_rank,5,762,90.89,6.54,85.16,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyi_kyusha_rank+kyori_tekisei,goal_juni+goal_sa+kyori_tekisei,7,1028,88.43,4.42,85.16,True,False
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+kijun_ninkijun_tansho+shirushi_code_4+yoso_juni,ichi_shisu_juni+kijun_ninkijun_tansho+yoso_juni,3,416,87.76,2.31,85.15,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_1+yoso_juni,kijun_ninkijun_fukusho+kijun_odds_fukusho+yoso_juni,3,533,90.73,4.94,85.14,True,False
KEIBAJO_SURFACE_10_芝,bac_shubetsu+barei+goal_juni+rotation,bac_shubetsu+goal_juni+rotation,3,344,95.25,8.94,85.13,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo+taikei_tomo,goal_juni+goal_sa+prev1_keibajo,3,324,90.58,4.82,85.12,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+sanchimei+shirushi_code_1+shirushi_code_3,goal_sa+sanchimei+shirushi_code_3,5,657,87.52,2.77,85.1,True,False
KEIBAJO_SURFACE_03_ダ,bac_jouken+prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,3,345,86.14,0.94,85.08,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+pace_yoso+shirushi_code_4,goal_juni+kijun_odds_fukusho+pace_yoso,4,535,89.16,4.16,85.08,True,False
KEIBAJO_SURFACE_03_ダ,joken_class_code+prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,3,346,86.5,1.26,85.07,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+shirushi_code_1,goal_juni+goal_sa+kyi_kyusha_rank,5,809,90.64,6.36,85.06,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+moshoku_code,goal_juni+goal_sa+kyi_kyusha_rank,5,839,88.75,4.21,85.06,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+sanchimei+shirushi_code_2,goal_juni+goal_sa+sanchimei,5,858,89.22,4.78,85.04,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+hobokusaki_rank+umaban_clean,goal_sa+hobokusaki_rank+umaban_clean,4,435,89.6,4.68,85.02,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+sanchimei,goal_sa+kyori_tekisei+sanchimei,7,829,88.34,4.5,85.01,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+joa_ls_shisu+kijun_ninkijun_fukusho,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho,4,482,91.38,6.52,84.99,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+prev1_corner4_bin+shirushi_code_2+yoso_juni,goal_juni+prev1_corner4_bin+yoso_juni,3,492,88.87,3.45,84.97,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei+shirushi_code_1,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,4,818,90.71,5.86,84.97,True,False
KEIBAJO_SURFACE_03_ダ,class_code+goal_juni+goal_sa+shutoku_shokin_ruikei,class_code+goal_juni+goal_sa,3,551,86.74,1.57,84.96,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+sanchimei+shirushi_code_5,goal_sa+sanchimei+shirushi_code_5,3,348,89.4,3.93,84.95,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_tansho+shirushi_code_3,bac_shubetsu+goal_juni+kijun_ninkijun_tansho,3,587,90.65,5.07,84.91,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+shirushi_code_4,goal_juni+goal_sa+kyi_kyusha_rank,4,679,89.43,4.61,84.91,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+goal_sa+shirushi_code_1,gekiso_juni+goal_juni+goal_sa,3,565,87.78,2.56,84.89,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+babajotai_heavy+goal_sa+kyori_tekisei,babajotai_heavy+goal_sa+kyori_tekisei,3,421,96.19,10.0,84.88,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_tansho+shirushi_code_4+wakuban,goal_sa+kijun_ninkijun_tansho+wakuban,7,790,89.74,6.57,84.87,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+joa_ls_shisu+kijun_ninkijun_tansho+kijun_odds_fukusho,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho,3,346,87.09,1.96,84.87,True,False
KEIBAJO_SURFACE_07_ダ,dochu_sa+goal_juni+kohan_3f_juni+moshoku_code,dochu_sa+goal_juni+moshoku_code,3,403,88.7,3.39,84.87,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank+shirushi_code_6,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,4,548,89.47,4.7,84.87,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+shirushi_code_2+wakuban,goal_juni+goal_sa+wakuban,8,1106,90.63,8.32,84.86,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_6,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho,3,385,88.32,3.1,84.81,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho+prev1_corner4_bin,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho,3,434,91.62,6.03,84.8,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho+shirushi_code_3,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho,3,582,90.74,5.26,84.79,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+manken_shirushi+shirushi_code_3,goal_juni+goal_sa+manken_shirushi,4,546,90.12,5.45,84.79,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+shirushi_code_3+tenkai_kigo_code,goal_sa+prev1_keibajo+shirushi_code_3,3,315,91.07,5.56,84.78,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyi_kyusha_rank+pace_yoso+shirushi_code_2,goal_sa+kyi_kyusha_rank+shirushi_code_2,4,573,89.46,4.82,84.74,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_6,bac_shubetsu+kijun_ninkijun_tansho+kijun_odds_fukusho,3,378,88.19,3.06,84.72,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyi_kyusha_rank+shirushi_code_5,goal_sa+kyi_kyusha_rank+shirushi_code_5,5,692,90.03,6.1,84.68,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+manken_shirushi+shirushi_code_4,goal_sa+kijun_ninkijun_fukusho+manken_shirushi,3,415,89.03,3.85,84.67,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_1+yoso_juni,kijun_ninkijun_tansho+kijun_odds_fukusho+yoso_juni,3,540,90.5,5.16,84.67,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+sanchimei+shirushi_code_4,goal_juni+goal_sa+sanchimei,5,754,88.5,4.4,84.64,True,False
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_juni+goal_sa+shirushi_code_2,goal_juni+goal_sa+shirushi_code_2,6,1581,87.63,3.76,84.63,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_3,goal_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho,3,544,88.49,3.41,84.63,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kijun_odds_fukusho+prev1_bataiju_bin,kijun_ninkijun_fukusho+kijun_odds_fukusho+prev1_bataiju_bin,4,483,87.76,3.24,84.59,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+goal_sa+prev1_kyakushitsu,gekiso_juni+goal_juni+prev1_kyakushitsu,3,428,86.29,1.52,84.58,True,False
KEIBAJO_SURFACE_03_ダ,bac_jouken+joken_class_code+prev1_chakujun+yoso_juni,joken_class_code+prev1_chakujun+yoso_juni,4,458,87.74,3.29,84.52,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho+prev1_corner4_bin,goal_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho,3,427,91.73,6.38,84.51,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_sa+shirushi_code_5+shutoku_shokin_ruikei,bac_jouken+goal_sa+shirushi_code_5,4,553,91.23,6.85,84.51,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank+shirushi_code_2,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,3,414,87.34,2.51,84.5,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+wakuban,goal_sa+kijun_ninkijun_tansho+wakuban,6,722,89.15,5.82,84.49,True,False
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+kijun_ninkijun_fukusho+shirushi_code_4+yoso_juni,ichi_shisu_juni+kijun_ninkijun_fukusho+yoso_juni,3,411,87.6,2.75,84.48,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+hobokusaki_rank+yoso_juni,goal_sa+hobokusaki_rank+yoso_juni,4,827,88.68,4.29,84.47,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+yoso_juni,gekiso_juni+kijun_ninkijun_tansho+yoso_juni,3,518,89.95,4.85,84.46,True,False
KEIBAJO_SURFACE_10_芝,babajotai_code_shiba+goal_juni+goal_sa+manken_shirushi,babajotai_code_shiba+goal_sa+manken_shirushi,5,672,88.51,4.64,84.44,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+kyi_kyusha_rank+prev1_kyakushitsu,goal_sa+kyi_kyusha_rank+prev1_kyakushitsu,3,443,87.98,3.14,84.43,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+shirushi_code_3,goal_sa+kyori_tekisei+shirushi_code_3,7,1324,87.45,4.1,84.41,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kyi_kyusha_rank,gekiso_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,3,372,87.03,2.33,84.4,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+shirushi_code_1+shirushi_code_2,goal_juni+kijun_odds_fukusho+shirushi_code_1,4,702,88.02,3.69,84.4,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+sanchimei+shirushi_code_3+shirushi_code_4,goal_sa+sanchimei+shirushi_code_3,4,515,87.8,3.53,84.34,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_3,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho,3,551,88.41,3.6,84.34,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+joa_ls_shisu+kijun_odds_fukusho+shirushi_code_4,goal_juni+joa_ls_shisu+kijun_odds_fukusho,3,337,86.6,2.02,84.32,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+ichi_shisu_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho,goal_juni+ichi_shisu_juni+kijun_ninkijun_tansho,4,657,88.5,4.26,84.32,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+pace_yoso+prev1_corner4_bin,goal_juni+goal_sa+prev1_corner4_bin,7,1727,88.04,5.03,84.31,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+ls_shisu_juni,goal_juni+goal_sa+kyori_tekisei,8,1076,88.23,5.65,84.31,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank+shirushi_code_2,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,3,410,87.04,2.41,84.31,True,False
KEIBAJO_SURFACE_10_芝,bac_shubetsu+goal_juni+joken_class_code+rotation,bac_shubetsu+goal_juni+rotation,3,331,95.22,9.69,84.26,True,False
KEIBAJO_SURFACE_10_芝,bac_jouken+bac_shubetsu+goal_juni+rotation,bac_shubetsu+goal_juni+rotation,3,331,95.22,9.69,84.26,True,False
KEIBAJO_SURFACE_10_芝,bac_shubetsu+goal_juni+rotation+shutoku_shokin_ruikei,bac_shubetsu+goal_juni+rotation,3,331,95.22,9.69,84.26,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+pace_yoso+prev1_corner4_bin+yoso_juni,goal_juni+prev1_corner4_bin+yoso_juni,5,670,90.21,6.83,84.22,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+pace_yoso+shirushi_code_6,goal_juni+kijun_odds_fukusho+pace_yoso,3,360,89.78,4.92,84.21,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+manken_shirushi,goal_sa+kijun_ninkijun_fukusho+manken_shirushi,3,432,88.6,3.92,84.17,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_juni+goal_sa+kyori,bac_shubetsu+goal_sa+kyori,4,465,91.73,7.74,84.15,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_juni+goal_sa+manken_shirushi,chokyoshi_rank+goal_sa+manken_shirushi,5,704,86.69,2.92,84.13,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+shirushi_code_3+yoso_juni,goal_sa+shirushi_code_3+yoso_juni,3,529,92.04,7.0,84.11,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_juni+goal_sa+prev2_chakujun,chokyoshi_rank+goal_sa+prev2_chakujun,3,437,89.9,5.12,84.11,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+goal_sa+shirushi_code_3,gekiso_juni+goal_juni+goal_sa,3,519,87.75,3.22,84.11,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_corner4_bin+shirushi_code_1,goal_juni+goal_sa+prev1_corner4_bin,4,1188,89.84,5.85,84.1,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_2+shirushi_code_3+shirushi_code_4,kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,3,565,86.05,1.76,84.06,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+pace_yoso,goal_juni+goal_sa+kyori_tekisei,7,1810,88.44,5.91,84.06,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+shirushi_code_4+wakuban,goal_juni+goal_sa+wakuban,7,894,88.93,6.59,84.05,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+goal_juni+goal_sa+prev1_kyakushitsu,futan_juryo+goal_sa+prev1_kyakushitsu,7,907,85.87,2.46,84.05,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_tansho+shirushi_code_2,bac_shubetsu+goal_juni+kijun_ninkijun_tansho,3,567,89.61,4.92,84.05,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+omo_tekisei_code+prev1_kyakushitsu,goal_juni+goal_sa+prev1_kyakushitsu,7,1514,87.56,4.75,84.04,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho+ls_shisu_juni,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho,3,429,90.68,5.89,84.02,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+goal_sa+hobokusaki_rank,gekiso_juni+goal_juni+goal_sa,4,807,87.4,3.49,83.98,True,False
