segment,factors,base_3combo,n_valid_bins,n_valid_bets,mean_corrected_roi,std_bin_roi,clb,pass,skip
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_2+shirushi_code_4+shirushi_code_6,kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,3,591,87.73,3.33,83.96,True,False
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_sa+kyori_tekisei+shirushi_code_3,goal_sa+kyori_tekisei+shirushi_code_3,5,662,88.01,4.62,83.96,True,False
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_sa+prev1_keibajo+shirushi_code_3,goal_sa+prev1_keibajo+shirushi_code_3,4,540,89.12,5.29,83.94,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+shutoku_shokin_ruikei,goal_juni+goal_sa+kyi_kyusha_rank,4,617,88.3,4.47,83.92,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+shirushi_code_2+shirushi_code_3,goal_juni+goal_sa+shirushi_code_2,5,1273,87.84,4.49,83.9,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho+shirushi_code_2,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho,3,559,89.51,4.96,83.9,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+shirushi_code_5+shirushi_code_6,goal_sa+shirushi_code_5+shirushi_code_6,4,795,87.83,4.02,83.89,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei+shirushi_code_3,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,5,817,88.81,5.65,83.86,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo+shirushi_code_4,goal_juni+goal_sa+prev1_keibajo,5,1047,87.93,4.66,83.85,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_tansho+shirushi_code_4,bac_shubetsu+goal_juni+kijun_ninkijun_tansho,10,1603,87.37,5.72,83.82,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyori+kyori_tekisei,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,6,977,88.25,5.6,83.77,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+shirushi_code_1+wakuban,goal_juni+goal_sa+wakuban,8,1158,90.25,9.35,83.77,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_tansho+manken_shirushi+shirushi_code_4,goal_sa+kijun_ninkijun_tansho+manken_shirushi,3,419,89.06,4.7,83.74,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+prev1_chakujun+tenkai_kigo_code,goal_juni+goal_sa+prev1_chakujun,3,384,86.19,2.18,83.73,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo+tenkai_kigo_code,goal_juni+goal_sa+prev1_keibajo,7,1123,87.51,5.1,83.73,True,False
KEIBAJO_SURFACE_03_芝,bac_juryo_shubetsu_code+bac_shubetsu+goal_sa+shirushi_code_1,bac_shubetsu+goal_sa+shirushi_code_1,3,435,87.51,3.36,83.71,True,False
KEIBAJO_SURFACE_10_芝,bac_jouken+goal_sa+joken_class_code+yoso_juni,goal_sa+joken_class_code+yoso_juni,4,547,88.01,4.43,83.67,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_bataiju_bin+shirushi_code_2,goal_juni+goal_sa+prev1_bataiju_bin,5,920,88.01,4.97,83.66,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+shirushi_code_3,goal_juni+goal_sa+kyi_kyusha_rank,5,745,89.43,6.61,83.64,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+shirushi_code_4+wakuban,goal_sa+kijun_ninkijun_fukusho+wakuban,6,688,89.02,6.76,83.61,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kohan_3f_juni,goal_juni+kijun_ninkijun_tansho+kohan_3f_juni,3,559,88.5,4.33,83.61,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+kyori_tekisei+tenkai_kigo_code,agari_shisu_juni+goal_sa+kyori_tekisei,4,700,89.78,6.31,83.59,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+tenkai_kigo_code,goal_juni+goal_sa+kyi_kyusha_rank,6,731,87.78,5.23,83.59,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+hobokusaki_rank,bac_jouken+goal_juni+goal_sa,6,1141,87.29,4.65,83.57,True,False
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+shirushi_code_1+shirushi_code_2+shirushi_code_6,ichi_shisu_juni+shirushi_code_2+shirushi_code_6,3,471,89.7,5.41,83.57,True,False
KEIBAJO_SURFACE_03_芝,futan_juryo+goal_juni+goal_sa+joken_class_code,futan_juryo+goal_juni+goal_sa,3,465,87.42,3.41,83.56,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+shirushi_code_4+yy_int,goal_sa+shirushi_code_4+yy_int,6,814,88.52,6.19,83.56,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+pace_yoso+prev1_keibajo,goal_juni+goal_sa+prev1_keibajo,5,1287,87.99,5.08,83.54,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+shirushi_code_1+shirushi_code_3,goal_sa+prev1_keibajo+shirushi_code_3,3,658,90.36,6.05,83.52,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+pace_yoso+prev1_keibajo+shirushi_code_3,goal_sa+prev1_keibajo+shirushi_code_3,4,611,86.36,2.92,83.5,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+shirushi_code_1+shirushi_code_2,goal_juni+goal_sa+shirushi_code_2,3,1334,87.96,3.96,83.48,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo+shirushi_code_5,goal_juni+goal_sa+prev1_keibajo,5,850,87.8,4.97,83.44,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+kyori_tekisei+pace_yoso,agari_shisu_juni+goal_sa+kyori_tekisei,3,411,91.92,7.51,83.42,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kijun_odds_fukusho+yoso_juni,kijun_ninkijun_fukusho+kijun_odds_fukusho+yoso_juni,5,870,87.24,4.38,83.4,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+prev1_bataiju_bin,goal_sa+kijun_ninkijun_tansho+prev1_bataiju_bin,5,743,89.97,7.52,83.38,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_2,bac_shubetsu+kijun_ninkijun_tansho+kijun_odds_fukusho,3,331,86.28,2.58,83.36,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+hobokusaki_rank+ten_shisu_juni,goal_sa+hobokusaki_rank+ten_shisu_juni,3,538,89.89,5.78,83.35,True,False
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_juni+goal_sa+prev1_corner4_bin,goal_juni+goal_sa+prev1_corner4_bin,7,1650,88.36,6.77,83.35,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kyi_kyusha_rank,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,5,850,87.42,4.65,83.34,True,False
KEIBAJO_SURFACE_07_ダ,joa_ls_shisu+kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,4,450,91.29,8.13,83.32,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kohan_3f_juni+shirushi_code_4,goal_juni+kijun_ninkijun_fukusho+kohan_3f_juni,3,529,88.29,4.38,83.32,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho+pace_yoso,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho,8,1187,86.28,4.29,83.3,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+babajotai_heavy+prev1_bataiju_bin+uma_tokki_1,babajotai_code_dirt+prev1_bataiju_bin+uma_tokki_1,3,379,85.75,2.17,83.29,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+sanchimei+shirushi_code_2+shirushi_code_3,goal_sa+sanchimei+shirushi_code_3,4,465,87.83,4.65,83.28,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_tansho+shirushi_code_1,bac_shubetsu+goal_juni+kijun_ninkijun_tansho,4,775,88.91,5.74,83.28,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho,bac_shubetsu+goal_juni+kijun_ninkijun_tansho,17,2476,85.61,4.94,83.26,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_tansho+prev1_keibajo+shirushi_code_4+yoso_juni,kijun_ninkijun_tansho+prev1_keibajo+yoso_juni,6,825,86.48,4.03,83.25,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+prev1_kyakushitsu,goal_juni+goal_sa+kyi_kyusha_rank,5,679,87.76,5.18,83.22,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo+shirushi_code_3,goal_sa+prev1_keibajo+shirushi_code_3,5,965,87.45,4.83,83.22,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+prev1_kyakushitsu,bac_jouken+goal_juni+goal_sa,5,748,88.38,5.91,83.2,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+omo_tekisei_code+shirushi_code_3,goal_sa+kyori_tekisei+shirushi_code_3,4,553,87.62,4.55,83.16,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_2,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho,3,332,86.58,3.04,83.14,True,False
KEIBAJO_SURFACE_03_ダ,class_code+goal_juni+goal_sa+joken_class_code,class_code+goal_juni+goal_sa,3,617,86.13,2.64,83.14,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+moshoku_code,goal_juni+goal_sa+kyori_tekisei,7,1352,87.06,5.32,83.12,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo+shirushi_code_2,goal_juni+goal_sa+prev1_keibajo,5,1103,86.49,3.86,83.11,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho+shirushi_code_1,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho,4,766,88.84,5.86,83.1,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+prev1_chakujun+shutoku_shokin_ruikei,goal_juni+prev1_chakujun+shutoku_shokin_ruikei,4,600,87.29,4.29,83.09,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+hizume_code+kijun_ninkijun_fukusho+kijun_ninkijun_tansho,goal_sa+hizume_code+kijun_ninkijun_fukusho,3,427,85.05,1.74,83.09,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_juni+omo_tekisei_code+tenkai_kigo_code,agari_shisu_juni+goal_juni+omo_tekisei_code,8,1096,87.98,7.09,83.07,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+shirushi_code_2,bac_jouken+goal_juni+goal_sa,5,724,87.46,5.02,83.06,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank+prev1_corner4_bin,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,3,348,89.56,5.76,83.04,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyori_tekisei+prev2_chakujun,goal_juni+kyori_tekisei+prev2_chakujun,3,357,93.34,9.13,83.01,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_kyakushitsu+shirushi_code_2,goal_juni+goal_sa+prev1_kyakushitsu,5,1201,90.13,8.14,83.0,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+ls_shisu_juni+prev1_bataiju_bin,goal_juni+goal_sa+prev1_bataiju_bin,3,351,87.78,4.23,83.0,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kyori+pace_yoso+yoso_juni,goal_juni+kyori+yoso_juni,3,384,89.08,5.42,82.94,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+ten_shisu_juni+yoso_juni,kijun_ninkijun_tansho+ten_shisu_juni+yoso_juni,3,361,90.34,6.54,82.94,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+babajotai_heavy+goal_sa+kyakushitsu,babajotai_heavy+goal_sa+kyakushitsu,3,419,89.13,5.48,82.93,True,False
KEIBAJO_SURFACE_03_ダ,bac_jouken+class_code+goal_juni+goal_sa,class_code+goal_juni+goal_sa,3,618,86.05,2.76,82.92,True,False
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_juni+goal_sa+prev1_bataiju_bin,goal_juni+goal_sa+prev1_bataiju_bin,7,1270,85.3,3.24,82.9,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank+shirushi_code_4,gekiso_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,3,346,86.28,2.98,82.9,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+goal_sa+omo_tekisei_code,gekiso_juni+goal_juni+goal_sa,3,542,86.93,3.63,82.83,True,False
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_juni+goal_sa+prev1_kyakushitsu,goal_juni+goal_sa+prev1_kyakushitsu,7,1596,87.63,6.5,82.82,True,False
KEIBAJO_SURFACE_10_芝,babajotai_code_shiba+goal_sa+manken_shirushi+tenko_code,babajotai_code_shiba+goal_sa+manken_shirushi,4,481,86.35,3.61,82.81,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_tansho+pace_yoso,bac_shubetsu+goal_juni+kijun_ninkijun_tansho,9,1289,85.72,4.46,82.8,True,False
KEIBAJO_SURFACE_10_芝,bac_jouken+prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,3,411,84.15,1.21,82.78,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_kyakushitsu+tenkai_kigo_code,goal_juni+goal_sa+prev1_kyakushitsu,7,1426,89.86,9.56,82.78,True,False
KEIBAJO_SURFACE_03_芝,bac_shubetsu+goal_juni+goal_sa+shirushi_code_1,bac_shubetsu+goal_sa+shirushi_code_1,3,425,88.95,5.45,82.78,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_juni+goal_sa+kyori_tekisei,agari_shisu_juni+goal_sa+kyori_tekisei,5,789,89.39,7.58,82.74,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank+pace_yoso,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,3,369,87.91,4.56,82.74,True,False
KEIBAJO_SURFACE_03_芝,bac_shubetsu+goal_sa+shirushi_code_1+shirushi_code_2,bac_shubetsu+goal_sa+shirushi_code_1,3,382,89.47,5.95,82.73,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+shutoku_shokin_ruikei,bac_jouken+goal_juni+goal_sa,5,1315,85.23,2.86,82.72,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei+pace_yoso,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,8,1146,87.02,6.23,82.7,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+hizume_code+kijun_ninkijun_fukusho+shirushi_code_4,goal_sa+hizume_code+kijun_ninkijun_fukusho,3,410,85.09,2.12,82.7,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+pace_yoso+shirushi_code_2,goal_juni+goal_sa+shirushi_code_2,5,1547,86.79,4.69,82.69,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+pace_yoso+shirushi_code_3,goal_sa+kyori_tekisei+shirushi_code_3,7,1026,86.16,4.68,82.69,True,False
KEIBAJO_SURFACE_03_芝,goal_juni+goal_sa+shirushi_code_1+shutoku_shokin_ruikei,goal_juni+goal_sa+shirushi_code_1,3,487,87.12,3.96,82.64,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+omo_tekisei_code+prev1_keibajo+shirushi_code_3,goal_sa+prev1_keibajo+shirushi_code_3,4,535,85.62,3.07,82.61,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+shirushi_code_3+yoso_juni,goal_sa+shirushi_code_3+yoso_juni,3,441,92.1,8.4,82.59,True,False
KEIBAJO_SURFACE_10_ダ,bac_shubetsu+barei+kishu_minarai_code+prev1_bataiju_bin,bac_shubetsu+kishu_minarai_code+prev1_bataiju_bin,3,330,86.67,3.61,82.58,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kishu_shisu+shirushi_code_4,goal_juni+goal_sa+kishu_shisu,3,429,90.7,7.19,82.56,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+goal_sa+hobokusaki_rank+prev1_kyakushitsu,futan_juryo+goal_sa+prev1_kyakushitsu,3,359,86.09,3.12,82.56,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank+shirushi_code_4,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,5,790,86.59,4.61,82.55,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+pace_yoso+prev1_kyakushitsu,goal_juni+goal_sa+prev1_kyakushitsu,6,1586,87.82,6.58,82.55,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank+pace_yoso,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,3,372,87.47,4.36,82.54,True,False
KEIBAJO_SURFACE_08_芝,bac_grade+bac_jouken+goal_juni+goal_sa,bac_jouken+goal_juni+goal_sa,3,443,85.03,2.23,82.51,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+gekiso_juni+goal_sa+hobokusaki_rank,chokyoshi_rank+gekiso_juni+goal_sa,3,597,93.2,9.47,82.49,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+shirushi_code_2+tenkai_kigo_code,goal_juni+goal_sa+shirushi_code_2,5,1225,88.66,7.1,82.43,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+kyori+pace_shisu_juni+ten_shisu_juni,dochu_sa+kyori+pace_shisu_juni,4,624,85.97,3.63,82.41,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank+prev1_corner4_bin,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,3,348,88.89,5.73,82.4,True,False
KEIBAJO_SURFACE_10_芝,agari_shisu_juni+goal_sa+tenkai_kigo_code+tenko_code,agari_shisu_juni+goal_sa+tenko_code,3,532,88.68,5.57,82.37,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+futan_juryo+shutoku_shokin_ruikei+ten_shisu_juni,dochu_sa+futan_juryo+ten_shisu_juni,3,564,89.37,6.2,82.35,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank+shirushi_code_4,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,5,803,86.43,4.65,82.35,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kohan_3f_juni+shirushi_code_4,goal_juni+kijun_ninkijun_tansho+kohan_3f_juni,3,541,87.86,4.87,82.35,True,False
KEIBAJO_SURFACE_10_芝,bataiju_change_bin+goal_juni+goal_sa+yoso_juni,bataiju_change_bin+goal_juni+yoso_juni,4,523,84.78,2.47,82.35,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_1+shirushi_code_4+yy_int,goal_sa+shirushi_code_4+yy_int,5,674,86.1,4.28,82.34,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho+shirushi_code_4,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho,8,1365,86.28,5.7,82.33,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+manken_shirushi+pace_yoso+prev1_kyakushitsu,goal_sa+manken_shirushi+prev1_kyakushitsu,5,559,89.24,7.92,82.3,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_odds_fukusho+prev1_bataiju_bin+shirushi_code_4,kijun_ninkijun_fukusho+kijun_odds_fukusho+prev1_bataiju_bin,3,357,88.01,5.06,82.29,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+shirushi_code_2+shirushi_code_3+shirushi_code_5,goal_sa+shirushi_code_2+shirushi_code_5,3,582,89.05,5.97,82.29,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+shirushi_code_2+wakuban,goal_juni+goal_sa+wakuban,3,319,89.9,6.77,82.24,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_bataiju_bin+prev1_keibajo,goal_juni+goal_sa+prev1_keibajo,6,850,87.27,6.32,82.21,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_juni+goal_sa+wakuban,chokyoshi_rank+goal_sa+wakuban,8,1008,86.27,5.87,82.2,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+yoso_juni,goal_sa+kijun_ninkijun_tansho+yoso_juni,5,850,86.15,4.53,82.19,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+manken_shirushi+pace_yoso,goal_juni+goal_sa+manken_shirushi,8,1059,87.56,7.79,82.16,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+sanchimei+shirushi_code_3,goal_juni+goal_sa+sanchimei,5,692,86.38,4.83,82.15,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+ls_shisu_juni+prev1_keibajo,goal_juni+goal_sa+prev1_keibajo,5,716,87.9,6.57,82.15,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_3,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho,3,372,84.09,1.75,82.12,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+prev1_keibajo+yoso_juni,kijun_ninkijun_fukusho+prev1_keibajo+yoso_juni,6,861,86.22,5.13,82.12,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+omo_tekisei_code+shirushi_code_2,goal_juni+goal_sa+shirushi_code_2,5,1287,87.76,6.5,82.07,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo+prev1_kyakushitsu,goal_juni+goal_sa+prev1_kyakushitsu,6,1153,89.76,9.61,82.07,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+futan_juryo+goal_juni+goal_sa,bac_jouken+goal_juni+goal_sa,4,532,88.29,6.35,82.07,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_1,bac_shubetsu+kijun_ninkijun_tansho+kijun_odds_fukusho,3,391,86.37,3.81,82.06,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+manken_shirushi+prev1_corner4_bin,goal_juni+goal_sa+prev1_corner4_bin,4,565,85.27,3.28,82.06,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_tansho+kyi_kyusha_rank+shirushi_code_4,gekiso_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,3,353,86.04,3.56,82.01,True,False
KEIBAJO_SURFACE_10_芝,bac_shubetsu+barei+goal_juni+yoso_juni,barei+goal_juni+yoso_juni,3,342,87.6,4.94,82.01,True,False
KEIBAJO_SURFACE_03_ダ,bataiju_change_bin+class_code+goal_juni+goal_sa,class_code+goal_juni+goal_sa,4,444,87.2,5.33,81.98,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,3,327,84.84,2.53,81.97,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+moshoku_code+shirushi_code_2,goal_juni+goal_sa+shirushi_code_2,5,1232,87.8,6.65,81.97,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_kyakushitsu+shirushi_code_5,goal_juni+goal_sa+prev1_kyakushitsu,5,948,87.78,6.63,81.96,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+kyori_tekisei,goal_juni+goal_sa+kyi_kyusha_rank,8,1092,86.02,5.86,81.96,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+hobokusaki_rank+prev1_chakujun,goal_juni+goal_sa+prev1_chakujun,4,727,86.52,4.68,81.94,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+hobokusaki_rank+manken_shirushi,chokyoshi_rank+goal_sa+manken_shirushi,3,445,86.59,4.11,81.93,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+pace_yoso+sanchimei,goal_juni+goal_sa+sanchimei,7,1181,87.17,7.08,81.92,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_1,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho,3,391,86.74,4.27,81.91,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+pace_yoso+prev1_kyakushitsu+prev3_chakujun,goal_sa+prev1_kyakushitsu+prev3_chakujun,5,644,88.24,7.26,81.88,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+omo_tekisei_code+prev1_corner4_bin,goal_juni+goal_sa+prev1_corner4_bin,5,1369,86.8,5.62,81.87,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_odds_fukusho+ls_shisu_juni+prev1_corner4_bin,kijun_odds_fukusho+ls_shisu_juni+prev1_corner4_bin,3,382,86.24,3.86,81.87,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+chokyoshi_rank+goal_juni+goal_sa,bac_jouken+goal_juni+goal_sa,6,1043,87.22,6.71,81.85,True,False
KEIBAJO_SURFACE_03_芝,barei+goal_juni+goal_sa+kyori,barei+goal_juni+goal_sa,6,790,86.53,5.88,81.82,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+barei+futan_juryo+goal_juni,bac_jouken+futan_juryo+goal_juni,3,337,83.54,1.52,81.81,True,False
