segment,factors,base_3combo,combo_clb,oot_clb,oot_n_bins,oot_n_bets,oot_roi_2023,oot_roi_2024,oot_roi_2025,oot_min_yearly_roi,f1_pass,f1_reason,has_shirushi,best_shirushi_clb,optimal_odds_t,optimal_rank_t,f2_pass,f2_reason,n_subsets_evaluated,max_subset_clb,cross_gain,f3_pass,f3_reason,all_pass
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+shirushi_code_5,goal_juni+goal_sa+kyori_tekisei,85.56,82.42,9,7800,77.94,77.28,80.5,77.28,True,pass,True,84.05,10.0,3.0,True,pass,14,85.44,0.12,True,pass,True
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+yoso_juni,ichi_shisu_juni+kijun_ninkijun_tansho+yoso_juni,85.51,79.77,4,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,85.79,-0.28,False,no_cross_gain,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_kyakushitsu+shirushi_code_4,goal_juni+goal_sa+prev1_kyakushitsu,85.49,72.51,6,7800,77.0,77.7,75.89,75.89,False,oot_clb_low,True,,,,False,skipped_f1_fail,0,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank+shirushi_code_1,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,85.45,83.81,4,6282,77.75,79.24,78.8,77.75,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,barei+goal_juni+goal_sa+omo_tekisei_code,goal_juni+goal_sa+omo_tekisei_code,85.45,71.73,2,2167,75.15,75.79,75.65,75.15,False,oot_clb_low,False,,,,False,skipped_f1_fail,0,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+tenkai_kigo_code,bac_jouken+goal_juni+goal_sa,85.41,84.24,8,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.64,2.77,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_tansho+prev1_bataiju_bin+shirushi_code_4,goal_sa+kijun_ninkijun_tansho+prev1_bataiju_bin,85.38,86.03,4,6647,76.99,79.27,74.31,74.31,True,pass,True,63.2,5.0,3.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_bataiju_bin+shirushi_code_1,goal_juni+goal_sa+prev1_bataiju_bin,85.38,78.42,7,7800,78.22,79.19,78.03,78.03,True,pass,True,57.32,5.0,3.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+prev1_keibajo,goal_juni+goal_sa+prev1_keibajo,85.38,82.25,8,7800,74.18,74.22,77.08,74.18,True,pass,False,,,,True,no_shirushi_auto_pass,14,83.69,1.69,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+shirushi_code_3+shirushi_code_4,goal_sa+kyori_tekisei+shirushi_code_3,85.35,79.13,5,7800,78.51,77.54,79.35,77.54,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+shirushi_code_2+shirushi_code_3,goal_sa+prev1_keibajo+shirushi_code_3,85.32,84.49,4,7800,80.16,80.46,80.64,80.16,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+pace_yoso+shirushi_code_1,goal_juni+kijun_odds_fukusho+pace_yoso,85.31,79.1,2,6282,77.75,79.24,78.8,77.75,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei+ls_shisu_juni,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,85.31,86.69,4,6282,75.75,73.86,77.19,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.9,4.41,True,pass,True
KEIBAJO_SURFACE_10_芝,goal_sa+joken_class_code+manken_shirushi+shutoku_shokin_ruikei,goal_sa+joken_class_code+manken_shirushi,85.3,83.04,5,4996,76.16,77.07,75.66,75.66,True,pass,False,,,,True,no_shirushi_auto_pass,14,85.3,0.0,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank+shirushi_code_1,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,85.25,83.81,4,6282,77.75,79.24,78.8,77.75,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo+shirushi_code_1,goal_juni+goal_sa+prev1_keibajo,85.21,81.32,5,7800,78.22,79.19,77.99,77.99,True,pass,True,82.94,10.0,3.0,True,pass,14,83.69,1.52,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank+shirushi_code_6,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,85.2,83.71,4,6282,79.87,78.9,77.64,77.64,True,pass,True,98.01,5.0,3.0,True,pass,14,83.15,2.05,True,pass,True
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+goal_sa+shirushi_code_5,gekiso_juni+goal_juni+goal_sa,85.2,90.17,3,6414,80.65,75.17,76.78,75.17,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_10_芝,goal_juni+goal_sa+manken_shirushi+tenko_code,goal_sa+manken_shirushi+tenko_code,85.18,82.89,5,4996,76.16,77.07,75.66,75.66,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.87,2.31,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+shirushi_code_2,goal_juni+goal_sa+kyi_kyusha_rank,85.16,85.69,6,6414,82.39,78.61,79.03,78.61,True,pass,True,62.98,5.0,3.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyi_kyusha_rank+kyori_tekisei,goal_juni+goal_sa+kyori_tekisei,85.16,83.89,9,7800,74.17,73.68,75.72,73.68,True,pass,False,,,,True,no_shirushi_auto_pass,14,84.38,0.78,True,pass,True
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+kijun_ninkijun_tansho+shirushi_code_4+yoso_juni,ichi_shisu_juni+kijun_ninkijun_tansho+yoso_juni,85.15,75.44,3,6282,80.03,78.18,78.51,78.18,True,pass,True,67.24,5.0,3.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_1+yoso_juni,kijun_ninkijun_fukusho+kijun_odds_fukusho+yoso_juni,85.14,83.83,3,6282,77.75,79.24,78.8,77.75,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_10_芝,bac_shubetsu+barei+goal_juni+rotation,bac_shubetsu+goal_juni+rotation,85.13,75.68,4,4996,72.85,74.61,73.56,72.85,True,pass,False,,,,True,no_shirushi_auto_pass,14,85.13,0.0,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo+taikei_tomo,goal_juni+goal_sa+prev1_keibajo,85.12,84.55,4,7800,74.25,74.54,74.31,74.25,True,pass,False,,,,True,no_shirushi_auto_pass,14,83.69,1.43,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+sanchimei+shirushi_code_1+shirushi_code_3,goal_sa+sanchimei+shirushi_code_3,85.1,82.09,5,7800,78.52,78.67,78.03,78.03,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_03_ダ,bac_jouken+prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,85.08,79.07,3,3276,74.13,74.38,72.33,72.33,True,pass,False,,,,True,no_shirushi_auto_pass,14,85.07,0.01,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+pace_yoso+shirushi_code_4,goal_juni+kijun_odds_fukusho+pace_yoso,85.08,80.48,2,6282,80.03,78.18,78.51,78.18,True,pass,True,49.97,5.0,3.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_03_ダ,joken_class_code+prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,85.07,79.07,3,3276,74.13,74.38,72.33,72.33,True,pass,False,,,,True,no_shirushi_auto_pass,14,85.07,0.0,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+shirushi_code_1,goal_juni+goal_sa+kyi_kyusha_rank,85.06,76.52,7,6414,80.83,76.52,77.69,76.52,True,pass,True,94.28,8.0,3.0,True,pass,14,86.3,-1.24,False,no_cross_gain,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+moshoku_code,goal_juni+goal_sa+kyi_kyusha_rank,85.06,77.94,7,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.08,3.98,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+sanchimei+shirushi_code_2,goal_juni+goal_sa+sanchimei,85.04,80.64,8,7800,77.8,79.05,80.3,77.8,True,pass,True,102.77,8.0,3.0,True,pass,14,83.56,1.48,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+hobokusaki_rank+umaban_clean,goal_sa+hobokusaki_rank+umaban_clean,85.02,77.48,9,6414,74.98,74.68,74.47,74.47,True,pass,False,,,,True,no_shirushi_auto_pass,14,85.02,0.0,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+sanchimei,goal_sa+kyori_tekisei+sanchimei,85.01,78.8,9,7800,74.17,73.65,75.72,73.65,True,pass,False,,,,True,no_shirushi_auto_pass,14,84.78,0.23,True,pass,True
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+joa_ls_shisu+kijun_ninkijun_fukusho,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho,84.99,73.38,2,6282,75.75,73.86,74.71,73.86,False,oot_clb_low,False,,,,False,skipped_f1_fail,0,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+prev1_corner4_bin+shirushi_code_2+yoso_juni,goal_juni+prev1_corner4_bin+yoso_juni,84.97,78.42,3,6282,79.39,80.03,80.2,79.39,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei+shirushi_code_1,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,84.97,89.98,5,6282,77.75,79.24,80.35,77.75,True,pass,True,77.02,5.0,5.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_03_ダ,class_code+goal_juni+goal_sa+shutoku_shokin_ruikei,class_code+goal_juni+goal_sa,84.96,85.07,3,3276,74.13,74.3,72.43,72.43,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.9,2.06,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+sanchimei+shirushi_code_5,goal_sa+sanchimei+shirushi_code_5,84.95,82.13,8,7800,77.94,77.28,78.82,77.28,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_tansho+shirushi_code_3,bac_shubetsu+goal_juni+kijun_ninkijun_tansho,84.91,81.26,6,6282,78.56,79.73,79.13,78.56,True,pass,True,68.39,5.0,3.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+shirushi_code_4,goal_juni+goal_sa+kyi_kyusha_rank,84.91,77.03,5,6414,80.92,74.07,75.12,74.07,True,pass,True,45.82,5.0,3.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+goal_sa+shirushi_code_1,gekiso_juni+goal_juni+goal_sa,84.89,81.52,6,6414,80.83,76.44,77.69,76.44,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+babajotai_heavy+goal_sa+kyori_tekisei,babajotai_heavy+goal_sa+kyori_tekisei,84.88,75.29,4,2167,75.19,75.9,77.55,75.19,True,pass,False,,,,True,no_shirushi_auto_pass,14,84.88,0.0,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_tansho+shirushi_code_4+wakuban,goal_sa+kijun_ninkijun_tansho+wakuban,84.87,85.47,7,6647,77.45,80.0,74.24,74.24,True,pass,True,92.57,5.0,3.0,True,pass,14,85.9,-1.03,False,no_cross_gain,False
KEIBAJO_SURFACE_07_ダ,goal_juni+joa_ls_shisu+kijun_ninkijun_tansho+kijun_odds_fukusho,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho,84.87,89.59,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,85.49,-0.62,False,no_cross_gain,False
KEIBAJO_SURFACE_07_ダ,dochu_sa+goal_juni+kohan_3f_juni+moshoku_code,dochu_sa+goal_juni+moshoku_code,84.87,82.32,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,81.78,3.09,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank+shirushi_code_6,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,84.87,83.71,4,6282,79.87,78.9,77.64,77.64,True,pass,True,65.71,8.0,3.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+shirushi_code_2+wakuban,goal_juni+goal_sa+wakuban,84.86,81.14,8,7800,77.8,79.05,80.3,77.8,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_6,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho,84.81,76.38,6,6282,79.87,78.9,77.64,77.64,True,pass,True,59.05,5.0,3.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho+prev1_corner4_bin,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho,84.8,75.15,3,6282,76.23,73.75,75.26,73.75,True,pass,False,,,,True,no_shirushi_auto_pass,14,85.49,-0.69,False,no_cross_gain,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho+shirushi_code_3,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho,84.79,81.26,6,6282,78.56,79.73,79.13,78.56,True,pass,True,63.09,5.0,3.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+manken_shirushi+shirushi_code_3,goal_juni+goal_sa+manken_shirushi,84.79,82.85,4,7800,77.25,79.0,81.56,77.25,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+shirushi_code_3+tenkai_kigo_code,goal_sa+prev1_keibajo+shirushi_code_3,84.78,83.13,3,7800,78.68,78.54,77.37,77.37,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyi_kyusha_rank+pace_yoso+shirushi_code_2,goal_sa+kyi_kyusha_rank+shirushi_code_2,84.74,82.85,8,7800,77.8,79.09,80.3,77.8,True,pass,True,80.33,10.0,3.0,True,pass,14,85.42,-0.68,False,no_cross_gain,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_6,bac_shubetsu+kijun_ninkijun_tansho+kijun_odds_fukusho,84.72,76.38,6,6282,79.87,78.9,77.64,77.64,True,pass,True,63.91,5.0,3.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyi_kyusha_rank+shirushi_code_5,goal_sa+kyi_kyusha_rank+shirushi_code_5,84.68,77.58,9,7800,77.94,77.32,78.82,77.32,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+manken_shirushi+shirushi_code_4,goal_sa+kijun_ninkijun_fukusho+manken_shirushi,84.67,88.18,5,6647,78.94,81.31,75.08,75.08,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_1+yoso_juni,kijun_ninkijun_tansho+kijun_odds_fukusho+yoso_juni,84.67,83.83,3,6282,77.75,79.24,78.8,77.75,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+sanchimei+shirushi_code_4,goal_juni+goal_sa+sanchimei,84.64,79.15,8,7800,76.57,76.79,76.08,76.08,True,pass,True,70.6,5.0,3.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_juni+goal_sa+shirushi_code_2,goal_juni+goal_sa+shirushi_code_2,84.63,80.29,6,7800,77.8,79.05,80.3,77.8,True,pass,True,81.72,8.0,7.0,True,pass,14,81.39,3.24,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_3,goal_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho,84.63,79.31,3,6282,78.56,79.73,79.13,78.56,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kijun_odds_fukusho+prev1_bataiju_bin,kijun_ninkijun_fukusho+kijun_odds_fukusho+prev1_bataiju_bin,84.59,82.55,7,6282,76.18,73.84,75.3,73.84,True,pass,False,,,,True,no_shirushi_auto_pass,14,84.15,0.44,True,pass,True
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+goal_sa+prev1_kyakushitsu,gekiso_juni+goal_juni+prev1_kyakushitsu,84.58,78.93,4,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,14,85.06,-0.48,False,no_cross_gain,False
KEIBAJO_SURFACE_03_ダ,bac_jouken+joken_class_code+prev1_chakujun+yoso_juni,joken_class_code+prev1_chakujun+yoso_juni,84.52,81.15,4,3276,74.13,74.38,72.33,72.33,True,pass,False,,,,True,no_shirushi_auto_pass,14,84.88,-0.36,False,no_cross_gain,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho+prev1_corner4_bin,goal_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho,84.51,75.15,3,6282,76.23,73.75,75.26,73.75,True,pass,False,,,,True,no_shirushi_auto_pass,14,85.61,-1.1,False,no_cross_gain,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_sa+shirushi_code_5+shutoku_shokin_ruikei,bac_jouken+goal_sa+shirushi_code_5,84.51,86.93,7,6414,80.65,75.17,76.78,75.17,True,pass,True,90.22,8.0,5.0,True,pass,14,86.12,-1.61,False,no_cross_gain,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank+shirushi_code_2,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,84.5,77.8,3,6282,78.32,80.2,79.4,78.32,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+wakuban,goal_sa+kijun_ninkijun_tansho+wakuban,84.49,85.8,7,6647,74.03,75.25,73.12,73.12,True,pass,False,,,,True,no_shirushi_auto_pass,14,85.9,-1.41,False,no_cross_gain,False
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+kijun_ninkijun_fukusho+shirushi_code_4+yoso_juni,ichi_shisu_juni+kijun_ninkijun_fukusho+yoso_juni,84.48,75.44,3,6282,80.03,78.18,78.51,78.18,True,pass,True,62.97,5.0,3.0,False,shirushi_clb_low,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+hobokusaki_rank+yoso_juni,goal_sa+hobokusaki_rank+yoso_juni,84.47,82.14,5,6414,74.98,74.68,74.47,74.47,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.42,2.05,True,pass,True
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+yoso_juni,gekiso_juni+kijun_ninkijun_tansho+yoso_juni,84.46,84.02,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,84.7,-0.24,False,no_cross_gain,False
KEIBAJO_SURFACE_10_芝,babajotai_code_shiba+goal_juni+goal_sa+manken_shirushi,babajotai_code_shiba+goal_sa+manken_shirushi,84.44,86.77,5,4996,76.16,77.07,75.66,75.66,True,pass,False,,,,True,no_shirushi_auto_pass,14,83.48,0.96,True,pass,True
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+kyi_kyusha_rank+prev1_kyakushitsu,goal_sa+kyi_kyusha_rank+prev1_kyakushitsu,84.43,90.03,4,6414,75.55,74.62,75.04,74.62,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.44,3.99,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+shirushi_code_3,goal_sa+kyori_tekisei+shirushi_code_3,84.41,77.17,9,7800,77.87,77.43,78.5,77.43,True,pass,True,81.45,10.0,3.0,True,pass,14,84.02,0.39,True,pass,True
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kyi_kyusha_rank,gekiso_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,84.4,81.42,3,6282,75.75,73.92,74.72,73.92,True,pass,False,,,,True,no_shirushi_auto_pass,14,84.49,-0.09,False,no_cross_gain,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+shirushi_code_1+shirushi_code_2,goal_juni+kijun_odds_fukusho+shirushi_code_1,84.4,71.85,4,6282,78.03,80.42,79.56,78.03,False,oot_clb_low,True,,,,False,skipped_f1_fail,0,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_ダ,goal_sa+sanchimei+shirushi_code_3+shirushi_code_4,goal_sa+sanchimei+shirushi_code_3,84.34,83.03,5,7800,78.51,77.54,78.03,77.54,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_3,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho,84.34,79.31,3,6282,78.56,79.73,79.13,78.56,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+joa_ls_shisu+kijun_odds_fukusho+shirushi_code_4,goal_juni+joa_ls_shisu+kijun_odds_fukusho,84.32,89.47,3,6282,80.03,78.18,78.51,78.18,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+ichi_shisu_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho,goal_juni+ichi_shisu_juni+kijun_ninkijun_tansho,84.32,85.15,4,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,14,83.8,0.52,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+pace_yoso+prev1_corner4_bin,goal_juni+goal_sa+prev1_corner4_bin,84.31,80.11,9,7800,74.18,74.22,74.34,74.18,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.85,1.46,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+ls_shisu_juni,goal_juni+goal_sa+kyori_tekisei,84.31,79.22,11,7800,74.17,73.65,75.72,73.65,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.61,3.7,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank+shirushi_code_2,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,84.31,77.8,3,6282,78.32,80.2,79.4,78.32,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_10_芝,bac_shubetsu+goal_juni+joken_class_code+rotation,bac_shubetsu+goal_juni+rotation,84.26,73.49,3,4996,72.85,74.61,73.56,72.85,False,oot_clb_low,False,,,,False,skipped_f1_fail,0,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_10_芝,bac_jouken+bac_shubetsu+goal_juni+rotation,bac_shubetsu+goal_juni+rotation,84.26,73.49,3,4996,72.85,74.61,73.56,72.85,False,oot_clb_low,False,,,,False,skipped_f1_fail,0,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_10_芝,bac_shubetsu+goal_juni+rotation+shutoku_shokin_ruikei,bac_shubetsu+goal_juni+rotation,84.26,73.49,3,4996,72.85,74.61,73.56,72.85,False,oot_clb_low,False,,,,False,skipped_f1_fail,0,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+pace_yoso+prev1_corner4_bin+yoso_juni,goal_juni+prev1_corner4_bin+yoso_juni,84.22,78.72,5,6282,76.23,73.75,75.26,73.75,True,pass,False,,,,True,no_shirushi_auto_pass,14,80.4,3.82,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+pace_yoso+shirushi_code_6,goal_juni+kijun_odds_fukusho+pace_yoso,84.21,86.58,2,6282,79.87,78.9,77.64,77.64,True,pass,True,,,,False,no_valid_grid,0,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+manken_shirushi,goal_sa+kijun_ninkijun_fukusho+manken_shirushi,84.17,87.02,5,6647,75.54,77.9,75.1,75.1,True,pass,False,,,,True,no_shirushi_auto_pass,14,85.87,-1.7,False,no_cross_gain,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_juni+goal_sa+kyori,bac_shubetsu+goal_sa+kyori,84.15,81.83,6,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,14,82.33,1.82,True,pass,True
