segment,factors,n_valid_bins,n_valid_bets,mean_corrected_roi,std_bin_roi,clb,pass,skip
KEIBAJO_SURFACE_07_ダ,prev3_chakujun+shirushi_code_3+shirushi_code_5,6.0,850.0,86.43,6.46,81.26,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+kijun_ninkijun_fukusho+yoso_juni,6.0,897.0,85.54,5.35,81.26,True,False
KEIBAJO_SURFACE_10_芝,hobokusaki_rank+shirushi_code_2+ten_shisu_juni,3.0,414.0,85.25,3.53,81.26,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+prev1_chakujun+shirushi_code_6,5.0,686.0,86.2,5.64,81.25,True,False
KEIBAJO_SURFACE_08_芝,hizume_code+ls_shisu_juni+shirushi_code_3,5.0,683.0,86.29,5.75,81.25,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+shirushi_code_1+yoso_juni,14.0,2229.0,85.67,8.46,81.24,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_1+tenkai_kigo_code,6.0,1492.0,86.52,6.6,81.24,True,False
KEIBAJO_SURFACE_06_芝,prev1_keibajo+shirushi_code_4+yoso_juni,6.0,906.0,85.41,5.22,81.24,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+gekiso_juni+shirushi_code_2,4.0,544.0,86.27,5.15,81.23,True,False
KEIBAJO_SURFACE_01_ダ,goal_juni+goal_sa+omo_tekisei_code,3.0,629.0,86.1,4.3,81.23,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_kyakushitsu+shirushi_code_2,6.0,1062.0,86.82,6.99,81.22,True,False
KEIBAJO_SURFACE_01_ダ,agari_shisu_juni+shirushi_code_2+tenkai_kigo_code,6.0,664.0,94.8,16.97,81.22,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_keibajo+shirushi_code_5,5.0,739.0,86.98,6.58,81.22,True,False
KEIBAJO_SURFACE_06_芝,futan_juryo+goal_sa+shirushi_code_4,7.0,1254.0,85.86,6.28,81.21,True,False
KEIBAJO_SURFACE_07_ダ,manken_shirushi+shirushi_code_3+shirushi_code_6,6.0,786.0,86.22,6.26,81.21,True,False
KEIBAJO_SURFACE_01_ダ,kishu_rank+shirushi_code_1+shirushi_code_3,3.0,425.0,87.67,5.73,81.19,True,False
KEIBAJO_SURFACE_03_芝,barei+kohan_3f_juni+taikei_dou,7.0,878.0,85.73,6.13,81.19,True,False
KEIBAJO_SURFACE_08_ダ,shirushi_code_2+shirushi_code_4+shirushi_code_5,12.0,2119.0,85.4,7.44,81.19,True,False
KEIBAJO_SURFACE_10_芝,agari_shisu_juni+kyusha_hyoka_code+prev1_chakujun,5.0,544.0,91.36,11.61,81.19,True,False
KEIBAJO_SURFACE_07_ダ,kyi_kyusha_rank+shirushi_code_2+shirushi_code_3,7.0,999.0,86.04,6.54,81.19,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+kijun_ninkijun_fukusho+shirushi_code_6,4.0,656.0,87.56,6.51,81.19,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+prev1_chakujun+shirushi_code_4,4.0,535.0,85.26,4.16,81.18,True,False
KEIBAJO_SURFACE_01_ダ,bac_tosu+kyakushitsu+manken_shirushi,4.0,427.0,91.22,10.24,81.18,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_juni+goal_sa,5.0,1502.0,86.13,5.65,81.18,True,False
KEIBAJO_SURFACE_03_ダ,chokyoshi_rank+goal_juni+prev1_corner4_bin,6.0,707.0,85.36,5.22,81.18,True,False
KEIBAJO_SURFACE_01_ダ,joken_class_code+kijun_ninkijun_tansho+shirushi_code_6,4.0,706.0,88.51,7.48,81.18,True,False
KEIBAJO_SURFACE_01_芝,kijun_ninkijun_fukusho+kohan_3f_sa+shirushi_code_4,3.0,416.0,88.83,6.77,81.17,True,False
KEIBAJO_SURFACE_08_ダ,prev1_keibajo+shirushi_code_3+uma_tokki_1,3.0,337.0,83.56,2.12,81.17,True,False
KEIBAJO_SURFACE_02_芝,ichi_shisu+shirushi_code_3+shutoku_shokin_ruikei,4.0,412.0,89.49,8.49,81.16,True,False
KEIBAJO_SURFACE_02_芝,bac_juryo_shubetsu_code+ichi_shisu+shirushi_code_3,4.0,412.0,89.49,8.49,81.16,True,False
KEIBAJO_SURFACE_07_ダ,dochu_sa+ls_shisu_juni+shirushi_code_4,4.0,548.0,85.42,4.35,81.16,True,False
KEIBAJO_SURFACE_08_芝,bac_tosu+shirushi_code_1+shirushi_code_3,5.0,604.0,86.03,5.57,81.15,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+bac_tosu+goal_sa,4.0,509.0,86.55,5.52,81.15,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+moshoku_code+yoso_juni,11.0,1345.0,85.35,7.13,81.14,True,False
KEIBAJO_SURFACE_05_芝,kishu_shisu+prev1_keibajo+shirushi_code_6,3.0,424.0,87.64,5.75,81.14,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_6+shutoku_shokin_ruikei,4.0,784.0,89.32,8.36,81.13,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+shirushi_code_2+shirushi_code_5,7.0,921.0,87.21,8.2,81.13,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+shirushi_code_6+yuso_kubun,7.0,1022.0,86.93,7.84,81.12,True,False
KEIBAJO_SURFACE_09_ダ,prev1_kyakushitsu+prev2_chakujun+shirushi_code_2,22.0,2850.0,84.71,8.63,81.11,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+prev1_chakujun,5.0,1250.0,85.52,5.03,81.11,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+yoso_juni,4.0,847.0,89.33,8.39,81.11,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+dochu_sa+shirushi_code_3,3.0,399.0,83.86,2.42,81.11,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+prev3_chakujun+yoso_juni,5.0,556.0,91.33,11.66,81.11,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+moshoku_code+shirushi_code_2,5.0,1059.0,84.99,4.42,81.11,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+shirushi_code_2,6.0,1309.0,84.93,4.77,81.11,True,False
KEIBAJO_SURFACE_08_芝,omo_tekisei_code+ten_shisu_juni+wakuban,5.0,505.0,84.77,4.19,81.1,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+kyi_kyusha_rank,9.0,1065.0,86.58,8.4,81.09,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kyori_tekisei+rotation,4.0,444.0,90.77,9.88,81.09,True,False
KEIBAJO_SURFACE_01_ダ,barei+prev1_chakujun+shirushi_code_6,3.0,423.0,84.65,3.16,81.08,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_fukusho+shirushi_code_2,17.0,2653.0,83.85,5.83,81.08,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+moshoku_code+prev2_chakujun,5.0,608.0,88.49,8.45,81.08,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+shirushi_code_4+yy_int,4.0,421.0,85.56,4.57,81.08,True,False
KEIBAJO_SURFACE_03_芝,goal_juni+shirushi_code_1+shirushi_code_6,3.0,510.0,86.52,4.8,81.08,True,False
KEIBAJO_SURFACE_08_ダ,shirushi_code_1+shirushi_code_4+yy_int,13.0,1929.0,84.51,6.3,81.08,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank,4.0,1486.0,85.28,4.29,81.08,True,False
KEIBAJO_SURFACE_01_ダ,shirushi_code_1+shirushi_code_3+shirushi_code_5,3.0,512.0,87.14,5.36,81.08,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+ls_shisu_juni+shirushi_code_6,5.0,699.0,87.11,6.88,81.07,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+shirushi_code_1+ten_shisu_juni,6.0,916.0,86.5,6.8,81.07,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kyi_kyusha_rank+shirushi_code_2,8.0,1232.0,85.7,6.68,81.07,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+prev3_chakujun+shirushi_code_1,5.0,753.0,88.63,8.64,81.06,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+yy_int,7.0,825.0,85.61,6.14,81.06,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+gekiso_juni+shirushi_code_1,5.0,619.0,85.13,4.65,81.05,True,False
KEIBAJO_SURFACE_08_芝,kyori_tekisei+shirushi_code_2+yoso_juni,11.0,1421.0,86.81,9.75,81.05,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_5+shirushi_code_6,4.0,685.0,86.8,5.87,81.04,True,False
KEIBAJO_SURFACE_08_芝,prev1_chakujun+prev2_chakujun+shutoku_shokin_ruikei,3.0,397.0,83.52,2.19,81.04,True,False
KEIBAJO_SURFACE_01_芝,shirushi_code_1+shirushi_code_4+tenkai_kigo_code,6.0,917.0,86.61,6.97,81.03,True,False
KEIBAJO_SURFACE_10_芝,goal_juni+goal_sa+manken_shirushi,6.0,1049.0,84.31,4.1,81.03,True,False
KEIBAJO_SURFACE_08_芝,kyi_kyusha_rank+kyori+yoso_juni,6.0,656.0,87.01,7.49,81.02,True,False
KEIBAJO_SURFACE_02_芝,bac_juryo_shubetsu_code+rotation+shirushi_code_1,3.0,330.0,86.38,4.73,81.02,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_6,12.0,2107.0,83.82,4.96,81.02,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+prev1_keibajo,4.0,621.0,86.88,5.98,81.02,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+omo_tekisei_code+shirushi_code_2,5.0,1406.0,86.75,6.55,81.01,True,False
KEIBAJO_SURFACE_10_ダ,bac_tosu+kishu_minarai_code+kishu_rank,4.0,608.0,92.77,12.0,81.01,True,False
KEIBAJO_SURFACE_05_芝,kishu_shisu+shirushi_code_1+shirushi_code_4,15.0,2562.0,85.23,8.33,81.01,True,False
KEIBAJO_SURFACE_03_芝,goal_juni+kyori+shirushi_code_6,3.0,395.0,85.07,3.59,81.01,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kohan_3f_juni+kyori_tekisei,5.0,590.0,87.32,7.19,81.01,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+shirushi_code_1+yoso_juni,13.0,1998.0,84.48,6.37,81.01,True,False
KEIBAJO_SURFACE_09_芝,kijun_odds_tansho+shirushi_code_3+shirushi_code_4,3.0,337.0,83.9,2.58,80.99,True,False
KEIBAJO_SURFACE_10_芝,prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,3.0,427.0,82.26,1.13,80.99,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_6,10.0,1913.0,83.68,4.35,80.99,True,False
KEIBAJO_SURFACE_09_芝,joa_odds_shisu+shirushi_code_3+shirushi_code_4,3.0,337.0,83.9,2.58,80.99,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+shirushi_code_2+shirushi_code_4,3.0,468.0,87.44,5.7,80.98,True,False
KEIBAJO_SURFACE_07_ダ,moshoku_code+shirushi_code_2+ten_shisu_juni,3.0,372.0,84.91,3.47,80.98,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+prev1_chakujun+shirushi_code_6,4.0,516.0,86.19,5.32,80.98,True,False
KEIBAJO_SURFACE_10_芝,prev1_chakujun+shirushi_code_2+shutoku_shokin_ruikei,6.0,973.0,87.64,8.32,80.98,True,False
KEIBAJO_SURFACE_03_芝,barei+goal_juni+shirushi_code_1,4.0,564.0,86.13,5.25,80.98,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_1+shirushi_code_5,5.0,1344.0,87.58,7.53,80.98,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+sanchimei+wakuban,6.0,678.0,88.05,8.84,80.97,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+kyi_kyusha_rank+shirushi_code_2,14.0,2135.0,84.4,6.55,80.97,True,False
KEIBAJO_SURFACE_06_芝,shirushi_code_2+shirushi_code_4+shirushi_code_5,12.0,2025.0,83.75,4.91,80.97,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+prev1_corner4_bin+ten_shisu_juni,8.0,945.0,86.39,7.82,80.97,True,False
KEIBAJO_SURFACE_07_ダ,kyi_kyusha_rank+shirushi_code_6+yoso_juni,5.0,698.0,89.05,9.23,80.96,True,False
KEIBAJO_SURFACE_06_ダ,prev1_keibajo+prev3_chakujun+shirushi_code_1,9.0,1272.0,86.55,8.55,80.96,True,False
KEIBAJO_SURFACE_06_芝,prev1_corner4_bin+shirushi_code_2+shirushi_code_3,11.0,1606.0,85.27,7.28,80.96,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+shirushi_code_1+shirushi_code_6,15.0,2216.0,84.38,6.77,80.95,True,False
KEIBAJO_SURFACE_03_芝,barei+goal_sa+shirushi_code_3,3.0,438.0,85.88,4.36,80.95,True,False
KEIBAJO_SURFACE_01_ダ,kyakushitsu+prev1_keibajo+shirushi_code_1,3.0,317.0,88.94,7.06,80.95,True,False
KEIBAJO_SURFACE_02_芝,ichi_shisu_juni+kohan_3f_juni+pace_yoso,3.0,413.0,86.61,5.01,80.94,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+ls_shisu_juni+prev1_corner4_bin,3.0,419.0,85.86,4.34,80.94,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+shirushi_code_1+shirushi_code_4,13.0,2526.0,85.88,9.09,80.93,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+shirushi_code_2,5.0,1589.0,87.31,7.27,80.93,True,False
KEIBAJO_SURFACE_03_芝,barei+shirushi_code_2+taikei_dou,6.0,724.0,88.08,8.98,80.9,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,17.0,2727.0,85.17,8.99,80.9,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+manken_shirushi+shirushi_code_3,9.0,1151.0,84.54,5.58,80.89,True,False
KEIBAJO_SURFACE_08_芝,prev1_chakujun+shirushi_code_1+shirushi_code_3,6.0,1121.0,85.2,5.39,80.89,True,False
KEIBAJO_SURFACE_08_芝,ls_shisu_juni+shirushi_code_2+shirushi_code_3,12.0,1870.0,84.98,7.23,80.89,True,False
KEIBAJO_SURFACE_03_ダ,chokyoshi_rank+goal_sa+joken_class_code,3.0,365.0,85.71,4.27,80.88,True,False
KEIBAJO_SURFACE_08_ダ,shirushi_code_4+shirushi_code_5+yy_int,7.0,895.0,85.88,6.74,80.88,True,False
KEIBAJO_SURFACE_05_芝,prev1_keibajo+shirushi_code_2+shirushi_code_3,19.0,2698.0,83.92,6.76,80.88,True,False
KEIBAJO_SURFACE_07_ダ,prev1_bataiju_bin+shirushi_code_4+yoso_juni,9.0,1304.0,86.23,8.19,80.88,True,False
KEIBAJO_SURFACE_08_芝,kyori_tekisei+shirushi_code_5+yoso_juni,12.0,1513.0,86.2,9.4,80.88,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+shirushi_code_2+shirushi_code_5,10.0,1597.0,85.65,7.68,80.88,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kohan_3f_juni+kyori,4.0,493.0,86.8,6.03,80.88,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+kyori_tekisei+shirushi_code_1,6.0,814.0,84.64,4.7,80.88,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+shirushi_code_2+shirushi_code_3,10.0,1826.0,85.44,7.37,80.87,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+prev1_keibajo+shirushi_code_4,15.0,2442.0,84.6,7.36,80.87,True,False
KEIBAJO_SURFACE_10_芝,chokyo_yajirushi_code+goal_sa+yoso_juni,5.0,742.0,83.76,3.29,80.87,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+hizume_code,6.0,1271.0,84.3,4.29,80.86,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+kijun_ninkijun_tansho+yoso_juni,6.0,904.0,85.35,5.63,80.85,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+shirushi_code_2+uma_deokure_ritsu,3.0,909.0,89.18,7.37,80.84,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+pace_yoso+prev1_bataiju_bin,15.0,1785.0,83.91,6.06,80.84,True,False
KEIBAJO_SURFACE_06_芝,futan_juryo+kijun_ninkijun_tansho+shirushi_code_2,17.0,2348.0,83.91,6.45,80.84,True,False
KEIBAJO_SURFACE_01_ダ,barei+prev1_chakujun+sanchimei,5.0,537.0,90.2,10.67,80.84,True,False
KEIBAJO_SURFACE_02_芝,dochu_juni+kohan_3f_juni+pace_yoso,9.0,1309.0,85.28,6.81,80.83,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+shirushi_code_2+shirushi_code_5,4.0,589.0,86.76,6.06,80.83,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+prev1_bataiju_bin+shirushi_code_2,10.0,1512.0,85.68,7.82,80.83,True,False
KEIBAJO_SURFACE_02_芝,bac_juryo_shubetsu_code+goal_sa+kyori_tekisei,9.0,1071.0,87.35,9.97,80.83,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_3+shirushi_code_4,5.0,1431.0,87.28,7.39,80.81,True,False
KEIBAJO_SURFACE_02_芝,ichi_shisu+kyori_tekisei+shirushi_code_3,4.0,405.0,89.58,8.95,80.81,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+shirushi_code_2+yoso_juni,6.0,1273.0,85.01,5.25,80.8,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+shirushi_code_1+ten_shisu_juni,5.0,800.0,83.58,3.17,80.8,True,False
KEIBAJO_SURFACE_01_ダ,goal_sa+pace_yoso+shutoku_shokin_ruikei,5.0,709.0,87.11,7.21,80.79,True,False
KEIBAJO_SURFACE_06_芝,futan_juryo+goal_sa+shirushi_code_2,7.0,1196.0,86.92,8.27,80.79,True,False
KEIBAJO_SURFACE_08_芝,shirushi_code_2+shirushi_code_3+wakuban,6.0,700.0,85.36,5.73,80.78,True,False
KEIBAJO_SURFACE_05_芝,pace_shisu_juni+shirushi_code_5+shirushi_code_6,8.0,1113.0,87.33,9.46,80.78,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+shirushi_code_5,4.0,555.0,87.13,6.48,80.78,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_sa+hobokusaki_rank,6.0,1128.0,85.13,5.44,80.78,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+kyori+shirushi_code_4,3.0,341.0,86.12,4.73,80.77,True,False
KEIBAJO_SURFACE_01_ダ,goal_juni+goal_sa+kyakushitsu,3.0,573.0,85.22,3.93,80.77,True,False
KEIBAJO_SURFACE_08_芝,pace_shisu_juni+shirushi_code_4+ten_shisu_juni,3.0,516.0,84.59,3.37,80.77,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyi_kyusha_rank+shirushi_code_3,6.0,1027.0,85.61,6.04,80.77,True,False
KEIBAJO_SURFACE_03_ダ,goal_juni+shirushi_code_1+shirushi_code_5,3.0,437.0,83.19,2.14,80.77,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kohan_3f_juni+kyori_tekisei,3.0,334.0,87.93,6.32,80.77,True,False
KEIBAJO_SURFACE_03_芝,barei+goal_juni+kijun_ninkijun_tansho,5.0,666.0,85.53,5.44,80.76,True,False
KEIBAJO_SURFACE_03_芝,shirushi_code_2+shirushi_code_6+shutoku_shokin_ruikei,8.0,1068.0,85.42,6.73,80.76,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+prev1_kyakushitsu+umaban_clean,17.0,1868.0,86.05,11.16,80.75,True,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+shirushi_code_3+shirushi_code_5,15.0,2151.0,85.88,10.14,80.75,True,False
KEIBAJO_SURFACE_06_芝,shirushi_code_2+shirushi_code_3+uma_deokure_ritsu,10.0,1477.0,85.11,7.04,80.75,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+manken_shirushi+pace_yoso,9.0,1230.0,86.87,9.36,80.75,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho+shirushi_code_6+yuso_kubun,7.0,1045.0,86.49,7.75,80.75,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kohan_3f_juni+yoso_juni,3.0,434.0,86.26,4.88,80.74,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+shirushi_code_1+shirushi_code_3,9.0,1487.0,85.98,8.02,80.74,True,False
KEIBAJO_SURFACE_08_芝,hizume_code+shirushi_code_1+shirushi_code_5,4.0,576.0,85.58,4.95,80.73,True,False
KEIBAJO_SURFACE_06_芝,kyori_tekisei+shirushi_code_3+yoso_juni,8.0,1189.0,84.0,4.72,80.73,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_bataiju_bin+shirushi_code_4,6.0,869.0,87.24,8.13,80.73,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+manken_shirushi+uma_deokure_ritsu,4.0,518.0,84.64,3.98,80.73,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+gekiso_juni+shirushi_code_2,11.0,1800.0,84.44,6.26,80.73,True,False
KEIBAJO_SURFACE_03_芝,bac_juryo_shubetsu_code+kijun_ninkijun_tansho+prev2_chakujun,3.0,346.0,85.59,4.31,80.72,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+shirushi_code_2+shirushi_code_6,19.0,2728.0,84.25,7.85,80.72,True,False
KEIBAJO_SURFACE_05_芝,kishu_shisu+shirushi_code_1+shirushi_code_5,3.0,649.0,89.73,7.96,80.72,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+prev1_corner4_bin+prev3_chakujun,8.0,940.0,83.91,4.6,80.72,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_4+yoso_juni,5.0,892.0,85.9,5.9,80.72,True,False
KEIBAJO_SURFACE_08_芝,pace_shisu_juni+shirushi_code_5+shirushi_code_6,3.0,412.0,86.35,4.97,80.72,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+prev1_bataiju_bin+yoso_juni,8.0,1188.0,85.98,7.6,80.71,True,False
KEIBAJO_SURFACE_03_ダ,shirushi_code_1+shirushi_code_5+shutoku_shokin_ruikei,4.0,516.0,84.08,3.43,80.71,True,False
KEIBAJO_SURFACE_06_ダ,ls_shisu_juni+shirushi_code_2+wakuban,7.0,770.0,89.9,12.4,80.71,True,False
KEIBAJO_SURFACE_09_ダ,joho_shisu+shirushi_code_2+shirushi_code_3,4.0,438.0,86.59,6.01,80.7,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+goal_juni+shirushi_code_4,8.0,1163.0,84.74,5.82,80.7,True,False
KEIBAJO_SURFACE_07_ダ,prev1_bataiju_bin+shirushi_code_2+shirushi_code_5,6.0,756.0,87.18,8.1,80.7,True,False
KEIBAJO_SURFACE_10_芝,barei+shirushi_code_2+ten_shisu_juni,3.0,367.0,88.31,6.72,80.7,True,False
KEIBAJO_SURFACE_08_芝,shirushi_code_2+shirushi_code_3+shutoku_shokin_ruikei,10.0,2376.0,84.1,5.49,80.7,True,False
KEIBAJO_SURFACE_08_芝,kyori+shirushi_code_1+shirushi_code_5,10.0,1341.0,83.54,4.59,80.7,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+kijun_odds_fukusho+shirushi_code_1,3.0,332.0,88.15,6.58,80.69,True,False
KEIBAJO_SURFACE_07_ダ,dochu_sa+kyori+shirushi_code_4,3.0,379.0,86.12,4.8,80.69,True,False
KEIBAJO_SURFACE_03_ダ,prev1_kyakushitsu+shutoku_shokin_ruikei+uma_tokki_3,3.0,369.0,85.32,4.1,80.68,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+shirushi_code_6,5.0,1258.0,85.63,5.65,80.68,True,False
KEIBAJO_SURFACE_08_芝,kyi_kyusha_rank+prev1_chakujun+shirushi_code_3,5.0,620.0,84.28,4.12,80.67,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+omo_tekisei_code+wakuban,9.0,1027.0,87.15,9.92,80.67,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+prev1_kyakushitsu+shirushi_code_2,25.0,3983.0,84.42,9.56,80.67,True,False
KEIBAJO_SURFACE_10_芝,agari_shisu_juni+kyori_tekisei+shirushi_code_2,3.0,340.0,91.94,9.96,80.67,True,False
KEIBAJO_SURFACE_08_芝,omo_tekisei_code+prev1_chakujun+uma_tokki_1,3.0,418.0,83.14,2.19,80.67,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+shirushi_code_1+shirushi_code_5,7.0,1016.0,87.42,9.11,80.67,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+prev1_chakujun+shirushi_code_1,5.0,676.0,84.07,3.89,80.66,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kyori_tekisei+shirushi_code_3,15.0,2266.0,84.43,7.46,80.66,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+manken_shirushi+pace_yoso,7.0,739.0,87.1,8.69,80.66,True,False
KEIBAJO_SURFACE_05_芝,shirushi_code_3+shirushi_code_5+taikei_tomo,10.0,1376.0,85.11,7.19,80.65,True,False
KEIBAJO_SURFACE_08_芝,prev2_chakujun+shirushi_code_1+shirushi_code_3,4.0,634.0,83.22,2.63,80.65,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+pace_yoso,7.0,1380.0,85.15,6.09,80.64,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+manken_shirushi+shirushi_code_5,7.0,827.0,86.66,8.13,80.64,True,False
KEIBAJO_SURFACE_01_芝,shirushi_code_1+shirushi_code_5+tenkai_kigo_code,4.0,571.0,89.45,9.0,80.63,True,False
KEIBAJO_SURFACE_02_芝,pace_yoso+shirushi_code_3+uma_deokure_ritsu,4.0,466.0,86.19,5.68,80.62,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_fukusho+manken_shirushi+shirushi_code_2,4.0,507.0,87.59,7.11,80.62,True,False
KEIBAJO_SURFACE_10_芝,moshoku_code+shirushi_code_2+yoso_juni,5.0,722.0,84.2,4.09,80.62,True,False
KEIBAJO_SURFACE_08_芝,shirushi_code_3+shirushi_code_5+ten_shisu_juni,5.0,836.0,84.63,4.59,80.61,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei,8.0,2456.0,83.85,4.68,80.61,True,False
KEIBAJO_SURFACE_03_芝,barei+goal_juni+shirushi_code_3,3.0,404.0,85.79,4.58,80.61,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+shirushi_code_5+yoso_juni,3.0,386.0,87.82,6.37,80.61,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+manken_shirushi+shirushi_code_4,4.0,601.0,89.79,9.36,80.61,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_corner4_bin+yy_int,7.0,1022.0,84.42,5.14,80.61,True,False
