segment,factors,n_valid_bins,n_valid_bets,mean_corrected_roi,std_bin_roi,clb,pass,skip
KEIBAJO_SURFACE_06_芝,hizume_code+kijun_ninkijun_tansho+shirushi_code_2,3.0,449.0,85.98,0.84,85.03,True,False
KEIBAJO_SURFACE_06_芝,joa_odds_shisu+kijun_ninkijun_fukusho+shirushi_code_4,8.0,946.0,89.17,5.98,85.03,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+hizume_code+shirushi_code_1,3.0,440.0,85.55,0.46,85.03,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_fukusho+kijun_odds_tansho+shirushi_code_4,8.0,946.0,89.17,5.98,85.03,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_sa+shirushi_code_3,6.0,858.0,89.46,5.55,85.02,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+umaban_clean,9.0,1340.0,87.76,4.18,85.02,True,False
KEIBAJO_SURFACE_06_芝,manken_shirushi+shirushi_code_4+shirushi_code_5,3.0,352.0,91.07,5.35,85.01,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_2+shirushi_code_3,4.0,712.0,86.78,1.8,85.01,True,False
KEIBAJO_SURFACE_09_ダ,kishu_shisu+shirushi_code_2+shirushi_code_5,4.0,500.0,88.37,3.44,84.99,True,False
KEIBAJO_SURFACE_06_芝,prev1_bataiju_bin+shirushi_code_2+shirushi_code_3,6.0,815.0,88.2,4.01,84.99,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kyori_tekisei+yoso_juni,16.0,2184.0,88.48,7.13,84.99,True,False
KEIBAJO_SURFACE_05_芝,kishu_shisu+shirushi_code_1+shirushi_code_3,7.0,1354.0,88.62,4.92,84.98,True,False
KEIBAJO_SURFACE_01_芝,hizume_code+kijun_ninkijun_tansho+shirushi_code_6,3.0,330.0,89.1,3.65,84.97,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_4,4.0,533.0,87.75,2.84,84.97,True,False
KEIBAJO_SURFACE_01_ダ,kyakushitsu+shirushi_code_1+taikei_dou,4.0,433.0,88.33,3.43,84.97,True,False
KEIBAJO_SURFACE_02_芝,bac_juryo_shubetsu_code+ichi_shisu+shirushi_code_2,4.0,414.0,90.76,5.92,84.96,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+sanchimei+shirushi_code_5,3.0,348.0,89.4,3.93,84.95,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+shirushi_code_1,7.0,1223.0,89.89,6.68,84.94,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+shirushi_code_1+yoso_juni,7.0,899.0,86.86,2.6,84.94,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_5+shutoku_shokin_ruikei,3.0,641.0,91.68,5.96,84.94,True,False
KEIBAJO_SURFACE_01_ダ,goal_juni+goal_sa+ls_shisu_juni,3.0,556.0,87.88,2.6,84.94,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_2+shirushi_code_4,4.0,992.0,87.89,3.02,84.93,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kyori_tekisei+manken_shirushi,5.0,582.0,91.63,7.65,84.93,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_kyakushitsu,8.0,2306.0,89.16,6.1,84.93,True,False
KEIBAJO_SURFACE_05_芝,hizume_code+shirushi_code_2+shirushi_code_3,6.0,803.0,90.21,6.62,84.92,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+gekiso_juni+yoso_juni,5.0,632.0,88.68,4.3,84.91,True,False
KEIBAJO_SURFACE_01_ダ,hobokusaki_rank+shirushi_code_3+shirushi_code_5,3.0,386.0,87.6,2.37,84.91,True,False
KEIBAJO_SURFACE_07_ダ,prev3_chakujun+shirushi_code_1+shirushi_code_3,4.0,554.0,90.53,5.74,84.9,True,False
KEIBAJO_SURFACE_01_芝,shirushi_code_4+shirushi_code_5+shirushi_code_6,3.0,611.0,91.96,6.24,84.9,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+shirushi_code_6+yoso_juni,5.0,673.0,87.08,2.5,84.89,True,False
KEIBAJO_SURFACE_03_ダ,joken_class_code+prev1_chakujun+yoso_juni,4.0,459.0,88.01,3.19,84.88,True,False
KEIBAJO_SURFACE_10_芝,agari_shisu_juni+chokyo_yajirushi_code+prev1_chakujun,3.0,317.0,90.47,4.94,84.88,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_heavy+goal_sa+kyori_tekisei,3.0,421.0,96.19,10.0,84.88,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+goal_sa+kyori_tekisei,3.0,421.0,96.19,10.0,84.88,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+shirushi_code_2+yoso_juni,5.0,624.0,88.07,3.65,84.87,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+joa_ls_shisu+kijun_odds_fukusho,3.0,346.0,87.09,1.96,84.87,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_2+taikei_tomo,3.0,457.0,91.9,6.21,84.87,True,False
KEIBAJO_SURFACE_01_ダ,omo_tekisei_code+shirushi_code_3+shirushi_code_6,3.0,424.0,90.5,4.97,84.87,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+shirushi_code_2+shirushi_code_4,6.0,1257.0,88.42,4.46,84.85,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_2+wakuban,5.0,562.0,88.68,4.37,84.85,True,False
KEIBAJO_SURFACE_09_ダ,shirushi_code_2+shirushi_code_3+wakuban,12.0,1805.0,87.93,5.47,84.84,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_1+yoso_juni,4.0,738.0,90.15,5.42,84.84,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+shirushi_code_1+yoso_juni,3.0,408.0,90.04,4.59,84.84,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+kijun_ninkijun_fukusho+shirushi_code_2,6.0,978.0,87.9,3.83,84.83,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+hizume_code+shirushi_code_6,6.0,876.0,88.06,4.04,84.83,True,False
KEIBAJO_SURFACE_05_芝,shirushi_code_1+shirushi_code_3+taikei_tomo,4.0,564.0,91.89,7.2,84.83,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyi_kyusha_rank+shirushi_code_1,6.0,1202.0,87.92,3.86,84.83,True,False
KEIBAJO_SURFACE_07_ダ,joa_ls_shisu+kijun_odds_fukusho+shirushi_code_5,3.0,338.0,89.36,4.03,84.8,True,False
KEIBAJO_SURFACE_02_芝,agari_shisu_juni+ichi_shisu+ichi_shisu_juni,3.0,318.0,90.88,5.37,84.8,True,False
KEIBAJO_SURFACE_07_ダ,prev3_chakujun+shirushi_code_1+shirushi_code_2,7.0,1049.0,90.28,7.4,84.79,True,False
KEIBAJO_SURFACE_01_ダ,agari_shisu_juni+sanchimei+tenkai_kigo_code,9.0,1124.0,90.26,8.37,84.79,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+manken_shirushi+shirushi_code_3,4.0,546.0,90.12,5.45,84.79,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+sanchimei,8.0,1027.0,88.09,4.77,84.78,True,False
KEIBAJO_SURFACE_09_ダ,shirushi_code_2+shirushi_code_5+yy_int,8.0,898.0,88.07,4.74,84.78,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_tansho+manken_shirushi,3.0,444.0,89.19,3.91,84.77,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+shutoku_shokin_ruikei+yoso_juni,8.0,1048.0,88.02,4.7,84.76,True,False
KEIBAJO_SURFACE_03_芝,prev1_kyakushitsu+shirushi_code_1+taikei_dou,6.0,695.0,91.91,8.93,84.76,True,False
KEIBAJO_SURFACE_05_芝,joa_odds_shisu+kijun_odds_tansho+shirushi_code_4,21.0,2562.0,87.96,7.5,84.76,True,False
KEIBAJO_SURFACE_06_芝,joho_shisu+kijun_ninkijun_tansho+shirushi_code_3,3.0,302.0,88.34,3.17,84.76,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+ls_shisu_juni,3.0,442.0,90.44,5.04,84.74,True,False
KEIBAJO_SURFACE_08_芝,kishu_shisu+shirushi_code_1+shirushi_code_3,3.0,478.0,85.91,1.04,84.74,True,False
KEIBAJO_SURFACE_05_芝,shirushi_code_4+shirushi_code_5+taikei_tomo,3.0,366.0,87.87,2.78,84.73,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+ls_shisu_juni+shirushi_code_1,7.0,1794.0,91.15,8.67,84.73,True,False
KEIBAJO_SURFACE_05_芝,shirushi_code_3+shirushi_code_6+taikei_tomo,5.0,711.0,91.45,7.69,84.72,True,False
KEIBAJO_SURFACE_08_芝,bac_grade+shirushi_code_2+shirushi_code_3,4.0,532.0,88.37,3.72,84.72,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho+shirushi_code_1+tenkai_kigo_code,3.0,349.0,92.48,6.86,84.72,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_tansho+yoso_juni,3.0,534.0,89.09,3.88,84.7,True,False
KEIBAJO_SURFACE_02_芝,bac_juryo_shubetsu_code+kijun_ninkijun_tansho+shirushi_code_2,3.0,444.0,92.11,6.57,84.68,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+kijun_ninkijun_tansho+shirushi_code_1,5.0,816.0,89.17,5.12,84.68,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+kyi_kyusha_rank+shirushi_code_4,3.0,370.0,92.31,6.77,84.65,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyi_kyusha_rank+shirushi_code_3,5.0,821.0,89.23,5.23,84.65,True,False
KEIBAJO_SURFACE_10_ダ,kishu_minarai_code+kishu_rank+prev1_bataiju_bin,3.0,313.0,95.41,9.51,84.64,True,False
KEIBAJO_SURFACE_09_ダ,shirushi_code_1+shirushi_code_5+wakuban,11.0,1570.0,89.39,8.05,84.63,True,False
KEIBAJO_SURFACE_01_ダ,agari_shisu_juni+manken_shirushi+tenkai_kigo_code,3.0,376.0,98.82,12.55,84.62,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+pace_shisu_juni,6.0,884.0,88.75,5.17,84.62,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+moshoku_code+shirushi_code_1,5.0,1097.0,86.98,2.69,84.62,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+hizume_code,4.0,472.0,95.08,10.68,84.61,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyori_tekisei+manken_shirushi,3.0,354.0,92.29,6.79,84.61,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+prev1_chakujun+shirushi_code_3,3.0,472.0,86.69,1.85,84.61,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+shirushi_code_1+tenkai_kigo_code,3.0,340.0,92.21,6.73,84.6,True,False
KEIBAJO_SURFACE_02_芝,kyori_tekisei+prev1_corner4_bin+shirushi_code_1,3.0,310.0,91.22,5.85,84.6,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+prev1_kyakushitsu+shirushi_code_5,9.0,1140.0,88.74,6.34,84.59,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_tansho+shirushi_code_2,4.0,1058.0,89.03,4.53,84.59,True,False
KEIBAJO_SURFACE_06_芝,prev1_keibajo+shirushi_code_3+yoso_juni,7.0,937.0,87.8,4.34,84.59,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+prev1_keibajo+wakuban,9.0,1325.0,90.48,9.02,84.59,True,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_tansho+moshoku_code+shirushi_code_1,4.0,587.0,91.85,7.43,84.58,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_4,4.0,517.0,88.09,3.59,84.58,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_tansho+shirushi_code_5+wakuban,6.0,737.0,88.0,4.27,84.58,True,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kohan_3f_sa,3.0,449.0,87.85,2.89,84.58,True,False
KEIBAJO_SURFACE_08_芝,bac_grade+goal_juni+goal_sa,3.0,722.0,90.36,5.11,84.58,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+yoso_juni,4.0,537.0,90.62,6.17,84.57,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+kijun_ninkijun_tansho+shirushi_code_2,6.0,982.0,87.65,3.85,84.57,True,False
KEIBAJO_SURFACE_05_ダ,kyakushitsu+shirushi_code_2+shirushi_code_5,23.0,3184.0,88.16,8.81,84.56,True,False
KEIBAJO_SURFACE_05_ダ,manken_shirushi+shirushi_code_3+shirushi_code_6,9.0,1217.0,89.91,8.19,84.55,True,False
KEIBAJO_SURFACE_08_芝,moshoku_code+pace_shisu_juni+yoso_juni,4.0,475.0,87.0,2.5,84.55,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+shirushi_code_2,6.0,1072.0,90.94,7.98,84.55,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+prev1_kyakushitsu+shirushi_code_5,6.0,706.0,91.84,9.12,84.54,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_tansho+manken_shirushi+shirushi_code_5,3.0,354.0,91.14,5.84,84.54,True,False
KEIBAJO_SURFACE_07_芝,goal_sa+shirushi_code_3+shirushi_code_5,3.0,791.0,87.35,2.49,84.53,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+umaban_clean,5.0,533.0,87.71,3.63,84.53,True,False
KEIBAJO_SURFACE_03_ダ,bac_jouken+prev1_chakujun+yoso_juni,4.0,458.0,87.74,3.29,84.52,True,False
KEIBAJO_SURFACE_01_ダ,shirushi_code_1+shirushi_code_2+shirushi_code_3,4.0,661.0,90.61,6.23,84.51,True,False
KEIBAJO_SURFACE_06_芝,futan_juryo+goal_sa+prev1_bataiju_bin,7.0,964.0,85.97,1.96,84.51,True,False
KEIBAJO_SURFACE_07_ダ,prev1_bataiju_bin+shirushi_code_3+yoso_juni,7.0,991.0,90.01,7.45,84.5,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_6+tenkai_kigo_code,5.0,947.0,88.43,4.48,84.5,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+shirushi_code_4,6.0,1389.0,87.72,4.03,84.5,True,False
KEIBAJO_SURFACE_10_ダ,bac_tosu+futan_juryo+kishu_minarai_code,3.0,336.0,86.29,1.58,84.5,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,3.0,379.0,86.51,1.79,84.49,True,False
KEIBAJO_SURFACE_06_芝,manken_shirushi+shirushi_code_2+shirushi_code_3,4.0,494.0,91.03,6.67,84.49,True,False
KEIBAJO_SURFACE_07_ダ,manken_shirushi+shirushi_code_2+shirushi_code_6,3.0,362.0,93.28,7.77,84.49,True,False
KEIBAJO_SURFACE_10_ダ,bac_jouken+kohan_3f_sa+prev1_bataiju_bin,4.0,422.0,87.99,3.58,84.48,True,False
KEIBAJO_SURFACE_02_芝,hobokusaki_rank+kijun_ninkijun_fukusho+shirushi_code_1,3.0,483.0,93.18,7.69,84.48,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+omo_tekisei_code+prev2_chakujun,3.0,509.0,87.64,2.8,84.47,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+goal_juni+tenkai_kigo_code,6.0,709.0,88.23,4.69,84.47,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_1+wakuban,5.0,597.0,88.27,4.34,84.46,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+ls_shisu_juni+shirushi_code_1,4.0,797.0,88.43,4.05,84.46,True,False
KEIBAJO_SURFACE_08_芝,kyori+shirushi_code_2+shirushi_code_6,6.0,842.0,89.85,6.74,84.45,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+shirushi_code_4+wakuban,7.0,830.0,89.5,6.83,84.44,True,False
KEIBAJO_SURFACE_01_芝,kijun_ninkijun_tansho+shirushi_code_5+shirushi_code_6,3.0,625.0,92.54,7.17,84.43,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+hizume_code+prev1_corner4_bin,6.0,846.0,87.24,3.52,84.42,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_fukusho+shirushi_code_2+yoso_juni,6.0,1006.0,87.99,4.45,84.42,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+prev3_chakujun+uma_deokure_ritsu,3.0,397.0,92.55,7.19,84.41,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+manken_shirushi+shirushi_code_1,4.0,528.0,90.1,5.81,84.41,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+goal_juni+shirushi_code_4,4.0,688.0,88.85,4.54,84.4,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+yoso_juni,3.0,529.0,89.45,4.46,84.4,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+manken_shirushi+shirushi_code_2,4.0,554.0,88.78,4.47,84.4,True,False
KEIBAJO_SURFACE_07_ダ,kyori_tekisei+prev3_chakujun+yoso_juni,3.0,393.0,87.56,2.8,84.4,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+prev1_bataiju_bin+shirushi_code_4,8.0,1169.0,87.99,5.19,84.39,True,False
KEIBAJO_SURFACE_07_ダ,prev1_corner4_bin+shirushi_code_2+ten_shisu_juni,6.0,859.0,88.18,4.73,84.39,True,False
KEIBAJO_SURFACE_08_ダ,manken_shirushi+shirushi_code_2+tenkai_kigo_code,4.0,503.0,92.65,8.45,84.38,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyi_kyusha_rank,7.0,1944.0,87.99,4.88,84.38,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+hizume_code+shirushi_code_2,4.0,505.0,89.74,5.47,84.38,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+shirushi_code_2+wakuban,9.0,1209.0,89.75,8.22,84.38,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+hizume_code+shirushi_code_4,3.0,403.0,89.41,4.45,84.37,True,False
KEIBAJO_SURFACE_02_芝,kyori_tekisei+shirushi_code_1+shirushi_code_3,6.0,712.0,89.19,6.04,84.36,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_corner4_bin+shirushi_code_2,6.0,1062.0,87.15,3.5,84.35,True,False
KEIBAJO_SURFACE_08_芝,prev1_chakujun+shirushi_code_4+yoso_juni,3.0,460.0,87.2,2.52,84.35,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+shirushi_code_1+shirushi_code_3,3.0,552.0,87.07,2.41,84.34,True,False
KEIBAJO_SURFACE_08_ダ,sanchimei+shirushi_code_2+shirushi_code_5,4.0,496.0,88.83,4.58,84.34,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+umaban_clean,7.0,817.0,88.66,5.82,84.34,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+manken_shirushi+shirushi_code_3,4.0,579.0,89.69,5.46,84.34,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shutoku_shokin_ruikei+wakuban,5.0,527.0,89.68,6.09,84.34,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+kyori_tekisei+shirushi_code_4,7.0,921.0,88.66,5.83,84.34,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+prev1_chakujun,4.0,720.0,89.9,5.67,84.34,True,False
KEIBAJO_SURFACE_05_芝,joa_odds_shisu+kijun_odds_tansho+shirushi_code_3,8.0,932.0,91.02,9.66,84.33,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+hizume_code+shirushi_code_4,7.0,1029.0,88.83,6.07,84.33,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+shirushi_code_2+shirushi_code_4,5.0,830.0,86.9,2.94,84.32,True,False
KEIBAJO_SURFACE_07_ダ,prev1_bataiju_bin+shirushi_code_2+shirushi_code_4,8.0,1214.0,86.24,2.78,84.31,True,False
KEIBAJO_SURFACE_03_芝,goal_juni+moshoku_code+shirushi_code_3,3.0,400.0,88.17,3.42,84.3,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+hizume_code+kijun_ninkijun_fukusho,6.0,945.0,88.64,5.42,84.3,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+shirushi_code_2+taikei_tomo,3.0,447.0,88.23,3.48,84.29,True,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_tansho+moshoku_code+prev1_corner4_bin,5.0,590.0,90.26,6.81,84.29,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+kyori_tekisei+shirushi_code_1,4.0,482.0,89.19,5.0,84.28,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+manken_shirushi+shirushi_code_4,3.0,441.0,88.61,3.83,84.28,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+kishu_rank+shirushi_code_2,4.0,446.0,92.01,7.9,84.28,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_odds_fukusho+shirushi_code_2,3.0,365.0,86.6,2.06,84.27,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_keibajo+yoso_juni,3.0,456.0,89.19,4.35,84.27,True,False
KEIBAJO_SURFACE_02_芝,goal_juni+goal_sa+joa_ls_shisu,3.0,481.0,91.98,6.81,84.27,True,False
KEIBAJO_SURFACE_01_ダ,kyori_tekisei+prev1_keibajo+shirushi_code_1,3.0,381.0,87.77,3.1,84.26,True,False
KEIBAJO_SURFACE_05_芝,joho_shisu+shirushi_code_3+shirushi_code_5,9.0,1042.0,88.7,6.81,84.25,True,False
KEIBAJO_SURFACE_08_芝,shirushi_code_1+shirushi_code_6+wakuban,10.0,1295.0,87.46,5.17,84.25,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+shirushi_code_3+yoso_juni,3.0,462.0,90.31,5.35,84.25,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+sanchimei,7.0,865.0,88.06,5.15,84.24,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+shirushi_code_5,4.0,697.0,90.88,6.77,84.24,True,False
KEIBAJO_SURFACE_08_芝,manken_shirushi+shirushi_code_1+shutoku_shokin_ruikei,5.0,561.0,87.28,3.46,84.24,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+shirushi_code_3+yoso_juni,6.0,733.0,88.63,5.5,84.23,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_sa+shirushi_code_6,3.0,549.0,88.99,4.21,84.23,True,False
KEIBAJO_SURFACE_10_芝,agari_shisu_juni+manken_shirushi+moshoku_code,3.0,351.0,86.68,2.17,84.22,True,False
KEIBAJO_SURFACE_07_ダ,dochu_sa+kijun_ninkijun_tansho+kyori_tekisei,3.0,350.0,91.02,6.01,84.22,True,False
KEIBAJO_SURFACE_08_芝,manken_shirushi+shirushi_code_2+shutoku_shokin_ruikei,3.0,352.0,89.63,4.78,84.22,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_fukusho+kishu_shisu+shirushi_code_2,3.0,522.0,88.44,3.74,84.21,True,False
KEIBAJO_SURFACE_10_芝,kohan_3f_sa+manken_shirushi+prev1_corner4_bin,4.0,446.0,90.07,5.99,84.21,True,False
KEIBAJO_SURFACE_08_ダ,shirushi_code_4+shirushi_code_5+wakuban,7.0,867.0,87.97,5.09,84.2,True,False
KEIBAJO_SURFACE_07_ダ,joa_ls_shisu+kijun_odds_fukusho+shirushi_code_2,4.0,462.0,92.03,7.99,84.2,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+shirushi_code_4+yoso_juni,5.0,878.0,88.45,4.88,84.18,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kyi_kyusha_rank+shirushi_code_4,6.0,947.0,86.71,3.16,84.18,True,False
KEIBAJO_SURFACE_06_芝,joho_shisu+kijun_ninkijun_fukusho+shirushi_code_3,3.0,302.0,88.09,3.45,84.18,True,False
KEIBAJO_SURFACE_08_芝,bac_grade+bac_jouken+dochu_sa,6.0,801.0,88.09,4.91,84.17,True,False
KEIBAJO_SURFACE_08_芝,ls_shisu_juni+prev1_chakujun+shirushi_code_6,4.0,599.0,91.42,7.39,84.17,True,False
KEIBAJO_SURFACE_06_芝,shirushi_code_2+shirushi_code_4+yoso_juni,4.0,803.0,88.87,4.8,84.17,True,False
KEIBAJO_SURFACE_02_芝,prev1_corner4_bin+shirushi_code_1+shirushi_code_2,4.0,556.0,96.3,12.38,84.16,True,False
KEIBAJO_SURFACE_03_ダ,joken_class_code+shirushi_code_1+yoso_juni,3.0,420.0,87.78,3.2,84.16,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+yy_int,8.0,1945.0,87.82,5.28,84.16,True,False
KEIBAJO_SURFACE_02_芝,kyori_tekisei+shirushi_code_2+shirushi_code_3,3.0,318.0,92.57,7.44,84.15,True,False
KEIBAJO_SURFACE_07_ダ,kohan_3f_juni+kyori_tekisei+shirushi_code_1,4.0,472.0,89.88,5.85,84.15,True,False
KEIBAJO_SURFACE_07_ダ,kohan_3f_juni+moshoku_code+shirushi_code_5,3.0,378.0,88.46,3.81,84.15,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_odds_fukusho+prev1_bataiju_bin,7.0,805.0,86.84,3.62,84.15,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_tansho+kishu_shisu+shirushi_code_2,4.0,634.0,87.63,3.56,84.14,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+prev1_kyakushitsu+yy_int,11.0,1391.0,87.97,6.48,84.14,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_tansho+shirushi_code_2+yoso_juni,6.0,1006.0,87.9,4.72,84.13,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_1+shirushi_code_3,6.0,1130.0,85.92,2.26,84.11,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+shirushi_code_5,6.0,902.0,89.21,6.37,84.11,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_2+wakuban,8.0,1196.0,89.6,7.92,84.11,True,False
KEIBAJO_SURFACE_03_ダ,bac_tosu+shirushi_code_1+yoso_juni,4.0,506.0,87.28,3.25,84.1,True,False
KEIBAJO_SURFACE_01_ダ,prev1_kyakushitsu+shirushi_code_1+taikei_dou,5.0,648.0,87.63,4.02,84.1,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+goal_juni+yoso_juni,4.0,547.0,91.06,7.11,84.09,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+moshoku_code+prev1_chakujun,5.0,725.0,89.17,5.79,84.09,True,False
KEIBAJO_SURFACE_03_芝,barei+goal_juni+goal_sa,4.0,1130.0,88.04,4.03,84.09,True,False
KEIBAJO_SURFACE_05_ダ,kishu_shisu+shirushi_code_1+shirushi_code_3,6.0,1011.0,91.17,8.84,84.09,True,False
