segment,factors,combo_clb,oot_clb,oot_n_bins,oot_n_bets,oot_roi_2023,oot_roi_2024,oot_roi_2025,oot_min_yearly_roi,f1_pass,f1_reason,has_shirushi,best_shirushi_clb,optimal_odds_t,optimal_rank_t,f2_pass,f2_reason,max_subset_clb,cross_gain,f3_pass,f3_reason,all_pass
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_tansho+prev1_keibajo+yoso_juni,82.25,82.55,9,6647,74.29,75.84,73.38,73.38,True,pass,False,,,,True,no_shirushi_auto_pass,71.67,10.58,True,pass,True
KEIBAJO_SURFACE_10_芝,babajotai_code_shiba+goal_juni+prev2_chakujun,82.25,88.95,2,4996,72.84,75.76,73.76,72.84,True,pass,False,,,,True,no_shirushi_auto_pass,74.18,8.07,True,pass,True
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+gekiso_juni+goal_sa,82.24,78.18,9,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,74.11,8.13,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+manken_shirushi,82.23,78.72,7,7800,72.74,75.69,78.13,72.74,True,pass,False,,,,True,no_shirushi_auto_pass,76.07,6.16,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+kyori_tekisei+manken_shirushi,82.23,79.03,22,7800,72.74,75.69,79.08,72.74,True,pass,False,,,,True,no_shirushi_auto_pass,72.89,9.34,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+wakuban,82.23,79.66,8,7800,74.17,73.65,73.35,73.35,True,pass,False,,,,True,no_shirushi_auto_pass,72.27,9.96,True,pass,True
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho,82.22,78.33,24,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,72.88,9.34,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+ten_shisu_juni,82.21,77.17,15,6414,74.98,74.68,74.47,74.47,True,pass,False,,,,True,no_shirushi_auto_pass,76.19,6.02,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+kyori_tekisei+manken_shirushi,82.18,76.36,7,6647,75.54,77.9,74.67,74.67,True,pass,False,,,,True,no_shirushi_auto_pass,73.66,8.52,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,82.16,77.41,6,6282,80.87,81.0,80.27,80.27,True,pass,True,110.1,10.0,5.0,True,pass,77.79,4.37,True,pass,True
KEIBAJO_SURFACE_08_芝,pace_shisu_juni+prev1_chakujun+prev1_kyakushitsu,82.16,75.81,12,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,73.46,8.7,True,pass,True
KEIBAJO_SURFACE_03_芝,kohan_3f_juni+sanchimei+ten_shisu_juni,82.15,76.76,5,4400,73.34,71.79,72.6,71.79,True,pass,False,,,,True,no_shirushi_auto_pass,69.22,12.93,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_kyakushitsu+yoso_juni,82.13,80.11,6,6647,74.29,75.84,73.38,73.38,True,pass,False,,,,True,no_shirushi_auto_pass,73.99,8.14,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+kyori_tekisei+prev2_chakujun,82.13,78.29,14,6414,74.32,75.26,75.89,74.32,True,pass,False,,,,True,no_shirushi_auto_pass,72.2,9.93,True,pass,True
KEIBAJO_SURFACE_10_芝,bac_jouken+goal_sa+yoso_juni,82.13,79.96,4,4996,73.15,73.95,73.6,73.15,True,pass,False,,,,True,no_shirushi_auto_pass,76.1,6.03,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+prev1_bataiju_bin+yoso_juni,82.12,77.85,8,6282,76.18,73.84,75.3,73.84,True,pass,False,,,,True,no_shirushi_auto_pass,67.0,15.12,True,pass,True
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_tansho+kijun_odds_fukusho,82.08,75.55,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,74.65,7.43,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+manken_shirushi+ten_shisu_juni,82.05,83.26,7,6414,74.97,77.61,76.86,74.97,True,pass,False,,,,True,no_shirushi_auto_pass,75.5,6.55,True,pass,True
KEIBAJO_SURFACE_06_ダ,goal_sa+uma_deokure_ritsu+wakuban,82.02,81.78,8,8946,73.76,74.51,74.86,73.76,True,pass,False,,,,True,no_shirushi_auto_pass,73.17,8.85,True,pass,True
KEIBAJO_SURFACE_10_芝,goal_juni+shutoku_shokin_ruikei+yoso_juni,82.02,78.67,9,4996,73.15,73.95,73.6,73.15,True,pass,False,,,,True,no_shirushi_auto_pass,68.17,13.85,True,pass,True
KEIBAJO_SURFACE_02_芝,goal_juni+goal_sa+prev1_bataiju_bin,82.0,80.41,3,2257,74.87,72.69,75.29,72.69,True,pass,False,,,,True,no_shirushi_auto_pass,78.89,3.11,True,pass,True
KEIBAJO_SURFACE_03_芝,agari_shisu_juni+goal_juni+goal_sa,81.97,83.62,4,4400,73.34,71.79,72.6,71.79,True,pass,False,,,,True,no_shirushi_auto_pass,76.17,5.8,True,pass,True
KEIBAJO_SURFACE_10_芝,hobokusaki_rank+rotation+yoso_juni,81.96,76.26,3,4996,72.82,75.37,73.89,72.82,True,pass,False,,,,True,no_shirushi_auto_pass,70.73,11.23,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+kyori_tekisei+prev1_chakujun,81.94,81.4,25,6414,75.52,74.55,75.48,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,71.99,9.95,True,pass,True
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_odds_fukusho+kyori,81.93,76.75,6,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,73.62,8.31,True,pass,True
KEIBAJO_SURFACE_10_芝,babajotai_code_shiba+prev2_chakujun+yoso_juni,81.91,87.85,3,4996,72.84,75.76,73.76,72.84,True,pass,False,,,,True,no_shirushi_auto_pass,72.64,9.27,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kyori+yoso_juni,81.91,75.4,22,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,73.62,8.29,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+pace_shisu_juni,81.9,81.71,10,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,74.37,7.53,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+gekiso_juni+hobokusaki_rank,81.85,79.41,16,6414,74.98,74.68,74.47,74.47,True,pass,False,,,,True,no_shirushi_auto_pass,73.03,8.82,True,pass,True
KEIBAJO_SURFACE_08_芝,futan_juryo+goal_sa+kyi_kyusha_rank,81.85,79.73,16,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,71.98,9.87,True,pass,True
KEIBAJO_SURFACE_07_ダ,dochu_sa+goal_juni+moshoku_code,81.78,77.42,5,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,76.09,5.69,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_grade+dochu_sa+futan_juryo,81.78,79.29,4,6414,75.06,73.28,73.33,73.28,True,pass,False,,,,True,no_shirushi_auto_pass,73.4,8.38,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_5+shirushi_code_6,81.71,84.21,4,6414,83.37,77.39,78.07,77.39,True,pass,True,83.44,5.0,5.0,True,pass,73.49,8.22,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+tenkai_kigo_code+yoso_juni,81.65,79.44,8,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,75.07,6.58,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+goal_sa+kyori_tekisei,81.65,82.99,3,6414,74.86,74.51,74.68,74.51,True,pass,False,,,,True,no_shirushi_auto_pass,77.23,4.42,True,pass,True
KEIBAJO_SURFACE_03_芝,goal_juni+goal_sa+sanchimei,81.64,80.04,6,4400,73.34,71.79,72.6,71.79,True,pass,False,,,,True,no_shirushi_auto_pass,73.27,8.37,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+kyori_tekisei+prev1_chakujun,81.64,81.72,8,6414,75.52,74.55,75.48,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,72.35,9.29,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_tansho+kishu_shisu,81.64,85.18,3,6647,74.03,75.25,73.12,73.12,True,pass,False,,,,True,no_shirushi_auto_pass,72.25,9.39,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+taikei_tomo,81.6,75.53,12,7800,74.18,74.6,74.28,74.18,True,pass,False,,,,True,no_shirushi_auto_pass,71.93,9.67,True,pass,True
KEIBAJO_SURFACE_10_芝,bac_shubetsu+rotation+yoso_juni,81.6,94.92,3,4996,72.85,74.61,73.56,72.85,True,pass,False,,,,True,no_shirushi_auto_pass,72.06,9.54,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+manken_shirushi,81.53,82.81,7,6414,74.97,77.61,76.86,74.97,True,pass,False,,,,True,no_shirushi_auto_pass,75.5,6.03,True,pass,True
KEIBAJO_SURFACE_03_芝,goal_sa+joken_class_code+sanchimei,81.48,86.61,5,4400,73.34,71.79,72.6,71.79,True,pass,False,,,,True,no_shirushi_auto_pass,71.71,9.77,True,pass,True
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_juni+prev1_kyakushitsu,81.48,75.22,19,7800,74.18,74.22,74.34,74.18,True,pass,False,,,,True,no_shirushi_auto_pass,70.44,11.04,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+shutoku_shokin_ruikei+yoso_juni,81.47,76.72,7,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,73.83,7.64,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_bataiju_bin,81.47,78.33,9,7800,74.23,74.23,74.37,74.23,True,pass,False,,,,True,no_shirushi_auto_pass,71.93,9.54,True,pass,True
KEIBAJO_SURFACE_08_芝,futan_juryo+goal_sa+prev1_kyakushitsu,81.45,76.26,22,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,71.35,10.1,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+shirushi_code_2,81.39,78.47,10,7800,77.8,79.05,80.3,77.8,True,pass,True,90.64,15.0,5.0,True,pass,74.78,6.61,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+wakuban,81.39,81.63,8,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,73.11,8.28,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+kishu_shisu,81.37,85.18,3,6647,74.03,75.25,73.12,73.12,True,pass,False,,,,True,no_shirushi_auto_pass,72.25,9.12,True,pass,True
KEIBAJO_SURFACE_02_芝,kohan_3f_juni+pace_yoso+ten_shisu_juni,81.35,79.11,2,2257,74.39,73.3,75.26,73.3,True,pass,False,,,,True,no_shirushi_auto_pass,73.53,7.82,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_juni+yoso_juni,81.32,81.12,10,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,72.79,8.53,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+sanchimei+shirushi_code_3,81.31,76.87,7,7800,77.87,77.43,77.1,77.1,True,pass,True,80.2,10.0,3.0,True,pass,75.61,5.7,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_bataiju_bin+prev1_kyakushitsu,81.3,76.43,35,7800,74.23,74.23,74.37,74.23,True,pass,False,,,,True,no_shirushi_auto_pass,70.44,10.86,True,pass,True
KEIBAJO_SURFACE_06_ダ,goal_sa+kishu_shisu+ls_shisu_juni,81.28,78.97,5,8946,73.28,73.77,74.38,73.28,True,pass,False,,,,True,no_shirushi_auto_pass,72.96,8.32,True,pass,True
KEIBAJO_SURFACE_07_ダ,dochu_sa+manken_shirushi+prev1_corner4_bin,81.28,78.21,6,6282,75.78,75.15,80.8,75.15,True,pass,False,,,,True,no_shirushi_auto_pass,77.53,3.75,True,pass,True
KEIBAJO_SURFACE_08_芝,gekiso_juni+shutoku_shokin_ruikei+yoso_juni,81.27,78.68,14,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,69.74,11.53,True,pass,True
KEIBAJO_SURFACE_01_ダ,goal_juni+goal_sa+omo_tekisei_code,81.23,75.88,3,2167,75.15,75.79,75.65,75.15,True,pass,False,,,,True,no_shirushi_auto_pass,75.43,5.8,True,pass,True
KEIBAJO_SURFACE_01_ダ,bac_tosu+kyakushitsu+manken_shirushi,81.18,81.02,12,2167,74.09,84.29,78.26,74.09,True,pass,False,,,,True,no_shirushi_auto_pass,74.4,6.78,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+prev1_chakujun,81.11,76.98,5,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,72.98,8.13,True,pass,True
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+yoso_juni,81.11,79.02,8,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,75.07,6.04,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank,81.08,77.82,10,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,72.98,8.1,True,pass,True
KEIBAJO_SURFACE_01_ダ,shirushi_code_1+shirushi_code_3+shirushi_code_5,81.08,80.75,3,2167,85.22,80.79,83.71,80.79,True,pass,True,80.84,15.0,5.0,True,pass,77.24,3.84,True,pass,True
KEIBAJO_SURFACE_10_芝,goal_juni+goal_sa+manken_shirushi,81.03,79.01,6,4996,76.16,77.07,75.66,75.66,True,pass,False,,,,True,no_shirushi_auto_pass,77.2,3.83,True,pass,True
KEIBAJO_SURFACE_08_芝,kyi_kyusha_rank+kyori+yoso_juni,81.02,75.88,26,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,73.63,7.39,True,pass,True
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+prev1_keibajo,81.02,78.62,6,7800,74.18,74.22,74.34,74.18,True,pass,False,,,,True,no_shirushi_auto_pass,74.95,6.07,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kohan_3f_juni+kyori_tekisei,81.01,84.17,5,6282,75.75,73.86,77.19,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,69.7,11.31,True,pass,True
KEIBAJO_SURFACE_10_芝,prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,80.99,82.71,2,4996,72.85,74.61,73.56,72.85,True,pass,False,,,,True,no_shirushi_auto_pass,68.42,12.57,True,pass,True
KEIBAJO_SURFACE_01_ダ,bac_jouken+sanchimei+wakuban,80.97,78.52,9,2167,75.19,75.9,75.45,75.19,True,pass,False,,,,True,no_shirushi_auto_pass,74.13,6.84,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+ls_shisu_juni+prev1_corner4_bin,80.94,87.79,3,6282,76.23,73.75,75.26,73.75,True,pass,False,,,,True,no_shirushi_auto_pass,75.79,5.15,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,80.9,81.76,21,6282,75.75,73.86,77.19,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,69.7,11.2,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kohan_3f_juni+kyori,80.88,82.08,9,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,73.62,7.26,True,pass,True
KEIBAJO_SURFACE_10_芝,chokyo_yajirushi_code+goal_sa+yoso_juni,80.87,78.37,5,4996,73.15,73.95,73.6,73.15,True,pass,False,,,,True,no_shirushi_auto_pass,76.1,4.77,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+hizume_code,80.86,78.4,8,6414,75.42,74.94,74.93,74.93,True,pass,False,,,,True,no_shirushi_auto_pass,72.98,7.88,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+pace_yoso+prev1_bataiju_bin,80.84,77.76,15,6282,76.18,73.84,75.3,73.84,True,pass,False,,,,True,no_shirushi_auto_pass,73.56,7.28,True,pass,True
KEIBAJO_SURFACE_01_ダ,barei+prev1_chakujun+sanchimei,80.84,88.07,8,2167,75.05,75.85,75.59,75.05,True,pass,False,,,,True,no_shirushi_auto_pass,79.11,1.73,True,pass,True
KEIBAJO_SURFACE_02_芝,dochu_juni+kohan_3f_juni+pace_yoso,80.83,77.92,8,2257,74.39,73.3,75.26,73.3,True,pass,False,,,,True,no_shirushi_auto_pass,73.53,7.3,True,pass,True
KEIBAJO_SURFACE_02_芝,bac_juryo_shubetsu_code+goal_sa+kyori_tekisei,80.83,88.0,4,2257,74.39,73.3,75.59,73.3,True,pass,False,,,,True,no_shirushi_auto_pass,71.92,8.91,True,pass,True
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_sa+hobokusaki_rank,80.78,75.96,24,6414,74.98,74.68,74.47,74.47,True,pass,False,,,,True,no_shirushi_auto_pass,74.11,6.67,True,pass,True
KEIBAJO_SURFACE_01_ダ,goal_juni+goal_sa+kyakushitsu,80.77,76.02,3,2167,75.19,75.9,75.5,75.19,True,pass,False,,,,True,no_shirushi_auto_pass,75.43,5.34,True,pass,True
KEIBAJO_SURFACE_03_芝,barei+goal_juni+kijun_ninkijun_tansho,80.76,78.21,5,4400,73.34,71.79,72.6,71.79,True,pass,False,,,,True,no_shirushi_auto_pass,66.82,13.94,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+manken_shirushi+pace_yoso,80.75,80.42,9,6647,75.54,77.9,75.1,75.1,True,pass,False,,,,True,no_shirushi_auto_pass,73.48,7.27,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kohan_3f_juni+yoso_juni,80.74,81.97,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,71.72,9.02,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+manken_shirushi+uma_deokure_ritsu,80.73,77.51,5,6647,74.53,77.6,75.48,74.53,True,pass,False,,,,True,no_shirushi_auto_pass,73.72,7.01,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+prev1_bataiju_bin+yoso_juni,80.71,77.85,8,6282,76.18,73.84,75.3,73.84,True,pass,False,,,,True,no_shirushi_auto_pass,67.0,13.71,True,pass,True
KEIBAJO_SURFACE_03_ダ,shirushi_code_1+shirushi_code_5+shutoku_shokin_ruikei,80.71,80.32,5,3276,75.08,75.35,73.16,73.16,True,pass,True,83.87,10.0,7.0,True,pass,72.31,8.4,True,pass,True
KEIBAJO_SURFACE_07_ダ,hizume_code+kijun_odds_fukusho+shirushi_code_1,80.69,86.52,3,6282,78.22,79.06,79.32,78.22,True,pass,True,84.57,8.0,3.0,True,pass,75.44,5.25,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei,80.61,77.26,20,7800,74.17,73.65,75.72,73.65,True,pass,False,,,,True,no_shirushi_auto_pass,71.93,8.68,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kohan_3f_juni+yoso_juni,80.61,81.97,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,71.72,8.89,True,pass,True
KEIBAJO_SURFACE_10_芝,bataiju_change_bin+goal_juni+yoso_juni,80.54,81.28,6,4996,72.85,74.63,73.65,72.85,True,pass,False,,,,True,no_shirushi_auto_pass,68.31,12.23,True,pass,True
KEIBAJO_SURFACE_10_芝,bac_tosu+goal_sa+prev1_bataiju_bin,80.53,79.65,3,4996,72.85,74.63,73.65,72.85,True,pass,False,,,,True,no_shirushi_auto_pass,72.9,7.63,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+omo_tekisei_code+wakuban,80.5,82.14,17,6414,75.4,74.75,74.95,74.75,True,pass,False,,,,True,no_shirushi_auto_pass,73.11,7.39,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+futan_juryo+goal_sa,80.5,75.72,2,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,77.23,3.27,True,pass,True
KEIBAJO_SURFACE_03_芝,goal_juni+goal_sa+prev1_bataiju_bin,80.46,78.91,5,4400,73.89,72.15,73.0,72.15,True,pass,False,,,,True,no_shirushi_auto_pass,73.27,7.19,True,pass,True
KEIBAJO_SURFACE_10_ダ,kohan_3f_juni+kohan_3f_sa+prev1_bataiju_bin,80.46,78.29,4,2912,73.53,75.64,74.53,73.53,True,pass,False,,,,True,no_shirushi_auto_pass,71.98,8.48,True,pass,True
KEIBAJO_SURFACE_07_ダ,dochu_juni+kijun_ninkijun_fukusho+yoso_juni,80.45,85.68,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,71.5,8.95,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+kyi_kyusha_rank+prev1_kyakushitsu,80.44,80.37,17,6414,75.55,74.62,75.04,74.62,True,pass,False,,,,True,no_shirushi_auto_pass,71.98,8.46,True,pass,True
KEIBAJO_SURFACE_07_ダ,kohan_3f_juni+prev1_corner4_bin+yoso_juni,80.43,76.73,9,6282,76.23,73.75,75.26,73.75,True,pass,False,,,,True,no_shirushi_auto_pass,72.05,8.38,True,pass,True
KEIBAJO_SURFACE_03_芝,goal_juni+goal_sa+prev1_keibajo,80.42,76.51,4,4400,73.83,72.1,73.0,72.1,True,pass,False,,,,True,no_shirushi_auto_pass,73.27,7.15,True,pass,True
KEIBAJO_SURFACE_02_芝,dochu_juni+ichi_shisu_juni+kohan_3f_juni,80.41,79.07,3,2257,74.39,73.3,75.26,73.3,True,pass,False,,,,True,no_shirushi_auto_pass,72.63,7.78,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+prev1_corner4_bin+yoso_juni,80.4,79.09,10,6282,76.23,73.75,75.26,73.75,True,pass,False,,,,True,no_shirushi_auto_pass,72.05,8.35,True,pass,True
KEIBAJO_SURFACE_01_ダ,bac_tosu+kishu_rank+prev1_chakujun,80.39,76.72,10,2167,75.03,75.85,75.14,75.03,True,pass,False,,,,True,no_shirushi_auto_pass,72.52,7.87,True,pass,True
KEIBAJO_SURFACE_01_ダ,prev1_chakujun+prev1_keibajo+taikei_dou,80.38,77.93,5,2167,75.05,75.93,75.36,75.05,True,pass,False,,,,True,no_shirushi_auto_pass,75.13,5.25,True,pass,True
KEIBAJO_SURFACE_03_芝,goal_juni+shutoku_shokin_ruikei+taikei_dou,80.38,76.04,18,4400,73.92,71.74,72.92,71.74,True,pass,False,,,,True,no_shirushi_auto_pass,68.85,11.53,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kishu_shisu,80.37,76.02,8,7800,74.17,73.65,73.35,73.35,True,pass,False,,,,True,no_shirushi_auto_pass,71.93,8.44,True,pass,True
KEIBAJO_SURFACE_01_ダ,bac_tosu+goal_juni+prev1_kyakushitsu,80.37,79.43,15,2167,75.05,75.85,75.59,75.05,True,pass,False,,,,True,no_shirushi_auto_pass,72.52,7.85,True,pass,True
KEIBAJO_SURFACE_01_ダ,chokyoshi_rank+goal_juni+kishu_rank,80.35,79.35,3,2167,75.17,75.9,75.0,75.0,True,pass,False,,,,True,no_shirushi_auto_pass,71.27,9.08,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+hizume_code+kijun_ninkijun_fukusho,80.34,76.89,5,6647,74.24,75.78,73.34,73.34,True,pass,False,,,,True,no_shirushi_auto_pass,73.28,7.06,True,pass,True
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho,80.33,76.79,17,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,72.88,7.45,True,pass,True
KEIBAJO_SURFACE_03_ダ,goal_juni+goal_sa+prev1_kyakushitsu,80.33,77.65,3,3276,74.13,74.38,72.33,72.33,True,pass,False,,,,True,no_shirushi_auto_pass,69.21,11.12,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+futan_juryo+ten_shisu_juni,80.32,76.76,14,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,71.35,8.97,True,pass,True
KEIBAJO_SURFACE_07_ダ,dochu_juni+kijun_ninkijun_tansho+yoso_juni,80.31,85.68,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,71.5,8.81,True,pass,True
KEIBAJO_SURFACE_03_ダ,joa_ls_shisu+joho_shisu+shirushi_code_2,80.31,80.02,3,3276,79.33,78.33,74.25,74.25,True,pass,True,80.28,5.0,7.0,True,pass,74.85,5.46,True,pass,True
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_tansho+kijun_odds_fukusho,80.28,76.79,17,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,72.88,7.4,True,pass,True
KEIBAJO_SURFACE_02_芝,dochu_juni+kohan_3f_sa+pace_shisu_juni,80.27,75.53,3,2257,74.39,73.3,75.26,73.3,True,pass,False,,,,True,no_shirushi_auto_pass,78.01,2.26,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_bataiju_bin+prev1_corner4_bin,80.27,77.67,15,6647,74.34,75.78,73.45,73.45,True,pass,False,,,,True,no_shirushi_auto_pass,71.06,9.21,True,pass,True
KEIBAJO_SURFACE_10_芝,goal_juni+prev2_chakujun+tenko_code,80.26,81.13,6,4996,72.84,75.76,73.76,72.84,True,pass,False,,,,True,no_shirushi_auto_pass,74.18,6.08,True,pass,True
KEIBAJO_SURFACE_03_芝,goal_juni+goal_sa+shirushi_code_1,80.26,79.6,3,4400,76.61,76.9,75.62,75.62,True,pass,True,80.25,15.0,5.0,True,pass,77.56,2.7,True,pass,True
KEIBAJO_SURFACE_08_芝,kishu_minarai_code+shutoku_shokin_ruikei+tenkai_kigo_code,80.25,82.5,6,6414,83.6,76.58,81.71,76.58,True,pass,False,,,,True,no_shirushi_auto_pass,75.13,5.12,True,pass,True
KEIBAJO_SURFACE_01_ダ,bac_jouken+futan_juryo+goal_juni,80.23,86.01,2,2167,75.19,75.9,75.45,75.19,True,pass,False,,,,True,no_shirushi_auto_pass,74.13,6.1,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_4+yoso_juni,80.23,81.5,6,6414,80.92,73.99,75.12,73.99,True,pass,True,80.18,8.0,3.0,True,pass,75.07,5.16,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+hizume_code+ten_shisu_juni,80.22,82.43,5,6414,75.42,74.94,74.93,74.93,True,pass,False,,,,True,no_shirushi_auto_pass,73.81,6.41,True,pass,True
KEIBAJO_SURFACE_09_ダ,manken_shirushi+prev1_kyakushitsu+wakuban,80.21,81.47,7,6519,77.91,80.02,77.11,77.11,True,pass,False,,,,True,no_shirushi_auto_pass,73.48,6.73,True,pass,True
