segment,factors,combo_clb,oot_clb,oot_n_bins,oot_n_bets,oot_roi_2023,oot_roi_2024,oot_roi_2025,oot_min_yearly_roi,f1_pass,f1_reason,has_shirushi,best_shirushi_clb,optimal_odds_t,optimal_rank_t,f2_pass,f2_reason,max_subset_clb,cross_gain,f3_pass,f3_reason,all_pass
KEIBAJO_SURFACE_10_ダ,kishu_minarai_code+kishu_rank+prev1_bataiju_bin,84.64,79.52,4,2912,80.83,87.91,69.71,69.71,True,pass,False,,,,True,no_shirushi_auto_pass,77.64,7.0,True,pass,True
KEIBAJO_SURFACE_01_ダ,agari_shisu_juni+manken_shirushi+tenkai_kigo_code,84.62,79.98,5,2167,74.09,84.29,78.18,74.09,True,pass,False,,,,True,no_shirushi_auto_pass,84.18,0.44,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+pace_shisu_juni,84.62,75.84,18,6414,74.98,74.68,74.47,74.47,True,pass,False,,,,True,no_shirushi_auto_pass,74.37,10.25,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+kyori_tekisei+manken_shirushi,84.61,81.67,6,6414,74.97,77.61,76.58,74.97,True,pass,False,,,,True,no_shirushi_auto_pass,75.5,9.11,True,pass,True
KEIBAJO_SURFACE_06_ダ,goal_sa+prev1_keibajo+wakuban,84.59,76.92,13,8946,73.89,74.54,74.85,73.89,True,pass,False,,,,True,no_shirushi_auto_pass,71.12,13.47,True,pass,True
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kohan_3f_sa,84.58,79.93,3,2257,74.39,73.3,75.26,73.3,True,pass,False,,,,True,no_shirushi_auto_pass,83.5,1.08,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+yoso_juni,84.57,85.91,6,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,75.07,9.5,True,pass,True
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+umaban_clean,84.53,88.06,8,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,78.01,6.52,True,pass,True
KEIBAJO_SURFACE_03_ダ,bac_jouken+prev1_chakujun+yoso_juni,84.52,81.15,4,3276,74.13,74.38,72.33,72.33,True,pass,False,,,,True,no_shirushi_auto_pass,74.26,10.26,True,pass,True
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,84.49,81.42,3,6282,75.75,73.92,74.72,73.92,True,pass,False,,,,True,no_shirushi_auto_pass,70.82,13.67,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+omo_tekisei_code+prev2_chakujun,84.47,76.14,7,6414,74.32,75.43,75.9,74.32,True,pass,False,,,,True,no_shirushi_auto_pass,73.7,10.77,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+goal_juni+tenkai_kigo_code,84.47,83.57,8,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,70.75,13.72,True,pass,True
KEIBAJO_SURFACE_06_ダ,goal_sa+prev3_chakujun+uma_deokure_ritsu,84.41,76.79,3,8946,75.58,76.15,76.48,75.58,True,pass,False,,,,True,no_shirushi_auto_pass,75.37,9.04,True,pass,True
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+yoso_juni,84.4,84.02,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,70.76,13.64,True,pass,True
KEIBAJO_SURFACE_07_ダ,kyori_tekisei+prev3_chakujun+yoso_juni,84.4,86.86,7,6282,76.81,74.25,77.77,74.25,True,pass,False,,,,True,no_shirushi_auto_pass,72.75,11.65,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+umaban_clean,84.34,75.42,11,6414,74.98,74.68,74.47,74.47,True,pass,False,,,,True,no_shirushi_auto_pass,78.01,6.33,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+shutoku_shokin_ruikei+wakuban,84.34,87.23,8,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,73.11,11.23,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_keibajo+yoso_juni,84.27,84.02,5,6647,74.29,75.84,73.38,73.38,True,pass,False,,,,True,no_shirushi_auto_pass,73.99,10.28,True,pass,True
KEIBAJO_SURFACE_02_芝,goal_juni+goal_sa+joa_ls_shisu,84.27,87.03,2,2257,74.39,73.3,75.26,73.3,True,pass,False,,,,True,no_shirushi_auto_pass,78.89,5.38,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+sanchimei,84.24,78.42,15,7800,74.18,74.22,74.34,74.18,True,pass,False,,,,True,no_shirushi_auto_pass,71.46,12.78,True,pass,True
KEIBAJO_SURFACE_10_芝,kohan_3f_sa+manken_shirushi+prev1_corner4_bin,84.21,81.6,4,4996,76.76,76.6,77.45,76.6,True,pass,False,,,,True,no_shirushi_auto_pass,73.61,10.6,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_odds_fukusho+prev1_bataiju_bin,84.15,82.55,7,6282,76.18,73.84,75.3,73.84,True,pass,False,,,,True,no_shirushi_auto_pass,73.56,10.59,True,pass,True
KEIBAJO_SURFACE_07_ダ,gekiso_juni+goal_juni+yoso_juni,84.09,79.21,4,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,70.76,13.33,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+moshoku_code+prev1_chakujun,84.09,80.46,6,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,73.03,11.06,True,pass,True
KEIBAJO_SURFACE_03_芝,barei+goal_juni+goal_sa,84.09,85.88,5,4400,73.34,71.79,72.6,71.79,True,pass,False,,,,True,no_shirushi_auto_pass,73.27,10.82,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+shirushi_code_3,84.02,77.07,10,7800,77.87,77.43,78.5,77.43,True,pass,True,82.54,15.0,7.0,True,pass,75.61,8.41,True,pass,True
KEIBAJO_SURFACE_07_ダ,gekiso_juni+prev1_corner4_bin+yoso_juni,83.94,80.03,5,6282,76.23,73.75,75.26,73.75,True,pass,False,,,,True,no_shirushi_auto_pass,72.05,11.89,True,pass,True
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+yoso_juni,83.93,76.64,12,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,72.88,11.05,True,pass,True
KEIBAJO_SURFACE_01_ダ,hobokusaki_rank+prev1_chakujun+taikei_dou,83.88,78.82,2,2167,78.06,77.68,72.89,72.89,True,pass,False,,,,True,no_shirushi_auto_pass,75.38,8.5,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,83.87,81.21,8,6282,75.75,73.92,74.72,73.92,True,pass,False,,,,True,no_shirushi_auto_pass,70.82,13.05,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+pace_shisu_juni+yoso_juni,83.84,75.96,5,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,73.83,10.01,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+kyori_tekisei+yoso_juni,83.84,84.03,7,6414,74.86,74.51,74.68,74.51,True,pass,False,,,,True,no_shirushi_auto_pass,75.07,8.77,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+manken_shirushi+prev1_corner4_bin,83.84,79.53,5,6282,75.78,75.15,80.8,75.15,True,pass,False,,,,True,no_shirushi_auto_pass,73.1,10.74,True,pass,True
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+goal_sa,83.83,83.77,8,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,74.11,9.72,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+shirushi_code_3+wakuban,83.83,86.13,8,6647,79.32,78.69,74.77,74.77,True,pass,True,89.14,5.0,3.0,True,pass,74.43,9.4,True,pass,True
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+prev2_chakujun,83.81,81.58,5,6414,74.35,75.34,75.9,74.35,True,pass,False,,,,True,no_shirushi_auto_pass,73.7,10.11,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+ichi_shisu_juni+kijun_ninkijun_tansho,83.8,85.15,4,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,71.73,12.07,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_corner4_bin+wakuban,83.74,82.22,8,6647,74.29,75.84,73.38,73.38,True,pass,False,,,,True,no_shirushi_auto_pass,71.63,12.11,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+shirushi_code_3,83.72,79.02,7,7800,78.68,78.54,77.37,77.37,True,pass,True,79.88,8.0,3.0,True,pass,75.61,8.11,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo,83.69,81.35,14,7800,74.18,74.22,74.34,74.18,True,pass,False,,,,True,no_shirushi_auto_pass,71.93,11.76,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+ichi_shisu_juni+kijun_ninkijun_fukusho,83.68,85.15,4,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,71.73,11.95,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kijun_odds_fukusho+prev1_bataiju_bin,83.61,82.55,7,6282,76.18,73.84,75.3,73.84,True,pass,False,,,,True,no_shirushi_auto_pass,73.56,10.05,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+sanchimei,83.56,80.1,7,7800,74.17,73.65,73.35,73.35,True,pass,False,,,,True,no_shirushi_auto_pass,71.93,11.63,True,pass,True
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+manken_shirushi,83.54,80.03,7,6414,74.97,77.61,76.86,74.97,True,pass,False,,,,True,no_shirushi_auto_pass,75.5,8.04,True,pass,True
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,83.53,81.42,3,6282,75.75,73.92,74.72,73.92,True,pass,False,,,,True,no_shirushi_auto_pass,70.82,12.71,True,pass,True
KEIBAJO_SURFACE_03_芝,bac_shubetsu+goal_sa+shirushi_code_1,83.53,77.63,4,4400,76.61,76.9,75.62,75.62,True,pass,True,83.25,8.0,5.0,True,pass,77.56,5.97,True,pass,True
KEIBAJO_SURFACE_02_芝,goal_juni+goal_sa+moshoku_code,83.49,85.81,3,2257,74.39,73.3,75.26,73.3,True,pass,False,,,,True,no_shirushi_auto_pass,78.89,4.6,True,pass,True
KEIBAJO_SURFACE_10_芝,babajotai_code_shiba+goal_sa+manken_shirushi,83.48,81.83,5,4996,76.16,77.07,75.66,75.66,True,pass,False,,,,True,no_shirushi_auto_pass,77.2,6.28,True,pass,True
KEIBAJO_SURFACE_10_芝,agari_shisu_juni+goal_sa+tenko_code,83.47,81.27,5,4996,73.15,73.95,73.6,73.15,True,pass,False,,,,True,no_shirushi_auto_pass,72.76,10.71,True,pass,True
KEIBAJO_SURFACE_01_ダ,barei+goal_sa+kyakushitsu,83.46,79.66,3,2167,75.19,75.9,75.5,75.19,True,pass,False,,,,True,no_shirushi_auto_pass,74.23,9.23,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+ten_shisu_juni+yoso_juni,83.37,76.89,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,70.9,12.47,True,pass,True
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+ten_shisu_juni+yoso_juni,83.35,75.86,21,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,72.35,11.0,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+kyi_kyusha_rank+shirushi_code_5,83.34,77.55,9,7800,77.94,77.32,78.82,77.32,True,pass,True,82.13,15.0,3.0,True,pass,76.56,6.78,True,pass,True
KEIBAJO_SURFACE_08_芝,gekiso_juni+pace_shisu_juni+ten_shisu_juni,83.34,84.68,5,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,71.52,11.82,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+manken_shirushi+omo_tekisei_code,83.33,80.76,10,7800,73.71,76.26,78.33,73.71,True,pass,False,,,,True,no_shirushi_auto_pass,76.07,7.26,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+prev1_chakujun+shutoku_shokin_ruikei,83.31,79.83,17,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,73.7,9.61,True,pass,True
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+prev1_bataiju_bin+uma_tokki_1,83.29,79.73,3,2167,76.05,75.34,75.86,75.34,True,pass,False,,,,True,no_shirushi_auto_pass,73.53,9.76,True,pass,True
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+kyori_tekisei,83.29,77.8,8,7800,74.17,73.65,75.72,73.65,True,pass,False,,,,True,no_shirushi_auto_pass,74.95,8.34,True,pass,True
KEIBAJO_SURFACE_01_ダ,babajotai_heavy+prev1_bataiju_bin+uma_tokki_1,83.29,79.73,3,2167,76.05,75.34,75.86,75.34,True,pass,False,,,,True,no_shirushi_auto_pass,73.83,9.46,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_shubetsu+kishu_minarai_code+shutoku_shokin_ruikei,83.22,77.07,7,6414,83.6,76.58,81.71,76.58,True,pass,False,,,,True,no_shirushi_auto_pass,75.13,8.09,True,pass,True
KEIBAJO_SURFACE_06_芝,futan_juryo+goal_sa+yoso_juni,83.21,82.81,5,6647,74.03,75.25,73.12,73.12,True,pass,False,,,,True,no_shirushi_auto_pass,73.99,9.22,True,pass,True
KEIBAJO_SURFACE_06_ダ,goal_sa+prev1_kyakushitsu+wakuban,83.2,79.67,12,8946,73.89,74.54,74.85,73.89,True,pass,False,,,,True,no_shirushi_auto_pass,70.84,12.36,True,pass,True
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+wakuban,83.19,75.28,15,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,73.11,10.08,True,pass,True
KEIBAJO_SURFACE_06_芝,prev1_corner4_bin+rotation+yoso_juni,83.19,77.58,10,6647,74.29,75.84,73.38,73.38,True,pass,False,,,,True,no_shirushi_auto_pass,72.01,11.18,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,83.15,81.21,8,6282,75.75,73.92,74.72,73.92,True,pass,False,,,,True,no_shirushi_auto_pass,70.82,12.33,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+moshoku_code+yoso_juni,83.14,84.68,5,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,73.83,9.31,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_sa+prev1_chakujun,83.13,76.56,7,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,73.1,10.03,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+prev1_chakujun,83.09,76.7,16,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,73.1,9.99,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+ten_shisu_juni+yoso_juni,83.08,76.89,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,70.9,12.18,True,pass,True
KEIBAJO_SURFACE_07_ダ,gekiso_juni+goal_juni+kyori,83.05,75.23,8,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,73.62,9.43,True,pass,True
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_fukusho+prev1_keibajo+yoso_juni,83.04,82.55,9,6647,74.29,75.84,73.38,73.38,True,pass,False,,,,True,no_shirushi_auto_pass,71.67,11.37,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kyori_tekisei+prev3_chakujun,83.02,84.79,4,6282,76.81,74.25,77.77,74.25,True,pass,False,,,,True,no_shirushi_auto_pass,71.61,11.41,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_kyakushitsu+taikei_tomo,83.01,77.48,27,7800,74.25,74.54,74.31,74.25,True,pass,False,,,,True,no_shirushi_auto_pass,71.71,11.3,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+prev1_chakujun+prev1_kyakushitsu,83.0,77.43,19,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,69.3,13.7,True,pass,True
KEIBAJO_SURFACE_08_芝,gekiso_juni+kyori_tekisei+yoso_juni,83.0,75.69,14,6414,74.86,74.51,74.68,74.51,True,pass,False,,,,True,no_shirushi_auto_pass,71.99,11.01,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+omo_tekisei_code+yoso_juni,82.99,75.3,30,6414,75.4,74.75,74.95,74.75,True,pass,False,,,,True,no_shirushi_auto_pass,70.9,12.09,True,pass,True
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_tansho,82.98,78.33,24,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,72.88,10.1,True,pass,True
KEIBAJO_SURFACE_03_ダ,bac_tosu+goal_sa+shirushi_code_1,82.97,85.57,3,3276,77.5,74.14,74.59,74.14,True,pass,True,82.35,15.0,5.0,True,pass,78.08,4.89,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_kyakushitsu+wakuban,82.96,81.41,8,6647,74.29,75.84,73.38,73.38,True,pass,False,,,,True,no_shirushi_auto_pass,71.63,11.33,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_odds_fukusho+yoso_juni,82.95,86.9,6,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,82.21,0.74,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+moshoku_code+yoso_juni,82.94,81.28,6,6647,74.03,75.25,73.12,73.12,True,pass,False,,,,True,no_shirushi_auto_pass,73.99,8.95,True,pass,True
KEIBAJO_SURFACE_01_ダ,babajotai_heavy+goal_sa+kyakushitsu,82.93,78.0,3,2167,75.19,75.9,75.5,75.19,True,pass,False,,,,True,no_shirushi_auto_pass,74.23,8.7,True,pass,True
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+goal_sa+kyakushitsu,82.93,78.0,3,2167,75.19,75.9,75.5,75.19,True,pass,False,,,,True,no_shirushi_auto_pass,74.23,8.7,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+manken_shirushi+moshoku_code,82.92,75.84,9,7800,72.74,75.69,78.13,72.74,True,pass,False,,,,True,no_shirushi_auto_pass,76.07,6.85,True,pass,True
KEIBAJO_SURFACE_03_ダ,class_code+goal_juni+goal_sa,82.9,82.25,3,3276,74.13,74.3,72.43,72.43,True,pass,False,,,,True,no_shirushi_auto_pass,71.27,11.63,True,pass,True
KEIBAJO_SURFACE_10_芝,barei+prev1_chakujun+yoso_juni,82.9,80.67,3,4996,72.85,74.61,73.56,72.85,True,pass,False,,,,True,no_shirushi_auto_pass,70.33,12.57,True,pass,True
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_juni+omo_tekisei_code,82.89,77.12,29,7800,74.03,74.46,74.42,74.03,True,pass,False,,,,True,no_shirushi_auto_pass,72.93,9.96,True,pass,True
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_sa+prev1_kyakushitsu,82.87,83.26,5,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,74.11,8.76,True,pass,True
KEIBAJO_SURFACE_10_芝,goal_sa+manken_shirushi+tenko_code,82.87,77.58,5,4996,76.16,77.07,75.66,75.66,True,pass,False,,,,True,no_shirushi_auto_pass,77.2,5.67,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_corner4_bin,82.85,80.89,16,7800,74.18,74.22,74.34,74.18,True,pass,False,,,,True,no_shirushi_auto_pass,71.93,10.92,True,pass,True
KEIBAJO_SURFACE_05_芝,joa_odds_shisu+kijun_odds_tansho+kishu_shisu,82.8,81.89,37,6903,74.65,74.36,75.03,74.36,True,pass,False,,,,True,no_shirushi_auto_pass,82.8,0.0,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kohan_3f_juni,82.65,83.69,4,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,70.42,12.23,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa,82.64,76.89,10,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,73.1,9.54,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+omo_tekisei_code+yoso_juni,82.64,82.46,7,6414,75.4,74.75,74.95,74.75,True,pass,False,,,,True,no_shirushi_auto_pass,75.07,7.57,True,pass,True
KEIBAJO_SURFACE_10_芝,bac_tosu+kyori_tekisei_2+tenkai_kigo_code,82.63,79.28,3,4996,75.8,84.35,74.37,74.37,True,pass,False,,,,True,no_shirushi_auto_pass,73.78,8.85,True,pass,True
KEIBAJO_SURFACE_02_芝,goal_sa+kyori_tekisei+pace_yoso,82.62,95.41,2,2257,74.39,73.3,75.59,73.3,True,pass,False,,,,True,no_shirushi_auto_pass,73.53,9.09,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_tansho+yoso_juni,82.61,76.82,5,6647,74.03,75.25,73.12,73.12,True,pass,False,,,,True,no_shirushi_auto_pass,73.99,8.62,True,pass,True
KEIBAJO_SURFACE_10_芝,goal_sa+shutoku_shokin_ruikei+yoso_juni,82.58,79.97,4,4996,73.15,73.95,73.6,73.15,True,pass,False,,,,True,no_shirushi_auto_pass,76.1,6.48,True,pass,True
KEIBAJO_SURFACE_10_ダ,bac_shubetsu+kishu_minarai_code+prev1_bataiju_bin,82.58,86.9,4,2912,80.83,87.91,69.71,69.71,True,pass,False,,,,True,no_shirushi_auto_pass,77.64,4.94,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+taikei_tomo,82.58,77.9,20,7800,74.25,74.54,74.31,74.25,True,pass,False,,,,True,no_shirushi_auto_pass,70.97,11.61,True,pass,True
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kijun_odds_fukusho+yoso_juni,82.57,86.9,6,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,82.21,0.36,True,pass,True
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+yoso_juni,82.56,76.82,5,6647,74.03,75.25,73.12,73.12,True,pass,False,,,,True,no_shirushi_auto_pass,73.99,8.57,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+manken_shirushi+prev1_keibajo,82.51,78.65,5,7800,74.0,76.16,78.44,74.0,True,pass,False,,,,True,no_shirushi_auto_pass,76.07,6.44,True,pass,True
KEIBAJO_SURFACE_10_芝,goal_sa+joken_class_code+yoso_juni,82.49,79.95,4,4996,73.15,73.95,73.6,73.15,True,pass,False,,,,True,no_shirushi_auto_pass,76.1,6.39,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_jouken+hizume_code+prev2_chakujun,82.47,76.67,17,6414,74.32,75.47,75.9,74.32,True,pass,False,,,,True,no_shirushi_auto_pass,73.23,9.24,True,pass,True
KEIBAJO_SURFACE_01_ダ,goal_juni+omo_tekisei_code+taikei_dou,82.47,81.4,5,2167,75.15,75.88,75.41,75.15,True,pass,False,,,,True,no_shirushi_auto_pass,73.07,9.4,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+kyori+pace_shisu_juni,82.47,78.77,4,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,73.63,8.84,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_4+yy_int,82.43,78.1,12,7800,76.57,76.79,76.08,76.08,True,pass,True,79.14,15.0,3.0,True,pass,75.12,7.31,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+yoso_juni,82.42,76.98,24,6414,74.98,74.68,74.47,74.47,True,pass,False,,,,True,no_shirushi_auto_pass,75.07,7.35,True,pass,True
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+dochu_sa+gekiso_juni,82.42,78.33,6,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,73.03,9.39,True,pass,True
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+shirushi_code_2+shirushi_code_6,82.36,76.86,4,6282,80.18,81.09,79.83,79.83,True,pass,True,83.99,15.0,5.0,True,pass,75.25,7.11,True,pass,True
KEIBAJO_SURFACE_03_芝,futan_juryo+goal_juni+goal_sa,82.35,79.6,6,4400,73.34,71.79,72.6,71.79,True,pass,False,,,,True,no_shirushi_auto_pass,73.27,9.08,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+kyori,82.33,75.02,19,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,73.63,8.7,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kohan_3f_juni,82.3,83.69,4,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,70.42,11.88,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+goal_juni+ten_shisu_juni,82.29,82.47,8,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,70.9,11.39,True,pass,True
KEIBAJO_SURFACE_08_芝,prev1_chakujun+prev1_kyakushitsu+yoso_juni,82.29,82.13,17,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,71.85,10.44,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+prev1_chakujun+ten_shisu_juni,82.29,82.19,6,6414,75.52,74.55,75.04,74.55,True,pass,False,,,,True,no_shirushi_auto_pass,74.86,7.43,True,pass,True
KEIBAJO_SURFACE_10_芝,goal_juni+joken_class_code+yoso_juni,82.28,78.62,9,4996,73.15,73.95,73.6,73.15,True,pass,False,,,,True,no_shirushi_auto_pass,71.74,10.54,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+moshoku_code+ten_shisu_juni,82.28,76.01,14,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,70.81,11.47,True,pass,True
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho,82.28,75.55,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,74.65,7.63,True,pass,True
KEIBAJO_SURFACE_07_ダ,dochu_sa+goal_juni+kyori,82.27,78.38,4,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,76.09,6.18,True,pass,True
