segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
SURFACE_2_ダ_新馬,ichi_shisu_juni+ten_shisu_juni+gekiso_juni,ichi_shisu_juni,ten_shisu_juni,gekiso_juni,17,2417,88.17,6.26,85.19,True
SURFACE_2_ダ_新馬,ten_shisu_juni+gekiso_juni+kijun_ninkijun_tansho,ten_shisu_juni,gekiso_juni,kijun_ninkijun_tansho,12,1618,88.3,5.96,84.93,True
SURFACE_2_ダ_新馬,keibajo_code+kijun_ninkijun_tansho+agari_shisu_juni,keibajo_code,kijun_ninkijun_tansho,agari_shisu_juni,12,1488,87.7,5.43,84.63,True
SURFACE_2_ダ_新馬,gekiso_juni+kijun_ninkijun_tansho+agari_shisu_juni,gekiso_juni,kijun_ninkijun_tansho,agari_shisu_juni,14,1938,88.09,7.12,84.36,True
SURFACE_2_ダ_新馬,manken_shirushi+ichi_shisu_juni+pace_shisu_juni,manken_shirushi,ichi_shisu_juni,pace_shisu_juni,7,897,90.63,8.58,84.27,True
SURFACE_2_ダ_新馬,ten_shisu_juni+pace_shisu_juni+gekiso_juni,ten_shisu_juni,pace_shisu_juni,gekiso_juni,18,2885,87.7,9.37,83.37,True
SURFACE_2_ダ_新馬,rotation_bin+gekiso_juni+agari_shisu_juni,rotation_bin,gekiso_juni,agari_shisu_juni,18,2010,88.35,10.8,83.36,True
SURFACE_2_ダ_新馬,manken_shirushi+ichi_shisu_juni+ten_shisu_juni,manken_shirushi,ichi_shisu_juni,ten_shisu_juni,9,1200,89.08,9.52,82.85,True
SURFACE_2_ダ_新馬,hizume_code+ten_shisu_juni+agari_shisu_juni,hizume_code,ten_shisu_juni,agari_shisu_juni,4,407,86.11,3.91,82.28,True
SURFACE_2_ダ_新馬,pace_shisu_juni+gekiso_juni+kijun_ninkijun_tansho,pace_shisu_juni,gekiso_juni,kijun_ninkijun_tansho,15,2135,84.81,5.25,82.15,True
SURFACE_2_ダ_新馬,manken_shirushi+keibajo_code+agari_shisu_juni,manken_shirushi,keibajo_code,agari_shisu_juni,19,2224,84.83,7.48,81.46,True
SURFACE_2_ダ_新馬,bataiju_zogen+kijun_ninkijun_tansho+agari_shisu_juni,bataiju_zogen,kijun_ninkijun_tansho,agari_shisu_juni,12,1514,85.66,7.71,81.3,True
SURFACE_2_ダ_新馬,ichi_shisu_juni+pace_shisu_juni+gekiso_juni,ichi_shisu_juni,pace_shisu_juni,gekiso_juni,18,2546,83.9,6.16,81.05,True
SURFACE_2_ダ_新馬,ten_shisu_juni+bataiju_zogen+kijun_ninkijun_tansho,ten_shisu_juni,bataiju_zogen,kijun_ninkijun_tansho,4,458,85.8,4.92,80.98,True
SURFACE_2_ダ_新馬,manken_shirushi+gekiso_juni+agari_shisu_juni,manken_shirushi,gekiso_juni,agari_shisu_juni,22,2933,86.08,12.79,80.74,True
SURFACE_2_ダ_新馬,pace_shisu_juni+bataiju_zogen+kijun_ninkijun_tansho,pace_shisu_juni,bataiju_zogen,kijun_ninkijun_tansho,10,1173,84.17,5.63,80.68,True
