segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
SURFACE_2_ダ_新馬,ichi_shisu+kyakushitsu+pace_yoso+ichi_shisu_juni,ichi_shisu,kyakushitsu,pace_yoso,ichi_shisu_juni,21,2520,78.02,6.18,75.38,False
SURFACE_2_ダ_新馬,manken_shirushi+kyori_kubun+omo_tekisei_code+kyakushitsu,manken_shirushi,kyori_kubun,omo_tekisei_code,kyakushitsu,164,26586,76.91,10.08,75.37,False
SURFACE_2_ダ_新馬,manken_shirushi+kyori_kubun+omo_tekisei_code+hizume_code,manken_shirushi,kyori_kubun,omo_tekisei_code,hizume_code,68,10576,78.06,11.66,75.29,False
SURFACE_2_ダ_新馬,manken_shirushi+hizume_code+kyakushitsu+pace_yoso,manken_shirushi,hizume_code,kyakushitsu,pace_yoso,101,18093,77.38,11.29,75.18,False
SURFACE_2_ダ_新馬,manken_shirushi+kyori_kubun+omo_tekisei_code+pace_yoso,manken_shirushi,kyori_kubun,omo_tekisei_code,pace_yoso,92,32313,76.91,8.55,75.17,False
SURFACE_2_ダ_新馬,manken_shirushi+keibajo_code+omo_tekisei_code+pace_yoso,manken_shirushi,keibajo_code,omo_tekisei_code,pace_yoso,151,24880,76.5,10.49,74.82,False
SURFACE_2_ダ_新馬,kyori_kubun+kyakushitsu+uma_deokure_ritsu+nyukyu_nannichimae,kyori_kubun,kyakushitsu,uma_deokure_ritsu,nyukyu_nannichimae,9,1011,79.82,7.68,74.8,False
SURFACE_2_ダ_新馬,manken_shirushi+kyori_kubun+kyakushitsu+pace_yoso,manken_shirushi,kyori_kubun,kyakushitsu,pace_yoso,112,31699,76.48,9.69,74.69,False
SURFACE_2_ダ_新馬,manken_shirushi+kyori_kubun+keibajo_code+hizume_code,manken_shirushi,kyori_kubun,keibajo_code,hizume_code,14,1597,80.57,11.28,74.66,False
SURFACE_2_ダ_新馬,manken_shirushi+kyori_kubun+hizume_code+pace_yoso,manken_shirushi,kyori_kubun,hizume_code,pace_yoso,110,21227,76.64,10.74,74.64,False
SURFACE_2_ダ_新馬,manken_shirushi+omo_tekisei_code+hizume_code+pace_yoso,manken_shirushi,omo_tekisei_code,hizume_code,pace_yoso,124,24600,76.42,10.22,74.62,False
SURFACE_2_ダ_新馬,manken_shirushi+omo_tekisei_code+pace_yoso+ichi_shisu_juni,manken_shirushi,omo_tekisei_code,pace_yoso,ichi_shisu_juni,105,12876,77.03,12.66,74.61,False
SURFACE_2_ダ_新馬,manken_shirushi+kyakushitsu+pace_yoso+ichi_shisu_juni,manken_shirushi,kyakushitsu,pace_yoso,ichi_shisu_juni,134,18294,76.46,11.29,74.55,False
SURFACE_2_ダ_新馬,manken_shirushi+kyori_kubun+uma_deokure_ritsu+pace_yoso,manken_shirushi,kyori_kubun,uma_deokure_ritsu,pace_yoso,30,8822,77.87,9.45,74.49,False
SURFACE_2_ダ_新馬,manken_shirushi+keibajo_code+hizume_code+pace_yoso,manken_shirushi,keibajo_code,hizume_code,pace_yoso,56,7172,77.78,13.13,74.35,False
SURFACE_2_ダ_新馬,manken_shirushi+uma_deokure_ritsu+pace_yoso+ichi_shisu_juni,manken_shirushi,uma_deokure_ritsu,pace_yoso,ichi_shisu_juni,33,4247,77.79,10.35,74.26,False
SURFACE_2_ダ_新馬,manken_shirushi+kyori_kubun+keibajo_code+pace_yoso,manken_shirushi,kyori_kubun,keibajo_code,pace_yoso,138,26519,75.81,9.72,74.19,False
SURFACE_2_ダ_新馬,manken_shirushi+omo_tekisei_code+kyakushitsu+pace_yoso,manken_shirushi,omo_tekisei_code,kyakushitsu,pace_yoso,97,30913,75.91,9.35,74.04,False
SURFACE_2_ダ_新馬,manken_shirushi+omo_tekisei_code+kyakushitsu+ichi_shisu_juni,manken_shirushi,omo_tekisei_code,kyakushitsu,ichi_shisu_juni,8,888,82.7,12.5,74.04,False
SURFACE_2_ダ_新馬,manken_shirushi+kyori_kubun+keibajo_code+kyakushitsu,manken_shirushi,kyori_kubun,keibajo_code,kyakushitsu,54,6898,76.97,10.98,74.04,False
SURFACE_2_ダ_新馬,manken_shirushi+omo_tekisei_code+kyakushitsu+uma_deokure_ritsu,manken_shirushi,omo_tekisei_code,kyakushitsu,uma_deokure_ritsu,49,7495,76.99,11.43,73.79,False
SURFACE_2_ダ_新馬,manken_shirushi+omo_tekisei_code+hizume_code+kyakushitsu,manken_shirushi,omo_tekisei_code,hizume_code,kyakushitsu,60,8392,76.83,12.32,73.72,False
SURFACE_2_ダ_新馬,manken_shirushi+keibajo_code+kyakushitsu+pace_yoso,manken_shirushi,keibajo_code,kyakushitsu,pace_yoso,134,20165,75.74,12.12,73.69,False
SURFACE_2_ダ_新馬,manken_shirushi+kyori_kubun+kyakushitsu+uma_deokure_ritsu,manken_shirushi,kyori_kubun,kyakushitsu,uma_deokure_ritsu,44,7120,76.42,9.26,73.68,False
SURFACE_2_ダ_新馬,manken_shirushi+kyori_kubun+pace_yoso+ichi_shisu_juni,manken_shirushi,kyori_kubun,pace_yoso,ichi_shisu_juni,86,11112,75.99,11.36,73.59,False
SURFACE_2_ダ_新馬,manken_shirushi+kyakushitsu+uma_deokure_ritsu+pace_yoso,manken_shirushi,kyakushitsu,uma_deokure_ritsu,pace_yoso,25,7978,77.17,9.19,73.57,False
SURFACE_2_ダ_新馬,ichi_shisu+kyakushitsu+uma_deokure_ritsu+ichi_shisu_juni,ichi_shisu,kyakushitsu,uma_deokure_ritsu,ichi_shisu_juni,3,363,74.16,0.53,73.56,False
SURFACE_2_ダ_新馬,manken_shirushi+omo_tekisei_code+hizume_code+uma_deokure_ritsu,manken_shirushi,omo_tekisei_code,hizume_code,uma_deokure_ritsu,22,2712,78.78,12.51,73.55,False
SURFACE_2_ダ_新馬,manken_shirushi+hizume_code+kyakushitsu+uma_deokure_ritsu,manken_shirushi,hizume_code,kyakushitsu,uma_deokure_ritsu,19,2233,79.11,12.4,73.53,False
SURFACE_2_ダ_新馬,manken_shirushi+hizume_code+uma_deokure_ritsu+pace_yoso,manken_shirushi,hizume_code,uma_deokure_ritsu,pace_yoso,24,4874,78.04,11.46,73.46,False
SURFACE_2_ダ_新馬,manken_shirushi+kyori_kubun+hizume_code+uma_deokure_ritsu,manken_shirushi,kyori_kubun,hizume_code,uma_deokure_ritsu,19,2286,78.04,10.43,73.35,False
SURFACE_2_ダ_新馬,manken_shirushi+kyori_kubun+hizume_code+kyakushitsu,manken_shirushi,kyori_kubun,hizume_code,kyakushitsu,59,7513,76.25,11.72,73.26,False
