factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
hizume_code,蹄コード,code,17,27406,77.48,5.57,74.83,False
pace_yoso,ペース予想,code,3,30839,73.66,0.19,73.44,False
manken_shirushi,万券印,code,8,19090,75.98,3.69,73.42,False
uma_deokure_bin,馬出遅率ビン,code,5,27692,74.85,1.7,73.36,False
kyori_kubun,距離区分,code,3,30839,73.49,0.45,72.98,False
da_tekisei_code,ダ適性,code,3,24002,76.53,3.21,72.9,False
kyori_tekisei,距離適性,code,6,29929,78.35,7.62,72.24,False
joken_class_code,条件クラス,code,5,30839,72.94,1.12,71.95,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,27586,74.78,4.09,71.95,False
kyakushitsu,脚質,code,5,30838,73.28,2.68,70.92,False
umakigo_code,馬記号,code,3,30771,72.35,1.31,70.86,False
kyori_tekisei_2,距離適性2,code,3,4320,74.75,3.51,70.78,False
ichi_shisu_juni,位置指数順位,numeric,16,30839,72.44,4.06,70.45,False
bataiju,馬体重,numeric,62,29856,72.19,8.51,70.07,False
omo_tekisei_code,重適性,code,4,27774,72.71,3.04,69.73,False
ls_shisu_juni,LS指数順位,numeric,9,30839,74.76,8.04,69.51,False
manken_shisu_decile,万券指数10分位,code,10,29982,72.11,5.62,68.63,False
ten_shisu_juni,テン指数順位,numeric,16,30839,71.69,6.48,68.51,False
pace_shisu_juni,ペース指数順位,numeric,16,30839,71.41,6.16,68.39,False
shiba_tekisei_code,芝適性,code,3,16702,70.44,1.82,68.38,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,30839,73.19,10.8,67.9,False
agari_shisu_juni,上がり指数順位,numeric,16,30839,71.02,7.11,67.54,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,59,16701,70.89,13.41,67.47,False
gekiso_juni,激走順位,numeric,16,30839,70.75,6.95,67.34,False
blinker,ブリンカー,code,3,4296,70.59,3.01,67.19,False
idm_decile,IDM指数10分位,code,10,30839,72.27,8.61,66.94,False
bataiju_zogen,馬体重増減,numeric,18,27103,70.3,7.28,66.93,False
rotation_bin,ローテーションビン,code,8,27710,72.08,7.89,66.61,False
tenkai_kigo_code,展開記号,code,5,30839,74.12,8.61,66.57,False
sogo_shisu_decile,総合指数10分位,code,10,30839,71.54,9.31,65.77,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,30839,71.99,11.5,64.87,False
kyusha_hyoka_code,厩舎評価,code,4,30839,77.58,13.02,64.82,False
joho_shisu_decile,情報指数10分位,code,6,30839,72.11,9.23,64.72,False
kishu_shisu_decile,騎手指数10分位,code,10,30839,72.02,11.99,64.59,False
kyusha_shisu_decile,厩舎指数10分位,code,10,30839,68.52,8.54,63.23,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,30839,71.05,12.7,63.18,False
class_code,クラスコード,code,15,27341,69.85,13.31,63.12,False
ninki_shisu_decile,人気指数10分位,code,10,30839,67.45,8.65,62.09,False
chokyo_shisu_decile,調教指数10分位,code,10,30839,66.6,10.9,59.85,False
kishu_minarai_code,騎手見習,code,6,30839,68.78,12.44,58.82,False
joshodo_code,上昇度,code,3,30527,66.59,9.26,56.11,False
kyuyo_riyu_bunrui_code,休養理由,code,4,6147,63.14,10.79,52.57,False
