segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
SURFACE_2_ダ_未勝利,keibajo_code+manken_shirushi+joho_shisu+umakigo_code,keibajo_code,manken_shirushi,joho_shisu,umakigo_code,3,308,90.63,2.55,87.75,True
SURFACE_2_ダ_未勝利,keibajo_code+manken_shirushi+uma_start_shisu+class_code,keibajo_code,manken_shirushi,uma_start_shisu,class_code,4,421,88.82,6.77,82.18,True
SURFACE_2_ダ_未勝利,uma_start_shisu+pace_shisu_juni+class_code+ten_shisu_juni,uma_start_shisu,pace_shisu_juni,class_code,ten_shisu_juni,4,537,84.64,7.31,77.47,False
SURFACE_2_ダ_未勝利,kyori_kubun+pace_shisu_juni+class_code+ten_shisu_juni,kyori_kubun,pace_shisu_juni,class_code,ten_shisu_juni,8,1185,82.22,7.54,76.99,False
SURFACE_2_ダ_未勝利,kyori_tekisei_2+kyori_kubun+class_code+ten_shisu_juni,kyori_tekisei_2,kyori_kubun,class_code,ten_shisu_juni,10,1371,79.93,5.77,76.36,False
SURFACE_2_ダ_未勝利,kyori_kubun+manken_shirushi+uma_start_shisu+umakigo_code,kyori_kubun,manken_shirushi,uma_start_shisu,umakigo_code,19,3174,80.55,9.87,76.11,False
SURFACE_2_ダ_未勝利,uma_start_shisu+pace_shisu_juni+ten_shisu_juni+umakigo_code,uma_start_shisu,pace_shisu_juni,ten_shisu_juni,umakigo_code,4,582,82.53,8.12,74.57,False
SURFACE_2_ダ_未勝利,ichi_shisu_juni+uma_start_shisu+umakigo_code+uma_deokure_ritsu,ichi_shisu_juni,uma_start_shisu,umakigo_code,uma_deokure_ritsu,9,1562,78.05,5.52,74.44,False
SURFACE_2_ダ_未勝利,kyori_kubun+manken_shirushi+uma_start_shisu+class_code,kyori_kubun,manken_shirushi,uma_start_shisu,class_code,16,2743,79.56,10.65,74.35,False
SURFACE_2_ダ_未勝利,kyori_kubun+uma_start_shisu+ten_shisu_juni+uma_deokure_ritsu,kyori_kubun,uma_start_shisu,ten_shisu_juni,uma_deokure_ritsu,5,616,78.68,5.1,74.21,False
SURFACE_2_ダ_未勝利,kyori_kubun+ichi_shisu_juni+pace_shisu_juni+class_code,kyori_kubun,ichi_shisu_juni,pace_shisu_juni,class_code,6,857,80.2,7.66,74.07,False
SURFACE_2_ダ_未勝利,kyori_tekisei_2+kyori_kubun+manken_shirushi+class_code,kyori_tekisei_2,kyori_kubun,manken_shirushi,class_code,14,1953,78.7,9.53,73.71,False
SURFACE_2_ダ_未勝利,manken_shirushi+uma_start_shisu+class_code+umakigo_code,manken_shirushi,uma_start_shisu,class_code,umakigo_code,31,6024,77.74,11.71,73.62,False
