factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_tekisei_2,距離適性2,code,3,7614,74.58,1.97,72.35,False
keibajo_code,競馬場,code,10,25254,72.58,0.6,72.21,False
kyori_kubun,距離区分,code,4,25254,72.97,0.78,72.2,False
uma_deokure_bin,馬出遅率ビン,code,5,25244,72.58,0.82,71.86,False
manken_shirushi,万券印,code,8,14935,74.8,4.87,71.43,False
omo_tekisei_code,重適性,code,3,25238,72.92,1.79,70.89,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,25211,72.59,3.24,70.34,False
ichi_shisu_juni,位置指数順位,numeric,16,25254,72.37,4.61,70.1,False
bataiju,馬体重,numeric,54,24312,72.39,8.65,70.08,False
pace_shisu_juni,ペース指数順位,numeric,16,25254,71.69,4.55,69.46,False
class_code,クラスコード,code,7,25022,78.38,12.06,69.45,False
ten_shisu_juni,テン指数順位,numeric,16,25254,71.76,4.87,69.37,False
umakigo_code,馬記号,code,3,25221,75.23,5.29,69.24,False
manken_shisu_decile,万券指数10分位,code,10,24780,71.42,4.02,68.93,False
gekiso_juni,激走順位,numeric,16,25254,71.33,5.35,68.71,False
kyakushitsu,脚質,code,4,25254,71.87,3.27,68.67,False
ls_shisu_juni,LS指数順位,numeric,9,25157,72.09,5.43,68.55,False
hizume_code,蹄コード,code,17,25120,71.54,7.1,68.17,False
blinker,ブリンカー,code,3,4624,72.1,3.8,67.79,False
agari_shisu_juni,上がり指数順位,numeric,16,25254,71.09,7.11,67.6,False
rotation_bin,ローテーションビン,code,8,25254,71.31,5.91,67.22,False
bataiju_zogen,馬体重増減,numeric,18,24765,70.0,6.6,66.95,False
kishu_minarai_code,騎手見習,code,5,25206,70.32,3.98,66.83,False
joho_shisu_decile,情報指数10分位,code,6,25254,72.16,7.58,66.1,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,25254,76.1,21.63,65.5,False
kyusha_shisu_decile,厩舎指数10分位,code,10,25254,69.56,6.98,65.24,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,25254,73.5,13.71,65.0,False
tenkai_kigo_code,展開記号,code,5,25254,73.01,9.37,64.8,False
kishu_shisu_decile,騎手指数10分位,code,10,25254,72.86,13.67,64.39,False
ninki_shisu_decile,人気指数10分位,code,10,25254,68.68,7.57,63.98,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,25254,72.22,13.96,63.57,False
kyusha_hyoka_code,厩舎評価,code,4,25254,74.52,11.35,63.4,False
chokyo_shisu_decile,調教指数10分位,code,10,25244,68.11,8.17,63.04,False
shiba_tekisei_code,芝適性,code,3,15965,67.3,3.89,62.89,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,42,12857,67.02,14.12,62.75,False
kyori_tekisei,距離適性,code,6,25170,68.19,7.31,62.34,False
da_tekisei_code,ダ適性,code,3,24044,77.28,13.79,61.68,False
sogo_shisu_decile,総合指数10分位,code,7,25226,66.59,9.88,59.27,False
idm_decile,IDM指数10分位,code,6,25185,65.67,13.45,54.91,False
kyuyo_riyu_bunrui_code,休養理由,code,4,6933,60.21,11.36,49.08,False
