segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
SURFACE_2_ダ_未勝利,omo_tekisei_code+agari_shisu,omo_tekisei_code,agari_shisu,3,310,77.97,1.67,76.07,False
SURFACE_2_ダ_未勝利,kyori_tekisei_2+kishu_minarai_code,kyori_tekisei_2,kishu_minarai_code,3,345,76.71,1.06,75.51,False
SURFACE_2_ダ_未勝利,uma_start_shisu+rotation,uma_start_shisu,rotation,60,14344,77.52,11.12,74.7,False
SURFACE_2_ダ_未勝利,manken_shirushi+uma_start_shisu,manken_shirushi,uma_start_shisu,42,9413,77.37,10.68,74.14,False
SURFACE_2_ダ_未勝利,manken_shirushi+kyusha_hyoka_code,manken_shirushi,kyusha_hyoka_code,15,14587,78.37,8.43,74.11,False
SURFACE_2_ダ_未勝利,idm+agari_shisu_juni,idm,agari_shisu_juni,16,1738,79.26,11.84,73.46,False
SURFACE_2_ダ_未勝利,kyori_kubun+manken_shirushi,kyori_kubun,manken_shirushi,31,14836,76.49,9.27,73.23,False
SURFACE_2_ダ_未勝利,manken_shirushi+class_code,manken_shirushi,class_code,16,13894,76.41,6.59,73.18,False
SURFACE_2_ダ_未勝利,manken_shirushi+manken_shisu,manken_shirushi,manken_shisu,64,8262,76.55,13.86,73.15,False
SURFACE_2_ダ_未勝利,uma_start_shisu+uma_deokure_ritsu,uma_start_shisu,uma_deokure_ritsu,36,9827,75.8,8.31,73.08,False
SURFACE_2_ダ_未勝利,gekiso_juni+rotation,gekiso_juni,rotation,75,13989,75.42,10.37,73.07,False
SURFACE_2_ダ_未勝利,manken_shirushi+ls_shisu_juni,manken_shirushi,ls_shisu_juni,56,14208,75.66,10.01,73.04,False
SURFACE_2_ダ_未勝利,kyori_tekisei_2+kyusha_hyoka_code,kyori_tekisei_2,kyusha_hyoka_code,5,7395,76.05,3.62,72.88,False
SURFACE_2_ダ_未勝利,manken_shirushi+rotation,manken_shirushi,rotation,46,8792,76.61,12.91,72.87,False
SURFACE_2_ダ_未勝利,manken_shirushi+omo_tekisei_code,manken_shirushi,omo_tekisei_code,24,14933,76.14,8.22,72.85,False
SURFACE_2_ダ_未勝利,keibajo_code+manken_shirushi,keibajo_code,manken_shirushi,50,12786,74.98,7.72,72.84,False
SURFACE_2_ダ_未勝利,manken_shirushi+pace_shisu_juni,manken_shirushi,pace_shisu_juni,97,12807,75.04,11.62,72.73,False
SURFACE_2_ダ_未勝利,manken_shirushi+ten_shisu_juni,manken_shirushi,ten_shisu_juni,95,12549,75.09,12.7,72.54,False
