segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
SURFACE_2_ダ_OP重賞,umakigo_code+uma_deokure_bin+ten_shisu_juni+tenkai_kigo_code,umakigo_code,uma_deokure_bin,ten_shisu_juni,tenkai_kigo_code,3,353,86.82,6.33,79.65,False
SURFACE_2_ダ_OP重賞,umakigo_code+kishu_kitai_tansho_decile+kishu_shisu_decile+bataiju_zogen,umakigo_code,kishu_kitai_tansho_decile,kishu_shisu_decile,bataiju_zogen,6,633,87.18,9.65,79.46,False
SURFACE_2_ダ_OP重賞,umakigo_code+kishu_shisu_decile+bataiju_zogen+kishu_kitai_rentai_decile,umakigo_code,kishu_shisu_decile,bataiju_zogen,kishu_kitai_rentai_decile,5,524,83.88,6.41,78.26,False
SURFACE_2_ダ_OP重賞,kyusha_hyoka_code+uma_deokure_bin+ten_shisu_juni+tenkai_kigo_code,kyusha_hyoka_code,uma_deokure_bin,ten_shisu_juni,tenkai_kigo_code,5,557,86.69,10.17,77.78,False
SURFACE_2_ダ_OP重賞,kyori_kubun+kyakushitsu+ichi_shisu_juni+tenkai_kigo_code,kyori_kubun,kyakushitsu,ichi_shisu_juni,tenkai_kigo_code,5,652,82.09,7.94,75.13,False
SURFACE_2_ダ_OP重賞,kyori_tekisei_2+keibajo_code+umakigo_code+kyakushitsu,kyori_tekisei_2,keibajo_code,umakigo_code,kyakushitsu,3,338,79.49,3.95,75.02,False
SURFACE_2_ダ_OP重賞,kyori_kubun+kyori_tekisei+bataiju_zogen+tenkai_kigo_code,kyori_kubun,kyori_tekisei,bataiju_zogen,tenkai_kigo_code,5,641,80.3,7.24,73.95,False
SURFACE_2_ダ_OP重賞,kyori_tekisei+uma_start_shisu_decile+kishu_shisu_decile+kishu_kitai_rentai_decile,kyori_tekisei,uma_start_shisu_decile,kishu_shisu_decile,kishu_kitai_rentai_decile,3,311,79.29,5.05,73.57,False
SURFACE_2_ダ_OP重賞,kyori_tekisei_2+keibajo_code+kyori_tekisei+kyakushitsu,kyori_tekisei_2,keibajo_code,kyori_tekisei,kyakushitsu,4,482,82.19,8.82,73.54,False
SURFACE_2_ダ_OP重賞,kyori_kubun+keibajo_code+umakigo_code+hizume_code,kyori_kubun,keibajo_code,umakigo_code,hizume_code,10,1487,81.02,12.15,73.49,False
SURFACE_2_ダ_OP重賞,kyori_kubun+kyusha_hyoka_code+uma_deokure_bin+bataiju_zogen,kyori_kubun,kyusha_hyoka_code,uma_deokure_bin,bataiju_zogen,6,686,79.64,7.77,73.42,False
SURFACE_2_ダ_OP重賞,kyori_tekisei_2+kyori_tekisei+kyusha_hyoka_code+tenkai_kigo_code,kyori_tekisei_2,kyori_tekisei,kyusha_hyoka_code,tenkai_kigo_code,9,2618,78.37,7.7,73.34,False
SURFACE_2_ダ_OP重賞,kyori_kubun+umakigo_code+bataiju_zogen+ls_shisu_juni,kyori_kubun,umakigo_code,bataiju_zogen,ls_shisu_juni,5,611,79.7,7.74,72.91,False
SURFACE_2_ダ_OP重賞,umakigo_code+uma_deokure_bin+kyakushitsu+ten_shisu_juni,umakigo_code,uma_deokure_bin,kyakushitsu,ten_shisu_juni,7,795,79.04,9.12,72.29,False
SURFACE_2_ダ_OP重賞,kishu_kitai_tansho_decile+kishu_shisu_decile+bataiju_zogen+kishu_kitai_rentai_decile,kishu_kitai_tansho_decile,kishu_shisu_decile,bataiju_zogen,kishu_kitai_rentai_decile,7,773,80.41,11.02,72.24,False
SURFACE_2_ダ_OP重賞,kyori_kubun+kyori_tekisei_2+uma_deokure_bin+tenkai_kigo_code,kyori_kubun,kyori_tekisei_2,uma_deokure_bin,tenkai_kigo_code,3,360,77.7,5.15,71.88,False
SURFACE_2_ダ_OP重賞,kyori_tekisei_2+kyusha_hyoka_code+umakigo_code+tenkai_kigo_code,kyori_tekisei_2,kyusha_hyoka_code,umakigo_code,tenkai_kigo_code,9,2381,78.35,10.01,71.8,False
