segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
SURFACE_2_ダ_OP重賞,kyori_kubun+kyakushitsu+pace_shisu_juni,kyori_kubun,kyakushitsu,pace_shisu_juni,3,331,88.73,6.07,81.86,True
SURFACE_2_ダ_OP重賞,kyakushitsu+ten_shisu_juni+uma_deokure_ritsu,kyakushitsu,ten_shisu_juni,uma_deokure_ritsu,3,333,85.07,5.27,79.11,False
SURFACE_2_ダ_OP重賞,kyori_tekisei_2+kyori_tekisei+umakigo_code,kyori_tekisei_2,kyori_tekisei,umakigo_code,5,3162,77.05,3.85,73.68,False
SURFACE_2_ダ_OP重賞,keibajo_code+umakigo_code+manken_shirushi,keibajo_code,umakigo_code,manken_shirushi,7,730,80.2,9.71,73.01,False
SURFACE_2_ダ_OP重賞,kyori_tekisei_2+kyusha_hyoka_code+tenkai_kigo_code,kyori_tekisei_2,kyusha_hyoka_code,tenkai_kigo_code,9,2702,78.1,8.05,72.84,False
SURFACE_2_ダ_OP重賞,kyusha_hyoka_code+idm+shiba_tekisei_code,kyusha_hyoka_code,idm,shiba_tekisei_code,4,474,78.53,5.82,72.82,False
SURFACE_2_ダ_OP重賞,keibajo_code+umakigo_code+gekiso_juni,keibajo_code,umakigo_code,gekiso_juni,8,827,75.92,4.74,72.64,False
SURFACE_2_ダ_OP重賞,kyori_tekisei_2+keibajo_code+kyakushitsu,kyori_tekisei_2,keibajo_code,kyakushitsu,4,486,83.03,11.11,72.14,False
SURFACE_2_ダ_OP重賞,kyori_tekisei_2+umakigo_code+agari_shisu_juni,kyori_tekisei_2,umakigo_code,agari_shisu_juni,8,1033,80.03,11.54,72.03,False
SURFACE_2_ダ_OP重賞,kyori_kubun+uma_start_shisu+rotation,kyori_kubun,uma_start_shisu,rotation,5,610,77.56,6.36,71.98,False
SURFACE_2_ダ_OP重賞,kyori_kubun+uma_start_shisu+umakigo_code,kyori_kubun,uma_start_shisu,umakigo_code,16,4246,76.82,10.16,71.84,False
SURFACE_2_ダ_OP重賞,uma_start_shisu+kyakushitsu+rotation,uma_start_shisu,kyakushitsu,rotation,5,589,77.04,6.12,71.67,False
SURFACE_2_ダ_OP重賞,kyori_kubun+uma_start_shisu+kyusha_hyoka_code,kyori_kubun,uma_start_shisu,kyusha_hyoka_code,17,4349,76.91,11.01,71.67,False
SURFACE_2_ダ_OP重賞,kyori_tekisei_2+umakigo_code+tenkai_kigo_code,kyori_tekisei_2,umakigo_code,tenkai_kigo_code,10,2753,78.09,10.75,71.43,False
SURFACE_2_ダ_OP重賞,kyori_tekisei+uma_start_shisu+uma_deokure_ritsu,kyori_tekisei,uma_start_shisu,uma_deokure_ritsu,3,715,72.21,0.69,71.43,False
SURFACE_2_ダ_OP重賞,kyori_tekisei_2+kyusha_hyoka_code+kyakushitsu,kyori_tekisei_2,kyusha_hyoka_code,kyakushitsu,9,2781,75.79,6.71,71.4,False
SURFACE_2_ダ_OP重賞,kyusha_hyoka_code+gekiso_juni+manken_shirushi,kyusha_hyoka_code,gekiso_juni,manken_shirushi,3,418,74.9,3.1,71.39,False
SURFACE_2_ダ_OP重賞,umakigo_code+gekiso_juni+manken_shirushi,umakigo_code,gekiso_juni,manken_shirushi,3,416,78.96,6.71,71.36,False
SURFACE_2_ダ_OP重賞,keibajo_code+tenkai_kigo_code+agari_shisu_juni,keibajo_code,tenkai_kigo_code,agari_shisu_juni,11,1227,78.33,11.81,71.35,False
SURFACE_2_ダ_OP重賞,kyori_kubun+kyori_tekisei_2+shiba_tekisei_code,kyori_kubun,kyori_tekisei_2,shiba_tekisei_code,6,1311,74.2,3.64,71.29,False
SURFACE_2_ダ_OP重賞,keibajo_code+kyori_tekisei+umakigo_code,keibajo_code,kyori_tekisei,umakigo_code,18,5792,73.82,5.7,71.19,False
SURFACE_2_ダ_OP重賞,umakigo_code+ten_shisu_juni+pace_shisu_juni,umakigo_code,ten_shisu_juni,pace_shisu_juni,3,408,78.58,6.63,71.08,False
SURFACE_2_ダ_OP重賞,kyori_tekisei_2+kyori_tekisei+tenkai_kigo_code,kyori_tekisei_2,kyori_tekisei,tenkai_kigo_code,11,3157,76.46,9.15,71.06,False
SURFACE_2_ダ_OP重賞,kyori_kubun+umakigo_code+kyakushitsu,kyori_kubun,umakigo_code,kyakushitsu,14,6642,72.97,4.07,70.83,False
SURFACE_2_ダ_OP重賞,kyori_kubun+keibajo_code+umakigo_code,kyori_kubun,keibajo_code,umakigo_code,19,6766,72.2,3.07,70.82,False
SURFACE_2_ダ_OP重賞,kyori_tekisei+umakigo_code+kyakushitsu,kyori_tekisei,umakigo_code,kyakushitsu,13,6531,73.12,4.45,70.7,False
SURFACE_2_ダ_OP重賞,kyori_kubun+keibajo_code+kyori_tekisei,kyori_kubun,keibajo_code,kyori_tekisei,26,6210,73.02,6.08,70.68,False
