segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
SURFACE_2_芝_条件戦,kyori_tekisei_2+class_code,kyori_tekisei_2,class_code,4,988,89.26,2.16,87.14,True
SURFACE_2_芝_条件戦,kyori_tekisei_2+joshodo_code,kyori_tekisei_2,joshodo_code,3,1258,88.64,2.74,85.54,True
SURFACE_2_芝_条件戦,kyori_tekisei_2+omo_tekisei_code,kyori_tekisei_2,omo_tekisei_code,5,1215,88.11,5.07,83.67,True
SURFACE_2_芝_条件戦,gekiso_shisu+pace_shisu_juni,gekiso_shisu,pace_shisu_juni,4,427,88.01,5.16,82.95,True
SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_kubun,kyori_tekisei_2,kyori_kubun,6,1163,86.49,5.09,82.42,True
SURFACE_2_芝_条件戦,kyori_tekisei_2+tenkai_kigo_code,kyori_tekisei_2,tenkai_kigo_code,4,813,83.87,2.47,81.45,True
SURFACE_2_芝_条件戦,kyori_tekisei_2+kyori_tekisei,kyori_tekisei_2,kyori_tekisei,4,1240,86.12,4.86,81.36,True
SURFACE_2_芝_条件戦,kyori_tekisei_2+rotation,kyori_tekisei_2,rotation,5,628,88.22,8.16,81.07,True
SURFACE_2_芝_条件戦,kyori_tekisei_2+kijun_ninkijun_tansho,kyori_tekisei_2,kijun_ninkijun_tansho,3,455,91.09,9.87,79.91,False
SURFACE_2_芝_条件戦,kyori_tekisei_2+kyakushitsu,kyori_tekisei_2,kyakushitsu,4,823,87.57,7.85,79.88,False
SURFACE_2_芝_条件戦,kyori_tekisei_2+gekiso_juni,kyori_tekisei_2,gekiso_juni,3,454,89.66,9.0,79.48,False
SURFACE_2_芝_条件戦,kyori_tekisei_2+ls_shisu_juni,kyori_tekisei_2,ls_shisu_juni,6,700,85.4,7.76,79.19,False
SURFACE_2_芝_条件戦,kyori_tekisei_2+pace_yoso,kyori_tekisei_2,pace_yoso,4,944,85.42,6.48,79.08,False
SURFACE_2_芝_条件戦,rotation+nyukyu_nannichimae,rotation,nyukyu_nannichimae,58,8785,79.93,10.71,77.17,False
SURFACE_2_芝_条件戦,manken_shirushi+uma_start_shisu,manken_shirushi,uma_start_shisu,77,27104,78.84,9.56,76.7,False
SURFACE_2_芝_条件戦,uma_deokure_ritsu+manken_shirushi,uma_deokure_ritsu,manken_shirushi,52,28206,79.77,11.46,76.65,False
SURFACE_2_芝_条件戦,manken_shirushi+rotation,manken_shirushi,rotation,94,29005,78.5,9.3,76.62,False
SURFACE_2_芝_条件戦,manken_shirushi+nyukyu_nannichimae,manken_shirushi,nyukyu_nannichimae,103,14732,78.32,10.39,76.32,False
SURFACE_2_芝_条件戦,rotation+ten_shisu_juni,rotation,ten_shisu_juni,146,39067,77.64,11.11,75.84,False
SURFACE_2_芝_条件戦,uma_start_shisu+nyukyu_nannichimae,uma_start_shisu,nyukyu_nannichimae,39,9932,78.41,8.27,75.81,False
