factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_tekisei_2,距離適性2,code,3,1293,88.34,3.4,84.49,True
uma_deokure_bin,馬出遅率ビン,code,5,49111,78.98,4.62,74.92,False
manken_shirushi,万券印,code,8,46275,76.56,2.58,74.77,False
pace_yoso,ペース予想,code,3,71434,74.56,0.17,74.36,False
keibajo_code,競馬場,code,10,71434,74.44,0.69,74.01,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,49075,75.81,3.2,73.59,False
kyori_kubun,距離区分,code,4,71434,74.18,0.66,73.53,False
kyori_tekisei,距離適性,code,5,69735,76.66,3.65,73.46,False
hizume_code,蹄コード,code,17,48036,75.63,5.8,72.88,False
manken_shisu_decile,万券指数10分位,code,10,70404,74.5,4.5,71.71,False
kyakushitsu,脚質,code,5,71422,74.22,3.39,71.24,False
joshodo_code,上昇度,code,4,69218,77.14,6.5,70.77,False
bataiju_zogen,馬体重増減,numeric,20,48679,73.39,6.27,70.64,False
bataiju,馬体重,numeric,71,70477,72.03,6.64,70.48,False
omo_tekisei_code,重適性,code,3,50338,73.93,3.5,69.96,False
ichi_shisu_juni,位置指数順位,numeric,18,71434,72.22,5.49,69.68,False
rotation_bin,ローテーションビン,code,8,49137,73.36,6.2,69.06,False
pace_shisu_juni,ペース指数順位,numeric,18,71434,71.43,5.4,68.93,False
ten_shisu_juni,テン指数順位,numeric,18,71434,71.51,6.21,68.64,False
class_code,クラスコード,code,4,48747,74.65,7.29,67.51,False
gekiso_juni,激走順位,numeric,18,71434,70.14,6.43,67.17,False
tenkai_kigo_code,展開記号,code,5,71434,74.94,9.3,66.78,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,17,71341,72.58,13.75,66.04,False
ls_shisu_juni,LS指数順位,numeric,9,71331,72.28,9.64,65.98,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,137,47309,68.18,17.29,65.28,False
agari_shisu_juni,上がり指数順位,numeric,18,71434,68.56,8.51,64.62,False
joho_shisu_decile,情報指数10分位,code,6,71434,72.8,11.38,63.7,False
idm_decile,IDM指数10分位,code,9,71401,72.91,15.89,62.52,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,71434,69.09,10.73,62.44,False
kishu_shisu_decile,騎手指数10分位,code,10,71434,69.07,11.17,62.15,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,71434,68.32,11.33,61.3,False
sogo_shisu_decile,総合指数10分位,code,9,71383,72.47,17.39,61.11,False
kyuyo_riyu_bunrui_code,休養理由,code,4,9840,71.49,11.19,60.52,False
kishu_minarai_code,騎手見習,code,6,71434,68.37,10.52,59.94,False
kyusha_shisu_decile,厩舎指数10分位,code,10,71434,67.01,11.86,59.65,False
chokyo_shisu_decile,調教指数10分位,code,10,71403,65.35,12.71,57.48,False
ninki_shisu_decile,人気指数10分位,code,10,71434,63.94,14.96,54.67,False
kyusha_hyoka_code,厩舎評価,code,4,71434,72.68,21.95,51.17,False
