factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_kubun,距離区分,code,3,2734,73.9,0.68,73.12,False
idm_decile,IDM指数10分位,code,3,2662,74.34,1.43,72.72,False
omo_tekisei_code,重適性,code,3,2727,74.06,1.92,71.9,False
hizume_code,蹄コード,code,7,2415,75.51,5.51,71.43,False
bataiju_zogen,馬体重増減,numeric,9,2298,74.58,6.1,70.6,False
manken_shisu_decile,万券指数10分位,code,6,2518,74.14,6.16,69.21,False
class_code,クラスコード,code,6,2620,76.05,8.66,69.12,False
kyori_tekisei,距離適性,code,4,2697,72.22,4.13,68.17,False
pace_shisu_juni,ペース指数順位,numeric,14,2484,74.84,13.34,67.85,False
manken_shirushi,万券印,code,8,1674,76.25,12.35,67.69,False
ten_shisu_juni,テン指数順位,numeric,15,2573,73.43,11.53,67.6,False
uma_deokure_bin,馬出遅率ビン,code,5,2731,72.74,6.58,66.97,False
kyakushitsu,脚質,code,4,2734,74.58,7.99,66.74,False
ichi_shisu_juni,位置指数順位,numeric,14,2467,72.92,12.63,66.3,False
gekiso_juni,激走順位,numeric,13,2451,71.94,11.04,65.94,False
uma_start_shisu_decile,馬スタート指数10分位,code,7,2634,73.85,10.71,65.92,False
kyori_tekisei_2,距離適性2,code,3,1463,71.22,4.69,65.92,False
ls_shisu_juni,LS指数順位,numeric,8,2676,71.52,8.85,65.39,False
sogo_shisu_decile,総合指数10分位,code,3,2655,70.94,5.56,64.65,False
tenkai_kigo_code,展開記号,code,5,2734,76.0,12.98,64.62,False
agari_shisu_juni,上がり指数順位,numeric,14,2479,72.01,16.45,63.39,False
joho_shisu_decile,情報指数10分位,code,6,2734,73.89,14.02,62.67,False
kishu_shisu_decile,騎手指数10分位,code,9,2663,68.88,12.57,60.66,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,9,2671,68.5,12.61,60.27,False
ninki_shisu_decile,人気指数10分位,code,8,2651,67.01,12.47,58.37,False
rotation_bin,ローテーションビン,code,6,2675,69.74,14.4,58.22,False
kyusha_shisu_decile,厩舎指数10分位,code,10,2734,66.15,13.13,58.02,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,9,2670,66.98,14.56,57.47,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,12,2469,64.91,18.74,54.31,False
chokyo_shisu_decile,調教指数10分位,code,10,2734,63.42,17.51,52.57,False
