segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_08_ダ_未勝利,kyakushitsu+kishu_shisu_decile+ninki_shisu_decile,kyakushitsu,kishu_shisu_decile,ninki_shisu_decile,3,364,81.39,1.6,79.58,False
KEIBAJO_SURFACE_08_ダ_未勝利,kishu_shisu_decile+kyusha_shisu_decile+ninki_shisu_decile,kishu_shisu_decile,kyusha_shisu_decile,ninki_shisu_decile,3,412,81.01,1.94,78.82,False
KEIBAJO_SURFACE_08_ダ_未勝利,kishu_kitai_rentai_decile+kishu_shisu_decile+kyusha_shisu_decile,kishu_kitai_rentai_decile,kishu_shisu_decile,kyusha_shisu_decile,5,680,80.86,2.73,78.48,False
KEIBAJO_SURFACE_08_ダ_未勝利,kyakushitsu+kishu_kitai_rentai_decile+ninki_shisu_decile,kyakushitsu,kishu_kitai_rentai_decile,ninki_shisu_decile,3,374,80.24,1.9,78.09,False
KEIBAJO_SURFACE_08_ダ_未勝利,kishu_kitai_rentai_decile+kyusha_shisu_decile+ninki_shisu_decile,kishu_kitai_rentai_decile,kyusha_shisu_decile,ninki_shisu_decile,3,416,81.32,2.88,78.06,False
KEIBAJO_SURFACE_08_ダ_未勝利,kishu_kitai_tansho_decile+kishu_shisu_decile+kyusha_shisu_decile,kishu_kitai_tansho_decile,kishu_shisu_decile,kyusha_shisu_decile,4,573,79.03,1.62,77.44,False
KEIBAJO_SURFACE_08_ダ_未勝利,kyakushitsu+kishu_kitai_tansho_decile+ninki_shisu_decile,kyakushitsu,kishu_kitai_tansho_decile,ninki_shisu_decile,3,368,79.0,2.11,76.62,False
KEIBAJO_SURFACE_08_ダ_未勝利,kyori_tekisei+kishu_shisu_decile+ninki_shisu_decile,kyori_tekisei,kishu_shisu_decile,ninki_shisu_decile,3,386,80.0,3.16,76.42,False
KEIBAJO_SURFACE_08_ダ_未勝利,omo_tekisei_code+kishu_kitai_tansho_decile+ninki_shisu_decile,omo_tekisei_code,kishu_kitai_tansho_decile,ninki_shisu_decile,6,885,78.18,3.0,75.79,False
KEIBAJO_SURFACE_08_ダ_未勝利,kyori_tekisei+kishu_kitai_tansho_decile+ninki_shisu_decile,kyori_tekisei,kishu_kitai_tansho_decile,ninki_shisu_decile,4,491,78.15,2.92,75.28,False
KEIBAJO_SURFACE_08_ダ_未勝利,omo_tekisei_code+kishu_kitai_rentai_decile+chokyo_shisu_decile,omo_tekisei_code,kishu_kitai_rentai_decile,chokyo_shisu_decile,3,383,84.59,8.24,75.27,False
KEIBAJO_SURFACE_08_ダ_未勝利,kyori_tekisei+kishu_kitai_rentai_decile+ninki_shisu_decile,kyori_tekisei,kishu_kitai_rentai_decile,ninki_shisu_decile,3,397,79.66,4.0,75.13,False
KEIBAJO_SURFACE_08_ダ_未勝利,kyori_kubun+kyori_tekisei+pace_shisu_juni,kyori_kubun,kyori_tekisei,pace_shisu_juni,6,654,82.8,10.43,74.45,False
KEIBAJO_SURFACE_08_ダ_未勝利,kyori_tekisei+agari_shisu_juni+tenkai_kigo_code,kyori_tekisei,agari_shisu_juni,tenkai_kigo_code,3,344,76.27,2.67,73.25,False
KEIBAJO_SURFACE_08_ダ_未勝利,omo_tekisei_code+uma_deokure_bin+uma_start_shisu_decile,omo_tekisei_code,uma_deokure_bin,uma_start_shisu_decile,8,1186,77.58,6.27,73.24,False
KEIBAJO_SURFACE_08_ダ_未勝利,omo_tekisei_code+kishu_shisu_decile+chokyo_shisu_decile,omo_tekisei_code,kishu_shisu_decile,chokyo_shisu_decile,3,382,91.32,16.76,72.36,False
KEIBAJO_SURFACE_08_ダ_未勝利,kyori_kubun+kyori_tekisei+ichi_shisu_juni,kyori_kubun,kyori_tekisei,ichi_shisu_juni,7,773,76.34,6.14,71.79,False
KEIBAJO_SURFACE_08_ダ_未勝利,omo_tekisei_code+ten_shisu_juni+tenkai_kigo_code,omo_tekisei_code,ten_shisu_juni,tenkai_kigo_code,4,409,75.99,4.75,71.33,False
KEIBAJO_SURFACE_08_ダ_未勝利,omo_tekisei_code+uma_deokure_bin+kyakushitsu,omo_tekisei_code,uma_deokure_bin,kyakushitsu,13,1900,75.07,7.0,71.27,False
KEIBAJO_SURFACE_08_ダ_未勝利,omo_tekisei_code+kishu_kitai_rentai_decile+ninki_shisu_decile,omo_tekisei_code,kishu_kitai_rentai_decile,ninki_shisu_decile,7,1008,76.75,7.55,71.16,False
KEIBAJO_SURFACE_08_ダ_未勝利,kyori_kubun+kyori_tekisei+gekiso_juni,kyori_kubun,kyori_tekisei,gekiso_juni,7,822,80.4,12.71,70.99,False
KEIBAJO_SURFACE_08_ダ_未勝利,kyori_kubun+kishu_kitai_tansho_decile+ninki_shisu_decile,kyori_kubun,kishu_kitai_tansho_decile,ninki_shisu_decile,3,454,79.22,7.57,70.66,False
KEIBAJO_SURFACE_08_ダ_未勝利,kyakushitsu+ichi_shisu_juni+tenkai_kigo_code,kyakushitsu,ichi_shisu_juni,tenkai_kigo_code,6,803,76.89,7.93,70.55,False
KEIBAJO_SURFACE_08_ダ_未勝利,kyori_kubun+kyori_tekisei+agari_shisu_juni,kyori_kubun,kyori_tekisei,agari_shisu_juni,6,630,79.04,10.68,70.49,False
KEIBAJO_SURFACE_08_ダ_未勝利,kishu_kitai_rentai_decile+chokyo_shisu_decile+ninki_shisu_decile,kishu_kitai_rentai_decile,chokyo_shisu_decile,ninki_shisu_decile,3,506,79.58,8.39,70.08,False
