factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,2124,76.08,5.5,72.27,False
kyori_kubun,距離区分,code,3,3569,72.97,0.83,72.04,False
omo_tekisei_code,重適性,code,3,3566,74.29,2.57,71.39,False
kyori_tekisei,距離適性,code,3,3482,73.26,1.76,71.27,False
uma_deokure_bin,馬出遅率ビン,code,5,3567,72.34,2.57,70.09,False
hizume_code,蹄コード,code,8,3256,72.72,6.42,68.27,False
kyakushitsu,脚質,code,4,3569,72.37,4.43,68.02,False
ichi_shisu_juni,位置指数順位,numeric,15,3488,73.22,10.32,68.0,False
pace_shisu_juni,ペース指数順位,numeric,15,3485,74.36,13.16,67.7,False
bataiju_zogen,馬体重増減,numeric,10,3169,72.11,7.79,67.29,False
ls_shisu_juni,LS指数順位,numeric,9,3525,74.37,11.56,66.82,False
ten_shisu_juni,テン指数順位,numeric,15,3480,71.84,11.38,66.08,False
gekiso_juni,激走順位,numeric,14,3403,71.1,9.84,65.95,False
joho_shisu_decile,情報指数10分位,code,6,3569,73.03,8.98,65.84,False
uma_start_shisu_decile,馬スタート指数10分位,code,7,3463,72.6,10.34,64.94,False
rotation_bin,ローテーションビン,code,7,3513,71.63,9.12,64.87,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,9,3482,72.67,12.18,64.71,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,3569,71.92,12.01,64.47,False
kishu_shisu_decile,騎手指数10分位,code,10,3569,71.72,12.14,64.2,False
bataiju,馬体重,numeric,9,963,70.11,9.62,63.82,False
agari_shisu_juni,上がり指数順位,numeric,15,3492,69.8,11.98,63.74,False
chokyo_shisu_decile,調教指数10分位,code,8,3442,69.96,10.14,62.93,False
kyusha_shisu_decile,厩舎指数10分位,code,10,3569,68.39,8.89,62.88,False
tenkai_kigo_code,展開記号,code,5,3569,73.26,12.27,62.5,False
ninki_shisu_decile,人気指数10分位,code,9,3508,68.7,11.58,61.14,False
manken_shisu_decile,万券指数10分位,code,8,3275,67.77,11.77,59.61,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,14,3472,72.7,25.19,59.51,False
umakigo_code,馬記号,code,3,3567,68.06,8.11,58.88,False
sogo_shisu_decile,総合指数10分位,code,6,3561,66.94,12.38,57.03,False
idm_decile,IDM指数10分位,code,5,3545,69.79,14.7,56.91,False
kishu_minarai_code,騎手見習,code,3,3440,64.28,10.11,52.83,False
class_code,クラスコード,code,3,3479,68.21,16.5,49.54,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,3,347,55.93,18.93,34.51,False
