factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,4397,76.92,4.97,73.47,False
pace_yoso,ペース予想,code,3,6819,74.31,1.03,73.15,False
omo_tekisei_code,重適性,code,3,6127,74.39,1.16,73.08,False
bataiju,馬体重,numeric,33,5143,74.83,8.67,71.87,False
bataiju_zogen,馬体重増減,numeric,12,5709,74.6,5.24,71.64,False
joken_class_code,条件クラス,code,5,6819,73.29,1.94,71.59,False
kyori_tekisei,距離適性,code,3,6560,73.82,1.98,71.58,False
shiba_tekisei_code,芝適性,code,3,6035,74.11,2.46,71.32,False
pace_shisu_juni,ペース指数順位,numeric,16,6693,74.29,7.12,70.8,False
ten_shisu_juni,テン指数順位,numeric,16,6657,73.43,6.0,70.49,False
hizume_code,蹄コード,code,9,5783,74.71,6.58,70.41,False
rotation_bin,ローテーションビン,code,8,6172,74.29,5.92,70.19,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,6151,73.34,4.62,70.14,False
ichi_shisu_juni,位置指数順位,numeric,16,6698,73.55,7.91,69.68,False
joshodo_code,上昇度,code,3,6722,72.67,3.08,69.18,False
tenkai_kigo_code,展開記号,code,5,6819,74.0,5.74,68.97,False
kyakushitsu,脚質,code,5,6819,72.79,5.12,68.31,False
uma_deokure_bin,馬出遅率ビン,code,5,6172,71.89,4.76,67.72,False
class_code,クラスコード,code,12,5940,71.77,7.36,67.61,False
idm_decile,IDM指数10分位,code,9,6744,72.12,7.36,67.31,False
agari_shisu_juni,上がり指数順位,numeric,15,6594,70.38,6.96,66.86,False
joho_shisu_decile,情報指数10分位,code,6,6819,73.31,9.24,65.92,False
sogo_shisu_decile,総合指数10分位,code,9,6724,71.6,9.65,65.3,False
kishu_minarai_code,騎手見習,code,4,6730,79.33,14.98,64.64,False
manken_shisu_decile,万券指数10分位,code,10,6751,70.75,9.88,64.63,False
ls_shisu_juni,LS指数順位,numeric,8,6794,71.93,12.05,63.58,False
kyusha_shisu_decile,厩舎指数10分位,code,10,6819,68.66,8.84,63.17,False
umakigo_code,馬記号,code,3,6815,69.44,6.01,62.63,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,11,1398,69.15,11.44,62.39,False
gekiso_juni,激走順位,numeric,16,6701,67.26,14.44,60.18,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,6819,69.81,16.63,59.5,False
kishu_shisu_decile,騎手指数10分位,code,10,6819,70.02,17.74,59.03,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,6819,69.18,16.92,58.69,False
chokyo_shisu_decile,調教指数10分位,code,10,6814,66.2,12.29,58.58,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,14,6636,64.53,12.87,57.79,False
ninki_shisu_decile,人気指数10分位,code,10,6819,62.28,19.13,50.42,False
