segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+manken_shirushi+agari_shisu_juni,omo_tekisei_code,manken_shirushi,agari_shisu_juni,3,344,90.78,5.8,84.22,True
COURSE_27_右回り平坦U字_ダ,uma_deokure_ritsu+ichi_shisu_juni+gekiso_juni,uma_deokure_ritsu,ichi_shisu_juni,gekiso_juni,4,457,85.67,5.46,80.32,True
COURSE_27_右回り平坦U字_ダ,uma_start_shisu+manken_shisu+kyori_tekisei,uma_start_shisu,manken_shisu,kyori_tekisei,3,306,80.55,1.15,79.25,False
COURSE_27_右回り平坦U字_ダ,pace_yoso+agari_shisu_juni+gekiso_juni,pace_yoso,agari_shisu_juni,gekiso_juni,9,989,82.44,7.07,77.82,False
COURSE_27_右回り平坦U字_ダ,shiba_tekisei_code+nyukyu_nannichimae+tenkai_kigo_code,shiba_tekisei_code,nyukyu_nannichimae,tenkai_kigo_code,7,991,82.13,5.99,77.7,False
COURSE_27_右回り平坦U字_ダ,uma_start_shisu+hizume_code+agari_shisu_juni,uma_start_shisu,hizume_code,agari_shisu_juni,11,1233,80.04,4.95,77.12,False
COURSE_27_右回り平坦U字_ダ,uma_start_shisu+uma_deokure_ritsu+nyukyu_nannichimae,uma_start_shisu,uma_deokure_ritsu,nyukyu_nannichimae,6,677,86.03,11.74,76.63,False
COURSE_27_右回り平坦U字_ダ,keibajo_code+manken_shirushi+agari_shisu_juni,keibajo_code,manken_shirushi,agari_shisu_juni,9,1185,84.22,12.46,76.08,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+shiba_tekisei_code+agari_shisu_juni,manken_shirushi,shiba_tekisei_code,agari_shisu_juni,3,346,81.91,5.19,76.03,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+joken_class_code+gekiso_juni,manken_shirushi,joken_class_code,gekiso_juni,11,1475,84.46,14.39,75.96,False
COURSE_27_右回り平坦U字_ダ,keibajo_code+agari_shisu_juni+gekiso_juni,keibajo_code,agari_shisu_juni,gekiso_juni,4,484,83.64,8.29,75.51,False
COURSE_27_右回り平坦U字_ダ,pace_yoso+uma_start_shisu+rotation,pace_yoso,uma_start_shisu,rotation,29,6138,79.01,9.95,75.39,False
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+ichi_shisu_juni+rotation,omo_tekisei_code,ichi_shisu_juni,rotation,6,691,81.82,8.18,75.27,False
COURSE_27_右回り平坦U字_ダ,joshodo_code+agari_shisu_juni+gekiso_juni,joshodo_code,agari_shisu_juni,gekiso_juni,34,4167,79.1,11.5,75.24,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+pace_yoso+agari_shisu_juni,manken_shirushi,pace_yoso,agari_shisu_juni,14,1899,79.96,9.36,75.06,False
COURSE_27_右回り平坦U字_ダ,uma_start_shisu+kyori_tekisei+gekiso_juni,uma_start_shisu,kyori_tekisei,gekiso_juni,22,4083,79.05,9.73,74.98,False
COURSE_27_右回り平坦U字_ダ,uma_start_shisu+kyori_tekisei+ichi_shisu_juni,uma_start_shisu,kyori_tekisei,ichi_shisu_juni,22,4148,78.66,8.86,74.96,False
COURSE_27_右回り平坦U字_ダ,hizume_code+kyori_tekisei+agari_shisu_juni,hizume_code,kyori_tekisei,agari_shisu_juni,32,4386,78.2,9.67,74.84,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+uma_start_shisu+kyori_tekisei,manken_shirushi,uma_start_shisu,kyori_tekisei,16,3057,79.98,10.58,74.8,False
COURSE_27_右回り平坦U字_ダ,keibajo_code+joken_class_code+rotation,keibajo_code,joken_class_code,rotation,32,8615,77.62,8.73,74.6,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+pace_yoso+hizume_code,manken_shirushi,pace_yoso,hizume_code,24,4640,77.4,7.04,74.58,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+joshodo_code+ichi_shisu_juni,manken_shirushi,joshodo_code,ichi_shisu_juni,33,3641,78.48,11.59,74.52,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+pace_yoso+joken_class_code,manken_shirushi,pace_yoso,joken_class_code,32,9226,76.82,6.73,74.49,False
COURSE_27_右回り平坦U字_ダ,joken_class_code+uma_start_shisu+kyori_tekisei,joken_class_code,uma_start_shisu,kyori_tekisei,41,9911,77.52,10.01,74.45,False
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+gekiso_juni+rotation,omo_tekisei_code,gekiso_juni,rotation,8,923,80.68,9.02,74.43,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+joken_class_code+kyori_tekisei,manken_shirushi,joken_class_code,kyori_tekisei,46,8928,77.06,9.17,74.41,False
COURSE_27_右回り平坦U字_ダ,keibajo_code+uma_deokure_ritsu+nyukyu_nannichimae,keibajo_code,uma_deokure_ritsu,nyukyu_nannichimae,5,571,82.2,8.96,74.35,False
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+joken_class_code+uma_deokure_ritsu,omo_tekisei_code,joken_class_code,uma_deokure_ritsu,18,7626,78.73,9.59,74.3,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+hizume_code+kyori_tekisei,manken_shirushi,hizume_code,kyori_tekisei,28,3996,77.59,8.93,74.28,False
COURSE_27_右回り平坦U字_ダ,keibajo_code+uma_start_shisu+nyukyu_nannichimae,keibajo_code,uma_start_shisu,nyukyu_nannichimae,5,566,82.63,9.55,74.26,False
COURSE_27_右回り平坦U字_ダ,uma_start_shisu+joshodo_code+rotation,uma_start_shisu,joshodo_code,rotation,36,8083,77.2,9.51,74.1,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+pace_yoso+rotation,manken_shirushi,pace_yoso,rotation,24,3629,77.96,9.63,74.1,False
COURSE_27_右回り平坦U字_ダ,ichi_shisu+ichi_shisu_juni+gekiso_juni,ichi_shisu,ichi_shisu_juni,gekiso_juni,6,653,80.69,8.52,73.87,False
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+agari_shisu_juni+rotation,omo_tekisei_code,agari_shisu_juni,rotation,12,1412,77.86,7.05,73.87,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+pace_yoso+gekiso_juni,manken_shirushi,pace_yoso,gekiso_juni,36,4940,77.27,10.51,73.83,False
COURSE_27_右回り平坦U字_ダ,keibajo_code+manken_shirushi+kyori_tekisei,keibajo_code,manken_shirushi,kyori_tekisei,40,9654,76.99,10.23,73.82,False
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+manken_shirushi+uma_start_shisu,omo_tekisei_code,manken_shirushi,uma_start_shisu,23,3385,77.95,10.13,73.81,False
COURSE_27_右回り平坦U字_ダ,joshodo_code+ichi_shisu_juni+gekiso_juni,joshodo_code,ichi_shisu_juni,gekiso_juni,38,4746,77.77,12.61,73.77,False
COURSE_27_右回り平坦U字_ダ,kyori_tekisei+nyukyu_nannichimae+tenkai_kigo_code,kyori_tekisei,nyukyu_nannichimae,tenkai_kigo_code,7,1072,78.81,6.83,73.75,False
COURSE_27_右回り平坦U字_ダ,kyori_tekisei+agari_shisu_juni+rotation,kyori_tekisei,agari_shisu_juni,rotation,20,2772,77.72,9.24,73.67,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+hizume_code+joshodo_code,manken_shirushi,hizume_code,joshodo_code,31,6728,76.47,8.01,73.65,False
COURSE_27_右回り平坦U字_ダ,uma_start_shisu+kyori_tekisei+rotation,uma_start_shisu,kyori_tekisei,rotation,17,3718,79.06,11.43,73.63,False
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+uma_deokure_ritsu+shiba_tekisei_code,omo_tekisei_code,uma_deokure_ritsu,shiba_tekisei_code,16,4651,76.87,6.75,73.57,False
