segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_右回り平坦U字_ダ,ichi_shisu_juni+kishu_minarai_code,ichi_shisu_juni,kishu_minarai_code,12,1566,79.37,4.61,76.76,False
COURSE_27_右回り平坦U字_ダ,ichi_shisu+da_tekisei_code,ichi_shisu,da_tekisei_code,21,2388,80.6,10.68,76.03,False
COURSE_27_右回り平坦U字_ダ,da_tekisei_code+kishu_minarai_code,da_tekisei_code,kishu_minarai_code,7,3120,78.9,4.24,75.77,False
COURSE_27_右回り平坦U字_ダ,uma_deokure_ritsu+kishu_minarai_code,uma_deokure_ritsu,kishu_minarai_code,3,1387,77.78,1.92,75.61,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+ichi_shisu_juni,manken_shirushi,ichi_shisu_juni,43,5536,78.19,10.26,75.13,False
COURSE_27_右回り平坦U字_ダ,agari_shisu_juni+kishu_minarai_code,agari_shisu_juni,kishu_minarai_code,13,1446,81.56,12.0,75.03,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+ten_shisu_juni,manken_shirushi,ten_shisu_juni,56,6756,77.92,11.2,74.98,False
COURSE_27_右回り平坦U字_ダ,uma_start_shisu+rotation,uma_start_shisu,rotation,36,8364,77.73,9.34,74.68,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+pace_shisu_juni,manken_shirushi,pace_shisu_juni,55,6682,78.34,14.38,74.54,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+class_code,manken_shirushi,class_code,28,7577,77.43,8.31,74.35,False
COURSE_27_右回り平坦U字_ダ,ichi_shisu+kyori_tekisei,ichi_shisu,kyori_tekisei,17,3353,79.43,11.42,74.0,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+joken_class_code,manken_shirushi,joken_class_code,24,10097,76.58,6.97,73.8,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+kyusha_hyoka_code,manken_shirushi,kyusha_hyoka_code,13,10716,77.96,7.96,73.64,False
COURSE_27_右回り平坦U字_ダ,agari_shisu_juni+gekiso_juni,agari_shisu_juni,gekiso_juni,58,7218,76.68,11.88,73.62,False
COURSE_27_右回り平坦U字_ダ,uma_start_shisu+ichi_shisu_juni,uma_start_shisu,ichi_shisu_juni,25,6831,77.03,8.89,73.55,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+rotation,manken_shirushi,rotation,24,5038,77.62,10.53,73.41,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+umakigo_code,manken_shirushi,umakigo_code,9,10098,75.65,3.48,73.38,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+hizume_code,manken_shirushi,hizume_code,34,7200,76.26,8.68,73.34,False
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+kishu_minarai_code,omo_tekisei_code,kishu_minarai_code,9,3328,77.26,6.26,73.17,False
COURSE_27_右回り平坦U字_ダ,ichi_shisu+umakigo_code,ichi_shisu,umakigo_code,63,10363,75.8,11.74,72.9,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+pace_yoso,manken_shirushi,pace_yoso,16,10805,75.51,5.37,72.87,False
COURSE_27_右回り平坦U字_ダ,manken_shirushi+kyori_tekisei,manken_shirushi,kyori_tekisei,24,10789,75.42,6.41,72.85,False
COURSE_27_右回り平坦U字_ダ,gekiso_juni+pace_shisu_juni,gekiso_juni,pace_shisu_juni,61,7943,76.0,12.56,72.84,False
COURSE_27_右回り平坦U字_ダ,manken_shisu+joshodo_code,manken_shisu,joshodo_code,46,14684,75.58,10.32,72.6,False
COURSE_27_右回り平坦U字_ダ,keibajo_code+kishu_minarai_code,keibajo_code,kishu_minarai_code,9,3612,76.61,6.31,72.49,False
COURSE_27_右回り平坦U字_ダ,uma_deokure_ritsu+kyori_tekisei,uma_deokure_ritsu,kyori_tekisei,36,12507,75.27,8.51,72.49,False
