factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
keibajo_code,競馬場,code,3,18487,73.51,0.34,73.12,False
omo_tekisei_code,重適性,code,4,17035,74.33,1.54,72.82,False
ichi_shisu,位置指数,numeric,78,13326,75.33,11.79,72.71,False
manken_shirushi,万券印,code,8,11248,75.37,3.9,72.67,False
pace_yoso,ペース予想,code,3,18487,73.21,1.03,72.04,False
joho_shisu,情報指数,numeric,42,18068,74.63,9.63,71.72,False
joken_class_code,条件クラス,code,5,18487,72.52,1.53,71.18,False
uma_start_shisu,馬スタート指数,numeric,18,16185,73.51,5.99,70.75,False
manken_shisu,万券指数,numeric,50,16848,73.38,10.22,70.54,False
hizume_code,蹄コード,code,14,16482,74.99,8.85,70.35,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,29,9385,73.63,9.82,70.05,False
kishu_shisu,騎手指数,numeric,26,17699,73.37,9.68,69.65,False
gekiso_shisu,激走指数,numeric,92,11023,71.93,12.1,69.46,False
uma_deokure_ritsu,馬出遅率,numeric,29,15516,72.56,8.77,69.37,False
shiba_tekisei_code,芝適性,code,3,10214,71.18,1.83,69.11,False
joshodo_code,上昇度,code,3,18275,71.52,2.22,69.01,False
kyori_tekisei,距離適性,code,4,18225,72.38,4.01,68.44,False
ls_shisu_juni,LS指数順位,numeric,9,18401,73.08,7.21,68.38,False
agari_shisu_juni,上がり指数順位,numeric,16,18487,70.81,6.12,67.81,False
nyukyu_nannichimae,入厩何日前,numeric,27,8496,71.41,10.17,67.57,False
tenkai_kigo_code,展開記号,code,5,18487,73.91,7.37,67.45,False
ichi_shisu_juni,位置指数順位,numeric,16,18487,70.7,7.32,67.11,False
pace_shisu,ペース指数,numeric,19,3333,72.65,12.72,66.93,False
gekiso_juni,激走順位,numeric,16,18487,71.33,9.11,66.86,False
rotation,ローテーション,numeric,21,16100,71.23,10.8,66.61,False
idm,IDM指数,numeric,46,12087,70.14,12.22,66.61,False
ten_shisu,テン指数,numeric,21,3317,73.32,15.89,66.52,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,34,9201,71.2,14.26,66.4,False
class_code,クラスコード,code,11,16456,71.99,9.51,66.37,False
kyusha_hyoka_code,厩舎評価,code,3,18391,73.68,6.88,65.89,False
da_tekisei_code,ダ適性,code,3,15196,71.48,5.23,65.56,False
kyakushitsu,脚質,code,5,18485,71.05,6.68,65.2,False
kishu_minarai_code,騎手見習,code,5,4002,70.86,7.55,64.25,False
ten_shisu_juni,テン指数順位,numeric,16,18487,69.29,10.32,64.23,False
pace_shisu_juni,ペース指数順位,numeric,16,18487,69.1,10.11,64.15,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,39,11965,69.3,17.19,63.9,False
kyuyo_riyu_bunrui_code,休養理由,code,3,3998,66.6,3.0,63.2,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,11,5373,69.69,12.13,62.52,False
umakigo_code,馬記号,code,3,18443,72.57,8.91,62.48,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,18487,76.95,30.4,62.05,False
kyusha_shisu,厩舎指数,numeric,15,2480,67.3,11.94,61.26,False
chokyo_shisu,調教指数,numeric,22,4311,67.71,18.47,60.0,False
agari_shisu,上がり指数,numeric,5,1677,67.34,11.51,57.25,False
sogo_shisu,総合指数,numeric,5,545,64.83,16.07,50.74,False
ninki_shisu,人気指数,numeric,33,4277,55.03,17.53,49.05,False
