segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_右回り平坦U字_ダ,keibajo_code+manken_shisu_decile+kyori_tekisei+agari_shisu_juni,keibajo_code,manken_shisu_decile,kyori_tekisei,agari_shisu_juni,5,566,93.09,2.11,91.23,True
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+pace_yoso+bataiju+kyori_tekisei,omo_tekisei_code,pace_yoso,bataiju,kyori_tekisei,3,333,92.55,4.62,87.32,True
COURSE_27_右回り平坦U字_ダ,joken_class_code+manken_shisu_decile+agari_shisu_juni+tenkai_kigo_code,joken_class_code,manken_shisu_decile,agari_shisu_juni,tenkai_kigo_code,4,489,92.32,5.34,87.08,True
COURSE_27_右回り平坦U字_ダ,joken_class_code+joshodo_code+manken_shisu_decile+agari_shisu_juni,joken_class_code,joshodo_code,manken_shisu_decile,agari_shisu_juni,4,483,91.98,6.0,86.1,True
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+manken_shisu_decile+agari_shisu_juni+tenkai_kigo_code,omo_tekisei_code,manken_shisu_decile,agari_shisu_juni,tenkai_kigo_code,5,637,88.92,3.47,85.88,True
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+joshodo_code+manken_shisu_decile+agari_shisu_juni,omo_tekisei_code,joshodo_code,manken_shisu_decile,agari_shisu_juni,4,523,89.85,4.62,85.32,True
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+manken_shirushi+joshodo_code+agari_shisu_juni,omo_tekisei_code,manken_shirushi,joshodo_code,agari_shisu_juni,3,338,91.01,5.58,84.7,True
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+manken_shirushi+agari_shisu_juni+tenkai_kigo_code,omo_tekisei_code,manken_shirushi,agari_shisu_juni,tenkai_kigo_code,3,344,90.78,5.8,84.22,True
COURSE_27_右回り平坦U字_ダ,kyori_tekisei+agari_shisu_juni+tenkai_kigo_code+gekiso_juni,kyori_tekisei,agari_shisu_juni,tenkai_kigo_code,gekiso_juni,4,468,87.47,3.78,83.76,True
COURSE_27_右回り平坦U字_ダ,keibajo_code+joken_class_code+hizume_code+agari_shisu_juni,keibajo_code,joken_class_code,hizume_code,agari_shisu_juni,4,457,86.79,4.43,82.46,True
COURSE_27_右回り平坦U字_ダ,omo_tekisei_code+bataiju+joshodo_code+kyori_tekisei,omo_tekisei_code,bataiju,joshodo_code,kyori_tekisei,5,554,90.7,9.72,82.18,True
