factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,5118,76.99,4.2,74.07,False
pace_yoso,ペース予想,code,3,7911,72.75,0.77,71.87,False
da_tekisei_code,ダ適性,code,3,6789,74.39,3.51,70.41,False
bataiju_zogen,馬体重増減,numeric,14,7167,72.38,3.93,70.32,False
uma_deokure_bin,馬出遅率ビン,code,5,7551,74.66,6.04,69.37,False
joken_class_code,条件クラス,code,5,7911,70.88,2.15,69.0,False
hizume_code,蹄コード,code,10,7082,72.68,6.16,68.87,False
bataiju,馬体重,numeric,33,6031,71.83,9.15,68.7,False
omo_tekisei_code,重適性,code,3,7522,72.44,3.41,68.58,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,7517,71.4,4.14,68.53,False
umakigo_code,馬記号,code,3,7906,72.29,3.6,68.22,False
manken_shisu_decile,万券指数10分位,code,10,7890,73.22,8.08,68.21,False
ls_shisu_juni,LS指数順位,numeric,7,7831,72.51,6.08,68.0,False
kyori_tekisei,距離適性,code,5,7701,73.34,6.32,67.8,False
ten_shisu_juni,テン指数順位,numeric,15,7911,70.56,5.78,67.63,False
ichi_shisu_juni,位置指数順位,numeric,15,7911,70.53,5.84,67.58,False
class_code,クラスコード,code,9,7270,71.35,8.03,66.11,False
pace_shisu_juni,ペース指数順位,numeric,15,7911,70.25,8.73,65.83,False
rotation_bin,ローテーションビン,code,8,7556,70.12,7.63,64.84,False
joho_shisu_decile,情報指数10分位,code,6,7911,71.35,8.47,64.57,False
kyakushitsu,脚質,code,5,7911,70.11,6.38,64.52,False
gekiso_juni,激走順位,numeric,15,7911,68.69,8.69,64.3,False
kishu_minarai_code,騎手見習,code,6,7911,69.37,6.6,64.09,False
kishu_shisu_decile,騎手指数10分位,code,10,7911,69.47,9.63,63.5,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,7911,69.74,10.23,63.39,False
tenkai_kigo_code,展開記号,code,5,7911,73.45,11.76,63.15,False
idm_decile,IDM指数10分位,code,10,7911,69.57,10.44,63.09,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,14,7816,71.11,15.43,63.03,False
agari_shisu_juni,上がり指数順位,numeric,15,7911,68.7,11.75,62.75,False
sogo_shisu_decile,総合指数10分位,code,10,7911,68.86,10.52,62.34,False
kyusha_shisu_decile,厩舎指数10分位,code,10,7911,67.41,10.58,60.85,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,20,3518,63.88,10.1,59.45,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,7911,67.43,12.89,59.44,False
kyori_tekisei_2,距離適性2,code,3,975,75.36,14.1,59.39,False
kyuyo_riyu_bunrui_code,休養理由,code,3,1741,70.95,11.42,58.03,False
ninki_shisu_decile,人気指数10分位,code,9,7813,65.38,12.65,57.11,False
chokyo_shisu_decile,調教指数10分位,code,10,7866,64.56,12.57,56.77,False
kyusha_hyoka_code,厩舎評価,code,4,7911,69.39,16.57,53.15,False
