segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_左回り平坦O字_ダ,manken_shirushi+da_tekisei_code+uma_start_shisu_decile+umakigo_code,manken_shirushi,da_tekisei_code,uma_start_shisu_decile,umakigo_code,3,343,95.94,7.47,87.49,True
COURSE_27_左回り平坦O字_ダ,da_tekisei_code+omo_tekisei_code+uma_start_shisu_decile+rotation_bin,da_tekisei_code,omo_tekisei_code,uma_start_shisu_decile,rotation_bin,4,439,91.45,5.26,86.3,True
COURSE_27_左回り平坦O字_ダ,uma_start_shisu_decile+umakigo_code+kyori_tekisei+ichi_shisu_juni,uma_start_shisu_decile,umakigo_code,kyori_tekisei,ichi_shisu_juni,4,454,87.83,7.58,80.4,True
COURSE_27_左回り平坦O字_ダ,manken_shirushi+da_tekisei_code+umakigo_code+ls_shisu_juni,manken_shirushi,da_tekisei_code,umakigo_code,ls_shisu_juni,3,354,80.35,1.51,78.64,False
COURSE_27_左回り平坦O字_ダ,uma_deokure_bin+uma_start_shisu_decile+kyori_tekisei+rotation_bin,uma_deokure_bin,uma_start_shisu_decile,kyori_tekisei,rotation_bin,3,366,83.54,4.56,78.38,False
COURSE_27_左回り平坦O字_ダ,pace_yoso+da_tekisei_code+bataiju_zogen+uma_start_shisu_decile,pace_yoso,da_tekisei_code,bataiju_zogen,uma_start_shisu_decile,3,386,95.91,15.54,78.33,False
COURSE_27_左回り平坦O字_ダ,da_tekisei_code+uma_start_shisu_decile+kyori_tekisei+rotation_bin,da_tekisei_code,uma_start_shisu_decile,kyori_tekisei,rotation_bin,6,831,83.34,6.33,78.27,False
COURSE_27_左回り平坦O字_ダ,manken_shirushi+uma_start_shisu_decile+umakigo_code+kyori_tekisei,manken_shirushi,uma_start_shisu_decile,umakigo_code,kyori_tekisei,4,466,86.44,8.75,77.87,False
COURSE_27_左回り平坦O字_ダ,pace_yoso+da_tekisei_code+uma_start_shisu_decile+rotation_bin,pace_yoso,da_tekisei_code,uma_start_shisu_decile,rotation_bin,9,1280,83.2,9.03,77.3,False
COURSE_27_左回り平坦O字_ダ,manken_shirushi+pace_yoso+da_tekisei_code+uma_deokure_bin,manken_shirushi,pace_yoso,da_tekisei_code,uma_deokure_bin,5,618,81.01,4.77,76.83,False
COURSE_27_左回り平坦O字_ダ,da_tekisei_code+omo_tekisei_code+uma_start_shisu_decile+ls_shisu_juni,da_tekisei_code,omo_tekisei_code,uma_start_shisu_decile,ls_shisu_juni,3,414,86.69,9.07,76.42,False
COURSE_27_左回り平坦O字_ダ,manken_shirushi+pace_yoso+uma_start_shisu_decile+umakigo_code,manken_shirushi,pace_yoso,uma_start_shisu_decile,umakigo_code,7,793,87.1,15.21,75.83,False
COURSE_27_左回り平坦O字_ダ,manken_shirushi+da_tekisei_code+joken_class_code+kyori_tekisei,manken_shirushi,da_tekisei_code,joken_class_code,kyori_tekisei,9,1301,80.65,8.46,75.12,False
COURSE_27_左回り平坦O字_ダ,pace_yoso+da_tekisei_code+joken_class_code+hizume_code,pace_yoso,da_tekisei_code,joken_class_code,hizume_code,18,3234,79.19,9.64,74.74,False
COURSE_27_左回り平坦O字_ダ,manken_shirushi+pace_yoso+da_tekisei_code+joken_class_code,manken_shirushi,pace_yoso,da_tekisei_code,joken_class_code,8,1334,79.91,7.99,74.38,False
COURSE_27_左回り平坦O字_ダ,pace_yoso+da_tekisei_code+uma_start_shisu_decile+manken_shisu_decile,pace_yoso,da_tekisei_code,uma_start_shisu_decile,manken_shisu_decile,5,626,85.23,12.74,74.07,False
COURSE_27_左回り平坦O字_ダ,pace_yoso+bataiju_zogen+uma_start_shisu_decile+kyori_tekisei,pace_yoso,bataiju_zogen,uma_start_shisu_decile,kyori_tekisei,3,383,85.1,9.87,73.93,False
COURSE_27_左回り平坦O字_ダ,manken_shirushi+pace_yoso+joken_class_code+kyori_tekisei,manken_shirushi,pace_yoso,joken_class_code,kyori_tekisei,7,1091,78.2,5.87,73.86,False
