factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
rotation,ローテーション,numeric,15,5351,78.81,7.37,75.08,False
manken_shirushi,万券印,code,8,4534,77.24,5.65,73.32,False
pace_yoso,ペース予想,code,3,7195,74.32,0.94,73.26,False
shiba_tekisei_code,芝適性,code,3,5750,74.15,1.05,72.96,False
kyori_tekisei,距離適性,code,4,7139,74.41,1.63,72.81,False
uma_deokure_ritsu,馬出遅率,numeric,11,4319,77.13,7.94,72.43,False
joken_class_code,条件クラス,code,5,7195,73.3,1.65,71.86,False
hizume_code,蹄コード,code,9,5565,74.96,5.43,71.41,False
omo_tekisei_code,重適性,code,4,6023,74.65,3.89,70.84,False
nyukyu_nannichimae,入厩何日前,numeric,13,2452,75.68,8.93,70.82,False
manken_shisu,万券指数,numeric,35,5605,74.13,10.2,70.75,False
joshodo_code,上昇度,code,3,7049,72.89,1.9,70.74,False
class_code,クラスコード,code,12,5565,74.53,7.72,70.16,False
ls_shisu_juni,LS指数順位,numeric,9,7176,74.95,7.43,70.1,False
idm,IDM指数,numeric,20,2402,75.89,13.25,70.08,False
kyakushitsu,脚質,code,5,7195,73.14,4.75,68.97,False
gekiso_juni,激走順位,numeric,16,7080,72.94,8.17,68.94,False
uma_start_shisu,馬スタート指数,numeric,13,5398,76.01,13.61,68.61,False
joho_shisu,情報指数,numeric,31,6196,72.73,13.31,68.05,False
pace_shisu_juni,ペース指数順位,numeric,16,7083,71.82,8.53,67.64,False
kyusha_hyoka_code,厩舎評価,code,3,7180,74.21,6.03,67.39,False
agari_shisu_juni,上がり指数順位,numeric,16,7069,72.23,9.92,67.37,False
tenkai_kigo_code,展開記号,code,5,7195,73.54,7.03,67.37,False
ichi_shisu_juni,位置指数順位,numeric,16,7084,71.03,7.8,67.21,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,14,7014,73.34,11.87,67.12,False
umakigo_code,馬記号,code,3,7185,70.7,3.23,67.05,False
ten_shisu_juni,テン指数順位,numeric,16,7061,71.31,10.66,66.09,False
pace_shisu,ペース指数,numeric,5,1337,74.09,9.67,65.62,False
kishu_shisu,騎手指数,numeric,21,6382,70.2,11.48,65.29,False
kishu_minarai_code,騎手見習,code,3,554,76.71,10.2,65.17,False
ten_shisu,テン指数,numeric,6,1282,72.78,10.33,64.52,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,4,2192,68.28,4.13,64.24,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,11,1764,70.32,12.51,62.92,False
agari_shisu,上がり指数,numeric,4,1159,72.16,11.5,60.89,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,13,2471,68.29,14.48,60.42,False
ichi_shisu,位置指数,numeric,6,2011,68.97,10.92,60.24,False
chokyo_shisu,調教指数,numeric,3,513,58.91,4.85,53.42,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,9,1223,63.55,20.51,50.15,False
