factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
hizume_code,蹄コード,code,13,12603,75.45,3.26,73.67,False
pace_yoso,ペース予想,code,3,14479,73.25,0.75,72.4,False
manken_shirushi,万券印,code,8,8842,76.08,5.3,72.4,False
da_tekisei_code,ダ適性,code,3,11387,74.88,2.53,72.01,False
joken_class_code,条件クラス,code,5,14479,72.51,1.5,71.19,False
umakigo_code,馬記号,code,3,14423,73.3,1.94,71.11,False
idm,IDM指数,numeric,40,8241,74.9,12.61,71.0,False
kyakushitsu,脚質,code,5,14478,72.91,2.41,70.79,False
ichi_shisu,位置指数,numeric,41,7021,74.41,12.11,70.7,False
joho_shisu,情報指数,numeric,42,14093,73.54,10.57,70.35,False
omo_tekisei_code,重適性,code,4,13012,72.79,2.62,70.22,False
kishu_minarai_code,騎手見習,code,3,2364,76.58,5.62,70.22,False
manken_shisu,万券指数,numeric,45,13068,72.43,9.16,69.76,False
ichi_shisu_juni,位置指数順位,numeric,16,14479,71.92,4.94,69.5,False
uma_start_shisu,馬スタート指数,numeric,20,12343,74.46,11.93,69.23,False
shiba_tekisei_code,芝適性,code,3,7889,71.14,1.95,68.94,False
kishu_shisu,騎手指数,numeric,24,13761,72.99,10.52,68.78,False
agari_shisu_juni,上がり指数順位,numeric,16,14479,71.3,6.63,68.05,False
gekiso_juni,激走順位,numeric,16,14479,71.1,7.14,67.6,False
ls_shisu_juni,LS指数順位,numeric,8,14405,72.73,7.68,67.4,False
pace_shisu_juni,ペース指数順位,numeric,16,14479,70.9,7.36,67.29,False
uma_deokure_ritsu,馬出遅率,numeric,24,11179,71.39,11.03,66.98,False
ten_shisu_juni,テン指数順位,numeric,16,14479,71.13,8.66,66.89,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,14479,72.03,10.79,66.74,False
gekiso_shisu,激走指数,numeric,29,3048,71.3,14.94,65.87,False
nyukyu_nannichimae,入厩何日前,numeric,24,6891,69.1,8.4,65.74,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,10,4817,72.39,11.02,65.56,False
tenkai_kigo_code,展開記号,code,5,14479,73.68,9.68,65.2,False
kyori_tekisei,距離適性,code,4,14038,71.85,7.98,64.03,False
class_code,クラスコード,code,12,12649,72.97,16.0,63.92,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,22,6041,68.55,11.21,63.86,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,32,8491,67.37,12.99,62.87,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,24,5571,68.18,14.61,62.34,False
rotation,ローテーション,numeric,19,12295,67.28,11.62,62.06,False
kyusha_shisu,厩舎指数,numeric,8,1473,70.68,13.39,61.4,False
joshodo_code,上昇度,code,3,14337,68.33,6.32,61.17,False
ten_shisu,テン指数,numeric,9,1953,66.83,12.07,58.94,False
kyusha_hyoka_code,厩舎評価,code,4,14479,76.83,18.55,58.65,False
chokyo_shisu,調教指数,numeric,12,4009,67.21,18.61,56.68,False
pace_shisu,ペース指数,numeric,6,1805,67.38,15.38,55.08,False
agari_shisu,上がり指数,numeric,6,1680,64.19,17.77,49.97,False
kyuyo_riyu_bunrui_code,休養理由,code,3,3027,58.3,12.49,44.16,False
