segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_06_ダ_短距離,omo_tekisei_code+gekiso_juni+kijun_ninkijun_tansho,omo_tekisei_code,gekiso_juni,kijun_ninkijun_tansho,3,408,98.19,5.18,92.33,True
COURSE_27_06_ダ_短距離,joken_class_code+ten_shisu_juni+kijun_ninkijun_tansho,joken_class_code,ten_shisu_juni,kijun_ninkijun_tansho,3,395,92.34,1.47,90.68,True
COURSE_27_06_ダ_短距離,shiba_tekisei_code+pace_shisu_juni+ten_shisu_juni,shiba_tekisei_code,pace_shisu_juni,ten_shisu_juni,3,463,91.82,1.74,89.86,True
COURSE_27_06_ダ_短距離,da_tekisei_code+pace_shisu_juni+kijun_ninkijun_tansho,da_tekisei_code,pace_shisu_juni,kijun_ninkijun_tansho,3,418,96.19,6.99,88.28,True
COURSE_27_06_ダ_短距離,da_tekisei_code+ichi_shisu_juni+kijun_ninkijun_tansho,da_tekisei_code,ichi_shisu_juni,kijun_ninkijun_tansho,3,351,96.53,7.44,88.11,True
COURSE_27_06_ダ_短距離,joken_class_code+gekiso_juni+kijun_ninkijun_tansho,joken_class_code,gekiso_juni,kijun_ninkijun_tansho,4,617,94.11,7.8,86.46,True
COURSE_27_06_ダ_短距離,joken_class_code+agari_shisu_juni+kijun_ninkijun_tansho,joken_class_code,agari_shisu_juni,kijun_ninkijun_tansho,3,414,95.55,8.13,86.35,True
COURSE_27_06_ダ_短距離,pace_yoso+agari_shisu_juni+kijun_ninkijun_tansho,pace_yoso,agari_shisu_juni,kijun_ninkijun_tansho,6,706,92.51,7.73,86.32,True
COURSE_27_06_ダ_短距離,joken_class_code+pace_shisu_juni+kijun_ninkijun_tansho,joken_class_code,pace_shisu_juni,kijun_ninkijun_tansho,4,546,92.7,8.01,84.84,True
COURSE_27_06_ダ_短距離,omo_tekisei_code+pace_shisu_juni+ten_shisu_juni,omo_tekisei_code,pace_shisu_juni,ten_shisu_juni,5,714,94.07,11.44,84.05,True
COURSE_27_06_ダ_短距離,hizume_code+joken_class_code+ten_shisu_juni,hizume_code,joken_class_code,ten_shisu_juni,6,700,87.26,5.15,83.14,True
COURSE_27_06_ダ_短距離,umakigo_code+agari_shisu_juni+gekiso_juni,umakigo_code,agari_shisu_juni,gekiso_juni,9,1018,87.84,7.91,82.67,True
COURSE_27_06_ダ_短距離,ichi_shisu_juni+ls_shisu_juni+ten_shisu_juni,ichi_shisu_juni,ls_shisu_juni,ten_shisu_juni,3,318,85.03,2.86,81.79,True
COURSE_27_06_ダ_短距離,manken_shirushi+da_tekisei_code+gekiso_juni,manken_shirushi,da_tekisei_code,gekiso_juni,7,1175,88.24,8.9,81.65,True
COURSE_27_06_ダ_短距離,da_tekisei_code+pace_shisu_juni+ten_shisu_juni,da_tekisei_code,pace_shisu_juni,ten_shisu_juni,7,1120,88.73,9.89,81.4,True
COURSE_27_06_ダ_短距離,da_tekisei_code+gekiso_juni+kijun_ninkijun_tansho,da_tekisei_code,gekiso_juni,kijun_ninkijun_tansho,7,1092,87.99,9.62,80.87,True
COURSE_27_06_ダ_短距離,hizume_code+omo_tekisei_code+ichi_shisu_juni,hizume_code,omo_tekisei_code,ichi_shisu_juni,7,777,84.91,5.45,80.87,True
COURSE_27_06_ダ_短距離,pace_shisu_juni+uma_deokure_ritsu+ten_shisu_juni,pace_shisu_juni,uma_deokure_ritsu,ten_shisu_juni,5,770,86.81,7.19,80.5,True
COURSE_27_06_ダ_短距離,omo_tekisei_code+kishu_minarai_code+ls_shisu_juni,omo_tekisei_code,kishu_minarai_code,ls_shisu_juni,3,341,87.75,6.48,80.42,True
COURSE_27_06_ダ_短距離,manken_shirushi+omo_tekisei_code+gekiso_juni,manken_shirushi,omo_tekisei_code,gekiso_juni,4,511,86.41,6.35,80.19,True
