factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
joken_class_code,条件クラス,code,3,2710,73.63,1.3,72.16,False
manken_shirushi,万券印,code,8,1676,75.93,8.25,70.21,False
omo_tekisei_code,重適性,code,3,2520,74.51,4.01,69.97,False
gekiso_juni,激走順位,numeric,14,2606,74.87,10.29,69.47,False
ichi_shisu_juni,位置指数順位,numeric,14,2593,73.99,9.13,69.21,False
umakigo_code,馬記号,code,3,2767,77.52,7.52,69.01,False
ls_shisu_juni,LS指数順位,numeric,8,2768,75.73,10.02,68.79,False
agari_shisu_juni,上がり指数順位,numeric,14,2606,73.8,10.59,68.25,False
uma_start_shisu,馬スタート指数,numeric,8,1752,72.33,6.58,67.77,False
pace_shisu_juni,ペース指数順位,numeric,15,2691,72.9,12.77,66.44,False
ten_shisu_juni,テン指数順位,numeric,16,2777,72.44,12.72,66.21,False
rotation,ローテーション,numeric,8,1923,72.6,11.24,64.81,False
tenkai_kigo_code,展開記号,code,5,2777,75.29,12.49,64.34,False
kyakushitsu,脚質,code,5,2777,72.69,9.53,64.34,False
hizume_code,蹄コード,code,8,2234,74.06,14.25,64.18,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,12,2576,70.1,11.53,63.57,False
kyori_tekisei,距離適性,code,3,2607,79.5,15.68,61.76,False
class_code,クラスコード,code,5,2265,72.23,13.66,60.26,False
uma_deokure_ritsu,馬出遅率,numeric,5,1355,72.89,15.14,59.62,False
kishu_shisu,騎手指数,numeric,10,1855,64.0,15.32,54.5,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,4,581,64.66,20.45,44.62,False
