factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_tekisei_2,距離適性2,code,3,3885,77.2,1.35,75.68,False
pace_yoso,ペース予想,code,3,21479,74.55,0.6,73.87,False
joken_class_code,条件クラス,code,5,21479,74.07,0.57,73.57,False
omo_tekisei_code,重適性,code,4,17826,75.16,2.22,72.98,False
manken_shirushi,万券印,code,8,14280,75.75,4.21,72.84,False
uma_deokure_bin,馬出遅率ビン,code,5,17496,74.44,2.87,71.93,False
bataiju,馬体重,numeric,55,20327,73.63,8.05,71.5,False
hizume_code,蹄コード,code,13,17134,75.88,8.88,71.05,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,17470,74.81,5.69,70.86,False
manken_shisu_decile,万券指数10分位,code,10,21041,73.19,4.0,70.71,False
kishu_minarai_code,騎手見習,code,4,21414,72.7,2.68,70.07,False
bataiju_zogen,馬体重増減,numeric,16,17081,73.66,7.44,70.01,False
kyori_tekisei,距離適性,code,4,20985,73.93,4.03,69.98,False
ls_shisu_juni,LS指数順位,numeric,9,21474,74.91,7.84,69.79,False
shiba_tekisei_code,芝適性,code,3,17128,73.75,3.82,69.43,False
kyakushitsu,脚質,code,5,21478,74.37,5.87,69.23,False
ten_shisu_juni,テン指数順位,numeric,18,21479,71.54,6.89,68.36,False
class_code,クラスコード,code,17,17413,73.02,9.92,68.3,False
tenkai_kigo_code,展開記号,code,5,21479,75.24,8.29,67.97,False
agari_shisu_juni,上がり指数順位,numeric,18,21479,70.93,8.34,67.07,False
gekiso_juni,激走順位,numeric,17,21387,70.72,7.8,67.01,False
joshodo_code,上昇度,code,3,21076,71.12,4.28,66.28,False
ichi_shisu_juni,位置指数順位,numeric,18,21479,70.31,9.15,66.09,False
pace_shisu_juni,ペース指数順位,numeric,18,21479,69.67,9.24,65.4,False
rotation_bin,ローテーションビン,code,8,17516,70.31,9.83,63.49,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,45,8430,67.52,17.89,62.29,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,21303,68.78,13.33,62.04,False
joho_shisu_decile,情報指数10分位,code,6,21479,71.56,12.8,61.32,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,21479,71.04,18.52,59.55,False
kishu_shisu_decile,騎手指数10分位,code,10,21479,70.3,18.19,59.03,False
kyusha_shisu_decile,厩舎指数10分位,code,10,21479,66.13,12.32,58.49,False
idm_decile,IDM指数10分位,code,10,21479,68.12,15.65,58.42,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,21479,69.66,18.84,57.98,False
umakigo_code,馬記号,code,3,21445,68.71,9.96,57.44,False
sogo_shisu_decile,総合指数10分位,code,10,21479,66.61,16.84,56.17,False
ninki_shisu_decile,人気指数10分位,code,10,21479,63.02,13.9,54.41,False
chokyo_shisu_decile,調教指数10分位,code,10,21479,63.09,14.24,54.27,False
kyuyo_riyu_bunrui_code,休養理由,code,3,4796,68.91,13.21,53.96,False
kyusha_hyoka_code,厩舎評価,code,4,21479,71.84,19.95,52.29,False
