factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,3202,73.83,0.61,73.14,False
joken_class_code,条件クラス,code,5,3202,73.71,1.33,72.55,False
uma_start_shisu,馬スタート指数,numeric,9,2379,76.68,8.32,71.25,False
manken_shirushi,万券印,code,8,2068,76.56,8.98,70.34,False
kyori_tekisei,距離適性,code,3,3088,73.32,2.79,70.17,False
gekiso_juni,激走順位,numeric,12,2940,73.87,6.65,70.11,False
kyakushitsu,脚質,code,5,3202,73.35,3.89,69.94,False
agari_shisu_juni,上がり指数順位,numeric,13,3032,73.46,6.61,69.87,False
pace_shisu_juni,ペース指数順位,numeric,13,3024,74.4,8.77,69.63,False
rotation,ローテーション,numeric,10,2378,73.48,8.04,68.5,False
ten_shisu_juni,テン指数順位,numeric,13,3005,72.84,9.8,67.51,False
class_code,クラスコード,code,8,2711,77.7,16.5,66.27,False
ichi_shisu_juni,位置指数順位,numeric,13,3037,71.85,10.83,65.97,False
hizume_code,蹄コード,code,8,2693,71.43,8.29,65.68,False
shiba_tekisei_code,芝適性,code,3,2922,71.59,5.41,65.46,False
ls_shisu_juni,LS指数順位,numeric,5,2951,76.13,12.32,65.32,False
uma_deokure_ritsu,馬出遅率,numeric,8,1776,73.75,12.64,64.99,False
manken_shisu,万券指数,numeric,5,531,70.35,6.69,64.48,False
kishu_shisu,騎手指数,numeric,13,2391,68.38,9.81,63.05,False
tenkai_kigo_code,展開記号,code,5,3202,71.95,10.63,62.63,False
omo_tekisei_code,重適性,code,3,2952,70.9,7.34,62.59,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,11,2931,68.19,12.19,60.98,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,4,540,59.22,19.28,40.32,False
